"","YearIndex","CompaniesIndex","Roa","TobinsQ","FinancialLeverage","Growth","FirmSize","Industry","CarbonProductivity","WaterProductivity","WasteProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"1070",1,358,0.0668,0.322083499169113,0.45,0.05,25.1162942297281,5,0.91,0,0,0,1,1
"1071",2,358,0.0588,0.29266961396282,0.46,0.0459,25.1285450234304,5,0.13,0.13,0.11,0,1,1
"1072",3,358,0.0599,0.457424847038875,0.49,0.0431,25.1820451577187,5,0.11,0.13,0.14,0,1,1
"1075",3,359,0.0152,-1.71479842809193,0.31,0.0393,24.8583843925367,4,0.03,0.03,0.06,1,0,1
"1076",1,360,0.0846,1.11514159061932,2.38,0.0149,24.3833084781218,6,0.57,0.55,0.61,1,0,1
"1077",2,360,0.1313,0.900161349944271,1.67,0.0789,24.3126563925596,6,0.04,0.05,0.15,1,0,1
"1078",3,360,0.0872,1.01523067972906,4.61,0.0521,24.2919812981735,6,0.04,0.06,0.08,1,0,1
"1079",1,361,0.0146,-1.07880966137193,0.75,0.2683,26.5921530616496,4,0.16,0,0,1,1,0
"1080",2,361,0.0136,-1.17118298150295,0.55,0.2865,26.6204773952267,4,0.03,0,0,1,1,0
"1081",3,361,0.0129,-1.27296567581289,0.83,0.28,26.721032980899,4,0.03,0,0,1,1,0
"1082",1,362,0.0684,0.22314355131421,0.83,0.0889,25.2164871851998,6,0.38,0.74,0.43,1,1,1
"1083",2,362,0.0851,0.0953101798043249,0.62,0.0914,25.2296538226368,6,0.03,0.05,0.03,1,1,1
"1084",3,362,0.0571,0.148420005118273,0.57,0.0955,25.2372961353611,6,0.04,0.06,0.05,1,1,1
"1086",2,363,0.1606,1.1999647829284,0,0.4228,24.3055618056576,7,0.13,0,0,1,0,0
"1087",3,363,0.1149,1.16002091679675,0,0.4281,24.3757146819443,7,0.11,0,0,1,0,0
"1088",1,364,0.1032,1.15688119679209,0.28,0.0998,22.9884627207257,1,0.36,0,0,1,1,1
"1089",2,364,0.1255,0.982078472412158,0.23,0.106,23.0568649834696,1,0.04,0.01,0.02,1,1,1
"1090",3,364,0.1109,0.797507195884188,0.25,0.0853,23.0238489272698,1,0.04,0,0,1,1,1
"1091",1,365,0.1019,0.593326845277734,1.09,0.1427,23.809615478084,1,0.39,0.34,0.09,1,0,0
"1092",2,365,0.0848,0.246860077931526,2.29,0.1736,23.8941691632655,1,0.12,0.04,0.02,1,0,0
"1093",3,365,0.0643,0.122217632724249,3.43,0.1735,23.8638341145459,1,0.11,0.13,0.03,1,0,1
"1094",1,366,0.0782,NA,0.36,0.015,24.518238038571,3,0,0,0,0,1,0
"1095",2,366,0.0888,NA,0.32,0.0197,24.5789301087052,3,0,0,0,0,1,0
"1096",3,366,0.0506,NA,0.28,0.0277,24.5420764606524,3,0.09,0,0,0,1,0
"1097",1,367,0.0643,0.746687947487975,NA,0.1619,23.0841198380644,7,0,0,0,0,0,0
"1098",2,367,0.0644,0.246860077931526,0.07,0.1947,23.2353011541227,7,0,0,0,0,0,0
"1099",3,367,0.0732,0.512823626428664,0.2,0.1468,23.4185684652261,7,0.02,0,0,0,0,0
"1100",1,368,0.0379,0.173953307123438,0.45,0.2619,23.8127605021894,4,0,0,0,0,0,0
"1101",2,368,0.0321,0.165514438477573,1.82,0.1662,23.7238363871407,4,0.02,0.04,0.1,0,0,1
"1102",3,368,0.0393,0.148420005118273,1.99,0.3287,23.7795286102404,4,0.02,0.06,0.08,0,0,1
"1103",1,369,0.165,1.5993875765806,4.95,0.2145,21.5820698187312,6,0,0,0,0,0,0
"1104",2,369,0.1275,1.06125650212434,2.32,0.2183,21.6413353857872,6,0,0,0,0,0,0
"1105",3,369,0.1154,1.23547147138531,5.22,0.229,21.5756919538905,6,0.01,0,0,0,0,0
"1106",1,370,-0.3174,2.4782176616372,0.68,-0.0701,21.7382385123807,5,0,0,0,0,0,0
"1109",1,371,0.0232,0.378436435720245,0.93,0.1484,23.6666516301282,4,0.17,0,0,0,0,0
"1110",2,371,0.0192,0.336472236621213,1.06,0.1649,23.7054568399337,4,0.06,0,0,1,1,1
"1111",3,371,0.0286,0.392042087776024,1.25,0.1577,23.778492682286,4,0.03,0,0,1,1,1
"1113",2,372,0.0749,0.22314355131421,2.31,0.0954,26.3367515436215,10,0.06,0,0,1,1,1
"1114",3,372,0.0537,0.29266961396282,8.99,0.0757,26.1730502856925,10,0.06,0.02,0,1,1,1
"1115",1,373,0.1157,0.770108221696074,0.71,0.2503,21.8764136582625,5,0.52,0,0,0,0,0
"1116",2,373,0.1152,0.828551817566148,0.67,0.2363,21.9994662752692,5,0.06,0,0,0,0,0
"1117",3,373,0.1168,0.693147180559945,0.65,0.217,22.0785853937669,5,0.04,0,0,0,0,0
"1118",1,374,0.0532,0.29266961396282,0.22,0.0297,24.2860150139161,2,0.53,0.67,0,1,0,0
"1119",2,374,0.0797,0.385262400790645,0.23,0.0339,24.2922631788835,2,0.06,0,0,1,0,0
"1120",3,374,0.059,0.3293037471426,0.18,0.0253,24.3390906101544,2,0.08,0,0,0,0,0
"1121",1,375,-0.11,2.02287119019144,NA,-0.5949,20.6721304248316,7,0.19,0,0,1,0,0
"1122",2,375,-0.1094,1.73695123273306,0.02,-0.4376,21.1472255276907,7,0,0,0,1,0,0
"1123",3,375,-0.1139,1.74571553072665,0.4,-0.3679,21.5261638814655,7,0.07,0,0,1,0,0
"1124",1,376,0.1095,0.398776119957368,0.25,0.1292,23.3572388346523,7,0.31,0.2,0,0,1,0
"1125",2,376,0.0955,-0.415515443961666,0.22,0.0638,23.4499415021718,7,0,0.03,0.13,0,1,0
"1126",3,376,0.0101,-0.0725706928348354,0.26,0.1069,23.4406060849557,7,0.01,0.01,0.05,0,1,0
"1127",1,377,0.0136,-1.20397280432594,0.88,0.2128,27.9837659470814,4,0.21,0,0,1,1,1
"1128",2,377,0.0124,-1.07880966137193,0.99,0.2538,28.0543359652995,4,0.03,0.01,0.02,1,1,1
"1129",3,377,0.011,-1.17118298150295,1.11,0.2662,28.154064794347,4,0.03,0.01,0.01,1,1,1
"1130",1,378,0.1026,NA,0.01,0.0398,NA,2,0.18,0,0,0,1,0
"1131",2,378,0.0933,NA,0.01,0.0427,NA,2,0.02,0.05,0.02,1,1,0
"1132",3,378,0.0839,NA,0.02,0.0408,NA,2,0.04,0,0,1,1,0
"1133",1,379,0.0366,-0.0512932943875506,0.46,0.0221,23.4573735723679,1,0.25,0.3,0.38,0,0,0
"1134",2,379,0.0401,-0.198450938723838,0.37,0.0441,23.4669405490216,1,0.05,0.07,0.06,1,1,0
"1135",3,379,0.0465,-0.083381608939051,0.73,0.0327,23.7190981055007,1,0.06,0,0,1,1,0
"1136",1,380,0.059,0.405465108108164,1.44,0.0599,23.8629685759104,6,0.07,0.6,0,1,1,1
"1137",2,380,0.036,0.476234178996372,1.66,0.007,23.8413484777779,6,0.02,0,0,1,1,1
"1138",3,380,0.0573,0.662687973075237,1.42,0.0927,23.7872173494775,6,0.02,0,0,1,1,1
"1139",1,381,0.0544,0.0861776962410524,2.25,0.1147,23.9149759937418,3,0,0,0,0,0,0
"1140",2,381,-0.0115,-0.105360515657826,2.33,0.0627,24.0243481806056,3,0,0,0,0,0,1
"1141",3,381,-0.0088,0.00995033085316809,2.38,0.2768,24.6464859204678,3,0,0,0,0,0,1
"1143",2,382,0.0801,0.104360015324243,0.54,0.0362,26.0450604436725,2,0.07,0,0,1,1,1
"1144",3,382,0.0729,0.2390169004705,0.58,0.0336,26.0399436148264,2,0.06,0,0,1,1,1
"1145",1,383,0.0852,0.22314355131421,3.96,0.1811,22.9709405755556,7,0,0,0,0,1,0
"1146",2,383,0.0866,0.2390169004705,3.36,0.1441,23.0378783101532,7,0,0.13,0,1,1,0
"1147",3,383,0.0268,0.398776119957368,2.48,0.152,23.014789982581,7,0.06,0,0,1,1,0
"1148",1,384,0.1275,0.524728528934982,1.14,0.0545,23.2563275286215,4,0.19,0.17,0.35,1,1,1
"1149",2,384,0.0356,0.364643113587909,0.8,0.0633,23.3972765458251,4,0.03,0.03,0.05,1,1,1
"1150",3,384,0.0633,0.405465108108164,1.02,0.2407,23.3227652537058,4,0.02,0.03,0.03,1,1,1
"1151",1,385,0.0545,0.451075619360217,2.08,0.0882,22.9706552944725,1,0.62,0.36,0.2,1,1,1
"1152",2,385,0.0631,0.336472236621213,2.84,0.0862,22.9996096187352,1,0.08,0.04,0.02,1,1,1
"1153",3,385,0.0626,0.322083499169113,3.82,0.1002,22.9932244271134,1,0.09,0.05,0.04,1,1,1
"1154",1,386,0.0622,0.198850858745165,0.22,0.2137,22.5646329139236,3,0,0,0,0,0,0
"1155",2,386,-0.3449,0.678033542749897,0.23,0.2771,22.7046810133277,3,0,0,0,0,0,0
"1156",3,386,-0.0869,1.19392246847243,0.33,0.2051,22.8894583050349,3,0.02,0,0,0,0,0
"1157",1,387,0.0288,-0.198450938723838,1.14,0.0894,24.1617810326536,11,0.16,0,0.15,1,1,1
"1158",2,387,0.0259,-0.198450938723838,1.14,0.0869,24.2468873196923,11,0.04,0,0.02,1,1,1
"1159",3,387,0.028,-0.150822889734584,1.13,0.0874,24.3330479697016,11,0.04,0,0.02,1,1,1
"1160",1,388,0.1291,0.678033542749897,0.33,0.2366,22.2521240809027,7,0.61,0,0,0,1,0
"1161",2,388,0.1305,0.712949807856125,0.31,0.2248,22.2769796006082,7,0.1,0,0,1,1,0
"1162",3,388,0.1133,0.99694863489161,0.36,0.2646,22.3400765037099,7,0.12,0,0,1,1,0
"1163",1,389,0.0934,0.165514438477573,0.05,0.099,26.5337928690326,3,0.5,0.56,0.41,1,1,1
"1164",2,389,0.0471,-0.0100503358535015,0.04,0.0774,26.5720371496375,3,0.08,0.1,0.14,1,1,1
"1165",3,389,0.0235,0.215111379616945,0.07,0.0825,26.5797493698074,3,0.09,0.09,0.13,1,1,1
"1166",1,390,0.0333,-0.673344553263766,0.67,0.0537,24.1249630936502,7,0.37,0.34,0.04,1,1,0
"1167",2,390,0.0172,-0.755022584278033,0.58,0.0542,24.091802276369,7,0.07,0.07,0.03,1,1,1
"1168",3,390,-0.0233,-0.713349887877465,0.59,0.0493,24.0431808539889,7,0.07,0.07,0.07,1,1,1
"1169",1,391,0.1975,NA,0,0.7912,23.562534516281,7,0.02,0,0,0,0,1
"1170",2,391,-0.0932,NA,0.0939,0.2919,23.5449398583704,7,0.03,0,0,1,0,1
"1171",3,391,-0.0045,NA,0.0604,1.6287,24.8497604044487,7,0.03,0,0,1,0,1
"1172",1,392,0.1234,1.16002091679675,1.36,0.1171,22.9217118901993,1,0.32,0,0,0,0,1
"1173",2,392,0.1575,1.18784342239605,1.35,0.0834,22.8860139847527,1,0.05,0,0,1,0,1
"1174",3,392,0.2389,1.74919985480926,1.99,0.0791,22.8449283940602,1,0.06,0,0,1,0,1
"1175",1,393,0.075,0.587786664902119,0.29,0.1688,22.9218672437955,5,0.51,0,0,0,0,0
"1176",2,393,0.008,0.0295588022415444,0.27,0.1646,22.9830060574481,5,0.1,0,0,0,0,0
"1177",3,393,0.0114,0.0861776962410524,0.22,0.1541,22.9886370018464,5,0.09,0,0,0,0,0
