"";"test";"2012";"2013";"2014";"2015";"2016"
"1234";"LMT.close";92,290001;148,660004;192,570007;217,149994;249,940002
"1235";"LMT.adjclose";78,344307;131,707748;176,173813;204,686859;242,291122
"1236";"LMT.volume";39181800;28866500;26296900;27197500;34673900
"1237";"LNC.open";24,84;51,490002;56,09;55,400002;64,870003
"1238";"LNC.high";26,530001;52,27;59,169998;55,919998;69,489998
"1239";"LNC.low";24,77;49,470001;53,950001;48,490002;64,360001
"1240";"LNC.close";25,9;51,619999;57,669998;50,259998;66,269997
"1241";"LNC.adjclose";23,525436;47,551102;53,79694;47,581264;64,57444
"1242";"LNC.volume";49627600;39608900;40818100;40951100;32893700
"1243";"LNG.open";16,91;39,459999;63,509998;48,139999;41,75
"1244";"LNG.high";18,92;46,389999;73,519997;48,139999;44,029999
"1245";"LNG.low";16,290001;38,419998;60,380001;35,09;40,639999
"1246";"LNG.close";18,780001;43,119999;70,400002;37,25;41,43
"1247";"LNG.adjclose";18,780001;43,119999;70,400002;37,25;41,43
"1248";"LNG.volume";95234700;85484800;85428500;90066500;48404200
"1249";"LOW.open";35,93;47,580002;63,549999;76,910004;70,339996
"1250";"LOW.high";36,470001;49,610001;69,57;77,669998;76,470001
"1251";"LOW.low";34,200001;45,75;62,91;73,870003;69,919998
"1252";"LOW.close";35,52;49,549999;68,800003;76,040001;74,690002
"1253";"LOW.adjclose";32,517296;46,111214;65,110519;73,024834;72,947487
"1254";"LOW.volume";203661300;121741000;111638700;84455400;133965600
"1255";"LRCX.open";35,279999;51,98;82;78,300003;105,650002
"1256";"LRCX.high";37,18;54,740002;85,699997;81,290001;110,349998
"1257";"LRCX.low";34,700001;50,709999;76,330002;76,150002;97,790001
"1258";"LRCX.close";36,130001;54,450001;79,339996;79,419998;105,730003
"1259";"LRCX.adjclose";34,326923;51,732658;75,779373;76,785133;103,7491
"1260";"LRCX.volume";50785300;30065100;39432500;41934900;40058500
"1261";"LTRPA.open";NA;NA;26,040001;30,120001;16,15
"1262";"LTRPA.high";NA;NA;28;31,85;16,6
"1263";"LTRPA.low";NA;NA;24,870001;29,299999;14,825
"1264";"LTRPA.close";NA;NA;26,9;30,34;16,35
"1265";"LTRPA.adjclose";NA;NA;26,9;30,34;16,35
"1266";"LTRPA.volume";NA;NA;14553600;9829100;14571800
"1267";"LUV.open";9,58;18,620001;42,240002;46;46,360001
"1268";"LUV.high";10,61;19;43,189999;51,34;51,310001
"1269";"LUV.low";9,42;17,73;38,73;42,66;46,189999
"1270";"LUV.close";10,24;18,84;42,32;43,060001;49,84
"1271";"LUV.adjclose";9,810414;18,186611;41,18784;42,18829;49,243931
"1272";"LUV.volume";134684300;122877900;194291500;138821000;104357100
"1273";"LVS.open";46,93;71,699997;62,599998;44,5;62,560001
"1274";"LVS.high";48,099998;79,25;63,470001;46,220001;62,799999
"1275";"LVS.low";42,669998;71,139999;49,82;40,220001;53,07
"1276";"LVS.close";46,16;78,870003;58,16;43,84;53,41
"1277";"LVS.adjclose";34,748348;64,714767;48,945976;38,674088;49,887768
"1278";"LVS.volume";126906800;83361600;140884500;104411700;130762200
"1279";"LYB.open";49,889999;77,440002;76,209999;96;90,970001
"1280";"LYB.high";57,16;80,330002;83,440002;97,199997;92,68
"1281";"LYB.low";48,459999;74,510002;70,059998;83,220001;85,139999
"1282";"LYB.close";57,09;80,279999;79,389999;86,900002;85,779999
"1283";"LYB.adjclose";47,661198;68,982346;70,198547;79,428841;81,735817
"1284";"LYB.volume";91748000;59512700;140000700;77121600;58441100
"1285";"M.open";38,93;52,990002;64,339996;39,380001;42,009998
"1286";"M.high";39,720001;53,860001;66,589996;39,939999;43,790001
"1287";"M.low";36,299999;51;60,220001;34,049999;35,610001
"1288";"M.close";39,02;53,400002;65,75;34,98;35,810001
"1289";"M.adjclose";32,458752;45,350826;56,94688;30,956326;32,977402
"1290";"M.volume";106166100;77204300;90649800;178734600;115641400
"1291";"MA.open";49,099998;76,081001;86,559998;98,209999;102,330002
"1292";"MA.high";49,862;83,938004;89,870003;100,800003;105,709999
"1293";"MA.low";47,386002;74,405998;82,050003;94,5;99,510002
"1294";"MA.close";49,127998;83,545998;86,160004;97,360001;103,25
"1295";"MA.adjclose";45,356693;79,993752;83,980934;95,57959;102,181396
"1296";"MA.volume";131857000;161933000;92817400;76528700;73599000
"1297";"MAC.open";56,779999;57,080002;79;78,68;67,860001
"1298";"MAC.high";58,77;60,759998;85,550003;82,459999;71,889999
"1299";"MAC.low";56,619999;56;78,669998;75,949997;66,809998
"1300";"MAC.close";58,299999;58,889999;83,410004;80,690002;70,839996
"1301";"MAC.adjclose";47,513939;49,867237;73,415825;73,319405;66,755013
"1302";"MAC.volume";14480600;20438700;23686100;23932700;17758100
"1303";"MAR.open";36,23;47;78,5;71,510002;78,470001
"1304";"MAR.high";37,860001;49,84;79,25;72,68;86,150002
"1305";"MAR.low";35,110001;45,25;75,620003;64,639999;78,470001
"1306";"MAR.close";37,27;49,349998;78,029999;67,040001;82,68
"1307";"MAR.adjclose";34,718002;46,672813;74,696716;64,974327;81,458694
"1308";"MAR.volume";40101500;39283800;40177100;59359400;62991500
"1309";"MAS.open";14,982426;19,66608;21,159929;30,02;31,67
"1310";"MAS.high";15,061511;20,123022;22,478031;30,49;33,209999
"1311";"MAS.low";13,743409;18,462214;20,834799;27,68;30,08
"1312";"MAS.close";14,639719;20,008787;22,144112;28,299999;31,620001
"1313";"MAS.adjclose";13,524029;18,822182;21,181337;27,494822;31,10944
"1314";"MAS.volume";85590400;80552700;93078300;72077700;65901100
"1315";"MAT.open";37,75;46,110001;31,360001;24,93;31,559999
"1316";"MAT.high";37,93;47,939999;31,530001;27,93;31,66
"1317";"MAT.low";35,549999;44,240002;28,9;24,280001;27,27
"1318";"MAT.close";36,619999;47,580002;30,950001;27,17;27,549999
"1319";"MAT.adjclose";29,18392;39,197437;26,628487;24,850344;26,452494
"1320";"MAT.volume";39444500;42057000;108470200;137425400;86772800
"1321";"MCD.open";87,419998;97,290001;96,150002;114,519997;118,959999
"1322";"MCD.high";90,849998;97,290001;97,5;120,230003;124
"1323";"MCD.low";86,269997;94,040001;87,620003;112,910004;117,709999
"1324";"MCD.close";88,209999;97,029999;93,699997;118,139999;121,720001
"1325";"MCD.adjclose";75,012215;85,210014;85,123581;111,025902;117,916306
"1326";"MCD.volume";114044000;90582200;171258800;115015200;78403000
"1327";"MCHP.open";30,559999;43,459999;45,049999;48,549999;66,330002
"1328";"MCHP.high";32,799999;44,950001;46,75;48,68;66,389999
"1329";"MCHP.low";29,559999;41,32;42,68;44,16;60,77
"1330";"MCHP.close";32,59;44,75;45,110001;46,540001;64,150002
"1331";"MCHP.adjclose";28,126324;40,045647;41,6493;44,287666;62,738384
"1332";"MCHP.volume";41275700;46701100;40750300;44032200;40917100
"1333";"MCK.open";94,5;165,889999;210,360001;190,149994;143,440002
"1334";"MCK.high";100;166,25;214,369995;202,199997;148,589996
"1335";"MCK.low";92,860001;156;201,309998;185,919998;136,809998
"1336";"MCK.close";96,959999;161,399994;207,580002;197,229996;146,25
"1337";"MCK.adjclose";93,687065;157,070801;203,03273;193,865967;144,736679
"1338";"MCK.volume";23103000;26988900;18873400;33393800;44196900
"1339";"MCO.open";48,790001;74,410004;100,739998;103,489998;100,68
"1340";"MCO.high";51,630001;79,150002;101,050003;104,230003;101,129997
"1341";"MCO.low";46,09;71,639999;92,32;95,220001;93,849998
"1342";"MCO.close";50,32;78,470001;95,809998;100,339996;94,269997
"1343";"MCO.adjclose";46,869152;74,155884;91,713066;97,305565;92,86586
"1344";"MCO.volume";32747200;16248500;26428600;25020300;20330200
"1345";"MDLZ.open";26,02;33,599998;39,200001;44,080002;41,34
"1346";"MDLZ.high";26,23;35,43;39,27;45,950001;45,77
"1347";"MDLZ.low";25;33,220001;35,689999;42,41;40,5
"1348";"MDLZ.close";25,450001;35,299999;36,330002;44,84;44,330002
"1349";"MDLZ.adjclose";23,122084;32,664108;34,167286;42,84671;43,069595
"1350";"MDLZ.volume";220528400;169922900;169975300;182797100;188140100
"1351";"MET.open";29,723707;46,720142;49,153297;45,650623;49,402851
"1352";"MET.high";30,597149;48,413548;50,81105;46,105171;51,773617
"1353";"MET.low";28,333334;44,679146;45,124779;41,016045;47,415329
"1354";"MET.close";29,35829;48,057041;48,208557;42,967915;48,030304
"1355";"MET.adjclose";24,8218;41,690247;43,068592;39,633282;46,120522
"1356";"MET.volume";262077600;131691900;152168600;149822400;118278500
"1357";"MGLN.open";52,189999;61,009998;61,110001;52,93;72,900002
"1358";"MGLN.high";53,970001;62;63,07;64,5;77,349998
"1359";"MGLN.low";47,32;56,220001;57,200001;51,369999;71,449997
"1360";"MGLN.close";49;59,91;60,029999;61,66;75,25
"1361";"MGLN.adjclose";49;59,91;60,029999;61,66;75,25
"1362";"MGLN.volume";4925300;3612700;3399300;4435900;5025900
"1363";"MHK.open";86,309998;140,339996;152,389999;192,020004;197,509995
"1364";"MHK.high";93,949997;149,009995;158,580002;200,419998;205,910004
"1365";"MHK.low";80,629997;134,039993;143,220001;183,139999;189,440002
"1366";"MHK.close";90,470001;148,899994;155,360001;189,389999;199,679993
"1367";"MHK.adjclose";90,470001;148,899994;155,360001;189,389999;199,679993
"1368";"MHK.volume";13692000;22847200;15273400;12556500;10528600
"1369";"MKC.open";64,900002;69,059998;74,129997;85,650002;90,860001
"1370";"MKC.high";66,110001;70,519997;77,080002;87,459999;94,199997
"1371";"MKC.low";62,439999;66,599998;71,510002;83,5;88,639999
"1372";"MKC.close";63,529999;68,919998;74,300003;85,559998;93,330002
"1373";"MKC.adjclose";56,959282;63,056656;69,440277;81,60984;90,620468
"1374";"MKC.volume";10343500;11389300;11973400;13415900;13992600
"1375";"MKL.open";480,950012;564,900024;692,76001;910;896,780029
"1376";"MKL.high";494,399994;582,590027;698,679993;931,25;915,580017
"1377";"MKL.low";425,170013;555,01001;660,090027;852,030029;873,150024
"1378";"MKL.close";433,420013;580,349976;682,840027;883,349976;904,5
"1379";"MKL.adjclose";433,420013;580,349976;682,840027;883,349976;904,5
"1380";"MKL.volume";1043600;890100;620200;1400800;1047200
"1381";"MMC.open";35,279999;47,459999;56,5;55,57;69,389999
"1382";"MMC.high";35,439999;48,560001;58,740002;57,459999;69,739998
"1383";"MMC.low";33,950001;46,689999;56,049999;53,970001;67,389999
"1384";"MMC.close";34,470001;48,360001;57,240002;55,450001;67,589996
"1385";"MMC.adjclose";30,666365;44,1026;53,335396;52,773499;65,718582
"1386";"MMC.volume";46505800;35260500;39633200;47384600;48241200
"1387";"MMM.open";91,410004;131,669998;158,350006;156,410004;171,639999
"1388";"MMM.high";94,139999;140,429993;168,160004;158,690002;180,059998
"1389";"MMM.low";89,599998;125,150002;155,589996;146,690002;171,089996
"1390";"MMM.close";92,849998;140,25;164,320007;150,639999;178,490005
"1391";"MMM.adjclose";81,715996;126,209686;151,456223;142,502808;173,37204
"1392";"MMM.volume";54850200;73382000;53439800;61082900;43275700
"1393";"MNST.open";17,456667;20,546667;36,990002;51,849998;44,5
"1394";"MNST.high";19,120001;22,776667;37,830002;53,5;46,09
"1395";"MNST.low";16,936666;19,719999;34,393333;48,513332;43
"1396";"MNST.close";17,613333;22,59;36,116665;49,653332;44,34
"1397";"MNST.adjclose";17,613333;22,59;36,116665;49,653332;44,34
"1398";"MNST.volume";110393400;82771800;63202700;49902500;54163800
"1399";"MO.open";33,93;37,009998;50,130001;57,66;63,509998
"1400";"MO.high";33,970001;38,580002;51,669998;59,150002;68,029999
"1401";"MO.low";30,940001;36,84;48,91;56,169998;62,400002
"1402";"MO.close";31,440001;38,389999;49,27;58,209999;67,620003
"1403";"MO.adjclose";24,847288;31,972738;43,091667;53,074738;63,975441
"1404";"MO.volume";213926800;189047500;146217500;116368600;132650700
"1405";"MON.open";91,980003;113,730003;119,599998;96,129997;102,709999
"1406";"MON.high";94,760002;116,800003;122,949997;100,559998;106,150002
"1407";"MON.low";88,559998;110,040001;116,199997;92,910004;102,699997
"1408";"MON.close";94,650002;116,550003;119,470001;98,519997;105,209999
"1409";"MON.adjclose";85,534294;106,974846;111,376144;93,650337;102,28743
"1410";"MON.volume";44992100;38709400;62689200;75537800;38970200
"1411";"MOS.open";54,310001;48;45,669998;31,5;28,6
"1412";"MOS.high";57,110001;48,25;46,84;32,259998;31,540001
"1413";"MOS.low";52,650002;43,709999;43,59;26,959999;27,51
"1414";"MOS.close";56,630001;47,27;45,650002;27,59;29,33
"1415";"MOS.adjclose";49,677723;42,003838;41,411701;25,614008;28,606556
"1416";"MOS.volume";48862900;65069600;63184500;123088800;106327300
"1417";"MPC.open";29,9;41,919998;44,700001;58,82;47,490002
"1418";"MPC.high";31,719999;45,974998;48,575001;59,990002;51,150002
"1419";"MPC.low";28,754999;41,119999;40;47,580002;47,150002
"1420";"MPC.close";31,5;45,865002;45,130001;51,84;49,439999
"1421";"MPC.adjclose";26,189671;39,706535;40,72636;48,272385;47,743362
"1422";"MPC.volume";121184600;166644800;148705100;122440500;121877400
"1423";"MRK.open";44,470001;49,740002;60,400002;53,77;61,299999
"1424";"MRK.high";45,490002;50,419998;62,200001;54,990002;63,029999
"1425";"MRK.low";40,02;47,610001;56,560001;51,200001;58,560001
"1426";"MRK.close";40,939999;50,049999;56,790001;52,82;58,869999
"1427";"MRK.adjclose";34,200321;43,397591;50,821728;48,793346;56,192719
"1428";"MRK.volume";263124000;211085000;229006600;226185900;203962200
"1429";"MRO.open";31,040001;36,02;28,52;17,57;19,120001
"1430";"MRO.high";31,559999;37;31,01;17,690001;19,280001
"1431";"MRO.low";29,6;34,169998;24,280001;12,11;17,209999
"1432";"MRO.close";30,66;35,299999;28,290001;12,59;17,309999
"1433";"MRO.adjclose";27,50596;32,325031;26,507181;12,155882;17,015783
"1434";"MRO.volume";103153200;117005900;222836500;286188200;294192600
"1435";"MS.open";17,01;31,52;35,02;34,599998;41,759998
"1436";"MS.high";19,450001;31,85;39,189999;35,580002;44,040001
"1437";"MS.low";16,35;30,040001;34,560001;31,190001;41,139999
"1438";"MS.close";19,120001;31,360001;38,799999;31,809999;42,25
"1439";"MS.adjclose";17,610846;29,1185;36,420803;30,324038;41,26289
"1440";"MS.volume";345139100;219393800;201217400;251203200;237718500
"1441";"MSFT.open";26,780001;38,09;47,880001;54,41;60,110001
"1442";"MSFT.high";27,73;38,98;49,060001;56,849998;64,099998
"1443";"MSFT.low";26,26;35,529999;44,900002;53,68;58,799999
"1444";"MSFT.close";26,709999;37,41;46,450001;55,48;62,139999
"1445";"MSFT.adjclose";23,278116;33,589848;42,848759;52,571941;60,498608
"1446";"MSFT.volume";947310900;826617700;626771200;791895100;513256500
"1447";"MSI.open";54,630001;65,75;65,589996;72,099998;80,25
"1448";"MSI.high";55,77;67,669998;67,980003;72,440002;87,550003
"1449";"MSI.low";53,779999;64,209999;61,630001;67,550003;78,699997
"1450";"MSI.close";55,68;67,5;67,080002;68,449997;82,889999
"1451";"MSI.adjclose";49,59148;61,271809;62,096516;64,731979;80,22126
"1452";"MSI.volume";30483100;25180400;31161900;20358000;18091300
"1453";"MTB.open";97,900002;115,07;125,139999;126,129997;144,740005
"1454";"MTB.high";101,629997;117,290001;128,960007;127,389999;158,350006
"1455";"MTB.low";95,68;111,57;119,580002;118,639999;144,339996
"1456";"MTB.close";98,470001;116,419998;125,620003;121,18;154,169998
"1457";"MTB.adjclose";87,532715;106,177391;117,239326;115,730843;150,741455
"1458";"MTB.volume";16311200;20712200;15213000;19588800;22083900
"1459";"MU.open";6,02;21,1;35,98;16,18;19,700001
"1460";"MU.high";6,9;23,67;36,59;16,629999;23,639999
"1461";"MU.low";5,9;20,809999;32,369999;13,51;18,18
"1462";"MU.close";6,34;21,75;35,009998;14,16;21,92
"1463";"MU.adjclose";6,34;21,75;35,009998;14,16;21,92
"1464";"MU.volume";476319100;808447200;359420900;503509000;631585800
"1465";"MXIM.open";29,110001;28,65;29,52;39,150002;39,189999
"1466";"MXIM.high";30,74;28,67;32,16;39,290001;39,84
"1467";"MXIM.low";28,51;27,4;28,889999;36,23;37,32
"1468";"MXIM.close";29,4;27,9;31,870001;38;38,57
"1469";"MXIM.adjclose";24,786625;24,318758;28,762535;35,439518;37,21349
"1470";"MXIM.volume";49168500;54391800;65768500;61135500;32735900
"1471";"MYL.open";27,26;44,299999;58,27;51,880001;36,619999
"1472";"MYL.high";28,5;44,68;58,860001;55,509998;38,790001
"1473";"MYL.low";26,91;41,259998;53,27;50,130001;33,790001
"1474";"MYL.close";27,450001;43,400002;56,369999;54,07;38,150002
"1475";"MYL.adjclose";27,450001;43,400002;56,369999;54,07;38,150002
"1476";"MYL.volume";112149600;70973100;64264200;125126300;107356500
"1477";"NBL.open";49,415001;70,099998;49,110001;36,759998;39,119999
"1478";"NBL.high";51,540001;70,739998;52,360001;37,040001;42,029999
"1479";"NBL.low";47,755001;65,790001;42,110001;30,389999;37,889999
"1480";"NBL.close";50,869999;68,110001;47,43;32,93;38,060001
"1481";"NBL.adjclose";47,414848;64,350525;45,291519;32,003696;37,420189
"1482";"NBL.volume";39884200;49350200;95280800;98449900;74623600
"1483";"NEE.open";68,809998;84,839996;103,839996;100,029999;113,519997
"1484";"NEE.high";71,190002;85,839996;110,839996;105,300003;120,75
"1485";"NEE.low";67,75;81,519997;99,57;96,190002;112,629997
"1486";"NEE.close";69,190002;85,620003;106,290001;103,889999;119,459999
"1487";"NEE.adjclose";59,063122;75,600723;96,709145;97,435211;115,392342
"1488";"NEE.volume";33076200;45446200;49164200;52531800;44764400
"1489";"NEM.open";47,130001;24,459999;18,889999;18,24;32,099998
"1490";"NEM.high";47,130001;24,6;20,450001;20,49;36,09
"1491";"NEM.low";42,959999;22,34;17,6;17,48;30,4
"1492";"NEM.close";46,439999;23,030001;18,9;17,99;34,07
"1493";"NEM.adjclose";43,11908;22,184523;18,51293;17,709566;33,658485
"1494";"NEM.volume";123742000;210244900;214563500;151110800;179831600
"1495";"NFLX.open";11,692857;52,125713;49,285713;124,470001;117,519997
"1496";"NFLX.high";13,971429;54,851429;51,135715;133,270004;129,070007
"1497";"NFLX.low";10,642858;50,285713;45,077145;113,849998;113,949997
"1498";"NFLX.close";13,227143;52,595715;48,80143;114,379997;123,800003
"1499";"NFLX.adjclose";13,227143;52,595715;48,80143;114,379997;123,800003
"1500";"NFLX.volume";598236100;313308800;258595200;319866600;128472700
"1501";"NKE.open";24,415001;39,735001;49,330002;66,059998;50,110001
"1502";"NKE.high";26,557501;40,130001;49,75;68,195;53,349998
"1503";"NKE.low";24,1525;37,709999;46,415001;62,150002;50,060001
"1504";"NKE.close";25,799999;39,32;48,075001;62,5;51,720001
"1505";"NKE.adjclose";22,921553;36,302635;45,498425;60,471096;50,701885
"1506";"NKE.volume";187460200;162278800;166357300;176476500;229408200
"1507";"NLSN.open";28,360001;42,98;41,720001;46,93;43,200001
"1508";"NLSN.high";31;46,200001;45,889999;47,5;43,779999
"1509";"NLSN.low";27,57;42,380001;41,330002;44,240002;41
"1510";"NLSN.close";30,59;45,889999;44,73;46,599998;41,950001
"1511";"NLSN.adjclose";26,480116;40,538364;40,348606;43,063763;39,72002
"1512";"NLSN.volume";29701800;55499500;91938400;47748100;59824600
"1513";"NLY.open";14,67;10,18;11,52;9,6;10,2
"1514";"NLY.high";14,83;10,38;11,65;9,81;10,5
"1515";"NLY.low";13,77;9,66;10,8;8,98;9,83
"1516";"NLY.close";14,04;9,97;10,81;9,38;9,97
"1517";"NLY.adjclose";7,544024;6,042379;7,313197;7,121504;8,501175
"1518";"NLY.volume";298498500;344638000;161292100;154192300;176617500
"1519";"NOC.open";66,919998;112,599998;140,720001;187,089996;248,850006
"1520";"NOC.high";69,169998;116,190002;153,190002;191,869995;252,020004
"1521";"NOC.low";65,5;107,209999;138,679993;182,009995;220,720001
"1522";"NOC.close";67,580002;114,610001;147,389999;188,809998;232,580002
"1523";"NOC.adjclose";61,041283;106,459526;139,876236;182,500015;227,667847
"1524";"NOC.volume";30097400;29569800;30057800;25210900;25138400
"1525";"NOV.open";62,551849;73,706039;66,089996;37,389999;37,98
"1526";"NOV.high";62,849415;74,535614;67,919998;38,040001;43,630001
"1527";"NOV.low";58,449055;69,071236;60,880001;32,889999;37,32
"1528";"NOV.close";61,632099;71,713257;65,529999;33,490002;37,439999
"1529";"NOV.adjclose";55,415108;65,263199;60,762897;32,227039;37,174324
"1530";"NOV.volume";100768100;63728100;110825200;129721500;73898400
"1531";"NOW.open";31,379999;53,200001;63,41;87,269997;83,199997
"1532";"NOW.high";33;56,040001;70,900002;91,279999;83,5
"1533";"NOW.low";28,52;48,220001;59,580002;82,120003;72,800003
"1534";"NOW.close";30,030001;56,009998;67,849998;86,559998;74,339996
"1535";"NOW.adjclose";30,030001;56,009998;67,849998;86,559998;74,339996
"1536";"NOW.volume";17230900;26725700;22897400;30080000;27521600
"1537";"NSC.open";60,669998;87,699997;111,080002;95,199997;106,870003
"1538";"NSC.high";62,990002;93,169998;112,220001;95,879997;111,43
"1539";"NSC.low";59,259998;86,550003;101,019997;83,230003;105,089996
"1540";"NSC.close";61,84;92,830002;109,610001;84,589996;108,07
"1541";"NSC.adjclose";54,059891;83,338272;100,631226;80,14801;105,376656
"1542";"NSC.volume";51317600;31724000;53761600;47359000;32942800
"1543";"NTRS.open";48,119999;58,91;67,489998;75,449997;82,559998
"1544";"NTRS.high";50,459999;62;69;75,769997;90,959999
"1545";"NTRS.low";47,009998;56,66;64,720001;68,5;81,620003
"1546";"NTRS.close";50,16;61,889999;67,400002;72,089996;89,050003
"1547";"NTRS.adjclose";44,921612;56,70871;63,036896;68,768913;87,144356
"1548";"NTRS.volume";24666500;25936300;18243000;29762600;30680900
"1549";"NUE.open";41,369999;51,150002;53,68;41,700001;62,59
"1550";"NUE.high";44;54,169998;55,290001;42,209999;68
"1551";"NUE.low";40,18;50,330002;48,27;37,669998;59,389999
"1552";"NUE.close";43,16;53,380001;49,049999;40,299999;59,52
"1553";"NUE.adjclose";36,594975;46,74432;44,187477;37,529888;57,294815
"1554";"NUE.volume";47313300;31869800;43314900;54131500;60514500
"1555";"NVDA.open";12,12;15,54;20,879999;32;92,099998
"1556";"NVDA.high";12,81;16,1;21,25;33,939999;119,93
"1557";"NVDA.low";11,7;14,9;19,1;31,969999;84,769997
"1558";"NVDA.close";12,26;16,02;20,049999;32,959999;106,739998
"1559";"NVDA.adjclose";11,433335;15,266221;19,448521;32,499271;106,25972
"1560";"NVDA.volume";200933500;154199400;106425100;140650100;451308200
"1561";"NWL.open";21,860001;30,23;36,189999;44,830002;46,869999
"1562";"NWL.high";22,49;32,540001;38,73;50,900002;48,02
"1563";"NWL.low";21,49;29,639999;34,439999;40,119999;44,240002
"1564";"NWL.close";22,27;32,41;38,09;44,080002;44,650002
"1565";"NWL.adjclose";20,003447;29,788244;35,730118;42,121403;43,375259
"1566";"NWL.volume";58042900;42690900;41265000;124742100;83030900
"1567";"O.open";40,57;38,099998;46,459999;49,990002;55,009998
"1568";"O.high";41,09;39,880001;49,68;52,41;57,810001
"1569";"O.low";40;36,580002;44,91;48,369999;53,310001
"1570";"O.close";40,209999;37,330002;47,709999;51,630001;57,48
"1571";"O.adjclose";31,394579;30,640224;41,21249;46,724449;54,099861
"1572";"O.volume";15640600;48857300;38509800;44568300;39689200
"1573";"OKE.open";39,388897;50,919277;54,099998;29,41;55,889999
"1574";"OKE.high";39,695324;54,482578;55,259998;29,889999;59,470001
"1575";"OKE.low";36,263351;49,929958;43,360001;18,84;54
"1576";"OKE.close";37,427773;54,438801;49,790001;24,66;57,41
"1577";"OKE.adjclose";28,870533;43,385441;41,071728;21,596783;53,91095
"1578";"OKE.volume";40262700;30272200;63050300;106511900;37390700
"1579";"OMC.open";49,849998;71,370003;77,099998;74,419998;86,800003
"1580";"OMC.high";51,110001;74,5;78,489998;77,57;89,660004
"1581";"OMC.low";48,84;68,790001;74,529999;73,290001;81,529999
"1582";"OMC.close";49,959999;74,370003;77,470001;75,660004;85,110001
"1583";"OMC.adjclose";43,118698;65,851509;70,349121;70,586601;81,509315
"1584";"OMC.volume";33872400;26994300;31880300;41858700;41756700
"1585";"ORCL.open";32,369999;35,369999;42,009998;39,09;40,110001
"1586";"ORCL.high";34,349998;38,34;46,709999;39,389999;41,139999
"1587";"ORCL.low";31,309999;33,220001;39,919998;36,099998;37,639999
"1588";"ORCL.close";33,32;38,259998;44,970001;36,529999;38,450001
"1589";"ORCL.adjclose";30,80859;35,839581;42,640057;35,122173;37,54089
"1590";"ORCL.volume";503002900;468655300;352611500;372685100;307175600
"1591";"ORLY.open";94,68;124,300003;182,720001;264,959991;273,619995
"1592";"ORLY.high";94,879997;129,990005;196,800003;267,190002;286,570007
"1593";"ORLY.low";87,32;120,339996;180,690002;246,880005;272,170013
"1594";"ORLY.close";89,419998;128,710007;192,619995;253,419998;278,410004
"1595";"ORLY.adjclose";89,419998;128,710007;192,619995;253,419998;278,410004
"1596";"ORLY.volume";26655500;15292800;14630900;19223700;13446300
"1597";"OXY.open";72,611473;91,140381;77,208519;75,551346;72,900002
"1598";"OXY.high";75,801819;91,590675;83,108475;77,038811;73,510002
"1599";"OXY.low";69,641487;86,350075;72,19706;64,779877;67,809998
"1600";"OXY.close";73,397087;91,111641;80,473198;67,495255;71,230003
"1601";"OXY.adjclose";59,450081;76,075027;69,230782;60,35297;66,372192
"1602";"OXY.volume";92776700;79839500;165468200;121970800;90057900
"1603";"PAA.open";46,549999;51,549999;50,959999;24,66;33,48
"1604";"PAA.high";47,049999;52,400002;52,68;24,76;33,950001
"1605";"PAA.low";44,150002;47,259998;43,610001;17,83;30,040001
"1606";"PAA.close";45,240002;51,77;51,32;23,1;32,290001
"1607";"PAA.adjclose";31,96357;38,200317;39,654049;19,080824;29,652058
"1608";"PAA.volume";21349200;27280100;42080100;131325800;48096300
"1609";"PAYX.open";32,630001;43,869999;47,389999;54,240002;58,950001
"1610";"PAYX.high";34,060001;45,939999;47,75;54,779999;62,18
"1611";"PAYX.low";30,549999;42,52;46,099998;51,110001;58,23
"1612";"PAYX.close";31,1;45,529999;46,169998;52,889999;60,880001
"1613";"PAYX.adjclose";26,077629;39,605381;41,570484;49,220165;58,560345
"1614";"PAYX.volume";71003600;56026600;58667600;50934600;38304400
"1615";"PCAR.open";44,110001;57,200001;67,029999;51,209999;58,779999
"1616";"PCAR.high";45,439999;59,349998;71,150002;51,970001;68,5
"1617";"PCAR.low";42,869999;55,009998;66,220001;45,040001;58,779999
"1618";"PCAR.close";45,209999;59,169998;68,010002;47,400002;63,900002
"1619";"PCAR.adjclose";37,622677;50,886078;60,239407;43,267216;61,125614
"1620";"PCAR.volume";42062000;25502300;41789500;60157200;45804500
"1621";"PCG.open";40,93;40,439999;50,209999;53,040001;58,470001
"1622";"PCG.high";41,919998;41,459999;55,240002;54,389999;61,540001
"1623";"PCG.low";39,400002;40,040001;49,790001;51,189999;57,599998
"1624";"PCG.close";40,18;40,279999;53,240002;53,189999;60,77
"1625";"PCG.adjclose";33,485931;35,039803;48,274841;49,942699;58,908562
"1626";"PCG.volume";51913900;60967400;69283100;51902800;44334500
"1627";"PCLN.open";670;1196,099976;1158,140015;1258,800049;1501,689941
"1628";"PCLN.high";679,22998;1198,5;1169,609985;1341,98999;1566,630005
"1629";"PCLN.low";597,150024;1145;1043,02002;1253,199951;1462,339966
"1630";"PCLN.close";620,390015;1162,400024;1140,209961;1274,949951;1466,060059
"1631";"PCLN.adjclose";620,390015;1162,400024;1140,209961;1274,949951;1466,060059
"1632";"PCLN.volume";11761900;10537200;15327800;9814000;7852200
"1633";"PEG.open";30,09;32,73;41,490002;39,310001;41,02
"1634";"PEG.high";31;33,060001;43,77;39,650002;44,290001
