Ticker;Variable;2012;2013;2014;2015;2016
MAS;volume;85590400;80552700;93078300;72077700;65901100
MAT;open;37.75;46.11;31.36;24.93;31.56
MAT;high;37.93;47.94;31.53;27.93;31.66
MAT;low;35.55;44.24;28.9;24.28;27.27
MAT;close;36.62;47.58;30.95;27.17;27.55
MAT;adjclose;2.918.392;3.919.744;2.662.849;2.485.034;2.645.249
MAT;volume;39444500;42057000;108470200;137425400;86772800
MCD;open;87.42;97.29;96.15;114.52;118.96
MCD;high;90.85;97.29;97.5;120.23;124
MCD;low;86.27;94.04;87.62;112.91;117.71
MCD;close;88.21;97.03;93.7;118.14;121.72
MCD;adjclose;7.501.221;8.521.001;8.512.358;1.110.259;1.179.163
MCD;volume;114044000;90582200;171258800;115015200;78403000
MCHP;open;30.56;43.46;45.05;48.55;66.33
MCHP;high;32.8;44.95;46.75;48.68;66.39
MCHP;low;29.56;41.32;42.68;44.16;60.77
MCHP;close;32.59;44.75;45.11;46.54;64.15
MCHP;adjclose;2.812.632;4.004.565;416.493;4.428.767;6.273.838
MCHP;volume;41275700;46701100;40750300;44032200;40917100
MCK;open;94.5;165.89;210.36;190.15;143.44
MCK;high;100;166.25;214.37;202.2;148.59
MCK;low;92.86;156;201.31;185.92;136.81
MCK;close;96.96;161.4;207.58;197.23;146.25
MCK;adjclose;9.368.707;1.570.708;2.030.327;193.866;1.447.367
MCK;volume;23103000;26988900;18873400;33393800;44196900
MCO;open;48.79;74.41;100.74;103.49;100.68
MCO;high;51.63;79.15;101.05;104.23;101.13
MCO;low;46.09;71.64;92.32;95.22;93.85
MCO;close;50.32;78.47;95.81;100.34;94.27
MCO;adjclose;4.686.915;7.415.588;9.171.307;9.730.557;9.286.586
MCO;volume;32747200;16248500;26428600;25020300;20330200
MDLZ;open;26.02;33.6;39.2;44.08;41.34
MDLZ;high;26.23;35.43;39.27;45.95;45.77
MDLZ;low;25;33.22;35.69;42.41;40.5
MDLZ;close;25.45;35.3;36.33;44.84;44.33
MDLZ;adjclose;2.312.208;3.266.411;3.416.729;4.284.671;4.306.959
MDLZ;volume;220528400;169922900;169975300;182797100;188140100
MET;open;2.972.371;4.672.014;491.533;4.565.062;4.940.285
MET;high;3.059.715;4.841.355;5.081.105;4.610.517;5.177.362
MET;low;2.833.333;4.467.915;4.512.478;4.101.604;4.741.533
MET;close;2.935.829;4.805.704;4.820.856;4.296.791;480.303
MET;adjclose;248.218;4.169.025;4.306.859;3.963.328;4.612.052
MET;volume;262077600;131691900;152168600;149822400;118278500
MGLN;open;52.19;61.01;61.11;52.93;72.9
MGLN;high;53.97;62;63.07;64.5;77.35
MGLN;low;47.32;56.22;57.2;51.37;71.45
MGLN;close;49;59.91;60.03;61.66;75.25
MGLN;adjclose;49;59.91;60.03;61.66;75.25
MGLN;volume;4925300;3612700;3399300;4435900;5025900
MHK;open;86.31;140.34;152.39;192.02;197.51
MHK;high;93.95;149.01;158.58;200.42;205.91
MHK;low;80.63;134.04;143.22;183.14;189.44
MHK;close;90.47;148.9;155.36;189.39;199.68
MHK;adjclose;90.47;148.9;155.36;189.39;199.68
MHK;volume;13692000;22847200;15273400;12556500;10528600
MKC;open;64.9;69.06;74.13;85.65;90.86
MKC;high;66.11;70.52;77.08;87.46;94.2
MKC;low;62.44;66.6;71.51;83.5;88.64
MKC;close;63.53;68.92;74.3;85.56;93.33
MKC;adjclose;5.695.928;6.305.666;6.944.028;8.160.984;9.062.047
MKC;volume;10343500;11389300;11973400;13415900;13992600
MKL;open;480.95;564.9;692.76;910;896.78
MKL;high;494.4;582.59;698.68;931.25;915.58
MKL;low;425.17;555.01;660.09;852.03;873.15
MKL;close;433.42;580.35;682.84;883.35;904.5
MKL;adjclose;433.42;580.35;682.84;883.35;904.5
MKL;volume;1043600;890100;620200;1400800;1047200
MMC;open;35.28;47.46;56.5;55.57;69.39
MMC;high;35.44;48.56;58.74;57.46;69.74
MMC;low;33.95;46.69;56.05;53.97;67.39
MMC;close;34.47;48.36;57.24;55.45;67.59
MMC;adjclose;3.066.636;441.026;533.354;527.735;6.571.858
MMC;volume;46505800;35260500;39633200;47384600;48241200
MMM;open;91.41;131.67;158.35;156.41;171.64
MMM;high;94.14;140.43;168.16;158.69;180.06
MMM;low;89.6;125.15;155.59;146.69;171.09
MMM;close;92.85;140.25;164.32;150.64;178.49
MMM;adjclose;81.716;1.262.097;1.514.562;1.425.028;173.372
MMM;volume;54850200;73382000;53439800;61082900;43275700
MNST;open;1.745.667;2.054.667;36.99;51.85;44.5
MNST;high;19.12;2.277.667;37.83;53.5;46.09
MNST;low;1.693.667;19.72;3.439.333;4.851.333;43
MNST;close;1.761.333;22.59;3.611.666;4.965.333;44.34
MNST;adjclose;1.761.333;22.59;3.611.666;4.965.333;44.34
MNST;volume;110393400;82771800;63202700;49902500;54163800
MO;open;33.93;37.01;50.13;57.66;63.51
MO;high;33.97;38.58;51.67;59.15;68.03
MO;low;30.94;36.84;48.91;56.17;62.4
MO;close;31.44;38.39;49.27;58.21;67.62
MO;adjclose;2.484.729;3.197.274;4.309.167;5.307.474;6.397.544
MO;volume;213926800;189047500;146217500;116368600;132650700
MON;open;91.98;113.73;119.6;96.13;102.71
MON;high;94.76;116.8;122.95;100.56;106.15
MON;low;88.56;110.04;116.2;92.91;102.7
MON;close;94.65;116.55;119.47;98.52;105.21
MON;adjclose;8.553.429;1.069.748;1.113.761;9.365.034;1.022.874
MON;volume;44992100;38709400;62689200;75537800;38970200
MOS;open;54.31;48;45.67;31.5;28.6
MOS;high;57.11;48.25;46.84;32.26;31.54
MOS;low;52.65;43.71;43.59;26.96;27.51
MOS;close;56.63;47.27;45.65;27.59;29.33
MOS;adjclose;4.967.772;4.200.384;414.117;2.561.401;2.860.656
MOS;volume;48862900;65069600;63184500;123088800;106327300
MPC;open;29.9;41.92;44.7;58.82;47.49
MPC;high;31.72;45.975;48.575;59.99;51.15
MPC;low;28.755;41.12;40;47.58;47.15
MPC;close;31.5;45.865;45.13;51.84;49.44
MPC;adjclose;2.618.967;3.970.654;4.072.636;4.827.238;4.774.336
MPC;volume;121184600;166644800;148705100;122440500;121877400
MRK;open;44.47;49.74;60.4;53.77;61.3
MRK;high;45.49;50.42;62.2;54.99;63.03
MRK;low;40.02;47.61;56.56;51.2;58.56
MRK;close;40.94;50.05;56.79;52.82;58.87
MRK;adjclose;3.420.032;4.339.759;5.082.173;4.879.335;5.619.272
MRK;volume;263124000;211085000;229006600;226185900;203962200
MRO;open;31.04;36.02;28.52;17.57;19.12
MRO;high;31.56;37;31.01;17.69;19.28
MRO;low;29.6;34.17;24.28;12.11;17.21
MRO;close;30.66;35.3;28.29;12.59;17.31
MRO;adjclose;2.750.596;3.232.503;2.650.718;1.215.588;1.701.578
MRO;volume;103153200;117005900;222836500;286188200;294192600
MS;open;17.01;31.52;35.02;34.6;41.76
MS;high;19.45;31.85;39.19;35.58;44.04
MS;low;16.35;30.04;34.56;31.19;41.14
MS;close;19.12;31.36;38.8;31.81;42.25
MS;adjclose;1.761.085;291.185;364.208;3.032.404;4.126.289
MS;volume;345139100;219393800;201217400;251203200;237718500
MSFT;open;26.78;38.09;47.88;54.41;60.11
MSFT;high;27.73;38.98;49.06;56.85;64.1
MSFT;low;26.26;35.53;44.9;53.68;58.8
MSFT;close;26.71;37.41;46.45;55.48;62.14
MSFT;adjclose;2.327.812;3.358.985;4.284.876;5.257.194;6.049.861
MSFT;volume;947310900;826617700;626771200;791895100;513256500
MSI;open;54.63;65.75;65.59;72.1;80.25
MSI;high;55.77;67.67;67.98;72.44;87.55
MSI;low;53.78;64.21;61.63;67.55;78.7
MSI;close;55.68;67.5;67.08;68.45;82.89
MSI;adjclose;4.959.148;6.127.181;6.209.652;6.473.198;8.022.126
MSI;volume;30483100;25180400;31161900;20358000;18091300
MTB;open;97.9;115.07;125.14;126.13;144.74
MTB;high;101.63;117.29;128.96;127.39;158.35
MTB;low;95.68;111.57;119.58;118.64;144.34
MTB;close;98.47;116.42;125.62;121.18;154.17
MTB;adjclose;8.753.271;1.061.774;1.172.393;1.157.308;1.507.415
MTB;volume;16311200;20712200;15213000;19588800;22083900
MU;open;6.02;21.1;35.98;16.18;19.7
MU;high;6.9;23.67;36.59;16.63;23.64
MU;low;5.9;20.81;32.37;13.51;18.18
MU;close;6.34;21.75;35.01;14.16;21.92
MU;adjclose;6.34;21.75;35.01;14.16;21.92
MU;volume;476319100;808447200;359420900;503509000;631585800
MXIM;open;29.11;28.65;29.52;39.15;39.19
MXIM;high;30.74;28.67;32.16;39.29;39.84
MXIM;low;28.51;27.4;28.89;36.23;37.32
MXIM;close;29.4;27.9;31.87;38;38.57
MXIM;adjclose;2.478.663;2.431.876;2.876.253;3.543.952;3.721.349
MXIM;volume;49168500;54391800;65768500;61135500;32735900
MYL;open;27.26;44.3;58.27;51.88;36.62
MYL;high;28.5;44.68;58.86;55.51;38.79
MYL;low;26.91;41.26;53.27;50.13;33.79
MYL;close;27.45;43.4;56.37;54.07;38.15
MYL;adjclose;27.45;43.4;56.37;54.07;38.15
MYL;volume;112149600;70973100;64264200;125126300;107356500
NBL;open;49.415;70.1;49.11;36.76;39.12
NBL;high;51.54;70.74;52.36;37.04;42.03
NBL;low;47.755;65.79;42.11;30.39;37.89
NBL;close;50.87;68.11;47.43;32.93;38.06
NBL;adjclose;4.741.485;6.435.053;4.529.152;320.037;3.742.019
NBL;volume;39884200;49350200;95280800;98449900;74623600
NEE;open;68.81;84.84;103.84;100.03;113.52
NEE;high;71.19;85.84;110.84;105.3;120.75
NEE;low;67.75;81.52;99.57;96.19;112.63
NEE;close;69.19;85.62;106.29;103.89;119.46
NEE;adjclose;5.906.312;7.560.072;9.670.915;9.743.521;1.153.923
NEE;volume;33076200;45446200;49164200;52531800;44764400
NEM;open;47.13;24.46;18.89;18.24;32.1
NEM;high;47.13;24.6;20.45;20.49;36.09
NEM;low;42.96;22.34;17.6;17.48;30.4
NEM;close;46.44;23.03;18.9;17.99;34.07
NEM;adjclose;4.311.908;2.218.452;1.851.293;1.770.957;3.365.848
NEM;volume;123742000;210244900;214563500;151110800;179831600
NFLX;open;1.169.286;5.212.571;4.928.571;124.47;117.52
NFLX;high;1.397.143;5.485.143;5.113.571;133.27;129.07
NFLX;low;1.064.286;5.028.571;4.507.715;113.85;113.95
NFLX;close;1.322.714;5.259.571;4.880.143;114.38;123.8
NFLX;adjclose;1.322.714;5.259.571;4.880.143;114.38;123.8
NFLX;volume;598236100;313308800;258595200;319866600;128472700
NKE;open;24.415;39.735;49.33;66.06;50.11
NKE;high;265.575;40.13;49.75;68.195;53.35
NKE;low;241.525;37.71;46.415;62.15;50.06
NKE;close;25.8;39.32;48.075;62.5;51.72
NKE;adjclose;2.292.155;3.630.264;4.549.842;604.711;5.070.188
NKE;volume;187460200;162278800;166357300;176476500;229408200
NLSN;open;28.36;42.98;41.72;46.93;43.2
NLSN;high;31;46.2;45.89;47.5;43.78
NLSN;low;27.57;42.38;41.33;44.24;41
NLSN;close;30.59;45.89;44.73;46.6;41.95
NLSN;adjclose;2.648.012;4.053.836;4.034.861;4.306.376;3.972.002
NLSN;volume;29701800;55499500;91938400;47748100;59824600
NLY;open;14.67;10.18;11.52;9.6;10.2
NLY;high;14.83;10.38;11.65;9.81;10.5
NLY;low;13.77;9.66;10.8;8.98;9.83
NLY;close;14.04;9.97;10.81;9.38;9.97
NLY;adjclose;7.544.024;6.042.379;7.313.197;7.121.504;8.501.175
NLY;volume;298498500;344638000;161292100;154192300;176617500
NOC;open;66.92;112.6;140.72;187.09;248.85
NOC;high;69.17;116.19;153.19;191.87;252.02
NOC;low;65.5;107.21;138.68;182.01;220.72
NOC;close;67.58;114.61;147.39;188.81;232.58
NOC;adjclose;6.104.128;1.064.595;1.398.762;182.5;2.276.678
NOC;volume;30097400;29569800;30057800;25210900;25138400
NOV;open;6.255.185;7.370.604;66.09;37.39;37.98
NOV;high;6.284.942;7.453.561;67.92;38.04;43.63
NOV;low;5.844.906;6.907.124;60.88;32.89;37.32
NOV;close;616.321;7.171.326;65.53;33.49;37.44
NOV;adjclose;5.541.511;652.632;607.629;3.222.704;3.717.432
NOV;volume;100768100;63728100;110825200;129721500;73898400
NOW;open;31.38;53.2;63.41;87.27;83.2
NOW;high;33;56.04;70.9;91.28;83.5
NOW;low;28.52;48.22;59.58;82.12;72.8
NOW;close;30.03;56.01;67.85;86.56;74.34
NOW;adjclose;30.03;56.01;67.85;86.56;74.34
NOW;volume;17230900;26725700;22897400;30080000;27521600
NSC;open;60.67;87.7;111.08;95.2;106.87
NSC;high;62.99;93.17;112.22;95.88;111.43
NSC;low;59.26;86.55;101.02;83.23;105.09
NSC;close;61.84;92.83;109.61;84.59;108.07
NSC;adjclose;5.405.989;8.333.827;1.006.312;8.014.801;1.053.767
NSC;volume;51317600;31724000;53761600;47359000;32942800
NTRS;open;48.12;58.91;67.49;75.45;82.56
NTRS;high;50.46;62;69;75.77;90.96
NTRS;low;47.01;56.66;64.72;68.5;81.62
NTRS;close;50.16;61.89;67.4;72.09;89.05
NTRS;adjclose;4.492.161;5.670.871;630.369;6.876.891;8.714.436
NTRS;volume;24666500;25936300;18243000;29762600;30680900
NUE;open;41.37;51.15;53.68;41.7;62.59
NUE;high;44;54.17;55.29;42.21;68
NUE;low;40.18;50.33;48.27;37.67;59.39
NUE;close;43.16;53.38;49.05;40.3;59.52
NUE;adjclose;3.659.497;4.674.432;4.418.748;3.752.989;5.729.481
NUE;volume;47313300;31869800;43314900;54131500;60514500
NVDA;open;12.12;15.54;20.88;32;92.1
NVDA;high;12.81;16.1;21.25;33.94;119.93
NVDA;low;11.7;14.9;19.1;31.97;84.77
NVDA;close;12.26;16.02;20.05;32.96;106.74
NVDA;adjclose;1.143.333;1.526.622;1.944.852;3.249.927;1.062.597
NVDA;volume;200933500;154199400;106425100;140650100;451308200
NWL;open;21.86;30.23;36.19;44.83;46.87
NWL;high;22.49;32.54;38.73;50.9;48.02
NWL;low;21.49;29.64;34.44;40.12;44.24
NWL;close;22.27;32.41;38.09;44.08;44.65
NWL;adjclose;2.000.345;2.978.824;3.573.012;421.214;4.337.526
NWL;volume;58042900;42690900;41265000;124742100;83030900
O;open;40.57;38.1;46.46;49.99;55.01
O;high;41.09;39.88;49.68;52.41;57.81
O;low;40;36.58;44.91;48.37;53.31
O;close;40.21;37.33;47.71;51.63;57.48
O;adjclose;3.139.458;3.064.022;4.121.249;4.672.445;5.409.986
O;volume;15640600;48857300;38509800;44568300;39689200
OKE;open;393.889;5.091.928;54.1;29.41;55.89
OKE;high;3.969.532;5.448.258;55.26;29.89;59.47
OKE;low;3.626.335;4.992.996;43.36;18.84;54
OKE;close;3.742.777;544.388;49.79;24.66;57.41
OKE;adjclose;2.887.053;4.338.544;4.107.173;2.159.678;5.391.095
OKE;volume;40262700;30272200;63050300;106511900;37390700
OMC;open;49.85;71.37;77.1;74.42;86.8
OMC;high;51.11;74.5;78.49;77.57;89.66
OMC;low;48.84;68.79;74.53;73.29;81.53
OMC;close;49.96;74.37;77.47;75.66;85.11
OMC;adjclose;431.187;6.585.151;7.034.912;705.866;8.150.932
OMC;volume;33872400;26994300;31880300;41858700;41756700
ORCL;open;32.37;35.37;42.01;39.09;40.11
ORCL;high;34.35;38.34;46.71;39.39;41.14
ORCL;low;31.31;33.22;39.92;36.1;37.64
ORCL;close;33.32;38.26;44.97;36.53;38.45
ORCL;adjclose;3.080.859;3.583.958;4.264.006;3.512.217;3.754.089
ORCL;volume;503002900;468655300;352611500;372685100;307175600
ORLY;open;94.68;124.3;182.72;264.96;273.62
ORLY;high;94.88;129.99;196.8;267.19;286.57
ORLY;low;87.32;120.34;180.69;246.88;272.17
ORLY;close;89.42;128.71;192.62;253.42;278.41
ORLY;adjclose;89.42;128.71;192.62;253.42;278.41
ORLY;volume;26655500;15292800;14630900;19223700;13446300
OXY;open;7.261.147;9.114.038;7.720.852;7.555.135;72.9
OXY;high;7.580.182;9.159.068;8.310.847;7.703.881;73.51
OXY;low;6.964.149;8.635.008;7.219.706;6.477.988;67.81
OXY;close;7.339.709;9.111.164;804.732;6.749.526;71.23
OXY;adjclose;5.945.008;7.607.503;6.923.078;6.035.297;6.637.219
OXY;volume;92776700;79839500;165468200;121970800;90057900
PAA;open;46.55;51.55;50.96;24.66;33.48
PAA;high;47.05;52.4;52.68;24.76;33.95
PAA;low;44.15;47.26;43.61;17.83;30.04
PAA;close;45.24;51.77;51.32;23.1;32.29
PAA;adjclose;3.196.357;3.820.032;3.965.405;1.908.082;2.965.206
PAA;volume;21349200;27280100;42080100;131325800;48096300
PAYX;open;32.63;43.87;47.39;54.24;58.95
PAYX;high;34.06;45.94;47.75;54.78;62.18
PAYX;low;30.55;42.52;46.1;51.11;58.23
PAYX;close;31.1;45.53;46.17;52.89;60.88
PAYX;adjclose;2.607.763;3.960.538;4.157.048;4.922.017;5.856.034
PAYX;volume;71003600;56026600;58667600;50934600;38304400
PCAR;open;44.11;57.2;67.03;51.21;58.78
PCAR;high;45.44;59.35;71.15;51.97;68.5
PCAR;low;42.87;55.01;66.22;45.04;58.78
PCAR;close;45.21;59.17;68.01;47.4;63.9
PCAR;adjclose;3.762.268;5.088.608;6.023.941;4.326.722;6.112.561
PCAR;volume;42062000;25502300;41789500;60157200;45804500
PCG;open;40.93;40.44;50.21;53.04;58.47
PCG;high;41.92;41.46;55.24;54.39;61.54
PCG;low;39.4;40.04;49.79;51.19;57.6
PCG;close;40.18;40.28;53.24;53.19;60.77
PCG;adjclose;3.348.593;350.398;4.827.484;499.427;5.890.856
PCG;volume;51913900;60967400;69283100;51902800;44334500
PCLN;open;670;1196.1;1158.14;1258.8;1501.69
PCLN;high;679.23;1198.5;1169.61;1341.99;1566.63
PCLN;low;597.15;1145;1043.02;1253.2;1462.34
PCLN;close;620.39;1162.4;1140.21;1274.95;1466.06
PCLN;adjclose;620.39;1162.4;1140.21;1274.95;1466.06
PCLN;volume;11761900;10537200;15327800;9814000;7852200
PEG;open;30.09;32.73;41.49;39.31;41.02
PEG;high;31;33.06;43.77;39.65;44.29
PEG;low;29.35;31.39;40.31;36.8;40.72
PEG;close;30.6;32.04;41.41;38.69;43.88
PEG;adjclose;2.459.268;2.693.855;3.627.121;3.520.381;4.147.328
PEG;volume;49816300;79750800;77263700;64436800;54393400
PEP;open;70.32;84.43;98.56;100.11;99.89
PEP;high;70.89;84.52;100.57;101.7;106.53
PEP;low;67.39;79.96;92.43;96.81;98.5
PEP;close;68.43;82.94;94.56;99.92;104.63
PEP;adjclose;5.851.534;7.300.514;8.563.089;9.308.086;1.010.378
PEP;volume;98276000;99693900;94377400;92168800;85750400
PFE;open;25.04;31.61;30.88;33;32.25
PFE;high;25.79;31.93;33.12;33.83;33.3
PFE;low;24.63;29.95;30.58;31.84;30.51
PFE;close;25.08;30.63;31.15;32.28;31.7
PFE;adjclose;2.083.997;2.630.133;2.768.911;2.965.169;3.022.016
PFE;volume;597201100;528149100;533277200;738234000;570151700
PFG;open;27.28;50.86;52.83;51.77;57.75
PFG;high;28.71;50.91;54.19;52.18;61.34
PFG;low;27.16;47.28;48.95;43.64;57.39
PFG;close;28.52;49.31;51.94;44.98;57.86
PFG;adjclose;2.432.887;4.321.776;4.663.899;4.156.221;5.532.956
PFG;volume;32422700;28571500;27802100;36815300;31608900
PG;open;69.84;84.04;90.17;74.87;82.21
PG;high;70.99;84.94;93.89;81.23;85.74
PG;low;66.83;80.48;88.38;74.87;81.18
PG;close;67.89;81.41;91.09;79.41;84.08
PG;adjclose;575.878;7.120.387;8.218.456;739.905;809.147
PG;volume;181564600;162155800;142076100;207324100;171190200
PGR;open;21.4;28.49;27.16;30.7;33.28
PGR;high;21.77;28.54;27.48;32.57;35.95
PGR;low;20.69;25.92;25.44;30.15;33.28
PGR;close;21.1;27.27;26.99;31.8;35.5
PGR;adjclose;1.857.335;2.430.583;2.454.408;297.034;341.295
PGR;volume;98701100;60497600;86447700;69637300;67570500
PH;open;82.75;117.82;129.19;104.78;140.03
PH;high;87.04;129.77;132.08;105.23;145.44
PH;low;80.15;114.32;120.54;93.55;139.49
PH;close;85.06;128.64;128.95;96.98;140
PH;adjclose;7.699.826;1.185.236;120.873;9.298.905;137.227
PH;volume;22470900;19340100;24689300;26819800;22017000
PLD;open;34.14;37.92;42.19;42.91;50.69
PLD;high;36.8;38.08;44.05;43.69;53.51
PLD;low;33.55;35.71;40.9;40.47;49.58
PLD;close;36.49;36.95;43.03;42.92;52.39
PLD;adjclose;3.047.205;3.178.826;3.823.051;3.953.459;5.004.018
PLD;volume;53039700;50158800;59455000;63302300;53205500
PM;open;90.01;85.33;86.37;87.44;87.85
PM;high;90.49;87.34;87.68;90.27;92.63
PM;low;82.44;83.81;81.16;85.74;86.78
PM;close;83.64;87.13;81.45;87.91;91.49
PM;adjclose;6.601.885;7.159.203;7.000.176;7.939.199;8.622.058
PM;volume;106731900;99812100;101407600;91883400;91662400
PNC;open;56.38;76.85;87.37;96.16;111.23
PNC;high;59.88;78.36;93.45;97.5;118.57
PNC;low;54.34;73.92;86.08;91.45;110.68
PNC;close;58.31;77.58;91.23;95.31;116.96
PNC;adjclose;5.142.515;7.017.062;8.441.658;9.015.975;1.134.316
PNC;volume;77547300;42327600;56171000;47992100;57987400
PPG;open;62.495;92.17;108.73;106.39;96.42
PPG;high;68.395;95.035;116.835;106.87;100.17
PPG;low;59.375;90.16;108.02;96.25;93.8
PPG;close;67.675;94.83;115.575;98.82;94.76
PPG;adjclose;6.050.616;874.547;1.094.634;9.539.743;9.291.905
PPG;volume;73891600;31953800;36427800;26961200;32661000
PPL;open;273.459;2.860.329;3.304.607;34.2;33.28
PPL;high;2.751.356;28.743;3.552.359;34.48;34.9
PPL;low;2.611.646;2.696.403;3.177.005;32.36;32.69
PPL;close;2.666.598;2.802.583;3.383.776;34.13;34.05
PPL;adjclose;2.054.556;2.275.624;288.508;3.054.202;3.179.188
PPL;volume;82939700;82153300;91501200;95289600;83938200
PRU;open;52.4;88.93;84.87;87;101.37
PRU;high;54.5;92.68;92.25;87.95;108.29
PRU;low;50.89;86.95;83.62;79.17;100.74
PRU;close;53.33;92.22;90.46;81.41;104.06
PRU;adjclose;4.584.569;8.122.066;8.174.246;7.572.481;1.003.363
PRU;volume;63723400;39881900;64488600;51175700;46438700
PSX;open;52.65;70;73;92.33;83.92
PSX;high;54.32;77.29;75.26;93;88.87
PSX;low;50.27;68.33;64.02;79.47;83.6
PSX;close;53.1;77.13;71.7;81.8;86.41
PSX;adjclose;4.602.089;6.826.458;650.131;7.616.209;8.300.201
PSX;volume;92107200;69932200;102659600;70449200;39870700
PX;open;107.69;126.11;127.91;112.25;120.58
PX;high;110.69;130.58;132.95;112.36;124.48
PX;low;104.98;122.34;121.96;101.3;116.13
PX;close;109.45;130.03;129.56;102.4;117.19
PX;adjclose;9.651.097;1.170.705;1.189.582;9.625.159;1.131.262
PX;volume;19818200;19789000;22938100;33371600;29819200
PXD;open;107.74;178;142.14;145.98;193.97
PXD;high;109.77;190.8;154.4;149.7;195
PXD;low;101.09;174.35;127.31;114.4;179.3
PXD;close;106.59;184.07;148.85;125.38;180.07
PXD;adjclose;1.062.198;1.835.303;1.484.771;1.251.373;1.798.154
PXD;volume;22717700;32049200;60217400;62153000;31206700
QCOM;open;63.91;73.53;72.46;48.75;67.72
QCOM;high;64.72;74.32;75.72;53.44;70.24
QCOM;low;59.44;71.68;69.59;45.93;63.78
QCOM;close;61.86;74.25;74.33;49.99;65.2
QCOM;adjclose;5.284.202;6.491.348;6.637.837;4.604.482;6.220.227
QCOM;volume;249965500;173783100;200659800;350914600;156763600
RCL;open;35.58;43.96;73.78;93.24;80.56
RCL;high;36.18;47.66;83.9;103.4;86.84
RCL;low;32.92;42.6;71.61;90.53;78.77
RCL;close;34;47.42;82.43;101.21;82.04
RCL;adjclose;3.020.347;4.281.269;7.591.427;958.028;7.927.234
RCL;volume;38633500;24304500;101615900;39131900;33784900
REGN;open;180.15;292.41;413.98;549.25;379.48
REGN;high;188.92;297.59;437.64;563.79;396.68
REGN;low;164.06;257.69;383.87;526.26;348.82
REGN;close;171.07;275.24;410.25;542.87;367.09
REGN;adjclose;171.07;275.24;410.25;542.87;367.09
REGN;volume;16572900;14237000;16987000;12980000;17768300
RF;open;6.69;9.74;10.01;10.21;13.61
RF;high;7.19;9.93;10.83;10.28;14.73
RF;low;6.4;9.35;9.73;9.2;13.55
RF;close;7.13;9.89;10.56;9.6;14.36
RF;adjclose;6.424.131;8.992.179;9.751.841;9.063.155;1.392.734
RF;volume;288265700;253027900;322211200;387306000;451135700
RHT;open;49.79;46.84;62;81.6;79.17
RHT;high;55.42;58.71;71.77;84.44;81.14
RHT;low;46.34;45.45;57.87;76.89;68.54
RHT;close;52.96;56.04;69.14;82.81;69.7
RHT;adjclose;52.96;56.04;69.14;82.81;69.7
RHT;volume;36869400;51094900;49846200;40467100;51163300
RL;open;158.18;175.08;183.83;124.47;105.05
RL;high;159.46;178.37;187.49;127.01;110.42
RL;low;144.14;169.86;175.2;109.24;89.24
RL;close;149.92;176.57;185.16;111.48;90.32
RL;adjclose;1.367.823;1.630.712;1.728.897;1.055.996;873.324
RL;volume;14878000;12562800;14719100;21401200;20211500
ROK;open;79.74;113.14;113.23;106.42;134.48
ROK;high;84.8;119.03;118.32;107.7;139.64
ROK;low;76.96;108.35;103.1;98.92;133.61
ROK;close;83.99;118.16;111.2;102.61;134.4
ROK;adjclose;7.484.956;1.075.812;103.382;976.554;1.313.049
ROK;volume;20514100;13785100;27796300;21710100;18978500
ROP;open;110.98;129.46;157.06;194.31;181.41
ROP;high;113.42;139.91;160.88;194.98;189.44
ROP;low;108.03;126.05;148.15;182.09;181.16
ROP;close;111.48;138.68;156.35;189.79;185.8
ROP;adjclose;1.078.099;1.348.412;1.528.946;186.727;1.840.358
ROP;volume;9414800;9444800;7399100;8477100;14220100
ROST;open;28.705;37.98;45.625;52.53;67.46
ROST;high;28.81;38.04;48.095;55.64;69.53
ROST;low;26.005;35.145;44.47;51.91;65.49
ROST;close;27.045;37.465;47.13;53.81;65.6
ROST;adjclose;2.490.303;352.286;4.527.671;5.253.798;6.464.432
ROST;volume;83499600;81221800;50032300;56300900;59664200
RSG;open;28.54;34.97;39.32;44.18;55.49
RSG;high;29.97;35.06;41.12;45.35;58
RSG;low;28.27;32.45;38.35;42.73;55.07
RSG;close;29.33;33.2;40.25;43.99;57.05
RSG;adjclose;253.916;2.961.194;3.697.837;4.157.111;5.528.988
RSG;volume;33643900;31497500;36205600;35810900;23336300
RTN;open;57.29;88.63;106;124.55;149.5
RTN;high;59.34;91.39;111.47;129.99;151.18
RTN;low;56.07;85.21;101.23;122.25;137.7
RTN;close;57.56;90.7;108.17;124.53;146.3
RTN;adjclose;5.039.707;821.143;1.003.726;1.184.562;1.422.819
RTN;volume;28994500;33603500;33835000;37903800;41064000
S;open;5.75;8.3;5.09;3.66;7.85
S;high;5.83;11.47;5.09;3.95;8.98
S;low;5.4;7.81;3.79;3.5;7.84
S;close;5.67;10.75;4.15;3.62;8.42
S;adjclose;5.67;10.75;4.15;3.62;8.42
S;volume;642544500;472127000;494324000;324150100;385856700
SBUX;open;26.07;40.745;40.5;61.08;57.34
SBUX;high;27.45;40.845;42.1;62.54;59.54
SBUX;low;24.78;37.955;39.22;58.27;55.4
SBUX;close;26.815;39.195;41.025;60.03;55.52
SBUX;adjclose;2.398.736;3.599.972;388.249;5.775.369;5.421.402
SBUX;volume;309576800;186721400;222092000;174837100;165840600
SCHW;open;13.12;24.5;28.08;33.92;39.11
SCHW;high;14.66;26.08;30.89;34.52;40.58
SCHW;low;12.82;24.19;27.23;31.62;38.46
