"","Ticker","Date","Year","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen"
"11938","HSY",2015-12-01,2015,0.0337199622635426,1e-04,-0.0216,0.0336199622635426,-0.0217,0.184227897453856,0.0376177076382912
"11952","HSY",2016-12-01,2016,0.0679023621499252,3e-04,0.0185,0.0676023621499252,0.0182,0.184227897453856,0.064249414416265
"11956","HUM",2011-12-01,2011,-0.00935266611375318,0,0.0074,-0.00935266611375318,0.0074,0.0818606263366059,-0.00995843474864406
"11974","HUM",2012-12-01,2012,0.051862901669275,1e-04,0.0119,0.051762901669275,0.0118,0.0818606263366059,0.0507969462785031
"11985","HUM",2013-12-01,2013,-0.00482070523034733,0,0.0281,-0.00482070523034733,0.0281,0.0818606263366059,-0.00712098883040596
"11995","HUM",2014-12-01,2014,0.0421365084190403,0,-6e-04,0.0421365084190403,-6e-04,0.0818606263366059,0.0421856247948423
"12007","HUM",2015-12-01,2015,0.0583875072684455,1e-04,-0.0216,0.0582875072684455,-0.0217,0.0818606263366059,0.0600638828599498
"12022","HUM",2016-12-01,2016,-0.0413336133111577,3e-04,0.0185,-0.0416336133111577,0.0182,0.0818606263366059,-0.0431234767104839
"12028","IBM",2011-12-01,2011,-0.0221588831828592,0,0.0074,-0.0221588831828592,0.0074,0.655572021113852,-0.0270101161391017
"12045","IBM",2012-12-01,2012,0.00775631536107193,1e-04,0.0119,0.00765631536107193,0.0118,0.655572021113852,-7.943448807153e-05
"12055","IBM",2013-12-01,2013,0.0429748308283909,0,0.0281,0.0429748308283909,0.0281,0.655572021113852,0.0245532570350917
"12072","IBM",2014-12-01,2014,-0.0107250977049457,0,-6e-04,-0.0107250977049457,-6e-04,0.655572021113852,-0.0103317544922774
"12083","IBM",2015-12-01,2015,-0.0129947306171106,1e-04,-0.0216,-0.0130947306171106,-0.0217,0.655572021113852,0.00113118224105995
"12091","IBM",2016-12-01,2016,0.0229740495256961,3e-04,0.0185,0.0226740495256961,0.0182,0.655572021113852,0.010742638741424
"12107","ICE",2011-12-01,2011,-0.00965888737523824,0,0.0074,-0.00965888737523824,0.0074,0.84889533369677,-0.0159407128445943
"12109","ICE",2012-12-01,2012,-0.0651896466888358,1e-04,0.0119,-0.0652896466888358,0.0118,0.84889533369677,-0.0753066116264577
"12128","ICE",2013-12-01,2013,0.0680777103610516,0,0.0281,0.0680777103610516,0.0281,0.84889533369677,0.0442237514841723
"12141","ICE",2014-12-01,2014,-0.015575266496358,0,-6e-04,-0.015575266496358,-6e-04,0.84889533369677,-0.0150659292961399
"12156","ICE",2015-12-01,2015,0.0016177623929277,1e-04,-0.0216,0.0015177623929277,-0.0217,0.84889533369677,0.0199387911341476
"12157","ICE",2016-12-01,2016,0.0211010222632899,3e-04,0.0185,0.0208010222632899,0.0182,0.84889533369677,0.00535112719000872
"12174","IEP",2011-12-01,2011,-0.058321713891614,0,0.0074,-0.058321713891614,0.0074,0.755853860540166,-0.0639150324596112
"12190","IEP",2012-12-01,2012,0.106604178793193,1e-04,0.0119,0.106504178793193,0.0118,0.755853860540166,0.0975851032388194
"12203","IEP",2013-12-01,2013,-0.101266413815083,0,0.0281,-0.101266413815083,0.0281,0.755853860540166,-0.122505907296261
"12212","IEP",2014-12-01,2014,-0.154598776273684,0,-6e-04,-0.154598776273684,-6e-04,0.755853860540166,-0.15414526395736
"12220","IEP",2015-12-01,2015,-0.184087426653929,1e-04,-0.0216,-0.184187426653929,-0.0217,0.755853860540166,-0.167785397880208
"12234","IEP",2016-12-01,2016,0.0358485518078514,3e-04,0.0185,0.0355485518078514,0.0182,0.755853860540166,0.0217920115460204
"12246","ILMN",2011-12-01,2011,0.0913155443231486,0,0.0074,0.0913155443231486,0.0074,0.317088190797855,0.0889690917112445
"12256","ILMN",2012-12-01,2012,0.0344041436665171,1e-04,0.0119,0.0343041436665171,0.0118,0.317088190797855,0.0305625030151024
"12273","ILMN",2013-12-01,2013,0.12086215424706,0,0.0281,0.12086215424706,0.0281,0.317088190797855,0.111951976085641
"12281","ILMN",2014-12-01,2014,-0.0336143560013505,0,-6e-04,-0.0336143560013505,-6e-04,0.317088190797855,-0.0334241030868718
"12296","ILMN",2015-12-01,2015,0.042842806833889,1e-04,-0.0216,0.042742806833889,-0.0217,0.317088190797855,0.0496236205742024
"12305","ILMN",2016-12-01,2016,-0.0390585382304213,3e-04,0.0185,-0.0393585382304213,0.0182,0.317088190797855,-0.0451295433029422
"12314","INTC",2011-12-01,2011,-0.0268525520806515,0,0.0074,-0.0268525520806515,0.0074,1.12499407000855,-0.0351775081987147
"12329","INTC",2012-12-01,2012,0.0522638645869794,1e-04,0.0119,0.0521638645869794,0.0118,1.12499407000855,0.0388889345608786
"12339","INTC",2013-12-01,2013,0.0851920021137685,0,0.0281,0.0851920021137685,0.0281,1.12499407000855,0.0535796687465283
"12352","INTC",2014-12-01,2014,-0.0261093028474145,0,-6e-04,-0.0261093028474145,-6e-04,1.12499407000855,-0.0254343064054094
"12366","INTC",2015-12-01,2015,-0.00924603149047704,1e-04,-0.0216,-0.00934603149047704,-0.0217,1.12499407000855,0.0150663398287084
"12384","INTC",2016-12-01,2016,0.0442512431870667,3e-04,0.0185,0.0439512431870667,0.0182,1.12499407000855,0.0234763511129111
"12389","INTU",2011-12-01,2011,-0.0122840335772605,0,0.0074,-0.0122840335772605,0.0074,0.625626205077151,-0.0169136674948314
"12402","INTU",2012-12-01,2012,-0.00720313717545254,1e-04,0.0119,-0.00730313717545254,0.0118,0.625626205077151,-0.0146855263953629
"12418","INTU",2013-12-01,2013,0.0277664676101587,0,0.0281,0.0277664676101587,0.0281,0.625626205077151,0.0101863712474908
"12425","INTU",2014-12-01,2014,-0.018059069765317,0,-6e-04,-0.018059069765317,-6e-04,0.625626205077151,-0.0176836940422707
"12443","INTU",2015-12-01,2015,-0.0376251983261858,1e-04,-0.0216,-0.0377251983261858,-0.0217,0.625626205077151,-0.0241491096760116
"12446","INTU",2016-12-01,2016,0.0081476446650864,3e-04,0.0185,0.0078476446650864,0.0182,0.625626205077151,-0.00353875226731776
"12467","IP",2011-12-01,2011,0.0413854100634895,0,0.0074,0.0413854100634895,0.0074,1.49767830259308,0.0303025906243007
"12472","IP",2012-12-01,2012,0.0701771543794511,1e-04,0.0119,0.0700771543794511,0.0118,1.49767830259308,0.0524045504088528
"12489","IP",2013-12-01,2013,0.0497594077558084,0,0.0281,0.0497594077558084,0.0281,1.49767830259308,0.00767464745294301
"12493","IP",2014-12-01,2014,-0.0044692880107737,0,-6e-04,-0.0044692880107737,-6e-04,1.49767830259308,-0.00357068102921786
"12515","IP",2015-12-01,2015,-0.103953869958169,1e-04,-0.0216,-0.104053869958169,-0.0217,1.49767830259308,-0.0715542507918989
"12519","IP",2016-12-01,2016,0.0853337977660983,3e-04,0.0185,0.0850337977660983,0.0182,1.49767830259308,0.0577760526589043
"12538","IPG",2011-12-01,2011,0.0366339275981441,0,0.0074,0.0366339275981441,0.0074,1.79543564064295,0.0233477038573862
"12544","IPG",2012-12-01,2012,0.0183158321043838,1e-04,0.0119,0.0182158321043838,0.0118,1.79543564064295,-0.00297030845520304
"12554","IPG",2013-12-01,2013,0.0170942876137013,0,0.0281,0.0170942876137013,0.0281,1.79543564064295,-0.0333574538883657
"12568","IPG",2014-12-01,2014,0.0233814815571439,0,-6e-04,0.0233814815571439,-6e-04,1.79543564064295,0.0244587429415297
"12588","IPG",2015-12-01,2015,0.0121003966229611,1e-04,-0.0216,0.0120003966229611,-0.0217,1.79543564064295,0.0509613500249132
"12594","IPG",2016-12-01,2016,-0.0278030217764264,3e-04,0.0185,-0.0281030217764264,0.0182,1.79543564064295,-0.0607799504361281
"12603","ISRG",2011-12-01,2011,0.0642204041068639,0,0.0074,0.0642204041068639,0.0074,0.818694872251353,0.0581620620522038
"12624","ISRG",2012-12-01,2012,-0.0758282036095588,1e-04,0.0119,-0.0759282036095588,0.0118,0.818694872251353,-0.0855888031021248
"12635","ISRG",2013-12-01,2013,0.018871024180148,0,0.0281,0.018871024180148,0.0281,0.818694872251353,-0.00413430173011501
"12648","ISRG",2014-12-01,2014,0.0213439309801377,0,-6e-04,0.0213439309801377,-6e-04,0.818694872251353,0.0218351479034885
"12659","ISRG",2015-12-01,2015,0.049044700009203,1e-04,-0.0216,0.048944700009203,-0.0217,0.818694872251353,0.0667103787370573
"12672","ISRG",2016-12-01,2016,-0.0149778746321315,3e-04,0.0185,-0.0152778746321315,0.0182,0.818694872251353,-0.0301781213071061
"12674","ITT",2011-12-01,2011,-0.0425382417628495,0,0.0074,-0.0425382417628495,0.0074,1.2607400586117,-0.051867718196576
"12693","ITT",2012-12-01,2012,0.0475758027533285,1e-04,0.0119,0.0474758027533285,0.0118,1.2607400586117,0.0325990700617105
"12702","ITT",2013-12-01,2013,0.0617480798736952,0,0.0281,0.0617480798736952,0.0281,1.2607400586117,0.0263212842267065
"12711","ITT",2014-12-01,2014,-0.0202448129530934,0,-6e-04,-0.0202448129530934,-6e-04,1.2607400586117,-0.0194883689179264
"12721","ITT",2015-12-01,2015,-0.0860321808572275,1e-04,-0.0216,-0.0861321808572275,-0.0217,1.2607400586117,-0.0587741215853537
"12739","ITT",2016-12-01,2016,-0.0425958318409705,3e-04,0.0185,-0.0428958318409705,0.0182,1.2607400586117,-0.0658413009077033
"12748","ITW",2011-12-01,2011,0.0351144460292382,0,0.0074,0.0351144460292382,0.0074,1.34801156858151,0.025139160421735
"12766","ITW",2012-12-01,2012,-0.00627752190660885,1e-04,0.0119,-0.00637752190660885,0.0118,1.34801156858151,-0.0222840584158707
"12775","ITW",2013-12-01,2013,0.0600359154630684,0,0.0281,0.0600359154630684,0.0281,1.34801156858151,0.0221567903859279
"12785","ITW",2014-12-01,2014,0.00258523133869164,0,-6e-04,0.00258523133869164,-6e-04,1.34801156858151,0.00339403827984054
"12800","ITW",2015-12-01,2015,-0.00804422791511969,1e-04,-0.0216,-0.00814422791511969,-0.0217,1.34801156858151,0.0211076231230991
"12807","ITW",2016-12-01,2016,-0.0167634201928057,3e-04,0.0185,-0.0170634201928057,0.0182,1.34801156858151,-0.0415972307409892
"12817","IVZ",2011-12-01,2011,-0.00793290718046731,0,0.0074,-0.00793290718046731,0.0074,2.08886431647285,-0.0233905031223664
"12830","IVZ",2012-12-01,2012,0.0430763916965788,1e-04,0.0119,0.0429763916965788,0.0118,2.08886431647285,0.0183277927621992
"12849","IVZ",2013-12-01,2013,0.0435160674067591,0,0.0281,0.0435160674067591,0.0281,2.08886431647285,-0.015181019886128
"12857","IVZ",2014-12-01,2014,-0.0210322840671144,0,-6e-04,-0.0210322840671144,-6e-04,2.08886431647285,-0.0197789654772307
"12870","IVZ",2015-12-01,2015,-0.00625283864321756,1e-04,-0.0216,-0.00635283864321756,-0.0217,2.08886431647285,0.0389755170242432
"12882","IVZ",2016-12-01,2016,-0.0314705619753046,3e-04,0.0185,-0.0317705619753046,0.0182,2.08886431647285,-0.0697878925351104
"12899","JBHT",2011-12-01,2011,-0.0143193065612101,0,0.0074,-0.0143193065612101,0.0074,1.05764628449866,-0.0221458890665002
"12911","JBHT",2012-12-01,2012,0.00697854209452445,1e-04,0.0119,0.00687854209452445,0.0118,1.05764628449866,-0.00560168406255972
"12914","JBHT",2013-12-01,2013,0.0276754947627433,0,0.0281,0.0276754947627433,0.0281,1.05764628449866,-0.00204436583166898
"12934","JBHT",2014-12-01,2014,0.0206269152470991,0,-6e-04,0.0206269152470991,-6e-04,1.05764628449866,0.0212615030177983
"12942","JBHT",2015-12-01,2015,-0.0644020511149266,1e-04,-0.0216,-0.0645020511149266,-0.0217,1.05764628449866,-0.0415511267413057
"12957","JBHT",2016-12-01,2016,0.0176683206687235,3e-04,0.0185,0.0173683206687235,0.0182,1.05764628449866,-0.00188084170915207
"12969","JCI",2011-12-01,2011,-0.0190651003032028,0,0.0074,-0.0190651003032028,0.0074,0.674027526174947,-0.0240529039968974
"12978","JCI",2012-12-01,2012,0.0370136476864416,1e-04,0.0119,0.0369136476864416,0.0118,0.674027526174947,0.0289601228775772
"12995","JCI",2013-12-01,2013,0.0789507722800967,0,0.0281,0.0789507722800967,0.0281,0.674027526174947,0.0600105987945807
"13002","JCI",2014-12-01,2014,0.0278736982232585,0,-6e-04,0.0278736982232585,-6e-04,0.674027526174947,0.0282781147389635
"13017","JCI",2015-12-01,2015,-0.0935048438458424,1e-04,-0.0216,-0.0936048438458424,-0.0217,0.674027526174947,-0.078978446527846
"13031","JCI",2016-12-01,2016,-0.082289241343258,3e-04,0.0185,-0.082589241343258,0.0182,0.674027526174947,-0.094856542319642
"13042","JNJ",2011-12-01,2011,0.0132005062180877,0,0.0074,0.0132005062180877,0.0074,0.507560167257459,0.00944456098038251
"13055","JNJ",2012-12-01,2012,0.00529198294007239,1e-04,0.0119,0.00519198294007239,0.0118,0.507560167257459,-0.000797227033565627
"13062","JNJ",2013-12-01,2013,-0.0329693726135809,0,0.0281,-0.0329693726135809,0.0281,0.507560167257459,-0.0472318133135155
"13075","JNJ",2014-12-01,2014,-0.0345865902776626,0,-6e-04,-0.0345865902776626,-6e-04,0.507560167257459,-0.0342820541773081
"13087","JNJ",2015-12-01,2015,0.0145130562000465,1e-04,-0.0216,0.0144130562000465,-0.0217,0.507560167257459,0.0254271118295334
"13096","JNJ",2016-12-01,2016,0.0345271919409022,3e-04,0.0185,0.0342271919409022,0.0182,0.507560167257459,0.0249895968968165
"13109","JNPR",2011-12-01,2011,-0.10678038262122,0,0.0074,-0.10678038262122,0.0074,1.5128577091488,-0.117975529668921
"13117","JNPR",2012-12-01,2012,0.0898344619660666,1e-04,0.0119,0.0897344619660666,0.0118,1.5128577091488,0.0718827409981108
"13133","JNPR",2013-12-01,2013,0.107479535817554,0,0.0281,0.107479535817554,0.0281,1.5128577091488,0.064968234190473
"13150","JNPR",2014-12-01,2014,0.00719416383308119,0,-6e-04,0.00719416383308119,-6e-04,1.5128577091488,0.00810187845857047
"13163","JNPR",2015-12-01,2015,-0.0877054024091727,1e-04,-0.0216,-0.0878054024091727,-0.0217,1.5128577091488,-0.0549763901206437
"13165","JNPR",2016-12-01,2016,0.0258078730923745,3e-04,0.0185,0.0255078730923745,0.0182,1.5128577091488,-0.00202613721413361
"13185","JPM",2011-12-01,2011,0.0710356223275029,0,0.0074,0.0710356223275029,0.0074,1.2091634856015,0.0620878125340518
"13190","JPM",2012-12-01,2012,0.067985810749421,1e-04,0.0119,0.067885810749421,0.0118,1.2091634856015,0.0536176816193234
"13211","JPM",2013-12-01,2013,0.0217813206508713,0,0.0281,0.0217813206508713,0.0281,1.2091634856015,-0.0121961732945308
"13217","JPM",2014-12-01,2014,0.0394381173881308,0,-6e-04,0.0394381173881308,-6e-04,1.2091634856015,0.0401636154794917
"13233","JPM",2015-12-01,2015,-0.00979587084914455,1e-04,-0.0216,-0.00989587084914455,-0.0217,1.2091634856015,0.016342976788408
"13240","JPM",2016-12-01,2016,0.0735644475035716,3e-04,0.0185,0.0732644475035716,0.0182,1.2091634856015,0.0512576720656243
"13260","JWN",2011-12-01,2011,0.0933408620604463,0,0.0074,0.0933408620604463,0.0074,1.71342182068715,0.0806615405873614
"13272","JWN",2012-12-01,2012,-0.0109676406264724,1e-04,0.0119,-0.0110676406264724,0.0118,1.71342182068715,-0.0312860181105807
"13280","JWN",2013-12-01,2013,-0.006612388568825,0,0.0281,-0.006612388568825,0.0281,1.71342182068715,-0.0547595417301339
"13292","JWN",2014-12-01,2014,0.038913596488229,0,-6e-04,0.038913596488229,-6e-04,1.71342182068715,0.0399416495806413
"13297","JWN",2015-12-01,2015,-0.122656408716242,1e-04,-0.0216,-0.122756408716242,-0.0217,1.71342182068715,-0.0855751552073307
"13319","JWN",2016-12-01,2016,-0.154180444421619,3e-04,0.0185,-0.154480444421619,0.0182,1.71342182068715,-0.185664721558125
"13330","K",2011-12-01,2011,0.0282782323005063,0,0.0074,0.0282782323005063,0.0074,0.234842368844516,0.0265403987710569
"13344","K",2012-12-01,2012,0.0070072939407888,1e-04,0.0119,0.0069072939407888,0.0118,0.234842368844516,0.00413615398842351
"13352","K",2013-12-01,2013,0.00706591564040507,0,0.0281,0.00706591564040507,0.0281,0.234842368844516,0.000466845075874174
"13358","K",2014-12-01,2014,-0.0123015438119191,0,-6e-04,-0.0123015438119191,-6e-04,0.234842368844516,-0.0121606383906124
"13373","K",2015-12-01,2015,0.0496414140035141,1e-04,-0.0216,0.0495414140035141,-0.0217,0.234842368844516,0.0546374934074401
"13388","K",2016-12-01,2016,0.0234723928261446,3e-04,0.0185,0.0231723928261446,0.0182,0.234842368844516,0.0188982617131744
"13404","KEY",2011-12-01,2011,0.0534174061937719,0,0.0074,0.0534174061937719,0.0074,1.1000098110531,0.045277333591979
"13416","KEY",2012-12-01,2012,0.0412180279554292,1e-04,0.0119,0.0411180279554292,0.0118,1.1000098110531,0.0281379121850026
"13427","KEY",2013-12-01,2013,0.0512148503984723,0,0.0281,0.0512148503984723,0.0281,1.1000098110531,0.0203045747078803
"13438","KEY",2014-12-01,2014,0.0291992182999957,0,-6e-04,0.0291992182999957,-6e-04,1.1000098110531,0.0298592241866276
"13442","KEY",2015-12-01,2015,0.00608369757864869,1e-04,-0.0216,0.00598369757864869,-0.0217,1.1000098110531,0.0298539104785009
"13456","KEY",2016-12-01,2016,0.0539761230914036,3e-04,0.0185,0.0536761230914036,0.0182,1.1000098110531,0.0336559445302372
"13470","KIM",2011-12-01,2011,0.0409357268356551,0,0.0074,0.0409357268356551,0.0074,1.1837158550619,0.032176229508197
"13485","KIM",2012-12-01,2012,0.0139772122236354,1e-04,0.0119,0.0138772122236354,0.0118,1.1837158550619,-9.06348660950455e-05
"13497","KIM",2013-12-01,2013,-0.0318679026244492,0,0.0281,-0.0318679026244492,0.0281,1.1837158550619,-0.0651303181516887
"13505","KIM",2014-12-01,2014,-0.00294593017253772,0,-6e-04,-0.00294593017253772,-6e-04,1.1837158550619,-0.00223570065950058
"13520","KIM",2015-12-01,2015,0.0235820028871918,1e-04,-0.0216,0.0234820028871918,-0.0217,1.1837158550619,0.0491686369420351
"13528","KIM",2016-12-01,2016,-0.00400365200006071,3e-04,0.0185,-0.00430365200006071,0.0182,1.1837158550619,-0.0258472805621873
"13542","KLAC",2011-12-01,2011,0.0455826688090578,0,0.0074,0.0455826688090578,0.0074,1.9229160712202,0.0313530898820283
"13555","KLAC",2012-12-01,2012,0.049135689068652,1e-04,0.0119,0.049035689068652,0.0118,1.9229160712202,0.0263452794282537
"13568","KLAC",2013-12-01,2013,0.00919489623672337,0,0.0281,0.00919489623672337,0.0281,1.9229160712202,-0.0448390453645642
"13573","KLAC",2014-12-01,2014,0.0125931203652309,0,-6e-04,0.0125931203652309,-6e-04,1.9229160712202,0.0137468700079631
"13586","KLAC",2015-12-01,2015,0.0424150491266777,1e-04,-0.0216,0.0423150491266777,-0.0217,1.9229160712202,0.084042327872156
"13604","KLAC",2016-12-01,2016,-0.0146355644617526,3e-04,0.0185,-0.0149355644617526,0.0182,1.9229160712202,-0.0499326369579602
"13614","KMB",2011-12-01,2011,0.0391904010915932,0,0.0074,0.0391904010915932,0.0074,0.338020891671284,0.0366890464932257
"13622","KMB",2012-12-01,2012,-0.00612837178412167,1e-04,0.0119,-0.00622837178412167,0.0118,0.338020891671284,-0.0102170183058428
"13641","KMB",2013-12-01,2013,-0.0360448845684397,0,0.0281,-0.0360448845684397,0.0281,0.338020891671284,-0.0455432716244028
"13648","KMB",2014-12-01,2014,-0.00179262141367721,0,-6e-04,-0.00179262141367721,-6e-04,0.338020891671284,-0.00158980887867444
"13663","KMB",2015-12-01,2015,0.0734547692376937,1e-04,-0.0216,0.0733547692376937,-0.0217,0.338020891671284,0.0806898225869606
"13672","KMB",2016-12-01,2016,-0.00489676824296565,3e-04,0.0185,-0.00519676824296565,0.0182,0.338020891671284,-0.011348748471383
"13692","KMX",2011-12-01,2011,0.0580851979655996,0,0.0074,0.0580851979655996,0.0074,1.93608259169185,0.0437581867870799
"13701","KMX",2012-12-01,2012,0.0346919076271092,1e-04,0.0119,0.0345919076271092,0.0118,1.93608259169185,0.0117461330451454
"13711","KMX",2013-12-01,2013,-0.0684255363307006,0,0.0281,-0.0684255363307006,0.0281,1.93608259169185,-0.122829457157242
"13726","KMX",2014-12-01,2014,0.155703933116167,0,-6e-04,0.155703933116167,-6e-04,1.93608259169185,0.156865582671182
"13740","KMX",2015-12-01,2015,-0.0598722511093231,1e-04,-0.0216,-0.0599722511093231,-0.0217,1.93608259169185,-0.0179592588696099
"13745","KMX",2016-12-01,2016,0.108142558386012,3e-04,0.0185,0.107842558386012,0.0182,1.93608259169185,0.0726058552172202
"13758","KO",2011-12-01,2011,0.0399468875920041,0,0.0074,0.0399468875920041,0.0074,0.586728383250418,0.0356050975559511
"13772","KO",2012-12-01,2012,-0.0450391206582701,1e-04,0.0119,-0.0451391206582701,0.0118,0.586728383250418,-0.052062515580625
"13787","KO",2013-12-01,2013,0.0274864840043236,0,0.0281,0.0274864840043236,0.0281,0.586728383250418,0.0109994164349869
"13794","KO",2014-12-01,2014,-0.0599835156472551,0,-6e-04,-0.0599835156472551,-6e-04,0.586728383250418,-0.0596314786173049
"13810","KO",2015-12-01,2015,0.00794591555365344,1e-04,-0.0216,0.00784591555365344,-0.0217,0.586728383250418,0.0205779214701875
"13820","KO",2016-12-01,2016,0.0271376008615458,3e-04,0.0185,0.0268376008615458,0.0182,0.586728383250418,0.0161591442863882
"13833","KR",2011-12-01,2011,0.0438888684074005,0,0.0074,0.0438888684074005,0.0074,0.562335208785259,0.0397275878623896
"13843","KR",2012-12-01,2012,-0.00841938102657017,1e-04,0.0119,-0.00851938102657017,0.0118,0.562335208785259,-0.0151549364902362
"13857","KR",2013-12-01,2013,-0.0546394155116174,0,0.0281,-0.0546394155116174,0.0281,0.562335208785259,-0.0704410348784831
"13862","KR",2014-12-01,2014,0.0704845248900354,0,-6e-04,0.0704845248900354,-6e-04,0.562335208785259,0.0708219260153065
"13873","KR",2015-12-01,2015,0.105015138314833,1e-04,-0.0216,0.104915138314833,-0.0217,0.562335208785259,0.117117812345473
"13896","KR",2016-12-01,2016,0.0661818158960795,3e-04,0.0185,0.0658818158960795,0.0182,0.562335208785259,0.0556473150961878
"13907","KSS",2011-12-01,2011,-0.0813741071322637,0,0.0074,-0.0813741071322637,0.0074,0.690623450739806,-0.0864847206677382
"13917","KSS",2012-12-01,2012,-0.0309267927130688,1e-04,0.0119,-0.0310267927130688,0.0118,0.690623450739806,-0.0391761494317985
"13932","KSS",2013-12-01,2013,0.032663790854806,0,0.0281,0.032663790854806,0.0281,0.690623450739806,0.0132572718890174
"13940","KSS",2014-12-01,2014,0.030396733434088,0,-6e-04,0.030396733434088,-6e-04,0.690623450739806,0.0308111075045319
"13950","KSS",2015-12-01,2015,0.0199567717431091,1e-04,-0.0216,0.0198567717431091,-0.0217,0.690623450739806,0.0348433006241629
"13958","KSS",2016-12-01,2016,-0.0771896081482467,3e-04,0.0185,-0.0774896081482467,0.0182,0.690623450739806,-0.0900589549517112
"13974","KSU",2011-12-01,2011,-0.000294338392251947,0,0.0074,-0.000294338392251947,0.0074,1.10838151233734,-0.00849636158354827
"13983","KSU",2012-12-01,2012,0.0685020123301436,1e-04,0.0119,0.0684020123301436,0.0118,1.10838151233734,0.055323110484563
"13995","KSU",2013-12-01,2013,0.0246938885237619,0,0.0281,0.0246938885237619,0.0281,1.10838151233734,-0.0064516319729174
"14012","KSU",2014-12-01,2014,0.0279377536067749,0,-6e-04,0.0279377536067749,-6e-04,1.10838151233734,0.0286027825141773
"14021","KSU",2015-12-01,2015,-0.192404292684787,1e-04,-0.0216,-0.192504292684787,-0.0217,1.10838151233734,-0.168452413867067
"14037","KSU",2016-12-01,2016,-0.0406502415437381,3e-04,0.0185,-0.0409502415437381,0.0182,1.10838151233734,-0.0611227850682777
"14048","L",2011-12-01,2011,-0.0205055934212014,0,0.0074,-0.0205055934212014,0.0074,0.928029177745318,-0.0273730093365167
"14057","L",2012-12-01,2012,-0.00318534204525156,1e-04,0.0119,-0.00328534204525156,0.0118,0.928029177745318,-0.0142360863426463
"14069","L",2013-12-01,2013,0.0186217217099141,0,0.0281,0.0186217217099141,0.0281,0.928029177745318,-0.00745589818472935
"14084","L",2014-12-01,2014,0.00908435715799896,0,-6e-04,0.00908435715799896,-6e-04,0.928029177745318,0.00964117466464615
"14096","L",2015-12-01,2015,0.0133701460052637,1e-04,-0.0216,0.0132701460052637,-0.0217,0.928029177745318,0.0334083791623371
"14105","L",2016-12-01,2016,0.0476696461680321,3e-04,0.0185,0.0473696461680321,0.0182,0.928029177745318,0.0304795151330673
"14122","LB",2011-12-01,2011,-0.00139540647675054,0,0.0074,-0.00139540647675054,0.0074,1.40926114764781,-0.0118239389693443
"14130","LB",2012-12-01,2012,-0.0426105588415009,1e-04,0.0119,-0.0427105588415009,0.0118,1.40926114764781,-0.059339840383745
"14145","LB",2013-12-01,2013,-0.0495216523826112,0,0.0281,-0.0495216523826112,0.0281,1.40926114764781,-0.0891218906315145
"14150","LB",2014-12-01,2014,0.0675083475716879,0,-6e-04,0.0675083475716879,-6e-04,1.40926114764781,0.0683539042602766
"14171","LB",2015-12-01,2015,0.00428789613913038,1e-04,-0.0216,0.00418789613913038,-0.0217,1.40926114764781,0.0347688630430878
"14181","LB",2016-12-01,2016,-0.0644057688691443,3e-04,0.0185,-0.0647057688691443,0.0182,1.40926114764781,-0.0903543217563344
"14194","LH",2011-12-01,2011,0.00291222754705204,0,0.0074,0.00291222754705204,0.0074,0.52936935193024,-0.00100510565723174
"14208","LH",2012-12-01,2012,0.023714761391505,1e-04,0.0119,0.023614761391505,0.0118,0.52936935193024,0.0173682030387282
"14216","LH",2013-12-01,2013,-0.108583893192031,0,0.0281,-0.108583893192031,0.0281,0.52936935193024,-0.123459171981271
"14228","LH",2014-12-01,2014,0.0306790126474564,0,-6e-04,0.0306790126474564,-6e-04,0.52936935193024,0.0309966342586145
"14242","LH",2015-12-01,2015,0.0171306742409649,1e-04,-0.0216,0.0170306742409649,-0.0217,0.52936935193024,0.0285179891778511
"14245","LH",2016-12-01,2016,0.0199039491411179,3e-04,0.0185,0.0196039491411179,0.0182,0.52936935193024,0.00996942693598751
"14267","LLL",2011-12-01,2011,0.00571531748349927,0,0.0074,0.00571531748349927,0.0074,1.14013431886941,-0.00272167647613436
"14279","LLL",2012-12-01,2012,-0.00299726624769245,1e-04,0.0119,-0.00309726624769245,0.0118,1.14013431886941,-0.0165508512103515
"14282","LLL",2013-12-01,2013,0.0323345294119484,0,0.0281,0.0323345294119484,0.0281,1.14013431886941,0.000296755051717917
"14294","LLL",2014-12-01,2014,0.0128384147563829,0,-6e-04,0.0128384147563829,-6e-04,1.14013431886941,0.0135224953477045
"14315","LLL",2015-12-01,2015,-0.0239759464457224,1e-04,-0.0216,-0.0240759464457224,-0.0217,1.14013431886941,0.000664968273743835
"14322","LLL",2016-12-01,2016,-0.0365344250450376,3e-04,0.0185,-0.0368344250450376,0.0182,1.14013431886941,-0.0575848696484608
"14329","LLY",2011-12-01,2011,0.0935077180741211,0,0.0074,0.0935077180741211,0.0074,0.578964894565413,0.0892233778543371
"14347","LLY",2012-12-01,2012,0.00569344825743615,1e-04,0.0119,0.00559344825743615,0.0118,0.578964894565413,-0.00123833749843572
"14363","LLY",2013-12-01,2013,0.015412101802052,0,0.0281,0.015412101802052,0.0281,0.578964894565413,-0.000856811735236131
"14365","LLY",2014-12-01,2014,0.0126907266646645,0,-6e-04,0.0126907266646645,-6e-04,0.578964894565413,0.0130381056014037
"14378","LLY",2015-12-01,2015,0.0267004906569747,1e-04,-0.0216,0.0266004906569747,-0.0217,0.578964894565413,0.0391640288690441
