"","Ticker","Year","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","SharesSplitAdjusted","SplitFactor","Assets","CurrentsAssets","Liabilities","CurrentLiabilities","ShareholdersEquity","NonControllingInterest","PreferreEquity","GoodwillIntangibles","LongTermDebt","Revenue","Earnings","EarningsAvailableForCommonStockholders","EPS_Basic","EPS_Diluted","DividendPerShare","Cash_OperatingActivities","Cash_InvestingActivities","Cash_FinancingActivities","CashChangeDuringPeriod","CashEndPeriod","CapitalExpenditures","Price","PriceHigh","PriceLow","Roe","Roa","BookValue_EquityPerShare","PB_ratio","PE_ratio","CumulativeDividendsPerShare","DividendPayoutRatio","LongTermDebtToEquityRatio","EquityToAssetsRatio","NetMargin","AssetTurnover","FreeCashFlowPerShare","CurrentRatio","TobinsQ","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"883","PH",2015,295,"Industrials",6,"PH_quarterly_financial_data.xls","parker hannifin","parker-hannifin corporation","parker-hannifin corp",135102576,135102576,1,11754091000,5151011000,6951370000,2368099000,4799406000,3315000,0,3888580000,2724860000,2705590000,182982000,182982000,1.35,1.33,0.63,341660000,-21853000,-223482000,73226000,1047494000,32079000,100.73,108,93.47,0.1693,0.0697,35.52,2.82,15.45,18.98,0.4098,0.5677,0.4083,0.0709,0.98,2.29,2.1752,1.11,-0.0762120947550812,1e-04,-0.0216,-0.0763120947550812,-0.0217,1.22600097446075,-0.0497078736092828,-0.0265042211457983,2014,193,0.35,0.55,0.27,0,0,0.88,0,1,0
"884","PH",2016,295,"Industrials",6,"PH_quarterly_financial_data.xls","parker hannifin","parker-hannifin corporation","parker-hannifin corp",133293693,133293693,1,11731613000,5247839000,7200635000,2425474000,4527709000,3269000,0,3662930000,2653560000,2670804000,241305000,241305000,1.81,1.78,0.63,290244000,57079000,-156136000,126886000,1520736000,38337000,132.1,145.44,118.77,0.1876,0.0736,33.97,3.79,21.91,21.5,0.3831,0.5861,0.3859,0.0786,0.94,1.89,2.1636,1.58,0.00767237125646204,3e-04,0.0185,0.00737237125646204,0.0182,1.00553768185629,-0.0109284145533224,0.0186007858097844,2015,264,0.31,0.08,0.06,0,0,0.12,0,1,0
"885","PH",2017,295,"Industrials",6,"PH_quarterly_financial_data.xls","parker hannifin","parker-hannifin corporation","parker-hannifin corp",133048544,133048544,1,15965181000,5286359000,10445971000,3537703000,5513401000,5809000,0,7872811000,4798371000,3370673000,56322000,56159000,0.42,0.41,0.66,221373000,-27112000,-47411000,150004000,1024770000,18045000,185.74,200.82,170.66,0.1661,0.0559,41.44,4.48,23.72,24.14,0.4024,0.8703,0.3453,0.0654,0.85,1.53,1.4943,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,341,0.21,0,0.06,0,0,0.11,0,1,0
"886","PLD",2015,296,"Financials",4,"PLD_quarterly_financial_data.xls","prologis","prologis inc","prologis inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.0135404770190127,1e-04,-0.0216,0.0134404770190127,-0.0217,0.378302739928858,0.021649646475469,-0.00810916945645622,2014,15,0.69,0.94,0.97,0,0,1,1,1,1
"887","PLD",2016,296,"Financials",4,"PLD_quarterly_financial_data.xls","prologis","prologis inc","prologis inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,0.0446064683190374,3e-04,0.0185,0.0443064683190374,0.0182,1.50661097687376,0.0168861485399349,0.0277203197791024,2015,19,0.71,0.13,0.14,0.04,0.07,0.14,1,1,1
"888","PLD",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,36,0.66,0.12,0.12,0.03,0.05,0.14,1,1,1
"889","PM",2015,297,"Consumer Staples",2,"PM_quarterly_financial_data.xls","philip morris international","philip morris international inc","philip morris international inc",1549347456,1549347456,1,3.3956e+10,1.5804e+10,4.5432e+10,1.5386e+10,-1.3244e+10,1.768e+09,0,1.0038e+10,2.525e+10,1.8371e+10,1.249e+09,1.249e+09,0.8,0.8,1.02,1.872e+09,-3.2e+08,-2.75e+08,1.024e+09,3.417e+09,3.24e+08,84.34,90.27,78.41,NA,0.2084,-8.55,NA,18.14,23.78,0.9107,NA,NA,0.093,2.24,1,1.0272,4.74,0.0177370435904468,1e-04,-0.0216,0.0176370435904468,-0.0217,1.03217030877119,0.0400351392907817,-0.0222980957003349,2014,29,0.62,0.76,0.81,0.93,0.64,0,1,0,1
"890","PM",2016,297,"Consumer Staples",2,"PM_quarterly_financial_data.xls","philip morris international","philip morris international inc","philip morris international inc",1551385884,1551385884,1,3.6851e+10,1.7608e+10,4.7751e+10,1.6467e+10,-1.2688e+10,1.788e+09,0,9.794e+09,2.5851e+10,1.9189e+10,1.711e+09,1.711e+09,1.1,1.1,1.04,2.149e+09,-2.5e+07,-1.853e+09,-6.45e+08,4.239e+09,4.38e+08,92.5,98.21,86.78,NA,0.1965,-8.18,NA,22.13,27.9,0.9174,NA,NA,0.093,2.11,1.1,1.0693,4.52,0.0471523075579488,3e-04,0.0185,0.0468523075579488,0.0182,-0.0121193006687022,0.0470728788301191,7.94287278296206e-05,2015,85,0.56,0.11,0.09,0.13,0.08,0,1,0,1
"891","PM",2017,297,"Consumer Staples",2,"PM_quarterly_financial_data.xls","philip morris international","philip morris international inc","philip morris international inc",1553229898,1553229898,1,4.2968e+10,2.1594e+10,5.3198e+10,1.5962e+10,-1.2086e+10,1.856e+09,0,1.0098e+10,3.1334e+10,2.1585e+10,6.94e+08,6.94e+08,0.45,0.45,1.07,2.921e+09,-7.22e+08,-1.537e+09,7.8e+08,8.447e+09,5.53e+08,108.43,115.28,101.58,NA,0.1507,-7.78,NA,23.94,32.12,1.0861,NA,NA,0.0773,1.95,1.52,1.3528,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,73,0.59,0.1,0.1,0.11,0.09,0,1,1,1
"892","PNC",2015,298,"Financials",4,"PNC_quarterly_financial_data.xls","pnc financial services group","the pnc financial services group inc","pnc financial services group inc",501105185,501105185,1,3.58493e+11,NA,3.12513e+11,NA,4.471e+10,1.27e+09,0,9.482e+09,0,3.853e+09,9.85e+08,9.5e+08,1.88,1.87,0.51,1.896e+09,-2.726e+09,1.06e+09,2.3e+08,4.065e+09,0,91.22,97.5,84.93,0.0863,0.0115,89.22,1.03,12.38,37.37,0.2653,0,0.1247,0.2538,0.04,3.78,NA,0.21,-0.0020962590214845,1e-04,-0.0216,-0.0021962590214845,-0.0217,0.881596189119678,0.0169343782824125,-0.019030637303897,2014,284,0.24,0.07,0.14,0.08,0,0.22,1,0,1
"893","PNC",2016,298,"Financials",4,"PNC_quarterly_financial_data.xls","pnc financial services group","the pnc financial services group inc","pnc financial services group inc",486156269,486156269,1,3.6638e+11,NA,3.19526e+11,NA,4.5699e+10,1.155e+09,0,9.103e+09,5.2706e+10,3.874e+09,9.66e+08,9.75e+08,2.01,1.96,0.55,1.34e+09,1.62e+08,-1.154e+09,3.48e+08,4.879e+09,0,368.53,398.45,338.61,0.0804,0.0107,94,3.92,51.11,39.49,0.2841,1.1533,0.1247,0.2415,0.04,2.76,NA,0.24,0.0564545319999207,3e-04,0.0185,0.0561545319999207,0.0182,1.2455192308122,0.0334860819991386,0.0229684500007821,2015,229,0.36,0.02,0.03,0.02,0.06,0.09,1,0,1
"894","PNC",2017,298,"Financials",4,"PNC_quarterly_financial_data.xls","pnc financial services group","the pnc financial services group inc","pnc financial services group inc",471590384,471590384,1,3.80768e+11,NA,3.33183e+11,NA,4.7513e+10,7.2e+07,0,9.173e+09,2.05e+08,4.26e+09,2.091e+09,2.015e+09,4.23,4.16,0.75,8.73e+08,-5.4e+09,5.04e+09,5.13e+08,5.249e+09,0,138.87,147.28,130.46,0.1088,0.0144,100.75,1.42,16.98,42.09,0.2454,0.0043,0.1248,0.3094,0.04,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,219,0.35,0.01,0.03,0.02,0.04,0.1,1,0,1
"895","PPG",2015,299,"Materials",8,"PPG_quarterly_financial_data.xls","ppg industries","ppg industries inc","ppg industries inc",266765632,266765632,1,1.7076e+10,6.554e+09,1.2007e+10,4.656e+09,4.983e+09,8.6e+07,0,5.847e+09,4.296e+09,3.696e+09,3.14e+08,3.14e+08,1.16,1.15,0.35,8.51e+08,-4.4e+07,-4.86e+08,2.96e+08,1.311e+09,2.1e+08,94.9,106.87,82.93,0.2765,0.0808,18.68,5,22.15,20.42,0.2694,0.8621,0.2918,0.0917,0.88,2.4,1.4076,1.66,-0.0676832956727461,1e-04,-0.0216,-0.0677832956727461,-0.0217,1.80490719404724,-0.028616809561921,-0.0390664861108251,2014,210,0.33,0.32,0.33,0.19,0.35,0.5,0,1,0
"896","PPG",2016,299,"Materials",8,"PPG_quarterly_financial_data.xls","ppg industries","ppg industries inc","ppg industries inc",257094500,257094500,1,1.5769e+10,6.452e+09,1.0856e+10,4.24e+09,4.826e+09,8.7e+07,0,5.555e+09,4.317e+09,3.226e+09,3.44e+08,3.44e+08,1.32,1.3,0.4,5.74e+08,8.81e+08,-5.17e+08,8.91e+08,1.82e+09,1.85e+08,96.86,104.08,89.64,0.1723,0.0525,18.77,5.08,31.04,21.98,0.4683,0.8945,0.306,0.0595,0.88,1.51,1.5217,1.64,-0.0122713811502704,3e-04,0.0185,-0.0125713811502704,0.0182,1.33545670596372,-0.03687669319881,0.0246053120485396,2015,230,0.36,0,0.11,0,0,0.1,1,1,0
"897","PPG",2017,299,"Materials",8,"PPG_quarterly_financial_data.xls","ppg industries","ppg industries inc","ppg industries inc",249880613,249880613,1,1.6538e+10,6.477e+09,1.0865e+10,3.894e+09,5.558e+09,1.15e+08,0,5.987e+09,4.138e+09,3.599e+09,1.47e+08,1.47e+08,0.57,0.57,0.45,5.36e+08,-2.83e+08,-1.103e+09,-8.51e+08,1.436e+09,1.53e+08,114.14,119.85,108.43,0.2856,0.0946,22.24,4.92,16.57,23.68,0.2715,0.7445,0.3361,0.1079,0.88,1.53,1.6633,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,43,0.64,0.11,0.1,0.14,0.05,0.1,1,1,0
"898","PPL",2015,300,"Utilities",11,"PPL_quarterly_financial_data.xls","ppl","ppl corporation","ppl corp",675190188,675190188,1,3.9301e+10,2.646e+09,2.9382e+10,3.876e+09,9.919e+09,0,0,4.229e+09,1.8563e+10,8.45e+08,3.99e+08,3.99e+08,0.59,0.6,0.39,5.84e+08,-9.76e+08,2.51e+08,-1.45e+08,8.36e+08,9.78e+08,33.67,34.75,32.6,0.0618,0.0165,14.69,2.22,23.22,23.83,3.9428,1.8715,0.2524,0.0889,0.19,-0.58,0.6827,1.09,0.0139492738395378,1e-04,-0.0216,0.0138492738395378,-0.0217,0.206254391031082,0.0183249941249123,-0.00437572028537448,2014,379,0.12,0,0,0,0,0.6,0,0,0
"899","PPL",2016,300,"Utilities",11,"PPL_quarterly_financial_data.xls","ppl","ppl corporation","ppl corp",680602000,680602000,1,3.8315e+10,2.067e+09,2.8416e+10,3.837e+09,9.899e+09,0,0,3.76e+09,1.7808e+10,1.832e+09,4.65e+08,4.65e+08,0.68,0.68,0.38,6.6e+08,-8.52e+08,1.19e+08,-7.5e+07,3.41e+08,8.61e+08,33.47,34.74,32.19,0.1904,0.0492,14.54,2.28,12.35,25.35,0.5425,1.799,0.2584,0.253,0.19,-0.3,0.5387,1.12,0.0290330538506165,3e-04,0.0185,0.0287330538506165,0.0182,0.330206159404666,0.0227233017494515,0.00630975210116492,2015,313,0.23,0,0,0,0.11,0.12,0,0,0
"900","PPL",2017,300,"Utilities",11,"PPL_quarterly_financial_data.xls","ppl","ppl corporation","ppl corp",694049792,694049792,1,4.1479e+10,2.294e+09,3.0718e+10,4.023e+09,1.0761e+10,0,0,3.955e+09,1.9847e+10,1.926e+09,7.8e+07,7.8e+07,0.1,0.11,0.4,7.07e+08,-9.92e+08,8.6e+07,-1.91e+08,4.85e+08,9.94e+08,34.64,38.55,30.74,0.1073,0.028,15.5,2.23,15.67,26.94,0.9666,1.8443,0.2594,0.1515,0.18,-0.41,0.5702,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,292,0.25,0,0.03,0,0.11,0.12,0,0,0
"901","PRU",2015,301,"Financials",4,"PRU_quarterly_financial_data.xls","prudential financial","prudential financial inc","prudential financial inc",4.46e+08,4.46e+08,1,7.57388e+11,NA,7.15465e+11,NA,4.189e+10,3.3e+07,0,1.127e+09,0,1.4256e+10,7.35e+08,7.35e+08,1.62,1.59,0.7,2.065e+09,-2.583e+09,-2.09e+09,-2.595e+09,1.7612e+10,0,81.55,87.69,75.4,0.1317,0.0074,93.92,0.86,10.35,16.23,0.1944,0,0.0553,0.0988,0.07,4.63,NA,0.08,-0.0612239566430019,1e-04,-0.0216,-0.0613239566430019,-0.0217,1.49366470340459,-0.0289114325791224,-0.0323125240638796,2014,74,0.51,0.83,0.64,0.67,0,0.68,0,1,0
"902","PRU",2016,301,"Financials",4,"PRU_quarterly_financial_data.xls","prudential financial","prudential financial inc","prudential financial inc",4.3e+08,4.3e+08,1,7.83962e+11,NA,7.37874e+11,NA,4.5863e+10,2.25e+08,0,1.143e+09,1.8041e+10,1.305e+10,2.84e+08,2.84e+08,0.65,0.65,0.7,-2.26e+09,-8.467e+09,4.36e+08,-1.0601e+10,1.4127e+10,0,94.27,107.1,81.43,0.0845,0.0055,106.66,0.72,8.87,19.03,0.2787,0.3934,0.0585,0.0743,0.07,-5.26,NA,0.08,0.033815414404434,3e-04,0.0185,0.033515414404434,0.0182,2.03010056174511,-0.00343241581932704,0.037247830223761,2015,109,0.53,0.06,0.06,0.05,0.08,0.14,1,1,0
"903","PRU",2017,301,"Financials",4,"PRU_quarterly_financial_data.xls","prudential financial","prudential financial inc","prudential financial inc",4.22e+08,4.22e+08,1,8.31921e+11,NA,7.77577e+11,NA,5.4069e+10,2.75e+08,0,1.185e+09,1.7172e+10,1.6265e+10,3.765e+09,3.72e+09,8.78,8.61,0.75,4.684e+09,-3.745e+09,-9.55e+08,-5.1e+07,1.449e+10,0,112.22,117.15,107.28,0.1556,0.0096,128.13,0.94,11.28,22.03,0.1643,0.3176,0.065,0.1301,0.07,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,60,0.61,0.11,0.07,0.06,0.08,0.14,1,1,0
"904","PSX",2015,302,"Energy",3,"PSX_quarterly_financial_data.xls","phillips 66","phillips 66","phillips 66",527459894,527459894,1,4.858e+10,1.2256e+10,2.4642e+10,7.531e+09,2.31e+10,8.38e+08,0,4.181e+09,8.843e+09,2.1893e+10,6.5e+08,6.49e+08,1.21,1.2,0.56,1.497e+09,-2.522e+09,-7.17e+08,-1.748e+09,3.074e+09,2.478e+09,85.28,94.12,76.45,0.1867,0.0859,43.79,1.96,9.95,5.85,0.2762,0.3828,0.4755,0.0426,2.01,-1.86,1.6274,0.98,-0.112389300759428,1e-04,-0.0216,-0.112489300759428,-0.0217,1.32738627294761,-0.0836850186364651,-0.0287042821229631,2014,402,0.1,0,0,0,0,0.25,0,0,1
"905","PSX",2016,302,"Energy",3,"PSX_quarterly_financial_data.xls","phillips 66","phillips 66","phillips 66",517816429,517816429,1,5.1653e+10,1.268e+10,2.7928e+10,9.463e+09,2.239e+10,1.335e+09,0,4.158e+09,9.588e+09,2.3397e+10,1.63e+08,1.62e+08,0.31,0.31,0.63,6.67e+08,-9.95e+08,7.03e+08,3.74e+08,2.711e+09,8.13e+08,83.27,88.87,77.66,0.0681,0.031,43.24,1.89,21.86,8.3,0.8251,0.4282,0.4335,0.0184,1.68,-0.28,1.34,0.99,0.0392995678495187,3e-04,0.0185,0.0389995678495187,0.0182,0.526890597857894,0.029410158968505,0.00988940888101367,2015,464,0.09,0,0,0,0,0.04,0,0,1
"906","PSX",2017,302,"Energy",3,"PSX_quarterly_financial_data.xls","phillips 66","phillips 66","phillips 66",501237339,501237339,1,5.4371e+10,1.439e+10,2.6943e+10,1.0107e+10,2.5085e+10,2.343e+09,0,4.146e+09,1.0069e+10,2.9746e+10,3.198e+09,3.196e+09,6.29,6.22,0.7,1.931e+09,-4.7e+08,9.1e+07,1.572e+09,3.119e+09,5.37e+08,95.84,102.43,89.26,0.2209,0.0971,50.05,2.16,24.02,11.03,0.2723,0.4014,0.4614,0.0498,1.95,2.78,1.4238,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,393,0.18,0,0.09,0,0,0.04,0,0,1
"907","PX",2015,303,"Materials",8,"PX_quarterly_financial_data.xls","praxair","praxair inc","praxair inc",284836117,284836117,1,1.8319e+10,2.626e+09,1.3413e+10,1.893e+09,4.389e+09,5.17e+08,0,3.554e+09,8.975e+09,2.595e+09,4.22e+08,4.22e+08,1.48,1.46,0.71,7.91e+08,-3.51e+08,-4.1e+08,1.1e+07,1.47e+08,3.87e+08,109.09,118.58,99.59,0.3321,0.0825,15.41,7.29,22.17,22.82,0.528,2.0449,0.2396,0.1436,0.57,1.42,1.3872,2.05,-0.0902298051108293,1e-04,-0.0216,-0.0903298051108293,-0.0217,1.24205361016189,-0.0633772417703163,-0.0268525633405131,2014,30,0.62,0.27,0.21,0.55,0.87,0.68,1,1,1
"908","PX",2016,303,"Materials",8,"PX_quarterly_financial_data.xls","praxair","praxair inc","praxair inc",285071181,285071181,1,1.9332e+10,2.88e+09,1.388e+10,2.478e+09,5.021e+09,4.31e+08,0,3.7e+09,8.917e+09,2.644e+09,4.06e+08,4.06e+08,1.41,1.4,0.75,7.26e+08,-4.1e+08,-4.11e+08,-1.03e+08,5.24e+08,4.09e+08,119.46,124.48,114.43,0.2957,0.0769,17.61,6.5,22.67,25.82,0.5705,1.7759,0.2597,0.1424,0.54,1.11,1.1622,2.17,-0.019900304149506,3e-04,0.0185,-0.020200304149506,0.0182,0.89117306721763,-0.0364196539728669,0.0165193498233609,2015,128,0.5,0.04,0.02,0.07,0.11,0.06,1,1,1
"909","PX",2017,303,"Materials",8,"PX_quarterly_financial_data.xls","praxair","praxair inc","praxair inc",287136596,287136596,1,2.0436e+10,3.285e+09,1.3914e+10,3.307e+09,6.018e+09,5.04e+08,0,3.786e+09,7.783e+09,2.953e+09,3.3e+07,3.3e+07,0.12,0.12,0.79,8.36e+08,-3.46e+08,-4.73e+08,1e+07,6.17e+08,3.39e+08,147.82,156.4,139.24,0.2113,0.062,20.96,6.77,26.35,28.97,0.7235,1.2933,0.2945,0.109,0.57,1.73,0.9933,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,101,0.53,0.04,0.02,0.08,0.13,0.06,1,1,1
"910","PXD",2015,304,"Energy",3,"PXD_quarterly_financial_data.xls","pioneer natural resources","pioneer natural resources company","pioneer natural resources co",163266510,163266510,1,1.5154e+10,3.194e+09,6.779e+09,1.462e+09,8.368e+09,7e+06,0,2.72e+08,3.207e+09,1.091e+09,-6.23e+08,-6.17e+08,-4.13,-4.13,0,4.59e+08,-6.32e+08,9.83e+08,8.1e+08,1.391e+09,6.32e+08,132.2,150,114.4,-0.032,-0.0187,51.25,2.2,25.47,2.05,NA,0.3832,0.5522,NA,0.33,-1.06,2.1847,1.33,-0.143659127324288,1e-04,-0.0216,-0.143759127324288,-0.0217,0.747770802755025,-0.127532500904504,-0.016126626419784,2014,383,0.12,0,0,0,0,0.59,0,0,0
"911","PXD",2016,304,"Energy",3,"PXD_quarterly_financial_data.xls","pioneer natural resources","pioneer natural resources company","pioneer natural resources co",169796963,169796963,1,1.6459e+10,3.298e+09,6.048e+09,1.566e+09,1.0404e+10,7e+06,0,2.72e+08,2.728e+09,1.167e+09,-4.3e+07,-4.3e+07,-0.25,-0.25,0,5.38e+08,-3.06e+08,-5e+06,2.27e+08,1.118e+09,5.13e+08,180.75,195,166.5,-0.0544,-0.0338,61.27,2.94,NA,2.13,NA,0.2622,0.6321,NA,0.23,0.15,2.106,1.72,-0.0591370679307903,3e-04,0.0185,-0.0594370679307903,0.0182,1.24034859460514,-0.0820114123526039,0.0228743444218136,2015,494,0.01,0,0,0,0,0.01,0,0,0
"912","PXD",2017,304,"Energy",3,"PXD_quarterly_financial_data.xls","pioneer natural resources","pioneer natural resources company","pioneer natural resources co",170300825,170300825,1,1.7003e+10,3.01e+09,5.724e+09,2.128e+09,1.1274e+10,5e+06,0,2.7e+08,2.283e+09,8.97e+08,6.65e+08,6.65e+08,3.88,3.87,0,7.92e+08,-5.24e+08,-8e+06,2.6e+08,8.96e+08,7.41e+08,157.45,174.59,140.31,0.0777,0.0509,66.2,2.53,215.68,2.21,0.0164,0.2025,0.6631,0.1523,0.33,0.3,1.4145,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,498,0.03,0,0.02,0,0,0.01,0,0,0
"913","QCOM",2015,305,"Information Technology",7,"QCOM_quarterly_financial_data.xls","qualcomm","qualcomm incorporated","qualcomm inc",1494887355,1494887355,1,5.0229e+10,2.0338e+10,1.9996e+10,6.503e+09,3.0241e+10,-8e+06,0,9.737e+09,9.95e+09,5.775e+09,1.498e+09,1.498e+09,1,0.99,0.48,2.739e+09,-7.16e+08,-2.665e+09,-6.47e+08,6.913e+09,-1.04e+08,53.56,61.19,45.93,0.1446,0.0957,20.23,2.56,16.69,10.28,0.5999,0.329,0.6021,0.2002,0.48,1.9,3.1275,1.41,0.024297528923447,1e-04,-0.0216,0.024197528923447,-0.0217,1.95699879283798,0.0666644027280312,-0.0423668738045841,2014,25,0.63,0.65,0.74,0.91,0.86,0.29,0,1,1
"914","QCOM",2016,305,"Information Technology",7,"QCOM_quarterly_financial_data.xls","qualcomm","qualcomm incorporated","qualcomm inc",1477041037,1477041037,1,5.2366e+10,1.5779e+10,2.116e+10,7.994e+09,3.1215e+10,-9e+06,0,9.024e+09,9.935e+09,5.999e+09,6.82e+08,6.82e+08,0.46,0.46,0.53,1.379e+09,6.81e+08,-1.104e+09,9.39e+08,6.885e+09,1.29e+08,66.74,71.62,61.86,0.1586,0.0951,21.13,3.1,17.52,12.35,0.6242,0.3183,0.5961,0.2056,0.46,0.85,1.9739,1.88,-0.0439582644782837,3e-04,0.0185,-0.0442582644782837,0.0182,0.829423111279483,-0.0593537651035703,0.0153955006252866,2015,26,0.68,0.12,0.12,0.15,0.06,0.13,0,1,1
"915","QCOM",2017,305,"Information Technology",7,"QCOM_quarterly_financial_data.xls","qualcomm","qualcomm incorporated","qualcomm inc",1480363298,1480363298,1,6.4351e+10,4.0966e+10,4.0427e+10,1.2027e+10,2.3924e+10,0,0,1.0186e+10,1.9381e+10,6.068e+09,-5.953e+09,-5.953e+09,-4.03,-4.03,0.57,1.762e+09,-3.261e+09,-1.65e+08,-1.667e+09,3.3362e+10,2.26e+08,59.65,69.28,50.02,-0.1422,-0.0666,16.16,2.86,36.15,14.59,NA,0.8101,0.3718,NA,0.36,1.04,3.4062,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,92,0.54,0.13,0,0.13,0.05,0.13,0,1,1
"916","RAI",2015,306,"Consumer Staples",2,"RAI_quarterly_financial_data.xls","reynolds american","reynolds american inc","reynolds american inc",1427341341,1427341341,1,5.3224e+10,6.187e+09,3.4972e+10,5.291e+09,1.8252e+10,0,0,4.546e+10,1.6941e+10,3.054e+09,2.79e+08,2.79e+08,0.19,0.2,0.36,6.65e+08,3.8e+07,-1.05e+09,-3.53e+08,2.567e+09,7.6e+07,46.29,49.56,43.02,0.2184,0.0733,12.79,3.58,17.44,10.98,0.5729,0.9282,0.3429,0.3047,0.24,0.41,1.1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,134,0.42,0.4,0.39,0.61,0.39,0,1,0,1
"917","RAI",2016,306,"Consumer Staples",2,"RAI_quarterly_financial_data.xls","reynolds american","reynolds american inc","reynolds american inc",1425934305,1425934305,1,5.1095e+10,4.238e+09,2.9384e+10,4.985e+09,2.1711e+10,0,0,4.5436e+10,1.2664e+10,3.186e+09,8.51e+08,8.51e+08,0.6,0.6,0.46,8.23e+08,6e+06,-6.59e+08,1.53e+08,2.051e+09,6.9e+07,50.02,56.65,43.38,0.2831,0.1162,15.23,3.31,12.99,12.74,0.4134,0.5833,0.4249,0.4857,0.24,0.53,0.8502,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,288,0.28,0.04,0.02,0.05,0.01,0,1,0,1
"918","RAI",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,252,0.31,0.04,0.03,0.06,0.02,0,1,0,1
"919","RCL",2015,307,"Consumer Discretionary",1,"RCL_quarterly_financial_data.xls","royal caribbean cruises","royal caribbean cruises ltd","royal caribbean cruises ltd",217408741,217408741,1,20921855000,837022000,12858816000,4292827000,8063039000,0,0,286764000,7767378000,1902053000,206799000,206799000,0.94,0.95,0.38,338430000,-273266000,-82592000,-25854000,121565000,252703000,95.24,103.4,87.08,0.0817,0.0316,37.09,2.54,37.2,6.08,0.4462,0.9633,0.3854,0.0802,0.39,0.39,0.195,1.6,0.0926683918725372,1e-04,-0.0216,0.0925683918725372,-0.0217,0.654465775348479,0.106770299197599,-0.014101907325062,2014,83,0.5,0.18,0.06,0.62,0.72,0.3,1,1,1
"920","RCL",2016,307,"Consumer Discretionary",1,"RCL_quarterly_financial_data.xls","royal caribbean cruises","royal caribbean cruises ltd","royal caribbean cruises ltd",214803837,214803837,1,22310324000,748305000,13188912000,4441601000,9121412000,0,0,288386000,8101701000,1909603000,261086000,261086000,1.21,1.21,0.48,515738000,-207333000,-353141000,-45825000,132603000,180532000,77.19,86.84,67.53,0.1512,0.0582,42.46,1.88,13.59,7.79,0.2864,0.8882,0.4088,0.1511,0.39,1.56,0.1685,1.32,0.0188568319822583,3e-04,0.0185,0.0185568319822583,0.0182,2.2172038769784,-0.0217962785787487,0.040653110561007,2015,107,0.54,0.02,0.01,0.1,0.08,0.12,1,1,1
"921","RCL",2017,307,"Consumer Discretionary",1,"RCL_quarterly_financial_data.xls","royal caribbean cruises","royal caribbean cruises ltd","royal caribbean cruises ltd",213749009,213749009,1,22296317000,843028000,11594014000,4790264000,10702303000,0,0,288512000,6350937000,2004467000,288039000,288039000,1.34,1.34,0.6,419965000,-135581000,-306086000,-19838000,120112000,176803000,125.65,133.75,117.55,0.1622,0.0735,50.07,2.58,16.98,9.36,0.206,0.5934,0.48,0.1851,0.4,1.14,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,97,0.54,0.02,0.01,0.09,0.09,0.12,1,1,1
