Companies;YearFinancialIndicator;ROA;TobinsQ;YearNewsWeekGR;RankNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;Green Revenue; SustainabilityPayLink ; SustainableThemedCommitment ; AuditScore ;FirmSize;Leverage;NetMargin;Industry
196;2014;0,05;1,13;2016;77,00;0,58;0,00;0,12;0,11;0,06;0,10;0,10;0,05;0,05;10,31;0,81;0,19;4
197;2012;0,13;3,06;2014;113,00;0,46;0,26;0,49;0,00;0,00;1,00;0,10;0,00;0,05;9,39;0,74;0,06;6
197;2013;0,13;3,39;2015;252,00;0,33;0,00;0,10;0,00;0,00;0,08;0,10;0,00;0,05;9,45;0,45;0,06;6
197;2014;0,12;3,08;2016;236,00;0,32;0,00;0,09;0,00;0,00;0,08;0,10;0,00;0,05;9,53;0,57;0,06;6
198;2012;0,04;0,70;2014;73,00;0,51;0,38;0,30;0,57;0,28;0,89;0,00;0,05;0,05;10,49;0,58;0,03;1
198;2013;0,05;0,96;2015;64,00;0,59;0,09;0,09;0,10;0,02;0,09;0,10;0,05;0,05;10,49;0,50;0,04;1
198;2014;0,04;1,04;2016;41,00;0,65;0,12;0,07;0,12;0,05;0,09;0,10;0,05;0,05;10,50;0,46;0,03;1
199;2012;0,09;1,52;2014;35,00;0,60;0,72;0,69;0,74;0,46;0,05;0,10;0,05;0,05;11,08;0,25;0,15;5
199;2013;0,11;1,82;2015;17,00;0,73;0,11;0,12;0,11;0,06;0,13;0,10;0,05;0,05;11,12;0,25;0,19;5
199;2014;0,12;2,11;2016;11,00;0,76;0,12;0,12;0,11;0,08;0,13;0,10;0,05;0,05;11,12;0,27;0,14;5
200;2012;0,02;0,90;2014;14,00;0,70;0,36;0,29;0,65;0,87;0,84;0,10;0,05;0,05;9,99;0,14;0,04;7
200;2013;0,04;0,96;2015;36,00;0,65;0,03;0,05;0,09;0,14;0,15;0,10;0,05;0,05;10,01;0,14;0,09;7
200;2014;-0,04;1,13;2016;90,00;0,54;0,01;0,07;0,08;0,13;0,15;0,00;0,05;0,05;9,92;0,27;-0,07;7
201;2012;0,01;0,20;2014;290,00;0,23;0,20;0,23;0,22;0,11;0,06;0,00;0,05;0,05;12,37;1,41;0,20;4
201;2013;0,01;0,15;2015;156,00;0,44;0,04;0,04;0,04;0,02;0,10;0,10;0,05;0,05;12,38;1,48;0,17;4
201;2014;0,01;0,10;2016;149,00;0,43;0,03;0,04;0,05;0,01;0,10;0,10;0,05;0,05;12,41;1,45;0,21;4
202;2012;0,08;1,42;2014;106,00;0,47;0,66;0,48;0,00;0,71;0,44;0,10;0,00;0,00;9,92;1,66;0,06;1
202;2013;0,09;1,43;2015;95,00;0,55;0,12;0,10;0,00;0,12;0,11;0,10;0,00;0,00;9,93;1,36;0,06;1
202;2014;0,08;1,59;2016;35,00;0,66;0,14;0,10;0,10;0,11;0,11;0,10;0,00;0,00;9,97;1,37;0,06;1
203;2012;0,07;1,81;2014;139,00;0,42;0,33;0,24;0,63;0,00;0,18;0,10;0,05;0,05;10,18;2,51;0,07;2
203;2013;0,12;1,88;2015;68,00;0,58;0,05;0,06;0,09;0,09;0,10;0,10;0,05;0,05;10,19;1,79;0,12;2
203;2014;0,11;1,99;2016;68,00;0,60;0,06;0,06;0,09;0,09;0,10;0,10;0,05;0,05;10,20;1,76;0,12;2
204;2012;0,01;0,12;2014;230,00;0,31;0,04;0,15;0,00;0,00;0,89;0,00;0,05;0,05;10,95;0,69;0,22;4
204;2013;0,01;0,16;2015;241,00;0,35;0,01;0,03;0,00;0,01;0,10;0,10;0,05;0,05;10,97;0,76;0,21;4
204;2014;0,01;0,18;2016;208,00;0,36;0,01;0,03;0,00;0,02;0,10;0,10;0,05;0,05;10,97;0,77;0,21;4
205;2012;0,03;1,20;2014;214,00;0,32;0,43;0,32;0,04;0,08;0,48;0,10;0,00;0,00;9,99;0,48;0,06;4
205;2013;0,05;1,24;2015;138,00;0,49;0,12;0,08;0,01;0,00;0,13;0,10;0,00;0,05;9,99;0,45;0,11;4
205;2014;0,03;1,41;2016;117,00;0,50;0,10;0,09;0,02;0,01;0,13;0,10;0,00;0,05;10,01;0,50;0,06;4
206;2012;0,03;1,06;2014;152,00;0,40;0,66;0,67;0,00;0,00;1,00;0,00;0,00;0,00;9,70;0,88;0,19;7
206;2013;0,02;1,45;2015;295,00;0,26;0,00;0,13;0,00;0,00;0,13;0,00;0,00;0,00;9,74;0,91;0,19;7
206;2014;0,04;2,34;2016;321,00;0,23;0,00;0,10;0,00;0,00;0,13;0,00;0,00;0,00;9,70;0,97;0,37;7
207;2012;0,14;1,82;2014;233,00;0,30;0,11;0,14;0,06;0,05;0,50;0,10;0,00;0,05;10,30;0,22;0,22;2
207;2013;0,10;2,26;2015;239,00;0,35;0,02;0,03;0,03;0,01;0,11;0,10;0,00;0,05;10,28;0,21;0,20;2
207;2014;0,08;3,12;2016;166,00;0,41;0,03;0,02;0,02;0,01;0,11;0,10;0,05;0,05;10,19;5,33;0,15;2
208;2012;0,09;1,03;2014;412,00;0,08;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00;10,83;1,02;0,08;3
208;2013;0,11;0,97;2015;479,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;10,88;1,11;0,10;3
208;2014;0,08;1,60;2016;485,00;0,06;0,00;0,01;0,00;0,00;0,05;0,00;0,00;0,00;10,92;7,72;0,08;3
209;2012;0,01;1,29;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,97;2,31;0,03;1
209;2013;0,02;1,43;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;10,05;2,59;0,08;1
209;2014;0,01;1,45;2016;391,00;0,18;0,00;0,08;0,00;0,00;0,10;0,00;0,00;0,00;10,11;1,18;0,06;1
210;2012;0,05;2,02;2014;147,00;0,41;0,79;0,42;0,11;0,00;0,04;0,10;0,05;0,05;10,94;1,84;0,04;2
210;2013;0,05;2,19;2015;34,00;0,66;0,09;0,11;0,09;0,10;0,07;0,10;0,05;0,05;10,95;2,15;0,04;2
210;2014;0,05;2,20;2016;103,00;0,52;0,01;0,03;0,10;0,12;0,07;0,10;0,05;0,05;10,96;2,69;0,04;2
211;2012;0,10;;2014;225,00;0,31;0,53;0,17;0,00;0,00;0,78;0,00;0,05;0,00;10,39;0,58;0,18;2
211;2013;0,08;;2015;232,00;0,36;0,08;0,00;0,00;0,00;0,13;0,10;0,05;0,00;10,41;0,63;0,15;2
211;2014;0,08;;2016;164,00;0,41;0,10;0,03;0,00;0,00;0,13;0,10;0,05;0,00;10,48;1,11;0,17;2
212;2012;0,03;0,84;2014;118,00;0,45;0,28;0,25;0,25;0,43;0,37;0,10;0,05;0,05;10,18;1,80;0,01;1
212;2013;0,06;0,84;2015;122,00;0,51;0,08;0,04;0,02;0,06;0,11;0,10;0,05;0,05;10,18;1,43;0,02;1
212;2014;0,06;0,76;2016;98,00;0,53;0,10;0,06;0,00;0,06;0,11;0,10;0,05;0,05;10,18;1,83;0,02;1
213;2012;0,07;1,66;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,81;0,33;0,06;6
213;2013;0,07;2,06;2015;349,00;0,18;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00;9,87;0,33;0,05;6
213;2014;0,06;1,94;2016;379,00;0,19;0,00;0,01;0,00;0,00;0,18;0,00;0,00;0,00;9,91;0,32;0,04;6
214;2012;0,06;0,20;2014;319,00;0,18;0,00;0,00;0,00;0,00;0,38;0,10;0,00;0,00;10,90;0,50;0,17;4
214;2013;0,05;0,24;2015;321,00;0,22;0,00;0,00;0,00;0,00;0,12;0,10;0,00;0,00;10,90;0,55;0,15;4
214;2014;0,07;0,16;2016;290,00;0,25;0,00;0,03;0,00;0,00;0,12;0,10;0,00;0,00;10,89;0,49;0,19;4
215;2012;0,13;2,69;2014;285,00;0,24;0,15;0,16;0,00;0,00;0,20;0,10;0,00;0,05;9,81;8,81;0,08;1
215;2013;0,14;3,33;2015;279,00;0,29;0,00;0,04;0,00;0,00;0,10;0,10;0,00;0,05;9,82;6,07;0,09;1
215;2014;0,16;3,47;2016;238,00;0,32;0,00;0,06;0,00;0,00;0,11;0,10;0,00;0,05;9,85;11,46;0,10;1
216;2012;0,09;1,46;2014;316,00;0,18;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00;9,83;0,80;0,10;5
216;2013;0,09;1,44;2015;394,00;0,14;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;9,84;1,16;0,10;5
216;2014;0,07;1,51;2016;396,00;0,18;0,00;0,04;0,00;0,00;0,14;0,00;0,00;0,00;9,86;0,95;0,09;5
217;2012;0,05;0,63;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,14;0,67;0,06;6
217;2013;0,05;0,77;2015;467,00;0,07;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,05;10,15;0,61;0,06;6
217;2014;0,05;0,82;2016;411,00;0,17;0,00;0,04;0,00;0,00;0,08;0,00;0,00;0,05;10,14;0,75;0,05;6
218;2012;0,21;;2014;227,00;0,31;0,39;0,33;0,00;0,00;1,00;0,00;0,00;0,00;9,28;1,03;0,31;7
218;2013;0,20;;2015;353,00;0,17;0,00;0,04;0,00;0,00;0,13;0,00;0,00;0,00;9,36;0,93;0,32;7
218;2014;0,27;;2016;390,00;0,18;0,00;0,05;0,00;0,00;0,13;0,00;0,00;0,00;9,24;0,82;0,35;7
219;2012;0,12;1,67;2014;234,00;0,30;0,27;0,18;0,30;0,35;0,19;0,00;0,05;0,05;10,54;0,37;0,18;5
219;2013;0,14;1,62;2015;139,00;0,49;0,12;0,03;0,00;0,00;0,14;0,10;0,05;0,05;10,55;0,24;0,20;5
219;2014;0,07;2,20;2016;141,00;0,44;0,03;0,03;0,04;0,02;0,14;0,10;0,05;0,05;10,57;0,35;0,12;5
220;2012;0,07;0,88;2014;45,00;0,58;0,49;0,56;0,63;0,87;0,00;0,10;0,05;0,05;10,59;157,90;0,06;6
220;2013;0,08;1,43;2015;56,00;0,61;0,08;0,09;0,06;0,13;0,05;0,10;0,05;0,05;10,56;1,25;0,07;6
220;2014;0,10;1,78;2016;47,00;0,64;0,08;0,09;0,08;0,11;0,08;0,10;0,05;0,05;10,57;1,81;0,08;6
221;2012;0,01;0,05;2014;338,00;0,16;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00;11,34;0,36;0,11;4
221;2013;0,01;0,08;2015;221,00;0,37;0,03;0,07;0,00;0,00;0,16;0,10;0,00;0,00;11,37;0,40;0,10;4
221;2014;0,01;0,08;2016;157,00;0,42;0,03;0,08;0,04;0,01;0,16;0,10;0,00;0,00;11,40;0,33;0,11;4
222;2012;-0,09;1,25;2014;348,00;0,15;0,00;0,00;0,00;0,00;0,76;0,00;0,00;0,00;9,67;4,25;-1,25;3
222;2013;-0,07;1,60;2015;494,00;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;9,99;36,60;-1,90;3
222;2014;-0,05;1,94;2016;499,00;0,02;0,00;0,01;0,00;0,00;0,01;0,00;0,00;0,00;10,10;59,73;-2,04;3
223;2012;0,06;1,29;2014;395,00;0,10;0,12;0,13;0,00;0,00;0,33;0,00;0,00;0,00;10,53;0,63;0,04;1
223;2013;0,07;1,78;2015;423,00;0,11;0,00;0,01;0,00;0,00;0,10;0,00;0,00;0,00;10,53;0,80;0,04;1
223;2014;0,08;1,92;2016;453,00;0,13;0,00;0,01;0,00;0,02;0,10;0,00;0,00;0,00;10,53;1,01;0,05;1
224;2012;0,05;;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,87;0,17;0,09;7
224;2013;0,09;;2015;320,00;0,22;0,00;0,00;0,00;0,09;0,13;0,00;0,00;0,00;9,88;0,17;0,15;7
224;2014;0,09;;2016;339,00;0,21;0,00;0,08;0,00;0,00;0,13;0,00;0,00;0,00;9,91;0,25;0,14;7
225;2012;0,14;;2014;425,00;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,05;9,86;0,27;5,96;1
225;2013;0,00;;2015;326,00;0,21;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,05;9,85;0,25;-0,01;1
225;2014;0,00;0,31;2016;281,00;0,27;0,00;0,06;0,00;0,00;0,16;0,00;0,00;0,05;9,87;0,74;-0,02;1
226;2012;0,01;0,58;2014;94,00;0,49;0,10;0,19;0,91;0,75;0,46;0,00;0,05;0,05;10,27;0,47;0,04;6
226;2013;0,01;0,86;2015;215,00;0,38;0,03;0,04;0,11;0,00;0,10;0,00;0,05;0,05;10,29;0,51;0,04;6
226;2014;0,01;1,67;2016;148,00;0,43;0,06;0,07;0,10;0,00;0,10;0,00;0,05;0,05;10,31;0,54;0,04;6
227;2012;0,07;2,09;2014;18,00;0,67;0,36;0,61;0,69;0,49;0,72;0,10;0,05;0,05;10,35;1,43;0,14;1
227;2013;0,10;3,15;2015;60,00;0,60;0,09;0,10;0,08;0,07;0,07;0,10;0,05;0,05;10,36;1,22;0,17;1
227;2014;0,13;2,41;2016;39,00;0,65;0,10;0,11;0,08;0,09;0,08;0,10;0,05;0,05;10,35;1,37;0,19;1
228;2012;0,02;1,23;2014;130,00;0,43;0,17;0,20;0,34;0,34;0,60;0,10;0,05;0,00;10,38;0,42;0,02;8
228;2013;0,04;1,49;2015;171,00;0,42;0,04;0,06;0,09;0,02;0,06;0,10;0,05;0,00;10,44;0,30;0,04;8
228;2014;0,06;1,62;2016;160,00;0,42;0,05;0,05;0,09;0,02;0,06;0,10;0,05;0,00;10,39;0,36;0,06;8
229;2012;0,12;0,88;2014;430,00;0,03;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;10,35;0,39;0,06;1
229;2013;0,15;0,97;2015;323,00;0,22;0,00;0,00;0,00;0,00;0,12;0,10;0,00;0,00;10,35;0,46;0,09;1
229;2014;0,16;1,11;2016;301,00;0,24;0,00;0,02;0,00;0,00;0,12;0,10;0,00;0,00;10,35;0,81;0,09;1
230;2012;0,06;6,22;2014;179,00;0,37;0,69;0,54;0,00;0,00;0,65;0,00;0,05;0,00;10,10;1,23;0,05;7
230;2013;0,07;9,05;2015;188,00;0,40;0,12;0,13;0,00;0,00;0,10;0,00;0,05;0,00;10,15;1,24;0,05;7
230;2014;0,07;6,26;2016;282,00;0,26;0,00;0,11;0,00;0,00;0,10;0,00;0,05;0,00;10,19;1,33;0,06;7
231;2012;0,24;1,41;2014;289,00;0,23;0,13;0,05;0,00;0,00;1,00;0,00;0,00;0,00;9,97;1,80;0,37;4
231;2013;0,24;1,45;2015;317,00;0,23;0,02;0,01;0,00;0,02;0,13;0,00;0,00;0,05;9,96;1,36;0,37;4
231;2014;0,24;1,52;2016;274,00;0,28;0,01;0,04;0,00;0,04;0,13;0,00;0,00;0,05;10,12;0,22;0,38;4
232;2012;0,04;2,43;2014;282,00;0,24;0,16;0,20;0,15;0,00;0,31;0,00;0,05;0,05;9,80;1,71;0,38;1
232;2013;0,05;2,74;2015;231,00;0,36;0,04;0,04;0,02;0,00;0,12;0,10;0,00;0,05;9,83;1,36;0,41;1
232;2014;0,16;3,95;2016;206,00;0,36;0,03;0,04;0,02;0,00;0,12;0,10;0,00;0,05;9,84;1,12;1,36;1
233;2012;0,09;1,05;2014;23,00;0,64;0,63;0,37;0,80;0,35;0,85;0,10;0,00;0,05;9,84;10,63;0,05;6
233;2013;0,10;1,25;2015;45,00;0,63;0,10;0,12;0,12;0,02;0,12;0,10;0,00;0,05;9,84;6,39;0,05;6
233;2014;0,11;1,28;2016;233,00;0,33;0,00;0,06;0,00;0,00;0,12;0,10;0,00;0,05;9,86;3,16;0,05;6
234;2012;-0,02;1,81;2014;302,00;0,20;0,36;0,26;0,00;0,00;0,29;0,00;0,05;0,00;9,81;10,63;0,12;1
234;2013;0,04;2,39;2015;299,00;0,26;0,00;0,01;0,00;0,00;0,10;0,10;0,05;0,00;9,81;6,39;0,03;1
234;2014;0,12;1,56;2016;271,00;0,28;0,00;0,03;0,00;0,00;0,10;0,10;0,05;0,00;9,83;3,16;0,10;1
235;2012;0,13;2,84;2014;187,00;0,35;0,39;0,22;0,40;0,00;0,01;0,10;0,05;0,05;10,55;0,36;0,12;1
235;2013;0,14;2,96;2015;163,00;0,43;0,02;0,11;0,00;0,00;0,10;0,10;0,05;0,05;10,56;0,49;0,14;1
235;2014;0,08;3,03;2016;84,00;0,56;0,13;0,13;0,00;0,00;0,10;0,10;0,05;0,05;10,54;0,71;0,08;1
236;2012;0,16;1,39;2014;172,00;0,37;0,26;0,23;0,00;0,00;1,00;0,10;0,00;0,00;9,58;0,88;0,20;7
236;2013;0,13;2,06;2015;249,00;0,33;0,06;0,04;0,00;0,00;0,13;0,10;0,00;0,00;9,60;1,17;0,17;7
236;2014;0,13;1,94;2016;283,00;0,26;0,00;0,03;0,00;0,00;0,13;0,10;0,00;0,00;9,67;3,40;0,18;7
237;2012;0,09;0,70;2014;393,00;0,10;0,00;0,00;0,00;0,00;0,52;0,00;0,00;0,00;10,52;0,48;0,18;5
237;2013;0,09;1,05;2015;296,00;0,26;0,00;0,12;0,00;0,00;0,14;0,00;0,00;0,00;10,56;0,59;0,18;5
237;2014;0,07;0,96;2016;178,00;0,39;0,10;0,15;0,00;0,00;0,14;0,00;0,00;0,00;10,74;1,13;0,17;5
238;2012;0,05;2,90;2014;344,00;0,16;0,00;0,00;0,00;0,00;0,78;0,00;0,00;0,00;9,60;0,52;0,01;4
238;2013;0,03;3,88;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;9,64;0,56;0,01;4
238;2014;0,03;4,42;2016;456,00;0,12;0,00;0,02;0,00;0,00;0,10;0,00;0,00;0,00;9,67;0,99;0,01;4
239;2012;0,20;0,80;2014;143,00;0,41;0,81;0,47;0,57;0,00;0,17;0,00;0,05;0,05;10,88;4,34;0,25;2
239;2013;0,20;1,05;2015;82,00;0,56;0,08;0,09;0,09;0,00;0,10;0,10;0,05;0,05;10,86;6,24;0,27;2
239;2014;0,21;1,15;2016;72,00;0,59;0,09;0,10;0,11;0,00;0,10;0,10;0,05;0,05;10,82;0,50;0,30;2
240;2012;0,00;0,06;2014;28,00;0,62;0,59;0,92;0,96;0,82;0,15;0,00;0,05;0,05;11,92;0,35;0,02;4
240;2013;0,00;0,07;2015;13,00;0,75;0,09;0,12;0,09;0,09;0,16;0,10;0,05;0,05;11,95;0,35;0,05;4
240;2014;0,01;0,08;2016;8,00;0,76;0,09;0,12;0,10;0,10;0,16;0,10;0,05;0,05;11,96;0,27;0,08;4
241;2012;0,11;;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,18;0,00;0,05;3
241;2013;0,08;;2015;479,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;9,25;0,02;0,04;3
241;2014;0,04;;2016;491,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;9,32;0,23;0,02;3
242;2012;-0,07;0,71;2014;82,00;0,50;0,61;0,44;0,44;0,43;0,80;0,00;0,05;0,00;10,42;3,11;-0,19;1
242;2013;-0,01;0,94;2015;112,00;0,53;0,06;0,08;0,06;0,06;0,07;0,10;0,05;0,05;10,42;3,18;-0,02;1
242;2014;-0,01;0,89;2016;109,00;0,51;0,08;0,09;0,04;0,06;0,04;0,10;0,05;0,05;10,43;3,16;-0,01;1
243;2012;0,04;0,93;2014;241,00;0,30;0,09;0,05;0,07;0,09;1,00;0,00;0,00;0,05;9,80;0,36;0,04;1
243;2013;0,04;1,32;2015;312,00;0,23;0,00;0,02;0,01;0,01;0,14;0,00;0,00;0,05;9,93;0,48;0,05;1
243;2014;0,06;1,41;2016;256,00;0,30;0,00;0,02;0,01;0,02;0,14;0,00;0,05;0,05;9,92;0,32;0,07;1
244;2012;0,20;;2014;90,00;0,49;0,69;0,39;0,59;0,00;0,68;0,00;0,05;0,05;9,51;81,45;0,15;2
244;2013;0,19;;2015;10,00;0,75;0,09;0,13;0,12;0,11;0,10;0,10;0,05;0,05;9,54;3,46;0,15;2
244;2014;0,19;;2016;99,00;0,53;0,10;0,13;0,00;0,00;0,10;0,10;0,05;0,05;9,58;2,62;0,16;2
245;2012;0,10;2,22;2014;6,00;0,78;0,86;0,77;0,79;0,41;1,00;0,10;0,05;0,00;9,62;0,46;0,10;2
245;2013;0,09;2,19;2015;27,00;0,67;0,12;0,11;0,13;0,06;0,10;0,10;0,05;0,00;9,65;0,53;0,09;2
245;2014;0,10;2,33;2016;26,00;0,68;0,15;0,10;0,11;0,07;0,10;0,10;0,05;0,00;9,64;0,57;0,10;2
246;2012;0,02;0,31;2014;264,00;0,27;0,00;0,10;0,00;0,00;1,00;0,00;0,00;0,05;10,10;0,38;0,08;4
246;2013;0,02;0,28;2015;289,00;0,28;0,00;0,02;0,00;0,00;0,16;0,00;0,05;0,05;10,38;0,34;0,07;4
246;2014;0,01;0,28;2016;261,00;0,29;0,00;0,03;0,00;0,00;0,16;0,00;0,05;0,05;10,40;0,30;0,06;4
247;2012;0,08;1,17;2014;206,00;0,34;0,08;0,17;0,00;0,00;1,00;0,00;0,05;0,05;10,21;0,41;0,10;4
247;2013;0,08;1,57;2015;227,00;0,36;0,00;0,02;0,00;0,00;0,14;0,10;0,05;0,05;10,23;0,33;0,11;4
247;2014;0,08;1,82;2016;200,00;0,37;0,01;0,02;0,00;0,00;0,14;0,10;0,05;0,05;10,25;0,48;0,11;4
248;2012;0,13;1,81;2014;212,00;0,33;0,15;0,16;0,10;0,95;0,11;0,00;0,05;0,05;10,53;0,28;0,15;6
248;2013;0,14;2,75;2015;170,00;0,42;0,03;0,03;0,03;0,02;0,11;0,10;0,05;0,05;10,53;0,25;0,15;6
248;2014;0,15;3,56;2016;119,00;0,49;0,06;0,04;0,05;0,03;0,11;0,10;0,05;0,05;10,50;0,52;0,16;6
249;2012;0,25;;2014;399,00;0,10;0,00;0,00;0,00;0,00;0,51;0,00;0,00;0,00;9,02;0,00;0,17;2
249;2013;0,25;;2015;468,00;0,07;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00;9,15;0,00;0,15;2
249;2014;0,27;;2016;482,00;0,08;0,00;0,01;0,00;0,00;0,07;0,00;0,00;0,00;9,29;0,00;0,20;2
250;2012;0,12;2,20;2014;78,00;0,50;0,63;0,72;0,73;0,61;0,00;0,00;0,05;0,05;10,55;3,92;0,17;2
250;2013;0,13;2,61;2015;144,00;0,47;0,08;0,12;0,05;0,12;0,01;0,00;0,05;0,05;10,54;3,40;0,19;2
250;2014;0,15;3,25;2016;121,00;0,48;0,12;0,13;0,03;0,10;0,01;0,00;0,05;0,05;10,54;4,55;0,21;2
251;2012;0,11;2,00;2014;68,00;0,52;0,61;0,59;0,39;0,80;0,04;0,10;0,05;0,00;10,35;0,17;0,16;8
251;2013;0,11;2,36;2015;52,00;0,62;0,09;0,06;0,09;0,11;0,07;0,10;0,05;0,05;10,38;0,24;0,17;8
251;2014;0,11;2,62;2016;12,00;0,75;0,12;0,09;0,13;0,13;0,07;0,10;0,05;0,05;10,37;1,02;0,17;8
252;2012;0,11;1,10;2014;21,00;0,66;0,85;0,50;0,33;0,18;0,89;0,10;0,05;0,05;10,24;0,08;0,18;8
252;2013;0,06;0,81;2015;181,00;0,41;0,02;0,05;0,02;0,01;0,10;0,10;0,05;0,05;10,29;0,27;0,12;8
252;2014;0,06;0,93;2016;176,00;0,39;0,03;0,05;0,02;0,00;0,10;0,10;0,05;0,05;10,26;0,35;0,11;8
253;2012;0,07;0,72;2014;248,00;0,29;0,33;0,24;0,00;0,15;0,40;0,10;0,00;0,00;10,43;0,57;0,10;3
253;2013;0,09;0,98;2015;260,00;0,31;0,05;0,07;0,00;0,08;0,01;0,10;0,00;0,00;10,45;0,67;0,13;3
253;2014;0,11;0,94;2016;235,00;0,32;0,05;0,08;0,00;0,09;0,01;0,10;0,00;0,00;10,48;1,24;0,22;3
254;2012;0,07;1,17;2014;261,00;0,27;0,24;0,28;0,20;0,20;0,15;0,00;0,05;0,05;11,03;0,31;0,02;5
254;2013;0,08;1,41;2015;86,00;0,56;0,02;0,04;0,06;0,10;0,14;0,10;0,05;0,05;11,02;0,61;0,03;5
254;2014;0,09;1,69;2016;82,00;0,56;0,04;0,04;0,05;0,09;0,14;0,10;0,05;0,05;10,99;0,90;0,04;5
255;2012;0,06;0,84;2014;189,00;0,35;0,24;0,43;0,00;0,00;0,50;0,10;0,05;0,00;10,55;0,39;0,13;3
255;2013;0,04;0,91;2015;307,00;0,25;0,03;0,06;0,00;0,00;0,01;0,10;0,05;0,00;10,55;0,50;0,10;3
255;2014;0,12;0,67;2016;303,00;0,24;0,03;0,05;0,00;0,00;0,01;0,10;0,05;0,00;10,56;0,44;0,28;3
256;2012;0,05;0,29;2014;223,00;0,31;0,17;0,35;0,00;0,84;0,05;0,00;0,05;0,05;11,89;0,36;0,10;4
256;2013;0,05;0,28;2015;131,00;0,50;0,04;0,04;0,00;0,12;0,10;0,10;0,05;0,05;11,92;0,33;0,12;4
256;2014;0,08;0,42;2016;202,00;0,37;0,00;0,07;0,00;0,00;0,10;0,10;0,05;0,05;11,90;0,25;0,27;4
257;2012;0,00;0,14;2014;64,00;0,53;0,35;0,42;0,57;0,82;0,02;0,10;0,05;0,05;11,11;2,45;0,08;7
257;2013;0,00;1,68;2015;59,00;0,60;0,05;0,03;0,06;0,08;0,18;0,10;0,05;0,05;11,19;2,35;0,09;7
257;2014;0,01;1,89;2016;23,00;0,71;0,02;0,14;0,08;0,10;0,15;0,10;0,05;0,05;11,24;2,27;0,16;7
258;2012;0,16;1,04;2014;72,00;0,51;0,59;0,54;0,66;0,67;0,45;0,00;0,00;0,05;10,10;0,24;0,27;7
258;2013;0,12;1,34;2015;211,00;0,38;0,01;0,02;0,00;0,01;0,14;0,10;0,05;0,05;10,07;0,20;0,22;7
258;2014;0,06;1,30;2016;145,00;0,44;0,04;0,02;0,01;0,03;0,14;0,10;0,05;0,05;10,02;0,53;0,13;7
259;2012;0,01;0,16;2014;203,00;0,34;0,15;0,12;0,00;0,00;0,74;0,10;0,05;0,00;10,92;0,49;0,22;4
259;2013;0,01;0,16;2015;306,00;0,25;0,00;0,01;0,00;0,00;0,08;0,10;0,05;0,00;10,93;0,49;0,23;4
259;2014;0,01;0,16;2016;269,00;0,28;0,00;0,03;0,00;0,00;0,10;0,10;0,05;0,00;10,99;0,81;0,22;4
260;2012;-0,08;0,43;2014;287,00;0,24;0,17;0,13;0,00;0,00;0,70;0,00;0,00;0,05;10,15;0,42;-0,13;7
260;2013;0,11;1,10;2015;334,00;0,20;0,00;0,02;0,00;0,00;0,13;0,00;0,00;0,05;10,30;0,46;0,16;7
260;2014;0,17;1,69;2016;346,00;0,21;0,00;0,03;0,00;0,00;0,13;0,00;0,00;0,05;10,35;0,39;0,22;7
261;2012;0,11;2,01;2014;108,00;0,47;0,39;0,42;0,45;0,53;1,00;0,00;0,00;0,00;9,57;0,12;0,16;7
261;2013;0,12;1,71;2015;172,00;0,42;0,06;0,06;0,06;0,06;0,13;0,00;0,00;0,05;9,60;0,20;0,19;7
261;2014;0,09;2,01;2016;153,00;0,42;0,06;0,07;0,05;0,07;0,13;0,00;0,00;0,05;9,64;0,41;0,14;7
262;2012;0,05;1,21;2014;338,00;0,16;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00;10,08;1,60;0,09;5
262;2013;0,05;1,45;2015;393,00;0,14;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;10,18;2,58;0,09;5
