"","Ticker","Year","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio","TobinsQ","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"157","BIIB",2013,53,"Health Care",5,"BIIB_quarterly_financial_data.xls","biogen idec","biogen inc","biogen inc",236393930,236393930,1,11863335000,3184934000,3242497000,1758279000,8620242000,596000,0,5707569000,1160333000,1965850000,457306000,457306000,1.93,1.91,0,869005000,-709976000,11181000,174751000,602562000,78653000,259.94,298.82,221.07,0.2329,0.1688,36.47,7.56,36.46,0,0,0.1346,0.7266,0.2687,0.63,3.34,1.8114,5.06,-0.0399674390062163,0,0.0281,-0.0399674390062163,0.0281,1.44238833382165,-0.0804985511866046,0.0405311121803883,2014,7,0.76,0.69,0.83,0.85,0.97,0.53,1,0,1
"158","BIIB",2014,53,"Health Care",5,"BIIB_quarterly_financial_data.xls","biogen idec","biogen inc","biogen inc",234614474,234614474,1,14316559000,4672673000,3502519000,2219706000,10809010000,5030000,0,5788756000,582061000,2640675000,883464000,883464000,3.74,3.73,0,932863000,-378278000,-513265000,18643000,1204924000,106897000,326.39,361.93,290.85,0.294,0.2208,46.07,7.39,30.91,0,0,0.0538,0.755,0.3025,0.73,3.52,2.1051,5,0.0982339069865445,0,-6e-04,0.0982339069865445,-6e-04,-0.188926030194019,0.0981205513684281,0.000113355618116412,2015,1,0.89,0.14,0.14,0.13,0.11,0.17,1,1,1
"159","BIIB",2015,53,"Health Care",5,"BIIB_quarterly_financial_data.xls","biogen idec","biogen inc","biogen inc",218672717,218672717,1,19504800000,6700300000,10129900000,2577700000,9372800000,2100000,0,6748900000,6521500000,2839300000,831600000,831600000,3.77,3.77,0,1040395000,-1807529000,-1998403000,-2780979000,1.308e+09,186115000,282.82,311.65,254,0.3211,0.1965,42.86,5.96,18.48,0,0,0.6958,0.4805,0.3295,0.6,3.91,2.5993,3.29,0.0657340191813551,1e-04,-0.0216,0.0656340191813551,-0.0217,-0.134783736640367,0.0627092120962592,0.00302480708509596,2016,5,0.79,0.13,0.14,0.11,0.14,0.17,0,1,1
"160","BK",2013,54,"Financials",4,"BK_quarterly_financial_data.xls","bank of new york mellon","the bank of new york mellon corporation","bank of new york mellon corp",1135050512,1135050512,1,3.7431e+11,NA,3.35776e+11,NA,3.7521e+10,1.013e+09,1.562e+09,2.2525e+10,0,3.594e+09,5.39e+08,5.13e+08,0.44,0.44,0.15,-5.87e+08,-4.663e+09,4.377e+09,-8.44e+08,6.46e+09,2.37e+08,32.27,34.99,29.55,0.0584,0.0058,31.68,1.05,17.73,3.88,0.3253,0,0.0961,0.1366,0.04,-0.73,NA,-0.17,0.0361344392102476,0,0.0281,0.0361344392102476,0.0281,1.86055350680422,-0.0161471143309509,0.0522815535411986,2014,67,0.53,0.15,0.26,0.41,0.4,0.72,1,1,1
"161","BK",2014,54,"Financials",4,"BK_quarterly_financial_data.xls","bank of new york mellon","the bank of new york mellon corporation","bank of new york mellon corp",1113892372,1113892372,1,3.85303e+11,NA,3.466e+11,NA,3.7441e+10,1.262e+09,1.562e+09,2.1996e+10,0,3.689e+09,2.33e+08,2.09e+08,0.19,0.18,0.17,1.186e+09,-1.016e+09,4.18e+08,5.6e+08,6.97e+09,1.96e+08,38.42,41.79,35.06,0.0683,0.0067,32.21,1.17,15.94,4.54,0.2984,0,0.0931,0.1589,0.04,0.89,NA,-0.07,0.0133996489119119,0,-6e-04,0.0133996489119119,-6e-04,0.652844640229152,0.0137913556960494,-0.000391706784137491,2015,161,0.44,0.01,0.02,0.05,0.06,0.1,1,1,1
"162","BK",2015,54,"Financials",4,"BK_quarterly_financial_data.xls","bank of new york mellon","the bank of new york mellon corporation","bank of new york mellon corp",1075800941,1075800941,1,3.9378e+11,NA,3.54805e+11,NA,3.8037e+10,9.38e+08,2.552e+09,2.146e+10,0,3.667e+09,6.93e+08,6.37e+08,0.58,0.58,0.17,1.42e+08,-1.9539e+10,1.77e+10,-1.697e+09,6.537e+09,1.74e+08,41.1,44.73,37.48,0.0856,0.0081,32.98,1.26,17.79,5.22,0.2448,0,0.0901,0.2009,0.04,-0.03,NA,-0.1,-0.0616231832611664,1e-04,-0.0216,-0.0617231832611664,-0.0217,1.35516369817556,-0.0323161310107568,-0.0293070522504096,2016,152,0.42,0.02,0.02,0.05,0.03,0.1,1,1,1
"163","BKE",2013,55,"Energy",3,"BKE_quarterly_financial_data.xls","buckeye partners","buckeye partners lp","buckeye partners lp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0094680889109934,0,0.0281,-0.0094680889109934,0.0281,1.32444743795333,-0.0466850619174821,0.0372169730064887,2014,435,0,0,0,0,0,0,0,0,0
"164","BKE",2014,55,"Energy",3,"BKE_quarterly_financial_data.xls","buckeye partners","buckeye partners lp","buckeye partners lp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0256498306087245,0,-6e-04,0.0256498306087245,-6e-04,1.8033502237753,0.0267318407429897,-0.00108201013426518,2015,488,0.05,0,0,0,0,0.05,0,0,0
"165","BKE",2015,55,"Energy",3,"BKE_quarterly_financial_data.xls","buckeye partners","buckeye partners lp","buckeye partners lp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0310275939403705,1e-04,-0.0216,-0.0311275939403705,-0.0217,0.103212281667147,-0.0288878874281934,-0.0021397065121771,2016,490,0.05,0,0,0,0,0.05,0,0,0
"166","BLK",2013,56,"Financials",4,"BLK_quarterly_financial_data.xls","blackrock","blackrock inc","blackrock inc",167508698,167508698,1,2.19873e+11,NA,1.93203e+11,NA,2.646e+10,2.1e+08,0,3.0481e+10,4.939e+09,2.777e+09,8.41e+08,8.41e+08,4.98,4.85,1.68,1.166e+09,-2.08e+08,-5.8e+08,4.03e+08,4.39e+09,3.4e+07,289.61,316.47,262.75,0.1134,0.0142,157.96,1.86,18.15,31.56,0.3846,0.1867,0.1203,0.288,0.05,6.76,NA,0.26,0.04432105566759,0,0.0281,0.04432105566759,0.0281,2.38460458662695,-0.0226863332166272,0.0670073888842172,2014,170,0.38,0.75,0.71,0,0,0.29,1,0,0
"167","BLK",2014,56,"Financials",4,"BLK_quarterly_financial_data.xls","blackrock","blackrock inc","blackrock inc",165405059,165405059,1,2.39808e+11,NA,2.12288e+11,NA,2.7366e+10,1.54e+08,0,3.0305e+10,4.938e+09,2.784e+09,8.13e+08,8.13e+08,4.86,4.76,1.93,1.271e+09,-1.8e+07,-1.592e+09,-4.26e+08,5.723e+09,2.6e+07,334.15,364.4,303.91,0.1222,0.0145,165.45,2.04,17.28,39.28,0.3887,0.1804,0.1141,0.2973,0.05,7.53,NA,0.26,0.00114728891300428,0,-6e-04,0.00114728891300428,-6e-04,1.38794052466496,0.00198005322780325,-0.000832764314798976,2015,274,0.29,0,0.09,0,0,0.1,1,0,0
"168","BLK",2015,56,"Financials",4,"BLK_quarterly_financial_data.xls","blackrock","blackrock inc","blackrock inc",163941835,163941835,1,2.25261e+11,NA,1.96217e+11,NA,2.8503e+10,5.41e+08,0,3.0495e+10,4.93e+09,2.863e+09,8.61e+08,8.61e+08,5.18,5.11,2.18,1.157e+09,-3.23e+08,-3.64e+08,4.1e+08,6.083e+09,6.1e+07,329.82,363.72,295.92,0.1197,0.0144,173.86,1.92,16.97,48,0.4276,0.173,0.1265,0.2934,0.05,6.69,NA,0.25,-0.0598989035900136,1e-04,-0.0216,-0.0599989035900136,-0.0217,1.70350898062467,-0.0230327587104582,-0.0368661448795554,2016,142,0.44,0.11,0.09,0,0,0.1,1,0,1
"169","BLL",2013,57,"Materials",8,"BLL_quarterly_financial_data.xls","ball corporation","ball corporation","ball corp",140540106,281080212,2,7819800000,2465700000,6428500000,1927400000,1199900000,191400000,0,2570400000,3182500000,1996800000,134600000,124500000,0.87,0.86,0.13,387100000,-57500000,-77400000,247800000,4.16e+08,68700000,24.06,25.98,22.14,0.3672,0.0559,4.27,6.17,21.2,1.69,0.185,2.6523,0.1534,0.048,1.09,1.13,1.2793,1.28,0.033060860533797,0,0.0281,0.033060860533797,0.0281,1.02525326214648,0.00425124386748094,0.0288096166663161,2014,3,0.84,0.7,0.75,0.76,0.83,0.89,1,1,1
"170","BLL",2014,57,"Materials",8,"BLL_quarterly_financial_data.xls","ball corporation","ball corporation","ball corp",137343010,274686020,2,7.571e+09,2313500000,6331400000,2006800000,1033100000,206500000,0,2391600000,2993800000,2032400000,88400000,7.6e+07,0.55,0.54,0.13,362500000,-152500000,-2.12e+08,1900000,191400000,140800000,33.06,35.25,30.88,0.4146,0.0649,3.76,7.45,18.27,1.95,0.1527,2.8979,0.1365,0.0548,1.12,0.81,1.1528,1.59,0.0162678075291837,0,-6e-04,0.0162678075291837,-6e-04,1.16289291508256,0.0169655432782332,-0.000697735749049536,2015,70,0.58,0.07,0.05,0.08,0.09,0.09,1,1,1
"171","BLL",2015,57,"Materials",8,"BLL_quarterly_financial_data.xls","ball corporation","ball corporation","ball corp",141713478,283426956,2,9.777e+09,2.184e+09,8515700000,2141600000,1251300000,1e+07,0,2294900000,5054200000,1804600000,64500000,55300000,0.42,0.39,0.13,409700000,-2353100000,1922900000,-20400000,2.24e+08,171100000,34.07,37.12,31.02,0.2575,0.0367,4.41,8.99,31.84,2.21,0.2564,4.0392,0.128,0.0351,0.97,0.84,1.0198,1.57,0.046579086938368,1e-04,-0.0216,0.046479086938368,-0.0217,1.17704036233459,0.0720208628010287,-0.0254417758626606,2016,24,0.69,0.09,0.08,0.11,0.13,0.09,1,1,1
"172","BMRN",2013,58,"Health Care",5,NA,"biomarin pharmaceutical","biomarin pharmaceutical inc","biomarin pharmaceutical inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36,-0.00113655362620356,0,0.0281,-0.00113655362620356,0.0281,1.55986669632018,-0.0449688077928005,0.0438322541665969,2014,435,0,0,0,0,0,0,0,0,0
"173","BMRN",2014,58,"Health Care",5,NA,"biomarin pharmaceutical","biomarin pharmaceutical inc","biomarin pharmaceutical inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,0.00755056872423011,0,-6e-04,0.00755056872423011,-6e-04,2.58059295751386,0.00909892449873842,-0.00154835577450832,2015,322,0.22,0,0,0,0,0.17,0,0,1
"174","BMRN",2015,58,"Health Care",5,NA,"biomarin pharmaceutical","biomarin pharmaceutical inc","biomarin pharmaceutical inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,0.0939079436835139,1e-04,-0.0216,0.0938079436835138,-0.0217,1.2822237010218,0.121632197995687,-0.0277242543121731,2016,306,0.24,0,0.02,0,0,0.17,0,0,1
"175","BMY",2013,59,"Health Care",5,"BMY_quarterly_financial_data.xls","bristol-myers squibb","bristol-myers squibb company","bristol-myers squibb co",1650232566,1650232566,1,3.8592e+10,1.8916e+10,2.3356e+10,1.244e+10,1.5154e+10,8.2e+07,0,9.414e+09,9.481e+09,4.441e+09,7.26e+08,7.26e+08,0.44,0.43,0.36,1.41e+09,-3.15e+08,7.11e+08,1.815e+09,3.586e+09,2e+08,50.13,53.84,46.41,0.177,0.0695,9.18,5.61,30.02,25.29,0.9058,0.6256,0.3927,0.1564,0.44,0.73,1.5206,2.3,0.0406306759829075,0,0.0281,0.0406306759829075,0.0281,1.57001197359689,-0.00348666047516508,0.0441173364580726,2014,88,0.49,0.18,0.34,0.49,0.28,0.46,1,1,1
"176","BMY",2014,59,"Health Care",5,"BMY_quarterly_financial_data.xls","bristol-myers squibb","bristol-myers squibb company","bristol-myers squibb co",1662118446,1662118446,1,3.3749e+10,1.4608e+10,1.8766e+10,8.461e+09,1.4852e+10,1.31e+08,0,8.78e+09,7.242e+09,4.258e+09,1.3e+07,1.3e+07,0.01,0.01,0.37,5.72e+08,3.51e+08,-2.31e+08,7.2e+08,5.571e+09,1.91e+08,55.11,61.3,48.92,0.1319,0.0598,8.94,6.04,34.02,26.74,1.2004,0.4876,0.4401,0.1262,0.47,0.23,1.7265,2.92,0.00586659414485395,0,-6e-04,0.00586659414485395,-6e-04,0.818847427851776,0.00635790260156502,-0.000491308456711066,2015,98,0.54,0.02,0.06,0.08,0.06,0.14,1,1,1
"177","BMY",2015,59,"Health Care",5,"BMY_quarterly_financial_data.xls","bristol-myers squibb","bristol-myers squibb company","bristol-myers squibb co",1669459090,1669459090,1,3.1748e+10,1.0415e+10,1.7324e+10,8.017e+09,1.4266e+10,1.58e+08,0,8.3e+09,6.55e+09,4.287e+09,-1.97e+08,-1.97e+08,-0.11,-0.11,0.38,6.11e+08,-9.84e+08,-1.086e+09,-1.59e+09,2.385e+09,2.85e+08,65.3,70.71,59.88,0.1043,0.0485,8.55,7.22,61.6,28.23,1.5881,0.4591,0.4494,0.0945,0.51,0.2,1.2991,3.73,0.031680068559757,1e-04,-0.0216,0.031580068559757,-0.0217,0.750997872369998,0.0478767223901859,-0.016196653830429,2016,67,0.6,0.02,0.07,0.09,0.08,0.14,1,1,1
"178","BRK.A",2013,60,"Financials",4,"BRK.A_quarterly_financial_data.xls","berkshire hathaway","berkshire hathaway inc","berkshire hathaway inc",1644005,1644005,1,4.84931e+11,NA,2.60446e+11,NA,2.2189e+11,2.595e+09,0,5.9232e+10,3.642e+09,4.7049e+10,4.99e+09,4.99e+09,3035.98,NA,0,6.967e+09,-2.071e+09,1.174e+09,6.107e+09,4.8186e+10,3.36e+09,172230,177950,166510,0.0938,0.0425,134969.18,1.36,14.89,0,0,0.0164,0.4576,0.1069,0.4,2194.03,NA,0.69,0.0178652135578698,0,0.0281,0.0178652135578698,0.0281,0.937861669591678,-0.00848869935765637,0.0263539129155262,2014,431,0.02,0,0,0,0,0.1,0,0,0
"179","BRK.A",2014,60,"Financials",4,"BRK.A_quarterly_financial_data.xls","berkshire hathaway","berkshire hathaway inc","berkshire hathaway inc",1642961,1642961,1,5.26186e+11,NA,2.83159e+11,NA,2.4017e+11,2.857e+09,0,6.33e+10,2.701e+09,4.8259e+10,4.155e+09,4.155e+09,2529.28,NA,0,7.853e+09,-8.403e+09,1.555e+09,8.89e+08,6.3269e+10,5.013e+09,213687,229374,198000,0.0846,0.0389,146181.19,1.48,16.96,0,0,0.0112,0.4564,0.1021,0.38,1728.59,NA,0.75,0.0130717904635292,0,-6e-04,0.0130717904635292,-6e-04,0.851982190788006,0.013582979778002,-0.000511189314472804,2015,412,0.12,0,0,0,0,0.12,0,0,0
"180","BRK.A",2015,60,"Financials",4,"BRK.A_quarterly_financial_data.xls","berkshire hathaway","berkshire hathaway inc","berkshire hathaway inc",1643464,1643464,1,5.52257e+11,NA,2.9363e+11,NA,2.5555e+11,3.077e+09,0,7.1856e+10,2.811e+09,5.182e+10,5.478e+09,5.478e+09,3333.72,NA,0,7.336e+09,-1.82e+09,5e+06,5.47e+09,7.173e+10,4.279e+09,199990,207780,192200,0.0972,0.0444,155494.74,1.32,14.44,0,0,0.011,0.4627,0.1142,0.39,1860.1,NA,0.63,-0.0178379316384487,1e-04,-0.0216,-0.0179379316384487,-0.0217,0.779037722524975,-0.0010328130596567,-0.016805118578792,2016,388,0.18,0,0.06,0,0,0.12,0,0,0
"181","BSX",2013,61,"Health Care",5,"BSX_quarterly_financial_data.xls","boston scientific","boston scientific corporation","boston scientific corp",1324192809,1324192809,1,1.6571e+10,3.011e+09,1.0032e+10,1.824e+09,6.539e+09,0,0,1.1643e+10,4.237e+09,1.838e+09,1.08e+08,1.08e+08,0.07,0.07,0,2.73e+08,-3.63e+08,-2.63e+08,-3.54e+08,2.17e+08,8.4e+07,11.78,12.38,11.18,-0.0185,-0.0072,4.94,2.39,NA,0,NA,0.648,0.3946,NA,0.42,0.14,1.6508,1.14,0.0372924569622123,0,0.0281,0.0372924569622123,0.0281,2.52145412522568,-0.0335604039566293,0.0708528609188416,2014,244,0.29,0,0.27,0.44,0.49,0.31,0,1,0
"182","BSX",2014,61,"Health Care",5,"BSX_quarterly_financial_data.xls","boston scientific","boston scientific corporation","boston scientific corp",1330512367,1330512367,1,1.7042e+10,3.606e+09,1.0585e+10,2.846e+09,6.457e+09,0,0,1.1504e+10,3.859e+09,1.955e+09,-2.99e+08,-2.99e+08,-0.22,-0.22,0,4.4e+08,-8.3e+07,-1.4e+07,3.41e+08,5.87e+08,7.9e+07,12.52,13.68,11.37,-0.0181,-0.0072,4.85,2.48,62.6,0,NA,0.5976,0.3789,NA,0.45,0.27,1.267,1.21,0.029098530824196,0,-6e-04,0.029098530824196,-6e-04,-0.371822166062227,0.0288754375245586,0.000223093299637336,2015,29,0.67,0.06,0.07,0.09,0.1,0.15,1,1,1
"183","BSX",2015,61,"Health Care",5,"BSX_quarterly_financial_data.xls","boston scientific","boston scientific corporation","boston scientific corp",1348346253,1348346253,1,1.8133e+10,3.471e+09,1.1813e+10,2.43e+09,6.32e+09,0,0,1.2667e+10,5.674e+09,2.158e+09,-1.42e+08,-1.42e+08,-0.11,-0.11,0,3.29e+08,-1.7e+08,-1.91e+08,-3.1e+07,3.19e+08,8.5e+07,17.68,18.94,16.42,-0.037,-0.0137,4.69,3.71,NA,0,NA,0.8978,0.3485,NA,0.46,0.18,1.4284,1.63,0.0087146516277835,1e-04,-0.0216,0.0086146516277835,-0.0217,0.918646172427892,0.0285492735694687,-0.0198346219416853,2016,21,0.72,0.08,0.07,0.09,0.12,0.15,1,1,1
"184","BWA",2013,62,"Consumer Discretionary",1,"BWA_quarterly_financial_data.xls","borgwarner","borgwarner inc","borgwarner inc",227944747,227944747,1,6.917e+09,2798500000,3284600000,1623900000,3560600000,71800000,0,1366500000,1.021e+09,1885400000,141400000,141400000,0.62,0.61,0.13,2.04e+08,-109700000,-76200000,19100000,939500000,119900000,52.29,56.45,48.13,0.1888,0.0921,15.62,3.53,20.15,1.75,0.093,0.2867,0.5148,0.0839,1.1,0.37,1.7233,1.82,0.0424741989773625,0,0.0281,0.0424741989773625,0.0281,0.392697424358864,0.0314394013528784,0.0110347976244841,2014,435,0,0,0,0,0,0,0,0,0
"185","BWA",2014,62,"Consumer Discretionary",1,"BWA_quarterly_financial_data.xls","borgwarner","borgwarner inc","borgwarner inc",226436079,226436079,1,7.228e+09,2970800000,3537100000,2168200000,3616200000,74700000,0,1356800000,716300000,1991900000,139900000,139900000,0.62,0.61,0.13,255600000,-1.64e+08,-52200000,1.5e+07,797800000,165100000,54.5,58.75,50.24,0.1765,0.0895,15.97,3.32,19.06,2.26,0.1771,0.1981,0.5003,0.079,1.13,0.4,1.3702,1.71,-0.0288784154378426,0,-6e-04,-0.0288784154378426,-6e-04,2.08265245518139,-0.0276288239647337,-0.00124959147310883,2015,468,0.07,0,0,0,0,0.07,0,0,0
"186","BWA",2015,62,"Consumer Discretionary",1,"BWA_quarterly_financial_data.xls","borgwarner","borgwarner inc","borgwarner inc",218638591,218638591,1,8841500000,3135300000,5.21e+09,2357300000,3553700000,77800000,0,2301500000,2124600000,2123100000,125300000,125300000,0.57,0.56,0.13,397700000,-1331100000,497100000,-455600000,577700000,158500000,42.67,45.53,39.82,0.1686,0.0766,16.25,2.57,15.52,2.78,0.1909,0.5979,0.4019,0.076,1.01,1.09,1.33,1.23,0.0125699944683139,1e-04,-0.0216,0.0124699944683139,-0.0217,1.1430616538936,0.037274432357805,-0.0247044378894911,2016,422,0.16,0,0.09,0,0,0.07,0,0,0
"187","BX",2013,63,"Financials",4,NA,"blackstone group","the blackstone group lp","blackstone group lp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.0972804714139132,0,0.0281,0.0972804714139132,0.0281,1.95484536019001,0.0423493167925741,0.0549311546213392,2014,380,0.12,0,0,0,0,0.6,0,0,0
"188","BX",2014,63,"Financials",4,NA,"blackstone group","the blackstone group lp","blackstone group lp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.00920565645819483,0,-6e-04,0.00920565645819483,-6e-04,0.943526109842746,0.00977177212410047,-0.000566115665905648,2015,458,0.1,0,0,0,0,0.1,0,0,0
"189","BX",2015,63,"Financials",4,NA,"blackstone group","the blackstone group lp","blackstone group lp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,-0.0658415251197547,1e-04,-0.0216,-0.0659415251197547,-0.0217,0.981574118727258,-0.0446413667433732,-0.0212001583763815,2016,473,0.1,0,0,0,0,0.1,0,0,0
"190","BXP",2013,64,"Financials",4,"BXP_quarterly_financial_data.xls","boston properties","boston properties inc","boston properties inc",153006302,153006302,1,20162251000,NA,12967712000,NA,5741153000,1453386000,2e+08,0,0,563123000,91452000,88806000,0.6,0.61,2.9,227505000,-79195000,575552000,723862000,2365137000,81765000,103.94,109.83,98.04,0.138,0.0401,36.22,2.9,22.74,52.44,0.9987,0,0.2748,0.3473,0.11,0.95,NA,1.23,0.0150758453759767,0,0.0281,0.0150758453759767,0.0281,0.221408647006568,0.00885426239509217,0.00622158298088456,2014,435,0,0,0,0,0,0,0,0,0
"191","BXP",2014,64,"Financials",4,"BXP_quarterly_financial_data.xls","boston properties","boston properties inc","boston properties inc",153187903,153187903,1,19886767000,NA,11878506000,NA,5697298000,2310963000,2e+08,0,0,613707000,177472000,174826000,1.15,1.15,5.15,225876000,-176868000,867407000,916415000,1763079000,-165111000,126.11,137.15,115.06,0.0787,0.0232,35.89,3.49,55.07,59.54,2.5107,0,0.2764,0.1807,0.13,2.55,NA,1.41,-0.00253884393322686,0,-6e-04,-0.00253884393322686,-6e-04,0.170004280239986,-0.00243684136508287,-0.000102002568143992,2015,394,0.14,0,0,0,0,0.14,0,0,0
"192","BXP",2015,64,"Financials",4,"BXP_quarterly_financial_data.xls","boston properties","boston properties inc","boston properties inc",153592481,153592481,1,18379456000,NA,10492529000,NA,5709435000,2177492000,2e+08,0,0,624240000,140528000,137882000,0.89,0.89,1.9,190533000,-679027000,-174795000,-663289000,723718000,-3832000,123.66,130.68,116.64,0.1026,0.0308,35.87,3.36,31.07,63.39,1.0325,0,0.2998,0.2299,0.13,1.27,NA,1.49,0.0252234804765139,1e-04,-0.0216,0.0251234804765139,-0.0217,0.308144738785124,0.0318102213081511,-0.00658674083163719,2016,326,0.22,0,0.08,0,0,0.14,0,0,0
"193","C",2013,65,"Financials",4,"C_quarterly_financial_data.xls","citigroup","citigroup inc","citigroup inc",3036458909,3036458909,1,1.880382e+12,NA,1.674249e+12,NA,2.04339e+11,1.794e+09,6.738e+09,3.0065e+10,0,1.7516e+10,2.456e+09,2.338e+09,0.76,0.78,0.01,-1.735e+09,-1.4946e+10,1.3882e+10,-2.925e+09,2.9885e+10,1.141e+09,50.48,53.29,47.67,0.0682,0.0072,65.08,0.78,12.75,151.01,0.0092,0,0.1051,0.1731,0.04,-0.95,NA,0.15,-0.015424487198414,0,0.0281,-0.015424487198414,0.0281,1.80299762951109,-0.0660887205876757,0.0506642333892618,2014,218,0.32,0.23,0.26,0.14,0.1,0.04,1,1,1
"194","C",2014,65,"Financials",4,"C_quarterly_financial_data.xls","citigroup","citigroup inc","citigroup inc",3033851309,3033851309,1,1.84253e+12,NA,1.630485e+12,NA,2.10534e+11,1.511e+09,1.0468e+10,2.8158e+10,0,1.7812e+10,3.5e+08,1.87e+08,0.06,0.06,0.01,2.7291e+10,2.7531e+10,-5.7589e+10,-3.868e+09,3.2108e+10,9.12e+08,53.02,56.37,49.68,0.0332,0.0039,65.94,0.79,18.16,151.05,0.0181,0,0.1086,0.087,0.04,8.69,NA,0.17,0.00259062766965512,0,-6e-04,0.00259062766965512,-6e-04,0.822712134521389,0.00308425495036796,-0.000493627280712834,2015,168,0.43,0.05,0.04,0.03,0.01,0.1,1,1,1
"195","C",2015,65,"Financials",4,"C_quarterly_financial_data.xls","citigroup","citigroup inc","citigroup inc",2948120153,2948120153,1,1.73121e+12,NA,1.508118e+12,NA,2.21857e+11,1.235e+09,1.6718e+10,2.607e+10,0,1.8456e+10,3.335e+09,3.335e+09,1.01,1.02,0.05,-1.627e+09,3.1908e+10,-3.0803e+10,-8.26e+08,2.09e+10,7.26e+08,52.88,55.87,49.88,0.0833,0.0096,69.58,0.77,11.94,151.21,0.028,0,0.1185,0.2233,0.04,-0.8,NA,0.16,-0.0442248806148399,1e-04,-0.0216,-0.0443248806148399,-0.0217,1.59543175221404,-0.00970401159179519,-0.0345208690230447,2016,133,0.46,0.05,0.06,0.03,0.02,0.1,1,1,1
"196","CA",2013,66,"Information Technology",7,"CA_quarterly_financial_data.xls","ca incorporated","ca inc","ca inc",447768051,447768051,1,1.1777e+10,4.19e+09,6.087e+09,3.537e+09,5.69e+09,0,0,7.051e+09,1.253e+09,1.163e+09,2.32e+08,2.32e+08,0.52,0.51,0.25,4.29e+08,-1.2e+07,-2.35e+08,1.84e+08,2.974e+09,2.1e+07,31.18,33.66,28.7,0.1869,0.0901,12.71,2.48,13.32,3.93,0.4309,0.2202,0.4831,0.2289,0.39,0.91,1.1846,1.32,0.0195054263097276,0,0.0281,0.0195054263097276,0.0281,0.694480670763007,-9.48053871291724e-06,0.0195149068484405,2014,33,0.61,0.34,0.49,0.58,0.34,0.74,1,1,1
