"";"Companies";"YearFinancialIndicator";"Industry";"Asset";"DebtRatio";"NetMargin";"ROA";"ROE";"TobinsQ";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"GreenReputation";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore"
"669";224;2014;1;3,4032e+10;1,01;0,05;0,08;0,23;1,92;0;0,01;0;0;0,1;0;0;0
"670";224;2013;1;3,4077e+10;0,8;0,04;0,07;0,17;1,78;0,12;0,13;0;0;0,33;0;0;0
"671";225;2015;7;9750421000;0,27;0,02;0,01;0,02;NA;0;0,08;0;0;0,13;0;0;0
"672";225;2014;7;8110689000;0,25;0,14;0,09;0,16;NA;0;0;0;0,09;0,13;0;0;0
"673";225;2013;7;7555798000;0,17;0,15;0,09;0,15;NA;0;0;0;0;0;0;0;0
"674";226;2015;1;7,285e+09;0,77;-0,03;-0,01;-0,05;0,32;0;0,06;0;0;0,16;0;0;0,05
"675";226;2014;1;7,366e+09;0,74;-0,02;0;-0,02;0,31;0;0;0;0;0,16;0;0;0,05
"676";226;2013;1;7,089e+09;0,25;-0,01;0;-0,01;NA;0;0;0;0;0;0;0;0,05
"677";227;2015;6;2,1312e+10;0,54;0,02;0;0,01;1,59;0,06;0,07;0,1;0;0,1;0;0,05;0,05
"678";227;2014;6;2,02e+10;0,54;0,04;0,01;0,03;1,67;0,03;0,04;0,11;0;0,1;0;0,05;0,05
"679";227;2013;6;1,9345e+10;0,51;0,04;0,01;0,03;0,86;0,1;0,19;0,91;0,75;0,46;0;0,05;0,05
"680";228;2014;1;2,235e+10;1,37;0,19;0,13;0,38;2,41;0,09;0,1;0,08;0,07;0,07;0,1;0,05;0,05
"681";228;2015;1;2,086e+10;1,37;0,17;0,09;0,28;2,06;0,1;0,11;0,08;0,09;0,08;0,1;0,05;0,05
"682";228;2013;1;2,272e+10;1,22;0,17;0,1;0,31;3,15;0,36;0,61;0,69;0,49;0,72;0,1;0,05;0,05
"683";229;2014;8;2,4283e+10;0,36;0,06;0,06;0,16;1,62;0,04;0,06;0,09;0,02;0,06;0,1;0,05;0
"684";229;2015;8;2,2757e+10;0,35;0,11;0,1;0,31;1,78;0,05;0,05;0,09;0,02;0,06;0,1;0,05;0
"685";229;2013;8;2,7298e+10;0,3;0,04;0,04;0,11;1,49;0,17;0,2;0,34;0,34;0,6;0,1;0,05;0
"686";230;2015;1;2,2086e+10;1,17;0,14;0,19;0,61;0,98;0;0,02;0;0;0,12;0,1;0;0
"687";230;2014;1;2,2425e+10;0,81;0,09;0,16;0,41;1,11;0;0;0;0;0,12;0,1;0;0
"688";230;2013;1;2,2446e+10;0,46;0,09;0,15;0,32;0,97;0;0;0;0;0,17;0;0;0
"689";231;2015;7;1,6269e+10;1,79;0,05;0,06;0,27;6,6;0;0,11;0;0;0,1;0;0,05;0
"690";231;2014;7;1,5329e+10;1,33;0,06;0,07;0,26;6,26;0,12;0,13;0;0;0,1;0;0,05;0
"691";231;2013;7;1,4242e+10;1,24;0,05;0,07;0,24;9,05;0,69;0,54;0;0;0,65;0;0,05;0
"692";232;2013;4;9075250000;1,36;0,37;0,24;0,43;1,45;0,13;0,05;0;0;1;0;0;0
"693";232;2015;4;11258576000;0,55;0,39;0,25;0,61;1,62;0,01;0,04;0;0,04;0,13;0;0;0,05
"694";232;2014;4;13121778000;0,22;0,38;0,24;0,55;1,52;0,02;0,01;0;0,02;0,13;0;0;0,05
"695";233;2013;1;6,794e+09;1,36;0,41;0,05;0,13;2,74;0,16;0,2;0,15;0;0,31;0;0,05;0,05
"696";233;2015;1;6,082e+09;1,12;0,38;0,04;0,09;3,76;0,03;0,04;0,02;0;0,12;0,1;0;0,05
"697";233;2014;1;6,865e+09;1,12;1,36;0,16;0,39;3,95;0,04;0,04;0,02;0;0,12;0,1;0;0,05
"698";234;2013;6;6,933e+09;6,39;0,05;0,1;0,63;1,25;0,63;0,37;0,8;0,35;0,85;0,1;0;0,05
"699";234;2014;6;7,167e+09;3,16;0,05;0,11;1,17;1,28;0,1;0,12;0,12;0,02;0,12;0,1;0;0,05
"700";234;2015;6;5,68e+09;-25,24;0,06;0,14;0,9;1,91;0;0,06;0;0;0,12;0,1;0;0,05
"701";235;2013;1;6439626000;6,39;0,03;0,04;0,65;2,39;0,36;0,26;0;0;0,29;0;0,05;0
"702";235;2014;1;6722046000;3,16;0,1;0,12;0,16;1,56;0;0,01;0;0;0,1;0,1;0,05;0
"703";235;2015;1;6552689000;0,68;0,05;0,06;0,13;1,48;0;0,03;0;0;0,1;0,1;0,05;0
"704";236;2014;1;34281400000;0,71;0,08;0,08;0,17;3,03;0,02;0,11;0;0;0,1;0,1;0,05;0,05
"705";236;2015;1;37938700000;0,68;0,06;0,06;0,14;3,28;0,13;0,13;0;0;0,1;0,1;0,05;0,05
"706";236;2013;1;36626300000;0,49;0,14;0,14;0,3;2,96;0,39;0,22;0,4;0;0,01;0,1;0,05;0,05
"707";237;2014;7;4628917000;3,4;0,18;0,13;0,48;1,94;0,06;0,04;0;0;0,13;0,1;0;0
"708";237;2013;7;4003108000;1,17;0,17;0,13;0,32;2,06;0,26;0,23;0;0;1;0,1;0;0
"709";237;2015;7;5446553000;0,89;0,2;0,16;0,38;1,94;0;0,03;0;0;0,13;0,1;0;0
"710";238;2014;5;5,511e+10;1,13;0,17;0,07;0,17;0,96;0;0,12;0;0;0,14;0;0;0
"711";238;2013;5;3,6479e+10;0,59;0,18;0,09;0,17;1,05;0;0;0;0;0,52;0;0;0
"712";238;2015;5;5,5087e+10;0,5;0,1;0,04;0,08;0,89;0,1;0,15;0;0;0,14;0;0;0
"713";239;2014;4;4,669e+09;0,99;0,01;0,03;0,19;4,42;0;0;0;0;0,1;0;0;0
"714";239;2015;4;5123400000;0,87;0,01;0,04;0,23;4,12;0;0,02;0;0;0,1;0;0;0
"715";239;2013;4;4395100000;0,56;0,01;0,03;0,15;3,88;0;0;0;0;0,78;0;0;0
"716";240;2013;2;7,2557e+10;6,24;0,27;0,2;0,12;1,05;0,81;0,47;0,57;0;0,17;0;0,05;0,05
"717";240;2015;2;6,2843e+10;0,52;0,27;0,19;0,27;1,39;0,09;0,1;0,11;0;0,1;0,1;0,05;0,05
"718";240;2014;2;6,6815e+10;0,5;0,3;0,21;0,07;1,15;0,08;0,09;0,09;0;0,1;0,1;0,05;0,05
"719";241;2013;4;8,85296e+11;0,35;0,05;0;0,05;0,07;0,59;0,92;0,96;0,82;0,15;0;0,05;0,05
"720";241;2015;4;8,77933e+11;0,31;0,07;0,01;0,07;0,07;0,09;0,12;0,1;0,1;0,16;0,1;0,05;0,05
"721";241;2014;4;9,02337e+11;0,27;0,08;0,01;0,09;0,08;0,09;0,12;0,09;0,09;0,16;0,1;0,05;0,05
"722";242;2014;3;2,069e+09;0,23;0,02;0,04;0,07;NA;0;0;0;0;0,05;0;0;0
"723";242;2015;3;2,069e+09;0,22;0,01;0,02;0,03;NA;0;0;0;0;0,05;0;0;0
"724";242;2013;3;1,759e+09;0,02;0,04;0,08;0,12;NA;0;0;0;0;0;0;0;0
"725";243;2013;1;26110185000;3,18;-0,02;-0,01;-0,04;0,94;0,61;0,44;0,44;0,43;0,8;0;0,05;0
"726";243;2014;1;26702511000;3,16;-0,01;-0,01;-0,03;0,89;0,06;0,08;0,06;0,06;0,07;0,1;0,05;0,05
"727";243;2015;1;25215178000;2,42;-0,05;-0,02;-0,08;0,99;0,08;0,09;0,04;0,06;0,04;0,1;0,05;0,05
"728";244;2013;1;8494177000;0,48;0,05;0,04;0,08;1,32;0,09;0,05;0,07;0,09;1;0;0;0,05
"729";244;2014;1;8285544000;0,32;0,07;0,06;0,12;1,41;0;0,02;0,01;0,01;0,14;0;0;0,05
"730";244;2015;1;9942364000;0,25;0,08;0,06;0,13;1,53;0;0,02;0,01;0,02;0,14;0;0,05;0,05
"731";245;2015;2;3998100000;5,23;0,16;0,17;0,28;NA;0,1;0,13;0;0;0,1;0,1;0,05;0,05
"732";245;2013;2;3474100000;3,46;0,15;0,19;0,61;NA;0,69;0,39;0,59;0;0,68;0;0,05;0,05
"733";245;2014;2;3776500000;2,62;0,16;0,19;0,29;NA;0,09;0,13;0,12;0,11;0,1;0,1;0,05;0,05
"734";246;2015;2;4507800000;0,63;0,09;0,09;0,24;2,65;0,15;0,1;0,11;0,07;0,1;0,1;0,05;0
"735";246;2014;2;4414300000;0,57;0,1;0,1;0,23;2,33;0,12;0,11;0,13;0,06;0,1;0,1;0,05;0
"736";246;2013;2;4449700000;0,53;0,09;0,09;0,22;2,19;0,86;0,77;0,79;0,41;1;0,1;0,05;0
"737";247;2013;4;2,396e+10;0,34;0,07;0,02;0,05;0,28;0;0,1;0;0;1;0;0;0,05
"738";247;2014;4;2,52e+10;0,3;0,06;0,01;0,04;0,28;0;0,02;0;0;0,16;0;0,05;0,05
"739";247;2015;4;2,494e+10;0,29;0,11;0,02;0,08;0,36;0;0,03;0;0;0,16;0;0,05;0,05
"740";248;2015;4;1,8216e+10;0,68;0,12;0,09;0,24;1,76;0,01;0,02;0;0;0,14;0,1;0,05;0,05
"741";248;2014;4;1,784e+10;0,48;0,11;0,08;0,19;1,82;0;0,02;0;0;0,14;0,1;0,05;0,05
"742";248;2013;4;1,698e+10;0,33;0,11;0,08;0,19;1,57;0,08;0,17;0;0;1;0;0,05;0,05
"743";249;2015;6;3,2718e+10;0,75;0,16;0,15;0,38;2,94;0,06;0,04;0,05;0,03;0,11;0,1;0,05;0,05
"744";249;2014;6;3,1269e+10;0,52;0,16;0,15;0,31;3,56;0,03;0,03;0,03;0,02;0,11;0,1;0,05;0,05
"745";249;2013;6;3,355e+10;0,25;0,15;0,14;0,26;2,75;0,15;0,16;0,1;0,95;0,11;0;0,05;0,05
"746";250;2013;2;1420509000;0;0,15;0,25;0,39;NA;0;0;0;0;0,51;0;0;0
"747";250;2014;2;1938875000;0;0,2;0,27;0,37;NA;0;0;0;0;0,07;0;0;0
"748";250;2015;2;5675189000;0;0,2;0,11;0,14;NA;0;0,01;0;0;0,07;0;0;0
"749";251;2014;2;3,4475e+10;4,55;0,21;0,15;1,42;3,25;0,08;0,12;0,05;0,12;0,01;0;0,05;0,05
"750";251;2015;2;3,2535e+10;4,5;0,21;0,16;1,78;4,1;0,12;0,13;0,03;0,1;0,01;0;0,05;0,05
"751";251;2013;2;3,4859e+10;3,4;0,19;0,13;1,24;2,61;0,63;0,72;0,73;0,61;0;0;0,05;0,05
"752";252;2015;8;2,1446e+10;2,23;0,13;0,08;0,27;2,24;0,12;0,09;0,13;0,13;0,07;0,1;0,05;0,05
"753";252;2014;8;2,3374e+10;1,02;0,17;0,11;0,24;2,62;0,09;0,06;0,09;0,11;0,07;0,1;0,05;0,05
"754";252;2013;8;2,4077e+10;0,24;0,17;0,11;0,19;2,36;0,61;0,59;0,39;0,8;0,04;0,1;0,05;0
"755";253;2015;8;17412400000;0,4;0,11;0,06;0,1;0,66;0,03;0,05;0,02;0;0,1;0,1;0,05;0,05
"756";253;2014;8;1,8283e+10;0,35;0,11;0,06;0,09;0,93;0,02;0,05;0,02;0,01;0,1;0,1;0,05;0,05
"757";253;2013;8;1,9554e+10;0,27;0,12;0,06;0,09;0,81;0,85;0,5;0,33;0,18;0,89;0,1;0,05;0,05
"758";254;2014;3;3,046e+10;1,24;0,22;0,11;0,38;0,94;0,05;0,07;0;0,08;0,01;0,1;0;0
"759";254;2015;3;4,3115e+10;0,9;0,11;0,07;0,14;0,84;0,05;0,08;0;0,09;0,01;0,1;0;0
"760";254;2013;3;2,8385e+10;0,67;0,13;0,09;0,36;0,98;0,33;0,24;0;0,15;0,4;0,1;0;0
"761";255;2014;5;9,8335e+10;0,9;0,04;0,09;0,23;1,69;0,02;0,04;0,06;0,1;0,14;0,1;0,05;0,05
"762";255;2013;5;1,05645e+11;0,61;0,03;0,08;0,24;1,41;0,24;0,28;0,2;0,2;0,15;0;0,05;0,05
"763";255;2015;5;1,01779e+11;0,29;0,04;0,13;0,32;1,58;0,04;0,04;0,05;0,09;0,14;0,1;0,05;0,05
"764";256;2015;3;3,2311e+10;0,59;0,11;0,04;0,1;0,46;0,03;0,05;0;0;0,01;0,1;0,05;0
"765";256;2013;3;3,562e+10;0,5;0,1;0,04;0,09;0,91;0,24;0,43;0;0;0,5;0,1;0,05;0
"766";256;2014;3;3,6011e+10;0,44;0,28;0,12;0,25;0,67;0,03;0,06;0;0;0,01;0,1;0,05;0
"767";257;2015;4;7,87465e+11;0,39;0,16;-0,06;-0,11;0,41;0;0,07;0;0;0,1;0,1;0,05;0,05
"768";257;2013;4;8,32702e+11;0,33;0,12;0,05;0,09;0,28;0,17;0,35;0;0,84;0,05;0;0,05;0,05
"769";257;2014;4;8,0151e+11;0,25;0,27;0,08;0,15;0,42;0,04;0,04;0;0,12;0,1;0,1;0,05;0,05
"770";258;2015;7;1,80098e+11;2,8;0,13;0;0;2,19;0,02;0,14;0,08;0,1;0,15;0,1;0,05;0,05
"771";258;2013;7;1,53543e+11;2,35;0,09;0;0,05;1,68;0,35;0,42;0,57;0,82;0,02;0,1;0,05;0,05
"772";258;2014;7;1,74848e+11;2,27;0,16;0,01;0,08;1,89;0,05;0,03;0,06;0,08;0,18;0,1;0,05;0,05
"773";259;2014;7;1,0423e+10;0,53;0,13;0,06;0,14;1,3;0,01;0,02;0;0,01;0,14;0,1;0,05;0,05
"774";259;2013;7;1,1851e+10;0,2;0,22;0,12;0,23;1,34;0,59;0,54;0,66;0,67;0,45;0;0;0,05
"775";259;2015;7;8,387e+09;0,16;0,21;0,13;0,22;1,66;0,04;0,02;0,01;0,03;0,14;0,1;0,05;0,05
"776";260;2014;4;96685535000;0,81;0,22;0,01;0,09;0,16;0;0,01;0;0;0,08;0,1;0,05;0
"777";260;2015;4;122787884000;0,71;0,21;0,01;0,08;0,16;0;0,03;0;0;0,1;0,1;0,05;0
"778";260;2013;4;85162391000;0,49;0,23;0,01;0,11;0,16;0,15;0,12;0;0;0,74;0,1;0,05;0
"779";261;2015;7;2,4388e+10;0,51;0,14;0,09;0,17;0,73;0;0,03;0;0;0,13;0;0;0,05
"780";261;2013;7;1,9794e+10;0,46;0,16;0,11;0,22;1,1;0,17;0,13;0;0;0,7;0;0;0,05
"781";261;2014;7;2,2542e+10;0,39;0,22;0,17;0,35;1,69;0;0,02;0;0;0,13;0;0;0,05
"782";262;2015;7;4,261e+09;0,44;0,09;0,05;0,09;2,49;0,06;0,07;0,05;0,07;0,13;0;0;0,05
"783";262;2014;7;4,406e+09;0,41;0,14;0,09;0,14;2,01;0,06;0,06;0,06;0,06;0,13;0;0;0,05
"784";262;2013;7;3,936e+09;0,2;0,19;0,12;0,18;1,71;0,39;0,42;0,45;0,53;1;0;0;0
"785";263;2013;5;15236341000;2,58;0,09;0,05;0,21;1,45;0;0;0;0;0,82;0;0;0
"786";263;2014;5;15886600000;1,76;0,12;0,06;0,28;1,63;0;0;0;0;0,14;0;0;0
"787";263;2015;5;22267700000;0,64;0,09;0,04;0,09;1,37;0;0,06;0;0;0,14;0;0;0
"788";264;2015;3;2,4196e+10;0,77;-0,78;-0,1;-0,22;0,89;0;0,07;0;0;0,01;0;0,05;0
"789";264;2014;3;2,2553e+10;0,59;0,24;0,06;0,12;1,01;0,05;0,06;0,06;0;0,01;0;0,05;0
"790";264;2013;3;1,9642e+10;0,5;0,2;0,05;0,11;1,47;0,65;0,3;0,5;0;0,49;0;0,05;0
"791";265;2014;11;7,4929e+10;0,63;0,07;0,02;0,05;0,99;0,01;0,05;0,03;0;0,14;0,1;0,05;0
"792";265;2013;11;6,9306e+10;0,61;0,13;-0,09;-0,21;0,93;0,1;0,18;0,14;0;0,85;0,1;0;0
"793";265;2015;11;8,2479e+10;0,54;0,03;0,01;0,02;0,94;0,04;0,06;0,02;0;0,12;0,1;0,05;0
"794";266;2015;8;2,5182e+10;1,07;0,02;0,01;0,06;0,47;0,04;0,06;0,02;0,02;0,02;0,1;0,05;0,05
"795";266;2014;8;2,4916e+10;0,48;0,05;0,04;0,16;0,51;0,04;0,05;0,01;0,01;0,02;0,1;0,05;0,05
"796";266;2013;8;2,4764e+10;0,37;0,03;0,02;0,1;0,62;0,12;0,13;0,05;0,03;0,07;0,1;0,05;0,05
"797";267;2015;1;10202871000;0,15;0,12;0,17;0,28;4,84;0;0,1;0;0;0,1;0;0;0,05
"798";267;2013;1;5412563000;0,11;0,11;0,17;0,26;3,98;0;0;0;0;0,43;0;0;0
"799";267;2014;1;7056651000;0,09;0,1;0,16;0,27;2,88;0;0;0;0;0,16;0;0;0,05
"800";268;2015;1;2,2583e+10;1,59;0,09;0,04;0,12;4,59;0,12;0,11;0,14;0,12;0,13;0,1;0,05;0,05
"801";268;2014;1;1,9167e+10;1,28;0,06;0,02;0,07;4,06;0,02;0,03;0,11;0,12;0,13;0,1;0,05;0,05
"802";268;2013;1;1,782e+10;1,13;0,13;0,05;0,13;3,46;0,89;0,62;0,92;0,8;0,06;0,1;0,05;0,05
"803";269;2015;6;1,5303e+10;1,16;0,08;0,08;0,33;NA;0;0,06;0;0;0,1;0;0;0
"804";269;2014;6;1,5376e+10;0,82;0,09;0,08;0,22;NA;0;0;0;0;0,1;0;0;0
"805";269;2013;6;1,553e+10;0,56;0,08;0,07;0,2;NA;0;0;0;0;0;0;0;0
"806";270;2015;4;7,519e+10;0,26;0,59;0;0,03;-0,72;0;0;0;0;0,05;0;0;0
"807";270;2014;4;8,836e+10;0,1;0;-0,01;-0,08;-0,82;0;0;0;0;0,05;0;0;0
"808";270;2013;4;8,1392e+13;0,07;0,92;0,03;0,28;-0,78;0;0;0;0;0,89;0;0;0
"809";271;2015;6;2,4454e+10;0,24;0,08;-0,03;-0,04;1,63;0;0,03;0;0;0,02;0,1;0,05;0,05
"810";271;2014;6;2,6572e+10;0,15;0,12;0,07;0,12;1,26;0,1;0,06;0;0;0,07;0,1;0,05;0,05
"811";271;2013;6;2,6381e+10;0,14;0,1;0,07;0,11;1,03;0,35;0,36;0;0,51;0;0,1;0,05;0,05
"812";272;2013;3;3,4812e+10;0,79;0,17;0,06;0,18;0,79;0;0;0;0;0,08;0,1;0;0
"813";272;2015;3;2,6725e+10;0,77;0,15;0,05;0,13;0,35;0;0,08;0;0;0,02;0,1;0;0
"814";272;2014;3;3,3562e+10;0,72;0,17;0,06;0,16;0,65;0;0;0;0;0,02;0,1;0;0
"815";273;2013;7;1,168e+09;1,05;-0,17;-0,09;-0,23;NA;0;0;0;0;0;0;0;0
"816";273;2014;7;1,425e+09;1,05;-0,26;-0,14;-0,44;6,84;0;0;0;0;0,17;0;0;0
"817";273;2015;7;1,807e+09;0,84;-0,2;-0,12;-0,4;7,77;0;0,03;0;0;0,17;0;0;0
"818";274;2013;6;3,2483e+10;0,79;0,18;0,01;0,09;1,13;0,29;0,46;0;0;0,52;0;0,05;0,05
"819";274;2015;6;3,426e+10;0,77;0,2;0,01;0,11;1,01;0,01;0,05;0;0,08;0,18;0,1;0,05;0,05
"820";274;2014;6;3,3241e+10;0,72;0,19;0,01;0,1;1,26;0,05;0,05;0;0,11;0,18;0,1;0,05;0,05
"821";275;2015;4;116749600000;0,59;0,02;0,02;0,05;NA;0;0,03;0;0;0,1;0;0;0,05
"822";275;2013;4;102947300000;0,57;0,03;0,03;0,06;-0,13;0,21;0,37;0,28;0;0,84;0;0;0,05
"823";275;2014;4;109946500000;0,56;0,03;0,05;0,09;NA;0,05;0,03;0;0;0,1;0;0;0,05
"824";276;2013;8;15203283000;0,57;0,11;0,08;0,1;1,11;0;0;0;0;0,73;0;0;0
"825";276;2014;8;15615927000;0,33;0,13;0,08;0,14;1;0;0;0;0;0,08;0;0;0
"826";276;2015;8;14250399000;0,32;0,12;0,08;0,14;0,89;0;0,05;0;0;0,08;0;0;0
"827";277;2015;7;7,174e+09;1,47;0,06;0,05;0,2;1,63;0,12;0,11;0,1;0,12;0,13;0,1;0,05;0,05
"828";277;2014;7;6885869000;1,13;0,07;0,06;0,19;1,1;0,12;0,11;0,11;0,09;0,13;0,1;0;0,05
"829";277;2013;7;5711373000;0,8;0,08;0,08;0,23;1;0,81;0,74;0,94;0,48;0,65;0;0;0,05
"830";278;2015;1;7,278e+09;1,33;0,09;0,05;0,15;1,92;0,08;0,04;0,1;0,08;0,15;0;0,05;0,05
"831";278;2014;1;6681100000;0,95;0,29;0,18;0,53;1,82;0,05;0,03;0,13;0,1;0,15;0;0,05;0,05
"832";278;2013;1;6069700000;0,94;0,2;0,09;0,24;1,65;0,2;0,13;0;0,28;0,59;0;0,05;0
"833";279;2014;4;11012622000;0,95;0,24;0,03;0,04;1,47;0;0;0;0;0,13;0;0;0
"834";279;2013;4;9924441000;0,87;0,26;0,03;0,04;1,27;0;0;0;0;0;0;0;0
"835";279;2015;4;11865870000;0,79;0,25;0,02;0,05;1,54;0;0,09;0;0;0,13;0;0;0
"836";280;2015;3;15446111000;27,17;0,03;0,02;0,55;0,92;0;0,11;0;0;0,05;0,1;0;0
"837";280;2014;3;15304560000;12,15;0,03;0,02;0,51;1,22;0;0,12;0;0;0,06;0,1;0;0
"838";280;2013;3;17707558000;3,85;0,02;0,02;0,12;1,09;0;0,52;0;0;1;0;0;0
"839";281;2014;1;21559700000;1,6;0,07;0,05;0,34;1,15;0,12;0,07;0;0;0,1;0,1;0,05;0
"840";281;2015;1;22110700000;1,45;0,07;0,05;0,44;1,08;0;0,07;0;0;0,1;0,1;0,05;0
"841";281;2013;1;22098700000;1,13;0,07;0,05;0,3;1,08;0,55;0,44;0;0;0,84;0;0;0
"842";282;2015;7;1,06483e+11;0,87;0,25;0,09;0,19;1,49;0,08;0,06;0,1;0,14;0,18;0,1;0,05;0,05
"843";282;2014;7;9,8305e+10;0,68;0,28;0,12;0,23;1,82;0;0,07;0;0;0,18;0,1;0,05;0
"844";282;2013;7;8,5238e+10;0,52;0,29;0,13;0,25;1,77;0,51;0,55;0;0;0,68;0,1;0,05;0
"845";283;2013;1;6067208000;0,71;0,1;0,11;0,33;2,41;0;0;0;0;0;0;0;0
"846";283;2015;1;6676684000;0,71;0,12;0,14;0,46;3,92;0;0,06;0;0;0,1;0;0;0
"847";283;2014;1;6540301000;0,69;0,11;0,12;0,38;3,17;0;0;0;0;0,1;0;0;0
"848";284;2015;3;4,3437e+10;0,28;0,28;-0,16;-0,26;1,29;0;0,03;0;0;0,03;0,1;0,05;0,05
"849";284;2014;3;5,6259e+10;0,2;0,03;0,01;0,02;1,13;0,02;0,03;0,01;0,07;0,02;0,1;0,05;0,05
"850";284;2013;3;6,9443e+10;0,16;0,24;0,09;0,14;1,1;0,1;0,15;0,74;0,48;0,17;0,1;0,05;0,05
"851";285;2015;3;2,229e+10;1,32;0,01;0,01;0,04;0,9;0;0;0;0;0,05;0;0;0
"852";285;2014;3;2,22e+10;1,08;0,02;0,04;0,11;1,29;0;0;0;0;0,05;0;0;0
"853";285;2013;3;2,036e+10;0,88;0,02;0,05;0,14;1,27;0;0;0;0;0,55;0;0;0
"854";286;2013;7;6019400000;0;0,25;0,09;0,34;NA;0;0;0;0;0;0;0;0
"855";286;2014;7;6274500000;0;0,25;0,1;0,36;NA;0;0;0;0;0,16;0;0;0
"856";286;2015;7;6016800000;0;0,26;0,11;0,4;NA;0;0,06;0;0;0,16;0;0;0
"857";287;2014;6;20618800000;0,83;0,07;0,07;0,19;1,02;0;0,08;0;0;0,07;0,1;0;0,05
"858";287;2015;6;21109800000;0,83;0,08;0,08;0,23;0,67;0;0,08;0;0;0,07;0,1;0;0,05
"859";287;2013;6;20725500000;0,02;0,07;0,06;0,19;0,88;0;0;0;0;0;0;0;0
"860";288;2015;11;6,3339e+10;0,97;0,05;0,01;0,05;0,67;0,14;0,11;0,06;0,1;0,12;0,1;0,05;0,05
"861";288;2014;11;6,0127e+10;0,96;0,08;0,03;0,09;0,66;0,08;0,11;0,03;0,1;0,12;0,1;0,05;0,05
"862";288;2013;11;5,5605e+10;0,89;0,05;0,02;0,06;0,59;0,68;0,44;0,04;0,26;0,26;0,1;0,05;0,05
"863";289;2015;1;17420575000;0,7;0,28;0,15;0,3;NA;0;0,08;0;0;0,13;0;0;0
"864";289;2014;1;14940563000;0,45;0,29;0,18;0,3;NA;0;0;0;0;0,13;0;0;0
"865";289;2013;1;10444460000;0,25;0,28;0,2;0,33;NA;0;0;0;0;0,91;0;0;0
"866";290;2014;11;3,5333e+10;0,68;0,14;0,04;0,13;0,81;0;0;0;0;0,12;0,1;0;0,05
"867";290;2013;11;3,2522e+10;0,68;0,12;0,04;0,11;0,72;0;0,36;0;0;0,73;0,1;0;0,05
"868";290;2015;11;3,7535e+10;0,68;0,16;0,05;0,13;0,76;0;0,04;0;0;0,12;0,1;0;0,05
"869";291;2015;2;6,9667e+10;2,42;0,09;0,08;0,37;2,42;0,03;0,03;0,08;0,07;0,08;0,1;0,05;0,05
"870";291;2014;2;7,0509e+10;1,92;0,1;0,08;0,3;2,3;0,02;0,04;0,08;0,08;0,07;0,1;0,05;0,05
"871";291;2013;2;7,7478e+10;1;0,1;0,09;0,29;1,9;0,29;0,32;0,36;0,13;0,12;0,1;0,05;0,05
"872";292;2015;5;1,6746e+11;0,45;0,14;0,04;0,1;1,28;0,09;0,06;0,09;0,04;0,14;0,1;0,05;0,05
"873";292;2014;5;1,69274e+11;0,44;0,18;0,05;0,12;1,16;0,04;0,06;0,03;0,04;0,14;0,1;0,05;0,05
"874";292;2013;5;1,72101e+11;0,4;0,43;0,12;0,28;1,13;0,4;0,34;0,28;0,25;0,1;0,1;0,05;0,05
"875";293;2015;4;218685900000;0,35;0,1;0,01;0,12;0,06;0,02;0,03;0,02;0,03;0,16;0,1;0,05;0,05
"876";293;2013;4;208191400000;0,27;0,09;0;0,09;0,07;0,08;0,18;0;0;0,82;0,1;0,05;0,05
"877";293;2014;4;2,19087e+11;0,25;0,11;0,01;0,11;0,07;0,02;0,03;0,01;0,04;0,16;0,1;0,05;0,05
"878";294;2013;2;1,42927e+11;0,32;0,13;0,08;0,16;1,73;0,11;0,24;0,09;0,45;0,04;0,1;0,05;0
"879";294;2015;2;1,29143e+11;0,29;0,12;0,07;0,14;1,77;0,04;0,05;0,05;0;0,12;0,1;0,05;0
"880";294;2014;2;1,36263e+11;0,29;0,12;0,07;0,14;1,95;0,04;0,07;0,04;0,11;0,12;0,1;0,05;0
"881";295;2015;4;29819300000;0,37;0,05;0,04;0,14;0,58;0;0,03;0;0;0,16;0;0;0
"882";295;2014;4;25787600000;0,31;0,06;0,04;0,17;0,56;0;0;0;0;0,16;0;0;0
"883";295;2013;4;24408200000;0,3;0,07;0,05;0,19;0,6;0,32;0;0;0;0,85;0;0;0
"884";296;2014;6;12568399000;0,57;0,07;0,07;0,17;1,41;0,08;0,06;0;0;0,12;0;0,05;0
"885";296;2013;6;12863936000;0,47;0,08;0,08;0,17;1,42;0,55;0,27;0;0;0,88;0;0,05;0
"886";296;2015;6;11754091000;0,28;0,08;0,09;0,2;1,11;0;0,06;0;0;0,11;0;0,05;0
"887";297;2015;4;14935695000;0,8;0,39;0,03;0,06;1,1;0,12;0,12;0,03;0,05;0,14;0,1;0,05;0,05
"888";297;2014;4;14935695000;0,68;0,35;0,02;0,05;1,23;0,13;0,14;0,04;0,07;0,14;0,1;0,05;0,05
"889";297;2013;4;14935695000;0,66;0,18;0,01;0,02;1,12;0,94;0,97;0;0;1;0,1;0,05;0,05
"890";298;2015;2;3,3956e+10;-2,15;0,09;0,21;-0,52;4,74;0,1;0,1;0,11;0,09;0;0,1;0,05;0,05
"891";298;2014;2;3,5187e+10;-2,23;0,09;0,21;-0,77;4,34;0,11;0,09;0,13;0,08;0;0,1;0;0,05
