Companies;YearFinancialIndicator;Industry;Asset;DebtRatio;NetMargin;ROA;ROE;TobinsQ;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;GreenReputation;SustainabilityPayLink;SustainableThemedCommitment;AuditScore
209;2014;3;83198000000,00;7,72;0,08;0,08;0,43;1,60;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
209;2015;3;84104000000,00;1,21;0,05;0,07;0,01;0,91;0,00;0,01;0,00;0,00;0,05;0,00;0,00;0,00
209;2013;3;75185000000,00;1,11;0,10;0,11;0,46;0,97;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00
210;2013;1;11303875000,00;2,59;0,08;0,02;0,09;1,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
210;2015;1;14381165000,00;1,21;0,02;0,00;0,01;1,36;0,00;0,08;0,00;0,00;0,10;0,00;0,00;0,00
210;2014;1;12843406000,00;1,18;0,06;0,01;0,06;1,45;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
211;2015;2;90093000000,00;3,54;0,04;0,05;0,20;2,31;0,01;0,03;0,10;0,12;0,07;0,10;0,05;0,05
211;2014;2;92023000000,00;2,69;0,04;0,05;0,17;2,20;0,09;0,11;0,09;0,10;0,07;0,10;0,05;0,05
211;2013;2;90055000000,00;2,15;0,04;0,05;0,16;2,19;0,79;0,42;0,11;0,00;0,04;0,10;0,05;0,05
212;2014;2;30222000000,00;1,11;0,17;0,08;0,27;;0,08;0,00;0,00;0,00;0,13;0,10;0,05;0,00
212;2013;2;25480000000,00;0,63;0,15;0,08;0,22;;0,53;0,17;0,00;0,00;0,78;0,00;0,05;0,00
212;2015;2;31907000000,00;0,45;0,19;0,11;0,28;;0,10;0,03;0,00;0,00;0,13;0,10;0,05;0,00
213;2014;1;15047000000,00;1,83;0,02;0,06;0,32;0,76;0,08;0,04;0,02;0,06;0,11;0,10;0,05;0,05
213;2013;1;15245000000,00;1,43;0,02;0,06;0,33;0,84;0,28;0,25;0,25;0,43;0,37;0,10;0,05;0,05
213;2015;1;14898000000,00;1,43;0,02;0,06;0,35;0,63;0,10;0,06;0,00;0,06;0,11;0,10;0,05;0,05
214;2015;6;8341000000,00;0,33;0,04;0,05;0,13;1,24;0,00;0,01;0,00;0,00;0,18;0,00;0,00;0,00
214;2013;6;7435400000,00;0,33;0,05;0,07;0,16;2,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
214;2014;6;8091000000,00;0,32;0,04;0,06;0,14;1,94;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00
215;2013;4;79939000000,00;0,55;0,15;0,05;0,11;0,24;0,00;0,00;0,00;0,00;0,38;0,10;0,00;0,00
215;2015;4;76029000000,00;0,52;0,20;0,06;0,12;0,14;0,00;0,03;0,00;0,00;0,12;0,10;0,00;0,00
215;2014;4;78367000000,00;0,49;0,19;0,07;0,14;0,16;0,00;0,00;0,00;0,00;0,12;0,10;0,00;0,00
216;2013;1;6636000000,00;-6,07;0,09;0,14;-0,98;3,33;0,15;0,16;0,00;0,00;0,20;0,10;0,00;0,05
216;2015;1;7969000000,00;-8,76;0,07;0,11;-2,54;4,00;0,00;0,06;0,00;0,00;0,11;0,10;0,00;0,05
216;2014;1;7149000000,00;-11,46;0,10;0,16;-1,77;3,47;0,00;0,04;0,00;0,00;0,10;0,10;0,00;0,05
217;2015;5;14221700000,00;1,21;0,05;0,03;0,09;1,24;0,00;0,04;0,00;0,00;0,14;0,00;0,00;0,00
217;2013;5;6965900000,00;1,16;0,10;0,09;0,22;1,44;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00
217;2014;5;7301800000,00;0,95;0,09;0,07;0,19;1,51;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00
218;2014;6;13836000000,00;0,75;0,05;0,05;0,11;0,82;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,05
218;2015;6;12085000000,00;0,72;-0,03;-0,02;-0,05;0,92;0,00;0,04;0,00;0,00;0,08;0,00;0,00;0,05
218;2013;6;13988000000,00;0,61;0,06;0,05;0,13;0,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
219;2013;7;2271498000,00;0,93;0,32;0,20;0,41;;0,39;0,33;0,00;0,00;1,00;0,00;0,00;0,00
219;2015;7;1896965000,00;0,89;0,35;0,28;0,33;;0,00;0,05;0,00;0,00;0,13;0,00;0,00;0,00
219;2014;7;1728548000,00;0,82;0,35;0,27;0,37;;0,00;0,04;0,00;0,00;0,13;0,00;0,00;0,00
220;2015;5;35568900000,00;0,55;0,12;0,07;0,16;2,72;0,03;0,03;0,04;0,02;0,14;0,10;0,05;0,05
220;2014;5;37178200000,00;0,35;0,12;0,07;0,14;2,20;0,12;0,03;0,00;0,00;0,14;0,10;0,05;0,05
220;2013;5;35248700000,00;0,24;0,20;0,14;0,29;1,62;0,27;0,18;0,30;0,35;0,19;0,00;0,05;0,05
221;2015;6;49128000000,00;4,62;0,08;0,09;1,11;1,62;0,08;0,09;0,08;0,11;0,08;0,10;0,05;0,05
221;2014;6;37073000000,00;1,81;0,08;0,10;0,85;1,78;0,08;0,09;0,06;0,13;0,05;0,10;0,05;0,05
221;2013;6;36188000000,00;1,25;0,07;0,08;1,20;1,43;0,49;0,56;0,63;0,87;0,00;0,10;0,05;0,05
222;2015;4;251937000000,00;0,41;0,09;0,00;0,08;0,08;0,03;0,08;0,04;0,01;0,16;0,10;0,00;0,00
222;2013;4;236945000000,00;0,40;0,10;0,01;0,09;0,08;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00
222;2014;4;253377000000,00;0,33;0,11;0,01;0,10;0,08;0,03;0,07;0,00;0,00;0,16;0,10;0,00;0,00
223;2013;3;9673000000,00;36,60;-1,90;-0,07;-1,47;1,60;0,00;0,00;0,00;0,00;0,76;0,00;0,00;0,00
223;2015;3;18810000000,00;-18,40;-3,60;-0,06;2,17;1,28;0,00;0,01;0,00;0,00;0,01;0,00;0,00;0,00
223;2014;3;12570000000,00;-59,73;-2,04;-0,05;3,55;1,94;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00
224;2015;1;33655000000,00;1,38;0,05;0,09;0,33;2,35;0,00;0,01;0,00;0,02;0,10;0,00;0,00;0,00
224;2014;1;34032000000,00;1,01;0,05;0,08;0,23;1,92;0,00;0,01;0,00;0,00;0,10;0,00;0,00;0,00
224;2013;1;34077000000,00;0,80;0,04;0,07;0,17;1,78;0,12;0,13;0,00;0,00;0,33;0,00;0,00;0,00
225;2015;7;9750421000,00;0,27;0,02;0,01;0,02;;0,00;0,08;0,00;0,00;0,13;0,00;0,00;0,00
225;2014;7;8110689000,00;0,25;0,14;0,09;0,16;;0,00;0,00;0,00;0,09;0,13;0,00;0,00;0,00
225;2013;7;7555798000,00;0,17;0,15;0,09;0,15;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
226;2015;1;7285000000,00;0,77;-0,03;-0,01;-0,05;0,32;0,00;0,06;0,00;0,00;0,16;0,00;0,00;0,05
226;2014;1;7366000000,00;0,74;-0,02;0,00;-0,02;0,31;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,05
226;2013;1;7089000000,00;0,25;-0,01;0,00;-0,01;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,05
227;2015;6;21312000000,00;0,54;0,02;0,00;0,01;1,59;0,06;0,07;0,10;0,00;0,10;0,00;0,05;0,05
227;2014;6;20200000000,00;0,54;0,04;0,01;0,03;1,67;0,03;0,04;0,11;0,00;0,10;0,00;0,05;0,05
227;2013;6;19345000000,00;0,51;0,04;0,01;0,03;0,86;0,10;0,19;0,91;0,75;0,46;0,00;0,05;0,05
228;2014;1;22350000000,00;1,37;0,19;0,13;0,38;2,41;0,09;0,10;0,08;0,07;0,07;0,10;0,05;0,05
228;2015;1;20860000000,00;1,37;0,17;0,09;0,28;2,06;0,10;0,11;0,08;0,09;0,08;0,10;0,05;0,05
228;2013;1;22720000000,00;1,22;0,17;0,10;0,31;3,15;0,36;0,61;0,69;0,49;0,72;0,10;0,05;0,05
229;2014;8;24283000000,00;0,36;0,06;0,06;0,16;1,62;0,04;0,06;0,09;0,02;0,06;0,10;0,05;0,00
229;2015;8;22757000000,00;0,35;0,11;0,10;0,31;1,78;0,05;0,05;0,09;0,02;0,06;0,10;0,05;0,00
229;2013;8;27298000000,00;0,30;0,04;0,04;0,11;1,49;0,17;0,20;0,34;0,34;0,60;0,10;0,05;0,00
230;2015;1;22086000000,00;1,17;0,14;0,19;0,61;0,98;0,00;0,02;0,00;0,00;0,12;0,10;0,00;0,00
230;2014;1;22425000000,00;0,81;0,09;0,16;0,41;1,11;0,00;0,00;0,00;0,00;0,12;0,10;0,00;0,00
230;2013;1;22446000000,00;0,46;0,09;0,15;0,32;0,97;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00
231;2015;7;16269000000,00;1,79;0,05;0,06;0,27;6,60;0,00;0,11;0,00;0,00;0,10;0,00;0,05;0,00
231;2014;7;15329000000,00;1,33;0,06;0,07;0,26;6,26;0,12;0,13;0,00;0,00;0,10;0,00;0,05;0,00
231;2013;7;14242000000,00;1,24;0,05;0,07;0,24;9,05;0,69;0,54;0,00;0,00;0,65;0,00;0,05;0,00
232;2013;4;9075250000,00;1,36;0,37;0,24;0,43;1,45;0,13;0,05;0,00;0,00;1,00;0,00;0,00;0,00
232;2015;4;11258576000,00;0,55;0,39;0,25;0,61;1,62;0,01;0,04;0,00;0,04;0,13;0,00;0,00;0,05
232;2014;4;13121778000,00;0,22;0,38;0,24;0,55;1,52;0,02;0,01;0,00;0,02;0,13;0,00;0,00;0,05
233;2013;1;6794000000,00;1,36;0,41;0,05;0,13;2,74;0,16;0,20;0,15;0,00;0,31;0,00;0,05;0,05
233;2015;1;6082000000,00;1,12;0,38;0,04;0,09;3,76;0,03;0,04;0,02;0,00;0,12;0,10;0,00;0,05
233;2014;1;6865000000,00;1,12;1,36;0,16;0,39;3,95;0,04;0,04;0,02;0,00;0,12;0,10;0,00;0,05
234;2013;6;6933000000,00;6,39;0,05;0,10;0,63;1,25;0,63;0,37;0,80;0,35;0,85;0,10;0,00;0,05
234;2014;6;7167000000,00;3,16;0,05;0,11;1,17;1,28;0,10;0,12;0,12;0,02;0,12;0,10;0,00;0,05
234;2015;6;5680000000,00;-25,24;0,06;0,14;0,90;1,91;0,00;0,06;0,00;0,00;0,12;0,10;0,00;0,05
235;2013;1;6439626000,00;6,39;0,03;0,04;0,65;2,39;0,36;0,26;0,00;0,00;0,29;0,00;0,05;0,00
235;2014;1;6722046000,00;3,16;0,10;0,12;0,16;1,56;0,00;0,01;0,00;0,00;0,10;0,10;0,05;0,00
235;2015;1;6552689000,00;0,68;0,05;0,06;0,13;1,48;0,00;0,03;0,00;0,00;0,10;0,10;0,05;0,00
236;2014;1;34281400000,00;0,71;0,08;0,08;0,17;3,03;0,02;0,11;0,00;0,00;0,10;0,10;0,05;0,05
236;2015;1;37938700000,00;0,68;0,06;0,06;0,14;3,28;0,13;0,13;0,00;0,00;0,10;0,10;0,05;0,05
236;2013;1;36626300000,00;0,49;0,14;0,14;0,30;2,96;0,39;0,22;0,40;0,00;0,01;0,10;0,05;0,05
237;2014;7;4628917000,00;3,40;0,18;0,13;0,48;1,94;0,06;0,04;0,00;0,00;0,13;0,10;0,00;0,00
237;2013;7;4003108000,00;1,17;0,17;0,13;0,32;2,06;0,26;0,23;0,00;0,00;1,00;0,10;0,00;0,00
237;2015;7;5446553000,00;0,89;0,20;0,16;0,38;1,94;0,00;0,03;0,00;0,00;0,13;0,10;0,00;0,00
238;2014;5;55110000000,00;1,13;0,17;0,07;0,17;0,96;0,00;0,12;0,00;0,00;0,14;0,00;0,00;0,00
238;2013;5;36479000000,00;0,59;0,18;0,09;0,17;1,05;0,00;0,00;0,00;0,00;0,52;0,00;0,00;0,00
238;2015;5;55087000000,00;0,50;0,10;0,04;0,08;0,89;0,10;0,15;0,00;0,00;0,14;0,00;0,00;0,00
239;2014;4;4669000000,00;0,99;0,01;0,03;0,19;4,42;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
239;2015;4;5123400000,00;0,87;0,01;0,04;0,23;4,12;0,00;0,02;0,00;0,00;0,10;0,00;0,00;0,00
239;2013;4;4395100000,00;0,56;0,01;0,03;0,15;3,88;0,00;0,00;0,00;0,00;0,78;0,00;0,00;0,00
240;2013;2;72557000000,00;6,24;0,27;0,20;0,12;1,05;0,81;0,47;0,57;0,00;0,17;0,00;0,05;0,05
240;2015;2;62843000000,00;0,52;0,27;0,19;0,27;1,39;0,09;0,10;0,11;0,00;0,10;0,10;0,05;0,05
240;2014;2;66815000000,00;0,50;0,30;0,21;0,07;1,15;0,08;0,09;0,09;0,00;0,10;0,10;0,05;0,05
241;2013;4;885296000000,00;0,35;0,05;0,00;0,05;0,07;0,59;0,92;0,96;0,82;0,15;0,00;0,05;0,05
241;2015;4;877933000000,00;0,31;0,07;0,01;0,07;0,07;0,09;0,12;0,10;0,10;0,16;0,10;0,05;0,05
241;2014;4;902337000000,00;0,27;0,08;0,01;0,09;0,08;0,09;0,12;0,09;0,09;0,16;0,10;0,05;0,05
242;2014;3;2069000000,00;0,23;0,02;0,04;0,07;;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
242;2015;3;2069000000,00;0,22;0,01;0,02;0,03;;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
242;2013;3;1759000000,00;0,02;0,04;0,08;0,12;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
243;2013;1;26110185000,00;3,18;-0,02;-0,01;-0,04;0,94;0,61;0,44;0,44;0,43;0,80;0,00;0,05;0,00
243;2014;1;26702511000,00;3,16;-0,01;-0,01;-0,03;0,89;0,06;0,08;0,06;0,06;0,07;0,10;0,05;0,05
243;2015;1;25215178000,00;2,42;-0,05;-0,02;-0,08;0,99;0,08;0,09;0,04;0,06;0,04;0,10;0,05;0,05
244;2013;1;8494177000,00;0,48;0,05;0,04;0,08;1,32;0,09;0,05;0,07;0,09;1,00;0,00;0,00;0,05
244;2014;1;8285544000,00;0,32;0,07;0,06;0,12;1,41;0,00;0,02;0,01;0,01;0,14;0,00;0,00;0,05
244;2015;1;9942364000,00;0,25;0,08;0,06;0,13;1,53;0,00;0,02;0,01;0,02;0,14;0,00;0,05;0,05
245;2015;2;3998100000,00;5,23;0,16;0,17;0,28;;0,10;0,13;0,00;0,00;0,10;0,10;0,05;0,05
245;2013;2;3474100000,00;3,46;0,15;0,19;0,61;;0,69;0,39;0,59;0,00;0,68;0,00;0,05;0,05
245;2014;2;3776500000,00;2,62;0,16;0,19;0,29;;0,09;0,13;0,12;0,11;0,10;0,10;0,05;0,05
246;2015;2;4507800000,00;0,63;0,09;0,09;0,24;2,65;0,15;0,10;0,11;0,07;0,10;0,10;0,05;0,00
246;2014;2;4414300000,00;0,57;0,10;0,10;0,23;2,33;0,12;0,11;0,13;0,06;0,10;0,10;0,05;0,00
246;2013;2;4449700000,00;0,53;0,09;0,09;0,22;2,19;0,86;0,77;0,79;0,41;1,00;0,10;0,05;0,00
247;2013;4;23960000000,00;0,34;0,07;0,02;0,05;0,28;0,00;0,10;0,00;0,00;1,00;0,00;0,00;0,05
247;2014;4;25200000000,00;0,30;0,06;0,01;0,04;0,28;0,00;0,02;0,00;0,00;0,16;0,00;0,05;0,05
247;2015;4;24940000000,00;0,29;0,11;0,02;0,08;0,36;0,00;0,03;0,00;0,00;0,16;0,00;0,05;0,05
248;2015;4;18216000000,00;0,68;0,12;0,09;0,24;1,76;0,01;0,02;0,00;0,00;0,14;0,10;0,05;0,05
248;2014;4;17840000000,00;0,48;0,11;0,08;0,19;1,82;0,00;0,02;0,00;0,00;0,14;0,10;0,05;0,05
248;2013;4;16980000000,00;0,33;0,11;0,08;0,19;1,57;0,08;0,17;0,00;0,00;1,00;0,00;0,05;0,05
249;2015;6;32718000000,00;0,75;0,16;0,15;0,38;2,94;0,06;0,04;0,05;0,03;0,11;0,10;0,05;0,05
249;2014;6;31269000000,00;0,52;0,16;0,15;0,31;3,56;0,03;0,03;0,03;0,02;0,11;0,10;0,05;0,05
249;2013;6;33550000000,00;0,25;0,15;0,14;0,26;2,75;0,15;0,16;0,10;0,95;0,11;0,00;0,05;0,05
250;2013;2;1420509000,00;0,00;0,15;0,25;0,39;;0,00;0,00;0,00;0,00;0,51;0,00;0,00;0,00
250;2014;2;1938875000,00;0,00;0,20;0,27;0,37;;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00
250;2015;2;5675189000,00;0,00;0,20;0,11;0,14;;0,00;0,01;0,00;0,00;0,07;0,00;0,00;0,00
251;2014;2;34475000000,00;4,55;0,21;0,15;1,42;3,25;0,08;0,12;0,05;0,12;0,01;0,00;0,05;0,05
251;2015;2;32535000000,00;4,50;0,21;0,16;1,78;4,10;0,12;0,13;0,03;0,10;0,01;0,00;0,05;0,05
251;2013;2;34859000000,00;3,40;0,19;0,13;1,24;2,61;0,63;0,72;0,73;0,61;0,00;0,00;0,05;0,05
252;2015;8;21446000000,00;2,23;0,13;0,08;0,27;2,24;0,12;0,09;0,13;0,13;0,07;0,10;0,05;0,05
252;2014;8;23374000000,00;1,02;0,17;0,11;0,24;2,62;0,09;0,06;0,09;0,11;0,07;0,10;0,05;0,05
252;2013;8;24077000000,00;0,24;0,17;0,11;0,19;2,36;0,61;0,59;0,39;0,80;0,04;0,10;0,05;0,00
253;2015;8;17412400000,00;0,40;0,11;0,06;0,10;0,66;0,03;0,05;0,02;0,00;0,10;0,10;0,05;0,05
253;2014;8;18283000000,00;0,35;0,11;0,06;0,09;0,93;0,02;0,05;0,02;0,01;0,10;0,10;0,05;0,05
253;2013;8;19554000000,00;0,27;0,12;0,06;0,09;0,81;0,85;0,50;0,33;0,18;0,89;0,10;0,05;0,05
254;2014;3;30460000000,00;1,24;0,22;0,11;0,38;0,94;0,05;0,07;0,00;0,08;0,01;0,10;0,00;0,00
254;2015;3;43115000000,00;0,90;0,11;0,07;0,14;0,84;0,05;0,08;0,00;0,09;0,01;0,10;0,00;0,00
254;2013;3;28385000000,00;0,67;0,13;0,09;0,36;0,98;0,33;0,24;0,00;0,15;0,40;0,10;0,00;0,00
255;2014;5;98335000000,00;0,90;0,04;0,09;0,23;1,69;0,02;0,04;0,06;0,10;0,14;0,10;0,05;0,05
255;2013;5;105645000000,00;0,61;0,03;0,08;0,24;1,41;0,24;0,28;0,20;0,20;0,15;0,00;0,05;0,05
255;2015;5;101779000000,00;0,29;0,04;0,13;0,32;1,58;0,04;0,04;0,05;0,09;0,14;0,10;0,05;0,05
256;2015;3;32311000000,00;0,59;0,11;0,04;0,10;0,46;0,03;0,05;0,00;0,00;0,01;0,10;0,05;0,00
256;2013;3;35620000000,00;0,50;0,10;0,04;0,09;0,91;0,24;0,43;0,00;0,00;0,50;0,10;0,05;0,00
256;2014;3;36011000000,00;0,44;0,28;0,12;0,25;0,67;0,03;0,06;0,00;0,00;0,01;0,10;0,05;0,00
257;2015;4;787465000000,00;0,39;0,16;-0,06;-0,11;0,41;0,00;0,07;0,00;0,00;0,10;0,10;0,05;0,05
257;2013;4;832702000000,00;0,33;0,12;0,05;0,09;0,28;0,17;0,35;0,00;0,84;0,05;0,00;0,05;0,05
257;2014;4;801510000000,00;0,25;0,27;0,08;0,15;0,42;0,04;0,04;0,00;0,12;0,10;0,10;0,05;0,05
258;2015;7;180098000000,00;2,80;0,13;0,00;0,00;2,19;0,02;0,14;0,08;0,10;0,15;0,10;0,05;0,05
258;2013;7;153543000000,00;2,35;0,09;0,00;0,05;1,68;0,35;0,42;0,57;0,82;0,02;0,10;0,05;0,05
258;2014;7;174848000000,00;2,27;0,16;0,01;0,08;1,89;0,05;0,03;0,06;0,08;0,18;0,10;0,05;0,05
259;2014;7;10423000000,00;0,53;0,13;0,06;0,14;1,30;0,01;0,02;0,00;0,01;0,14;0,10;0,05;0,05
259;2013;7;11851000000,00;0,20;0,22;0,12;0,23;1,34;0,59;0,54;0,66;0,67;0,45;0,00;0,00;0,05
259;2015;7;8387000000,00;0,16;0,21;0,13;0,22;1,66;0,04;0,02;0,01;0,03;0,14;0,10;0,05;0,05
260;2014;4;96685535000,00;0,81;0,22;0,01;0,09;0,16;0,00;0,01;0,00;0,00;0,08;0,10;0,05;0,00
260;2015;4;122787884000,00;0,71;0,21;0,01;0,08;0,16;0,00;0,03;0,00;0,00;0,10;0,10;0,05;0,00
260;2013;4;85162391000,00;0,49;0,23;0,01;0,11;0,16;0,15;0,12;0,00;0,00;0,74;0,10;0,05;0,00
261;2015;7;24388000000,00;0,51;0,14;0,09;0,17;0,73;0,00;0,03;0,00;0,00;0,13;0,00;0,00;0,05
261;2013;7;19794000000,00;0,46;0,16;0,11;0,22;1,10;0,17;0,13;0,00;0,00;0,70;0,00;0,00;0,05
261;2014;7;22542000000,00;0,39;0,22;0,17;0,35;1,69;0,00;0,02;0,00;0,00;0,13;0,00;0,00;0,05
262;2015;7;4261000000,00;0,44;0,09;0,05;0,09;2,49;0,06;0,07;0,05;0,07;0,13;0,00;0,00;0,05
262;2014;7;4406000000,00;0,41;0,14;0,09;0,14;2,01;0,06;0,06;0,06;0,06;0,13;0,00;0,00;0,05
262;2013;7;3936000000,00;0,20;0,19;0,12;0,18;1,71;0,39;0,42;0,45;0,53;1,00;0,00;0,00;0,00
263;2013;5;15236341000,00;2,58;0,09;0,05;0,21;1,45;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00
263;2014;5;15886600000,00;1,76;0,12;0,06;0,28;1,63;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00
263;2015;5;22267700000,00;0,64;0,09;0,04;0,09;1,37;0,00;0,06;0,00;0,00;0,14;0,00;0,00;0,00
264;2015;3;24196000000,00;0,77;-0,78;-0,10;-0,22;0,89;0,00;0,07;0,00;0,00;0,01;0,00;0,05;0,00
264;2014;3;22553000000,00;0,59;0,24;0,06;0,12;1,01;0,05;0,06;0,06;0,00;0,01;0,00;0,05;0,00
264;2013;3;19642000000,00;0,50;0,20;0,05;0,11;1,47;0,65;0,30;0,50;0,00;0,49;0,00;0,05;0,00
265;2014;11;74929000000,00;0,63;0,07;0,02;0,05;0,99;0,01;0,05;0,03;0,00;0,14;0,10;0,05;0,00
265;2013;11;69306000000,00;0,61;0,13;-0,09;-0,21;0,93;0,10;0,18;0,14;0,00;0,85;0,10;0,00;0,00
265;2015;11;82479000000,00;0,54;0,03;0,01;0,02;0,94;0,04;0,06;0,02;0,00;0,12;0,10;0,05;0,00
266;2015;8;25182000000,00;1,07;0,02;0,01;0,06;0,47;0,04;0,06;0,02;0,02;0,02;0,10;0,05;0,05
266;2014;8;24916000000,00;0,48;0,05;0,04;0,16;0,51;0,04;0,05;0,01;0,01;0,02;0,10;0,05;0,05
266;2013;8;24764000000,00;0,37;0,03;0,02;0,10;0,62;0,12;0,13;0,05;0,03;0,07;0,10;0,05;0,05
267;2015;1;10202871000,00;0,15;0,12;0,17;0,28;4,84;0,00;0,10;0,00;0,00;0,10;0,00;0,00;0,05
267;2013;1;5412563000,00;0,11;0,11;0,17;0,26;3,98;0,00;0,00;0,00;0,00;0,43;0,00;0,00;0,00
267;2014;1;7056651000,00;0,09;0,10;0,16;0,27;2,88;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,05
268;2015;1;22583000000,00;1,59;0,09;0,04;0,12;4,59;0,12;0,11;0,14;0,12;0,13;0,10;0,05;0,05
268;2014;1;19167000000,00;1,28;0,06;0,02;0,07;4,06;0,02;0,03;0,11;0,12;0,13;0,10;0,05;0,05
268;2013;1;17820000000,00;1,13;0,13;0,05;0,13;3,46;0,89;0,62;0,92;0,80;0,06;0,10;0,05;0,05
269;2015;6;15303000000,00;1,16;0,08;0,08;0,33;;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00
269;2014;6;15376000000,00;0,82;0,09;0,08;0,22;;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
269;2013;6;15530000000,00;0,56;0,08;0,07;0,20;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
270;2015;4;75190000000,00;0,26;0,59;0,00;0,03;-0,72;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
270;2014;4;88360000000,00;0,10;0,00;-0,01;-0,08;-0,82;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
270;2013;4;81392000000000,00;0,07;0,92;0,03;0,28;-0,78;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00
271;2015;6;24454000000,00;0,24;0,08;-0,03;-0,04;1,63;0,00;0,03;0,00;0,00;0,02;0,10;0,05;0,05
271;2014;6;26572000000,00;0,15;0,12;0,07;0,12;1,26;0,10;0,06;0,00;0,00;0,07;0,10;0,05;0,05
271;2013;6;26381000000,00;0,14;0,10;0,07;0,11;1,03;0,35;0,36;0,00;0,51;0,00;0,10;0,05;0,05
272;2013;3;34812000000,00;0,79;0,17;0,06;0,18;0,79;0,00;0,00;0,00;0,00;0,08;0,10;0,00;0,00
272;2015;3;26725000000,00;0,77;0,15;0,05;0,13;0,35;0,00;0,08;0,00;0,00;0,02;0,10;0,00;0,00
272;2014;3;33562000000,00;0,72;0,17;0,06;0,16;0,65;0,00;0,00;0,00;0,00;0,02;0,10;0,00;0,00
273;2013;7;1168000000,00;1,05;-0,17;-0,09;-0,23;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
273;2014;7;1425000000,00;1,05;-0,26;-0,14;-0,44;6,84;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00
273;2015;7;1807000000,00;0,84;-0,20;-0,12;-0,40;7,77;0,00;0,03;0,00;0,00;0,17;0,00;0,00;0,00
274;2013;6;32483000000,00;0,79;0,18;0,01;0,09;1,13;0,29;0,46;0,00;0,00;0,52;0,00;0,05;0,05
274;2015;6;34260000000,00;0,77;0,20;0,01;0,11;1,01;0,01;0,05;0,00;0,08;0,18;0,10;0,05;0,05
274;2014;6;33241000000,00;0,72;0,19;0,01;0,10;1,26;0,05;0,05;0,00;0,11;0,18;0,10;0,05;0,05
275;2015;4;116749600000,00;0,59;0,02;0,02;0,05;;0,00;0,03;0,00;0,00;0,10;0,00;0,00;0,05
275;2013;4;102947300000,00;0,57;0,03;0,03;0,06;-0,13;0,21;0,37;0,28;0,00;0,84;0,00;0,00;0,05
275;2014;4;109946500000,00;0,56;0,03;0,05;0,09;;0,05;0,03;0,00;0,00;0,10;0,00;0,00;0,05
276;2013;8;15203283000,00;0,57;0,11;0,08;0,10;1,11;0,00;0,00;0,00;0,00;0,73;0,00;0,00;0,00
276;2014;8;15615927000,00;0,33;0,13;0,08;0,14;1,00;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00
276;2015;8;14250399000,00;0,32;0,12;0,08;0,14;0,89;0,00;0,05;0,00;0,00;0,08;0,00;0,00;0,00
277;2015;7;7174000000,00;1,47;0,06;0,05;0,20;1,63;0,12;0,11;0,10;0,12;0,13;0,10;0,05;0,05
277;2014;7;6885869000,00;1,13;0,07;0,06;0,19;1,10;0,12;0,11;0,11;0,09;0,13;0,10;0,00;0,05
277;2013;7;5711373000,00;0,80;0,08;0,08;0,23;1,00;0,81;0,74;0,94;0,48;0,65;0,00;0,00;0,05
278;2015;1;7278000000,00;1,33;0,09;0,05;0,15;1,92;0,08;0,04;0,10;0,08;0,15;0,00;0,05;0,05
278;2014;1;6681100000,00;0,95;0,29;0,18;0,53;1,82;0,05;0,03;0,13;0,10;0,15;0,00;0,05;0,05
278;2013;1;6069700000,00;0,94;0,20;0,09;0,24;1,65;0,20;0,13;0,00;0,28;0,59;0,00;0,05;0,00
