"","Year","Index","Roa","TobinsQ","FinancialLeverage","Growth","FirmSize","Industry","CarbonProductivity","WaterProductivity","WasteProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"513",2014,171,0.132,1.24126858906963,1.17,0.0683,24.4107943789894,1,0.04,0.14,0.05,1,1,1
"514",2012,172,0.049,-0.544727175441672,0.35,0.0537,24.494669532565,3,0.48,0.55,0.34,1,1,1
"515",2013,172,0.1172,-0.342490308946776,0.22,0.2267,24.4787285952035,3,0.1,0.12,0.04,1,1,1
"516",2014,172,0.057,-0.400477566597125,0.27,0.2158,24.3759480027485,3,0.06,0.08,0.04,1,1,1
"520",2012,174,0.0662,0.336472236621213,1.71,0.1118,22.9392874162814,1,0.56,0.91,0.68,0,1,0
"521",2013,174,0.079,0.60431596685333,1.14,0.1244,22.9645072996994,1,0.08,0.12,0.09,0,1,0
"522",2014,174,0.0892,0.53062825106217,1.29,0.1356,22.9775006689994,1,0.07,0.13,0.07,0,1,0
"523",2012,175,0.0717,0.198850858745165,0.49,0.0777,24.4574293159005,6,0.05,0,0,1,1,1
"524",2013,175,0.0899,0.431782416425538,0.39,0.1005,24.5395485700937,6,0.01,0,0,1,1,1
"525",2014,175,0.0933,0.518793793415168,0.34,0.1052,24.5399006595281,6,0.01,0,0,1,1,1
"526",2012,176,0.061,NA,0.53,0.0889,22.9049254620116,1,0.23,0,0,0,0,1
"527",2013,176,0.0721,NA,0.45,0.1038,22.8936900263381,1,0.03,0,0,1,0,1
"528",2014,176,0.0727,NA,1.69,0.1058,22.8818650794121,1,0.03,0,0,1,0,1
"529",2012,177,0.1135,0.350656871613169,0.09,0.0608,22.2414652689462,2,0.09,0.36,0.24,0,0,0
"530",2013,177,0.111,0.756121979721334,0.08,0.0601,22.3248731702653,2,0.01,0.03,0.03,1,1,0
"531",2014,177,0.1162,0.89199803930511,0.07,0.0647,22.4199817574876,2,0.02,0.05,0.02,1,1,0
"532",2012,178,0.077,0.173953307123438,0.19,0.0434,22.3973667002764,5,0,0,0,0,0,0
"533",2013,178,0.0788,0.46373401623214,0.16,0.0451,22.4504220718319,5,0,0,0,0,0,0
"534",2014,178,0.0792,0.570979546585738,0.19,0.0449,22.5378962605526,5,0.06,0,0,0,0,0
"535",2012,179,0.0047,0.231111720963387,0.79,0.0115,23.2877535494048,4,0.27,0,0,0,1,1
"536",2013,179,0.0246,0.378436435720245,0.66,0.0614,23.2738041601632,4,0.05,0,0,1,1,1
"537",2014,179,0.0585,0.536493370514568,0.54,0.1367,23.2252753946341,4,0.06,0.04,0.11,1,1,1
"538",2012,180,0.1442,1.27815220250019,1.48,0.0995,22.2824286732748,2,0.61,0.68,0.67,0,1,1
"539",2013,180,0.1623,1.43508452528932,1.12,0.1148,22.4017610454588,2,0.1,0.12,0.12,1,1,1
"540",2014,180,0.1542,1.46093790411566,1.06,0.1141,22.4512893073741,2,0.12,0.13,0.12,1,1,1
"541",2012,181,0.0649,-0.7339691750802,0.3,0.0312,23.7179475588642,5,0.66,0,0.61,0,1,0
"542",2013,181,0.0605,-0.356674943938732,0.28,0.0298,23.7550889306448,5,0.07,0.09,0.11,1,1,1
"543",2014,181,0.0519,-0.083381608939051,0.4,0.0236,23.8788184019478,5,0.1,0.12,0.1,1,1,1
"544",2012,182,0.1409,0.667829372575655,1.28,0.1589,25.5041776460337,7,0.25,0.19,0.42,1,1,1
"545",2013,182,0.1343,0.553885113226438,1.44,0.1652,25.5613160208441,7,0.02,0.04,0.06,1,1,1
"546",2014,182,0.0986,0.46373401623214,2.96,0.1296,25.4899764738782,7,0.03,0.06,0.03,1,1,1
"547",2012,183,0.015,-1.46967597005894,0.27,0.4047,24.3399734971494,4,0,0,0,0,0,0
"548",2013,183,0.005,-0.776528789498996,0.31,0.1415,24.8948491795093,4,0,0,0,0,0,0
"549",2014,183,0.0147,-0.916290731874155,0.18,0.2324,24.9468680891884,4,0.06,0,0,0,0,0
"550",2012,184,0.0312,-2.04022082852655,1.83,0.0509,23.978666436497,6,0,0,0,0,0,0
"551",2013,184,0.0357,-1.38629436111989,1.53,0.0535,24.1810010695688,6,0,0,0,0,0,0
"552",2014,184,-0.0108,-1.20397280432594,2.13,-0.0188,24.300654915027,6,0,0,0,0,0,0
"553",2012,185,0.0635,0.883767540168595,0.61,0.1317,21.6656472280784,5,0,0,0,0,0,0
"554",2013,185,0.0449,1.51072193949494,0.55,0.0882,21.8281914876711,5,0.04,0.11,0.06,0,1,0
"555",2014,185,0.1111,2.06432790386979,0.67,0.1898,21.929236643935,5,0.06,0.11,0.04,0,1,0
"556",2012,186,0.1416,0.139761942375159,0.26,0.2063,25.1582525012327,7,0.59,0.57,0.26,1,1,1
"557",2013,186,0.1089,0.29266961396282,0.23,0.1825,25.2489381668024,7,0.07,0.06,0.03,1,1,1
"558",2014,186,0.127,0.631271776841858,0.22,0.2095,25.2445760387227,7,0.08,0.07,0.07,1,1,1
"559",2012,187,0.1617,1.3787660946991,0.18,0.1908,22.2260090107096,7,0.6,0.3,0.33,0,0,0
"560",2013,187,0.1687,1.59330853050422,0.14,0.2057,22.4254652294618,7,0.11,0,0,0,0,0
"561",2014,187,0.1697,1.5830939370945,0.16,0.2013,22.3721167517373,7,0.1,0.03,0.1,0,0,0
"562",2012,188,0.0268,-0.3147107448397,1.54,0.0285,24.1937715958739,8,0.36,0,0,0,1,1
"563",2013,188,0.0438,-0.186329578191493,1.09,0.048,24.1741418768391,8,0.04,0.03,0,1,1,1
"564",2014,188,0.0184,-0.0202027073175195,1.69,0.0235,24.0796053129667,8,0.06,0.08,0.05,1,1,0
"565",2012,189,0.033,-0.843970070294529,0.94,0.0625,23.3255035684231,1,0,0,0,0,1,0
"566",2013,189,0.0196,-0.385662480811985,0.51,0.0364,23.280880670117,1,0,0,0,0,1,0
"567",2014,189,0.0372,-0.261364764134408,0.77,0.0633,23.2685774765904,1,0.05,0,0,0,1,0
"568",2012,190,0.1844,NA,0,0.3014,22.1242517468093,5,0,0,0,0,0,0
"569",2013,190,0.1676,NA,0,0.2962,22.0970573623425,5,0,0,0,0,0,0
"570",2014,190,0.1059,NA,0,0.1965,22.0993583355817,5,0.07,0,0,0,0,0
"571",2012,191,0.0355,-0.867500567704723,0.0144,0.0563,21.942944653594,7,0,0,0,0,0,0
"572",2013,191,0.1371,-0.174353387144778,0.0076,0.1956,22.0424049228789,7,0,0,0,0,0,0
"573",2014,191,0.0501,NA,0.01,0.0695,22.0129116230105,7,0.08,0,0,0,0,0
"574",2012,192,0.1539,0.336472236621213,0.43,0.1601,23.6838371454068,6,0.3,0.47,0.39,1,0,0
"575",2013,192,0.0855,0.56531380905006,0.29,0.1188,23.7172966638606,6,0.06,0.08,0.05,1,1,0
"576",2014,192,0.1565,0.774727167552368,0.88,0.2034,23.5955867655852,6,0.05,0.08,0.06,0,0,0
"577",2012,193,0.0368,-0.0512932943875506,0.61,0.1621,23.5850323378322,4,0.49,0.69,0.39,0,1,1
"578",2013,193,0.0512,0.0198026272961797,0.69,0.2025,23.681841266104,4,0.06,0.1,0.07,1,1,1
"579",2014,193,0.0497,0.122217632724249,0.19,0.192,23.7418597796437,4,0.12,0.11,0.06,1,1,1
"580",2012,194,0.1312,1.11841491596429,0.74,0.0614,21.6253119948895,6,0.49,0,0,1,0,1
"581",2013,194,0.1296,1.22082992139236,0.45,0.0613,21.7597913520417,6,0.1,0,0,1,0,1
"582",2014,194,0.1206,1.12492959698548,0.57,0.0608,21.9461929676866,6,0.09,0,0,1,0,1
"583",2012,195,0.0405,-0.356674943938732,0.46,0.0292,24.1647090471771,1,0.3,0.57,0.28,0,1,1
"584",2013,195,0.0378,-0.0408219945202552,0.37,0.0276,24.1518189486184,1,0.09,0.1,0.02,1,1,1
"585",2014,195,0.0378,0.0392207131532813,0.56,0.0284,24.1798033136417,1,0.07,0.12,0.05,1,1,1
"586",2012,196,0.0924,0.418710334858185,0.18,0.1614,25.5219200469346,5,0.69,0.74,0.46,1,1,1
"587",2013,196,0.1089,0.598836501088704,0.18,0.194,25.6112286615625,5,0.12,0.11,0.06,1,1,1
"588",2014,196,0.1238,0.746687947487975,0.22,0.2196,25.5993711447513,5,0.12,0.11,0.08,1,1,1
"589",2012,197,0.0188,-0.105360515657826,0.14,0.0427,23.008918380029,7,0.29,0.65,0.87,1,1,1
"590",2013,197,0.0436,-0.0408219945202552,0.14,0.0942,23.0579308234039,7,0.05,0.09,0.14,1,1,1
"591",2014,197,-0.0357,0.122217632724249,0.27,-0.0722,22.8518665223334,7,0.07,0.08,0.13,0,1,1
"592",2012,198,0.0086,-1.6094379124341,1.41,0.2049,28.4893186856573,4,0.23,0.22,0.11,0,1,1
"593",2013,198,0.007,-1.89711998488588,1.48,0.1718,28.5130056625498,4,0.04,0.04,0.02,1,1,1
"594",2014,198,0.0081,-2.30258509299405,1.45,0.2133,28.576142618103,4,0.04,0.05,0.01,1,1,1
"595",2012,199,0.0856,0.350656871613169,1.61,0.0628,22.8352955682194,1,0.48,0,0.71,1,0,0
"596",2013,199,0.0887,0.357674444271816,1.63,0.0605,22.8732823312959,1,0.1,0,0.12,1,0,0
"597",2014,199,0.0881,0.46373401623214,1.49,0.0585,22.9499413358401,1,0.1,0.1,0.11,1,0,0
"598",2012,200,0.071,0.593326845277734,2.51,0.0677,23.443508078814,2,0.24,0.63,0,1,1,1
"599",2013,200,0.1179,0.631271776841858,1.79,0.1222,23.4624270330737,2,0.06,0.09,0.09,1,1,1
"600",2014,200,0.0413,0.688134638736401,2.13,0.0433,23.4412663689018,2,0.06,0.09,0.09,1,1,1
"602",2013,201,0.0097,-1.83258146374831,0.76,0.2251,25.2551554007401,4,0.03,0,0.01,1,1,1
"603",2014,201,0.0094,-1.71479842809193,0.76,0.2232,25.2646545484981,4,0.03,0,0.02,1,1,1
"604",2012,202,0.0178,0.182321556793955,0.88,0.1872,22.9995898053781,4,0.32,0.04,0.08,1,0,0
"605",2013,202,0.0183,0.215111379616945,0.91,0.188,22.9916351909821,4,0.08,0.01,0,1,0,1
"606",2014,202,0.0367,0.343589704390077,0.97,0.368,23.0540231402396,4,0.09,0.02,0.01,1,0,1
"607",2012,203,0.1547,0.0582689081239758,0.23,0.2383,22.3463626405596,7,0.67,0,0,0,0,0
"608",2013,203,0.1046,0.371563556432483,0.21,0.1911,22.4171798151831,7,0.13,0,0,0,0,0
"609",2014,203,0.1077,0.85015092936961,0.2,0.1989,22.3301737516335,7,0.1,0,0,0,0,0
"610",2012,204,0.0892,0.598836501088704,1.02,0.0831,23.7126278634926,2,0.14,0.06,0.05,1,0,1
"611",2013,204,0.1104,0.815364813284194,1.11,0.1013,23.6634325450507,2,0.03,0.03,0.01,1,0,1
"612",2014,204,0.0886,1.13783300182139,7.72,0.0774,23.4657818749299,2,0.02,0.02,0.01,1,1,1
"613",2012,205,0.0064,0.0295588022415444,2.3,0.0316,24.9454904362562,3,0,0,0,0,0,0
"614",2013,205,0.0166,-0.0304592074847086,2.59,0.0848,25.0432175799207,3,0,0,0,0,0,0
"615",2014,205,0.013,0.470003629245736,1.18,0.0632,25.1444891460231,3,0.01,0,0,0,0,0
"616",2012,206,0.0545,0.254642218373581,1.82,0.0414,22.9530651602148,1,0,0,0,0,0,0
"617",2013,206,0.0477,0.357674444271816,1.99,0.0396,23.1480685626647,1,0,0,0,0,0,0
"618",2014,206,0.0456,0.371563556432483,2.21,0.0392,23.2758311352082,1,0.08,0,0,0,0,0
"619",2012,207,0.1086,0.703097511413113,0.45,0.1878,25.1796343449884,2,0.42,0.11,0,1,1,1
"620",2013,207,0.0974,0.783901543828409,0.58,0.1832,25.2236864317354,2,0.11,0.09,0.1,1,1,1
"621",2014,207,0.078,0.78845736036427,0.63,0.1543,25.2453043827507,2,0.03,0.1,0.12,1,1,1
"622",2012,208,0.0256,NA,1.72,0.0067,23.9284483346826,2,0.17,0,0,0,1,0
"623",2013,208,0.0622,NA,1.46,0.0155,24.1002046784618,2,0,0,0,1,1,0
"624",2014,208,0.0563,NA,1.79,0.0154,24.1428269026255,2,0.03,0,0,1,1,0
"625",2012,209,0.0844,-0.174353387144778,0.64,0.0621,23.4399453647467,1,0.25,0.25,0.43,1,1,1
"626",2013,209,0.0704,-0.174353387144778,0.74,0.0511,23.3889650975081,1,0.04,0.02,0.06,1,1,1
"627",2014,209,0.0629,-0.27443684570176,0.79,0.0467,23.3926445074004,1,0.06,0,0.06,1,1,1
"628",2012,210,0.06,0.506817602368452,0.5,0.1685,22.5789229970242,6,0,0,0,0,0,0
"629",2013,210,0.0508,0.72270598280149,0.55,0.1482,22.7294644168585,6,0,0,0,0,0,0
"630",2014,210,0.0647,0.662687973075237,0.49,0.1949,22.8140181697721,6,0.01,0,0,0,0,0
"631",2012,211,0.0073,-1.6094379124341,0.47,0.039,25.1055549371732,4,0,0,0,1,0,0
"632",2013,211,0.0074,-1.42711635564015,0.51,0.0395,25.1045296807693,4,0,0,0,1,0,0
"633",2014,211,0.0075,-1.83258146374831,0.54,0.0413,25.0846687573244,4,0.03,0,0,1,0,0
"634",2012,212,0.1354,0.989541193613748,25.41,0.082,22.5837737033356,1,0.16,0,0,1,0,1
"635",2013,212,0.1242,1.20297230399235,NA,0.072,22.6157752092746,1,0.04,0,0,1,0,1
"636",2014,212,0.1366,1.24415459395877,NA,0.0838,22.6902383237311,1,0.06,0,0,1,0,1
"637",2012,213,0.0902,0.378436435720245,0.8,0.1028,22.6394528845495,5,0,0,0,0,0,0
"638",2013,213,0.0834,0.364643113587909,1.16,0.0988,22.6642926533465,5,0,0,0,0,0,0
"639",2014,213,0.0717,0.412109650826833,0.95,0.085,22.7113867300485,5,0.04,0,0,0,0,0
"640",2012,214,0.0552,-0.462035459596559,0.67,0.0616,23.3498167144695,6,0,0,0,0,0,0
"641",2013,214,0.0559,-0.261364764134408,0.61,0.0616,23.3614656561475,6,0,0,0,0,0,1
"642",2014,214,0.0477,-0.198450938723838,0.75,0.0548,23.3505397280213,6,0.04,0,0,0,0,1
"643",2012,215,0.2287,NA,1.09,0.3143,21.3772323835499,7,0.33,0,0,0,0,0
"644",2013,215,0.2061,NA,0,0.3174,21.5437053626879,7,0.04,0,0,0,0,0
"645",2014,215,0.2451,NA,0,0.3313,21.2705475866829,7,0.05,0,0,0,0,0
"646",2012,216,0.1201,0.512823626428664,0.37,0.1809,24.2612904240703,5,0.18,0.3,0.35,0,1,1
"647",2013,216,0.1345,0.482426149244293,0.24,0.2027,24.285694486092,5,0.03,0,0,1,1,1
"648",2014,216,0.066,0.78845736036427,0.35,0.1219,24.3389884049424,5,0.03,0.04,0.02,1,1,1
"650",2013,217,0.0797,0.357674444271816,1.25,0.0657,24.3119934091099,6,0.09,0.06,0.13,1,1,1
"651",2014,217,0.0987,0.576613364303994,1.81,0.0793,24.3361547788087,6,0.09,0.08,0.11,1,1,1
"655",2012,219,-0.0881,0.22314355131421,4.25,-1.25,22.257764662716,3,0,0,0,0,0,0
"657",2014,219,-0.0493,0.662687973075237,NA,-2.0449,23.2545788595486,3,0.01,0,0,0,0,0
"658",2012,220,0.0547,0.254642218373581,0.43,0.0366,24.2481546909511,1,0.13,0,0,0,0,0
"659",2013,220,0.0587,0.576613364303994,0.65,0.0385,24.2116190296115,1,0.01,0,0,0,0,0
"660",2014,220,0.0694,0.65232518603969,0.85,0.0425,24.1835808230917,1,0.01,0,0.02,0,0,0
"661",2012,221,0.028,NA,0.19,0.0633,22.7197555686148,7,0,0,0,0,0,0
"662",2013,221,0.0149,NA,0.22,0.0316,22.704267305813,7,0,0,0.09,0,0,0
"663",2014,221,0.083,NA,0.2,0.1372,22.8018319955903,7,0.08,0,0,0,0,0
"664",2012,222,0.1364,NA,0.27,5.9576,NA,1,0,0,0,0,0,1
"665",2013,222,-0.001,NA,0.25,-0.0068,22.6818101238193,1,0,0,0,0,0,1
"667",2012,223,0.0231,-0.544727175441672,0.41,0.0248,23.6462123407747,6,0.19,0.91,0.75,0,1,1
"668",2013,223,0.0399,-0.150822889734584,0.3,0.0428,23.6856998250989,6,0.04,0.11,0,0,1,1
"669",2014,223,0.0577,0.512823626428664,0.36,0.0613,23.7289484413536,6,0.07,0.1,0,0,1,1
"670",2012,224,0.0686,0.73716406597672,1.43,0.1369,23.8215546988255,1,0.61,0.69,0.49,1,1,1
"671",2013,224,0.1027,1.14740245283754,1.22,0.1675,23.8465114307994,1,0.1,0.08,0.07,1,1,1
"672",2014,224,0.126,0.879626747502564,1.37,0.1948,23.830092158006,1,0.11,0.08,0.09,1,1,1
"673",2012,225,0.1209,0.207014169384326,0.39,0.0627,23.9104445750714,8,0.2,0.34,0.34,1,1,0
"674",2013,225,0.1493,0.398776119957368,0.46,0.0873,24.0300792763804,8,0.06,0.09,0.02,1,1,0
"675",2014,225,0.1614,0.482426149244293,0.81,0.0913,23.9130423539893,8,0.05,0.09,0.02,1,1,0
"676",2012,226,0.0588,-0.127833371509885,1.12,0.0476,23.8265063182157,1,0,0,0,0,0,0
"677",2013,226,0.062,-0.0304592074847086,1.12,0.0482,23.8345564511347,1,0,0,0,1,0,0
"678",2014,226,0.0697,0.104360015324243,1.08,0.0532,23.8332192545904,1,0.02,0,0,1,0,0
"682",2012,228,0.0391,0.343589704390077,1.71,0.3829,22.9544847801695,4,0.05,0,0,0,0,0
"683",2013,228,0.0457,0.371563556432483,1.28,0.4081,22.9287892170973,4,0.01,0,0.02,0,0,1
"685",2012,229,0.0932,0.887891257352457,NA,0.0483,22.5704600130626,1,0.2,0.15,0,0,1,1
"686",2013,229,0.0953,1.00795792039998,NA,0.049,22.6393057066848,1,0.04,0.02,0,1,0,1
"687",2014,229,0.1103,1.37371557891303,NA,0.0546,22.6497018761663,1,0.04,0.02,0,1,0,1
"688",2012,230,-0.0164,0.048790164169432,10.63,-0.015,22.651157480499,6,0.37,0.8,0.35,1,0,1
"689",2013,230,0.0385,0.22314355131421,6.39,0.0325,22.6595584569068,6,0.12,0.12,0.02,1,0,1
"690",2014,230,0.119,0.246860077931526,3.16,0.0985,22.6927529939582,6,0.06,0,0,1,0,1
"691",2012,231,0.1273,0.593326845277734,0.36,0.1209,22.599180315962,1,0.26,0,0,0,1,0
"692",2013,231,0.1394,0.871293365943419,0.49,0.1394,22.5857943770627,1,0.01,0,0,1,1,0
"693",2014,231,0.0758,0.444685821261446,0.71,0.0828,22.6286515662493,1,0.03,0,0,1,1,0
"694",2012,232,0.1598,1.04380405217311,0.89,0.1982,24.2895962284193,1,0.22,0.4,0,1,1,1
"695",2013,232,0.1551,1.08518926833597,0.88,0.1987,24.3240242076652,1,0.11,0,0,1,1,1
"696",2014,232,0.1342,1.10856261952128,1.17,0.1734,24.2578571017791,1,0.13,0,0,1,1,1
"697",2012,233,0.1113,0.3293037471426,0.18,0.2434,22.0696554910425,7,0.23,0,0,1,0,0
"698",2013,233,0.0367,0.72270598280149,0.51,0.0805,22.1103368963581,7,0.04,0,0,1,0,0
"699",2014,233,0.0998,0.662687973075237,0.47,0.2047,22.2555887683963,7,0.03,0,0,1,0,0
"700",2012,234,0.0439,-0.356674943938732,0.45,0.0114,24.2328092731068,5,0,0,0,0,0,0
"701",2013,234,0.0394,0.048790164169432,0.64,0.0109,24.2724808439324,5,0.12,0,0,0,0,0
"702",2014,234,0.0292,-0.0408219945202552,1.05,0.0092,24.6698641670142,5,0.15,0,0,0,0,0
"703",2012,235,0.2018,1.06471073699243,4.17,0.2527,22.0997371091175,4,0,0,0,0,0,0
"704",2013,235,0.1926,1.35583515363518,6.24,0.2706,22.2037561209533,4,0,0,0,0,0,0
"705",2014,235,0.2182,1.48613969608961,NA,0.2965,22.2642107529352,4,0.02,0,0,0,0,0
"706",2012,236,0.0358,-0.22314355131421,0.48,0.0865,25.0471070600104,2,0.47,0.57,0,0,1,1
"707",2013,236,0.0529,0.048790164169432,0.45,0.1109,25.0076382968048,2,0.09,0.09,0,1,1,1
"708",2014,236,0.0313,0.139761942375159,0.5,0.0638,24.9251934431794,2,0.1,0.11,0,1,1,1
"710",2013,237,0.0038,-2.65926003693278,0.35,0.0476,27.5091878893108,4,0.12,0.09,0.09,1,1,1
"711",2014,237,0.0069,-2.52572864430826,0.27,0.0844,27.5282539014233,4,0.12,0.1,0.1,1,1,1
"712",2012,238,0.1059,NA,NA,0.0471,21.1366991147038,3,0,0,0,0,0,0
"713",2013,238,0.0766,NA,0.02,0.0353,21.2880113027018,3,0,0,0,0,0,0
"714",2014,238,0.0412,NA,0.23,0.0211,21.4503312357098,3,0,0,0,0,0,0
"715",2012,239,0.04,-0.0725706928348354,0.35,0.0432,22.564400061342,1,0.05,0.07,0.09,0,0,1
"716",2013,239,0.0471,0.27763173659828,0.48,0.0475,22.8626258688375,1,0.02,0.01,0.01,0,0,1
"717",2014,239,0.0634,0.343589704390077,0.32,0.0682,22.8378331806016,1,0.02,0.01,0.02,0,1,1
"718",2012,240,0.2007,NA,81.45,0.1549,21.9044407325963,2,0.39,0.59,0,0,1,1
"719",2013,240,0.193,NA,3.46,0.1546,21.9043793471263,2,0.13,0.12,0.11,1,1,1
"720",2014,240,0.1985,NA,2.62,0.1632,21.9685725047653,2,0.13,0,0,1,1,1
"721",2012,241,0.0988,0.797507195884188,0.46,0.1016,22.1499821125652,2,0.77,0.79,0.41,1,1,0
"722",2013,241,0.0903,0.783901543828409,0.53,0.0943,22.2161699331246,2,0.11,0.13,0.06,1,1,0
"723",2014,241,0.0988,0.845868267577609,0.57,0.1032,22.208047144781,2,0.1,0.11,0.07,1,1,0
"724",2012,242,0.0208,-1.17118298150295,0.38,0.0834,23.2537829979865,4,0.1,0,0,0,0,1
"725",2013,242,0.0154,-1.27296567581289,0.34,0.065,23.8994846513486,4,0.02,0,0,0,1,1
"726",2014,242,0.0127,-1.27296567581289,0.3,0.061,23.9501098314638,4,0.03,0,0,0,1,1
"727",2012,243,0.0741,0.157003748809665,0.41,0.0986,23.5136944773145,4,0.17,0,0,0,1,1
"728",2013,243,0.0816,0.451075619360217,0.33,0.1107,23.5553020178296,4,0.02,0,0,1,1,1
"729",2014,243,0.0841,0.598836501088704,0.48,0.1131,23.6047089640983,4,0.02,0,0,1,1,1
"731",2013,244,0.1382,1.01160091167848,0.25,0.1509,24.2363027003641,6,0.03,0.03,0.02,1,1,1
"732",2014,244,0.1529,1.26976054486394,0.52,0.1557,24.1658930283717,6,0.04,0.05,0.03,1,1,1
"733",2012,245,0.2827,NA,0,0.165,20.765678565578,2,0,0,0,0,0,0
"734",2013,245,0.2749,NA,0,0.1508,21.0742810950357,2,0,0,0,0,0,0
"735",2014,245,0.2877,NA,0,0.196,21.3853737449092,2,0.01,0,0,0,0,0
"736",2012,246,0.1156,0.78845736036427,3.92,0.2389,24.2879699933598,2,0.72,0.73,0.61,0,1,1
"737",2013,246,0.1292,0.959350221334602,3.4,0.2568,24.2745771904536,2,0.12,0.05,0.12,0,1,1
"738",2014,246,0.1459,1.17865499634165,4.54,0.2819,24.2635002606258,2,0.13,0.03,0.1,0,1,1
"739",2012,247,0.1021,0.693147180559945,0.17,0.1514,23.838557345558,8,0.59,0.39,0.8,1,1,0
"740",2013,247,0.1214,0.858661619037519,0.16,0.167,23.904647457387,8,0.06,0.09,0.11,1,1,1
"741",2014,247,0.1285,0.963174317773006,0.96,0.1728,23.8747189854972,8,0.09,0.13,0.13,1,1,1
"742",2012,248,0.1189,0.0953101798043249,0.08,0.1738,23.5820322554272,8,0.5,0.33,0.18,1,1,1
"743",2013,248,0.1086,-0.210721031315653,0.08,0.1894,23.6964457060299,8,0.05,0.02,0.01,1,1,1
"744",2014,248,0.0563,-0.0725706928348354,0.35,0.1136,23.6292375032928,8,0.05,0.02,0,1,1,1
"745",2012,249,0.1277,-0.328504066972036,0.29,0.0411,24.0273280411753,3,0.24,0,0.15,1,0,0
"746",2013,249,0.0758,-0.0202027073175195,0.31,0.021,24.0691266735691,3,0.07,0,0.08,1,0,0
"747",2014,249,0.0856,-0.0618754037180875,0.61,0.0258,24.1396801844134,3,0.08,0,0.09,1,0,0
"748",2012,250,0.0584,0.157003748809665,0.31,0.1304,25.3879494393555,5,0.28,0.2,0.2,0,1,1
"749",2013,250,0.0416,0.343589704390077,0.41,0.1,25.3833502538119,5,0.04,0.06,0.1,1,1,1
"750",2014,250,0.1169,0.524728528934982,0.38,0.2822,25.311645853627,5,0.04,0.05,0.09,1,1,1
"751",2012,251,0.0475,-0.174353387144778,0.36,0.1008,24.2873187581135,3,0.43,0,0,1,1,0
"752",2013,251,0.0494,-0.0943106794712413,0.33,0.1209,24.2961731148079,3,0.06,0,0,1,1,0
"753",2014,251,0.085,-0.400477566597125,0.25,0.2808,24.3070902842855,3,0.05,0,0,1,1,0
"754",2012,252,1e-04,-1.23787435600162,2.8,-0.0012,27.3837897690852,4,0.35,0,0.84,0,1,1
"755",2013,252,0.0033,-1.27296567581289,2.45,0.0865,27.4479416720107,4,0.04,0,0.12,1,1,1
"756",2014,252,0.0039,-0.867500567704723,2.35,0.0971,27.4097632855246,4,0.07,0,0,1,1,1
"758",2013,253,0.1658,0.518793793415168,0.16,0.2808,25.682123508861,7,0.03,0.06,0.08,1,1,1
"759",2014,253,0.1402,0.636576829071551,0.23,0.2542,25.8729903834445,7,0.14,0.08,0.1,1,1,1
"760",2012,254,0.0662,0.0392207131532813,0.57,0.1013,23.2632129184922,7,0.54,0.66,0.67,0,0,1
"761",2013,254,0.0896,0.29266961396282,0.67,0.1264,23.1956780891527,7,0.02,0,0.01,1,1,1
"762",2014,254,0.1166,0.262364264467491,1.24,0.2209,23.0672807397036,7,0.02,0.01,0.03,1,1,1
"763",2012,255,0.0118,-1.83258146374831,0.34,0.2235,25.14221249936,4,0.12,0,0,1,1,0
"764",2013,255,0.0126,-1.83258146374831,0.35,0.2341,25.1678257531393,4,0.01,0,0,1,1,0
"765",2014,255,0.0108,-1.83258146374831,0.58,0.2196,25.294729641867,4,0.03,0,0,1,1,0
"766",2012,256,-0.071,-0.843970070294529,0.39,-0.1253,23.3673107080727,7,0.13,0,0,0,0,1
"767",2013,256,0.0712,0.0953101798043249,0.48,0.1312,23.7084425965609,7,0.02,0,0,0,0,1
"768",2014,256,0.1463,0.524728528934982,0.47,0.1861,23.8386460727663,7,0.03,0,0,0,0,1
"769",2012,257,0.1065,0.698134722070984,NA,0.1609,22.0420840329414,7,0.42,0.45,0.53,0,0,0
"770",2013,257,0.1186,0.536493370514568,0.2,0.1863,22.1818808596459,7,0.06,0.06,0.06,0,0,1
"771",2014,257,0.0851,0.698134722070984,0.41,0.1446,22.1403318567331,7,0.07,0.05,0.07,0,0,1
"772",2012,258,0.0545,0.19062035960865,1.6,0.0943,23.2024810713122,5,0,0,0,0,0,0
"773",2013,258,0.0459,0.371563556432483,2.58,0.0903,23.4469268855628,5,0,0,0,0,0,0
"774",2014,258,0.0597,0.488580014818671,1.76,0.1204,23.4887670016843,5,0.06,0,0,0,0,0
"775",2012,259,0.0604,0.215111379616945,0.45,0.2432,23.5885476811163,3,0.3,0.5,0,0,1,0
"776",2013,259,0.0526,0.385262400790645,0.5,0.195,23.700935967682,3,0.06,0.06,0,0,1,0
"777",2014,259,0.0575,0.00995033085316809,0.59,0.238,23.8391339317404,3,0.07,0,0,0,1,0
"778",2012,260,0.0314,-0.139262067333508,1.44,0.134,24.8889848768232,11,0.18,0.14,0,1,0,0
"779",2013,260,0.0285,-0.0725706928348354,1.33,0.1261,24.961797319481,11,0.05,0.03,0,1,1,0
"780",2014,260,0.0342,-0.0100503358535015,1.22,0.1448,25.0398068354442,11,0.06,0.02,0,1,1,0
"781",2012,261,0.0633,-0.116533816255952,0.46,0.1833,24.1127279623901,8,0.13,0.05,0.03,1,1,1
