"";"Companies";"YearFinancialIndicator";"ROA";"TobinsQ";"ROE";"YearNewsWeekGR";"GreenScore";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"Green.Revenue";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry"
"616";206;2013;0,02;1,45;0,04;2014;0,4;0,66;0,67;0;0;1;0;0;0;9,74;0,91;0,19;7
"617";206;2014;0,04;2,34;0,08;2015;0,26;0;0,13;0;0;0,13;0;0;0;9,7;0,97;0,37;7
"618";206;2015;0,08;2,44;0,17;2016;0,23;0;0,1;0;0;0,13;0;0;0;9,66;1,07;0,71;7
"619";207;2013;0,1;2,26;0,16;2014;0,3;0,11;0,14;0,06;0,05;0,5;0,1;0;0,05;10,28;0,21;0,2;2
"620";207;2014;0,08;3,12;0,15;2015;0,35;0,02;0,03;0,03;0,01;0,11;0,1;0;0,05;10,19;5,33;0,15;2
"621";207;2015;0,11;3,57;3,65;2016;0,41;0,03;0,02;0,02;0,01;0,11;0,1;0,05;0,05;10,17;8,57;0,19;2
"622";208;2013;0,11;0,97;0,46;2014;0,08;0;0;0;0;0,38;0;0;0;10,88;1,11;0,1;3
"623";208;2014;0,08;1,6;0,43;2015;0,05;0;0;0;0;0,05;0;0;0;10,92;7,72;0,08;3
"624";208;2015;0,07;0,91;0,01;2016;0,06;0;0,01;0;0;0,05;0;0;0;10,92;1,21;0,05;3
"625";209;2013;0,02;1,43;0,09;2014;0;0;0;0;0;0;0;0;0;10,05;2,59;0,08;1
"626";209;2014;0,01;1,45;0,06;2015;0,1;0;0;0;0;0,1;0;0;0;10,11;1,18;0,06;1
"627";209;2015;0;1,36;0,01;2016;0,18;0;0,08;0;0;0,1;0;0;0;10,16;1,21;0,02;1
"628";210;2013;0,05;2,19;0,16;2014;0,41;0,79;0,42;0,11;0;0,04;0,1;0,05;0,05;10,95;2,15;0,04;2
"629";210;2014;0,05;2,2;0,17;2015;0,66;0,09;0,11;0,09;0,1;0,07;0,1;0,05;0,05;10,96;2,69;0,04;2
"630";210;2015;0,05;2,31;0,2;2016;0,52;0,01;0,03;0,1;0,12;0,07;0,1;0,05;0,05;10,95;3,54;0,04;2
"631";211;2013;0,08;NA;0,22;2014;0,31;0,53;0,17;0;0;0,78;0;0,05;0;10,41;0,63;0,15;2
"632";211;2014;0,08;NA;0,27;2015;0,36;0,08;0;0;0;0,13;0,1;0,05;0;10,48;1,11;0,17;2
"633";211;2015;0,11;NA;0,28;2016;0,41;0,1;0,03;0;0;0,13;0,1;0,05;0;10,5;0,45;0,19;2
"634";212;2013;0,06;0,84;0,33;2014;0,45;0,28;0,25;0,25;0,43;0,37;0,1;0,05;0,05;10,18;1,43;0,02;1
"635";212;2014;0,06;0,76;0,32;2015;0,51;0,08;0,04;0,02;0,06;0,11;0,1;0,05;0,05;10,18;1,83;0,02;1
"636";212;2015;0,06;0,63;0,35;2016;0,53;0,1;0,06;0;0,06;0,11;0,1;0,05;0,05;10,17;1,43;0,02;1
"637";213;2013;0,07;2,06;0,16;2014;0;0;0;0;0;0;0;0;0;9,87;0,33;0,05;6
"638";213;2014;0,06;1,94;0,14;2015;0,18;0;0;0;0;0,18;0;0;0;9,91;0,32;0,04;6
"639";213;2015;0,05;1,24;0,13;2016;0,19;0;0,01;0;0;0,18;0;0;0;9,92;0,33;0,04;6
"640";214;2013;0,05;0,24;0,11;2014;0,18;0;0;0;0;0,38;0,1;0;0;10,9;0,55;0,15;4
"641";214;2014;0,07;0,16;0,14;2015;0,22;0;0;0;0;0,12;0,1;0;0;10,89;0,49;0,19;4
"642";214;2015;0,06;0,14;0,12;2016;0,25;0;0,03;0;0;0,12;0,1;0;0;10,88;0,52;0,2;4
"643";215;2013;0,14;3,33;-0,98;2014;0,24;0,15;0,16;0;0;0,2;0,1;0;0,05;9,82;-6,07;0,09;1
"644";215;2014;0,16;3,47;-1,77;2015;0,29;0;0,04;0;0;0,1;0,1;0;0,05;9,85;-11,46;0,1;1
"645";215;2015;0,11;4;-2,54;2016;0,32;0;0,06;0;0;0,11;0,1;0;0,05;9,9;-8,76;0,07;1
"646";216;2013;0,09;1,44;0,22;2014;0,18;0;0;0;0;0,89;0;0;0;9,84;1,16;0,1;5
"647";216;2014;0,07;1,51;0,19;2015;0,14;0;0;0;0;0,14;0;0;0;9,86;0,95;0,09;5
"648";216;2015;0,03;1,24;0,09;2016;0,18;0;0,04;0;0;0,14;0;0;0;10,15;1,21;0,05;5
"649";217;2013;0,05;0,77;0,13;2014;0;0;0;0;0;0;0;0;0;10,15;0,61;0,06;6
"650";217;2014;0,05;0,82;0,11;2015;0,07;0;0;0;0;0,02;0;0;0,05;10,14;0,75;0,05;6
"651";217;2015;-0,02;0,92;-0,05;2016;0,17;0;0,04;0;0;0,08;0;0;0,05;10,08;0,72;-0,03;6
"652";218;2013;0,2;NA;0,41;2014;0,31;0,39;0,33;0;0;1;0;0;0;9,36;0,93;0,32;7
"653";218;2014;0,27;NA;0,37;2015;0,17;0;0,04;0;0;0,13;0;0;0;9,24;0,82;0,35;7
"654";218;2015;0,28;NA;0,33;2016;0,18;0;0,05;0;0;0,13;0;0;0;9,28;0,89;0,35;7
"655";219;2013;0,14;1,62;0,29;2014;0,3;0,27;0,18;0,3;0,35;0,19;0;0,05;0,05;10,55;0,24;0,2;5
"656";219;2014;0,07;2,2;0,14;2015;0,49;0,12;0,03;0;0;0,14;0,1;0,05;0,05;10,57;0,35;0,12;5
"657";219;2015;0,07;2,72;0,16;2016;0,44;0,03;0,03;0,04;0,02;0,14;0,1;0,05;0,05;10,55;0,55;0,12;5
"658";220;2013;0,08;1,43;1,2;2014;0,58;0,49;0,56;0,63;0,87;0;0,1;0,05;0,05;10,56;1,25;0,07;6
"659";220;2014;0,1;1,78;0,85;2015;0,61;0,08;0,09;0,06;0,13;0,05;0,1;0,05;0,05;10,57;1,81;0,08;6
"660";220;2015;0,09;1,62;1,11;2016;0,64;0,08;0,09;0,08;0,11;0,08;0,1;0,05;0,05;10,69;4,62;0,08;6
"661";221;2013;0,01;0,08;0,09;2014;0,16;0;0;0;0;0,82;0;0;0;11,37;0,4;0,1;4
"662";221;2014;0,01;0,08;0,1;2015;0,37;0,03;0,07;0;0;0,16;0,1;0;0;11,4;0,33;0,11;4
"663";221;2015;0;0,08;0,08;2016;0,42;0,03;0,08;0,04;0,01;0,16;0,1;0;0;11,4;0,41;0,09;4
"664";222;2013;-0,07;1,6;-1,47;2014;0,15;0;0;0;0;0,76;0;0;0;9,99;36,6;-1,9;3
"665";222;2014;-0,05;1,94;3,55;2015;0,01;0;0;0;0;0,01;0;0;0;10,1;-59,73;-2,04;3
"666";222;2015;-0,06;1,28;2,17;2016;0,02;0;0,01;0;0;0,01;0;0;0;10,27;-18,4;-3,6;3
"667";223;2013;0,07;1,78;0,17;2014;0,1;0,12;0,13;0;0;0,33;0;0;0;10,53;0,8;0,04;1
"668";223;2014;0,08;1,92;0,23;2015;0,11;0;0,01;0;0;0,1;0;0;0;10,53;1,01;0,05;1
"669";223;2015;0,09;2,35;0,33;2016;0,13;0;0,01;0;0,02;0,1;0;0;0;10,53;1,38;0,05;1
"670";224;2013;0,09;NA;0,15;2014;0;0;0;0;0;0;0;0;0;9,88;0,17;0,15;7
"671";224;2014;0,09;NA;0,16;2015;0,22;0;0;0;0,09;0,13;0;0;0;9,91;0,25;0,14;7
"672";224;2015;0,01;NA;0,02;2016;0,21;0;0,08;0;0;0,13;0;0;0;9,99;0,27;0,02;7
"673";225;2013;0;NA;-0,01;2014;0,05;0;0;0;0;0;0;0;0,05;9,85;0,25;-0,01;1
"674";225;2014;0;0,31;-0,02;2015;0,21;0;0;0;0;0,16;0;0;0,05;9,87;0,74;-0,02;1
"675";225;2015;-0,01;0,32;-0,05;2016;0,27;0;0,06;0;0;0,16;0;0;0,05;9,86;0,77;-0,03;1
"676";226;2013;0,01;0,86;0,03;2014;0,49;0,1;0,19;0,91;0,75;0,46;0;0,05;0,05;10,29;0,51;0,04;6
"677";226;2014;0,01;1,67;0,03;2015;0,38;0,03;0,04;0,11;0;0,1;0;0,05;0,05;10,31;0,54;0,04;6
"678";226;2015;0;1,59;0,01;2016;0,43;0,06;0,07;0,1;0;0,1;0;0,05;0,05;10,33;0,54;0,02;6
"679";227;2013;0,1;3,15;0,31;2014;0,67;0,36;0,61;0,69;0,49;0,72;0,1;0,05;0,05;10,36;1,22;0,17;1
"680";227;2014;0,13;2,41;0,38;2015;0,6;0,09;0,1;0,08;0,07;0,07;0,1;0,05;0,05;10,35;1,37;0,19;1
"681";227;2015;0,09;2,06;0,28;2016;0,65;0,1;0,11;0,08;0,09;0,08;0,1;0,05;0,05;10,32;1,37;0,17;1
"682";228;2013;0,04;1,49;0,11;2014;0,43;0,17;0,2;0,34;0,34;0,6;0,1;0,05;0;10,44;0,3;0,04;8
"683";228;2014;0,06;1,62;0,16;2015;0,42;0,04;0,06;0,09;0,02;0,06;0,1;0,05;0;10,39;0,36;0,06;8
"684";228;2015;0,1;1,78;0,31;2016;0,42;0,05;0,05;0,09;0,02;0,06;0,1;0,05;0;10,36;0,35;0,11;8
"685";229;2013;0,15;0,97;0,32;2014;0,03;0;0;0;0;0,17;0;0;0;10,35;0,46;0,09;1
"686";229;2014;0,16;1,11;0,41;2015;0,22;0;0;0;0;0,12;0,1;0;0;10,35;0,81;0,09;1
"687";229;2015;0,19;0,98;0,61;2016;0,24;0;0,02;0;0;0,12;0,1;0;0;10,34;1,17;0,14;1
"689";230;2014;0,07;6,26;0,26;2015;0,4;0,12;0,13;0;0;0,1;0;0,05;0;10,19;1,33;0,06;7
"690";230;2015;0,06;6,6;0,27;2016;0,26;0;0,11;0;0;0,1;0;0,05;0;10,21;1,79;0,05;7
"691";231;2013;0,24;1,45;0,43;2014;0,23;0,13;0,05;0;0;1;0;0;0;9,96;1,36;0,37;4
"692";231;2014;0,24;1,52;0,55;2015;0,23;0,02;0,01;0;0,02;0,13;0;0;0,05;10,12;0,22;0,38;4
"693";231;2015;0,25;1,62;0,61;2016;0,28;0,01;0,04;0;0,04;0,13;0;0;0,05;10,05;0,55;0,39;4
"694";232;2013;0,05;2,74;0,13;2014;0,24;0,16;0,2;0,15;0;0,31;0;0,05;0,05;9,83;1,36;0,41;1
"695";232;2014;0,16;3,95;0,39;2015;0,36;0,04;0,04;0,02;0;0,12;0,1;0;0,05;9,84;1,12;1,36;1
"696";232;2015;0,04;3,76;0,09;2016;0,36;0,03;0,04;0,02;0;0,12;0,1;0;0,05;9,78;1,12;0,38;1
"697";233;2013;0,1;1,25;0,63;2014;0,64;0,63;0,37;0,8;0,35;0,85;0,1;0;0,05;9,84;6,39;0,05;6
"698";233;2014;0,11;1,28;1,17;2015;0,63;0,1;0,12;0,12;0,02;0,12;0,1;0;0,05;9,86;3,16;0,05;6
"699";233;2015;0,14;1,91;0,9;2016;0,33;0;0,06;0;0;0,12;0,1;0;0,05;9,75;-25,24;0,06;6
"700";234;2013;0,04;2,39;0,65;2014;0,2;0,36;0,26;0;0;0,29;0;0,05;0;9,81;6,39;0,03;1
"701";234;2014;0,12;1,56;0,16;2015;0,26;0;0,01;0;0;0,1;0,1;0,05;0;9,83;3,16;0,1;1
"702";234;2015;0,06;1,48;0,13;2016;0,28;0;0,03;0;0;0,1;0,1;0,05;0;9,82;0,68;0,05;1
"703";235;2013;0,14;2,96;0,3;2014;0,35;0,39;0,22;0,4;0;0,01;0,1;0,05;0,05;10,56;0,49;0,14;1
"704";235;2014;0,08;3,03;0,17;2015;0,43;0,02;0,11;0;0;0,1;0,1;0,05;0,05;10,54;0,71;0,08;1
"705";235;2015;0,06;3,28;0,14;2016;0,56;0,13;0,13;0;0;0,1;0,1;0,05;0,05;10,58;0,68;0,06;1
"706";236;2013;0,13;2,06;0,32;2014;0,37;0,26;0,23;0;0;1;0,1;0;0;9,6;1,17;0,17;7
"707";236;2014;0,13;1,94;0,48;2015;0,33;0,06;0,04;0;0;0,13;0,1;0;0;9,67;3,4;0,18;7
"708";236;2015;0,16;1,94;0,38;2016;0,26;0;0,03;0;0;0,13;0,1;0;0;9,74;0,89;0,2;7
"709";237;2013;0,09;1,05;0,17;2014;0,1;0;0;0;0;0,52;0;0;0;10,56;0,59;0,18;5
"710";237;2014;0,07;0,96;0,17;2015;0,26;0;0,12;0;0;0,14;0;0;0;10,74;1,13;0,17;5
"711";237;2015;0,04;0,89;0,08;2016;0,39;0,1;0,15;0;0;0,14;0;0;0;10,74;0,5;0,1;5
"712";238;2013;0,03;3,88;0,15;2014;0,16;0;0;0;0;0,78;0;0;0;9,64;0,56;0,01;4
"713";238;2014;0,03;4,42;0,19;2015;0,1;0;0;0;0;0,1;0;0;0;9,67;0,99;0,01;4
"714";238;2015;0,04;4,12;0,23;2016;0,12;0;0,02;0;0;0,1;0;0;0;9,71;0,87;0,01;4
"715";239;2013;0,2;1,05;0,12;2014;0,41;0,81;0,47;0,57;0;0,17;0;0,05;0,05;10,86;6,24;0,27;2
"716";239;2014;0,21;1,15;7,27;2015;0,56;0,08;0,09;0,09;0;0,1;0,1;0,05;0,05;10,82;0,5;0,3;2
"717";239;2015;0,19;1,39;26,06;2016;0,59;0,09;0,1;0,11;0;0,1;0,1;0,05;0,05;10,8;0,52;0,27;2
"718";240;2013;0;0,07;0,05;2014;0,62;0,59;0,92;0,96;0,82;0,15;0;0,05;0,05;11,95;0,35;0,05;4
"719";240;2014;0,01;0,08;0,09;2015;0,75;0,09;0,12;0,09;0,09;0,16;0,1;0,05;0,05;11,96;0,27;0,08;4
"720";240;2015;0,01;0,07;0,07;2016;0,76;0,09;0,12;0,1;0,1;0,16;0,1;0,05;0,05;11,94;0,31;0,07;4
"721";241;2013;0,08;NA;0,12;2014;0;0;0;0;0;0;0;0;0;9,25;0,02;0,04;3
"722";241;2014;0,04;NA;0,07;2015;0,05;0;0;0;0;0,05;0;0;0;9,32;0,23;0,02;3
"723";241;2015;0,02;NA;0,03;2016;0,05;0;0;0;0;0,05;0;0;0;9,32;0,22;0,01;3
"724";242;2013;-0,01;0,94;-0,04;2014;0,5;0,61;0,44;0,44;0,43;0,8;0;0,05;0;10,42;3,18;-0,02;1
"725";242;2014;-0,01;0,89;-0,03;2015;0,53;0,06;0,08;0,06;0,06;0,07;0,1;0,05;0,05;10,43;3,16;-0,01;1
"726";242;2015;-0,02;0,99;-0,08;2016;0,51;0,08;0,09;0,04;0,06;0,04;0,1;0,05;0,05;10,4;2,42;-0,05;1
"727";243;2013;0,04;1,32;0,08;2014;0,3;0,09;0,05;0,07;0,09;1;0;0;0,05;9,93;0,48;0,05;1
"728";243;2014;0,06;1,41;0,12;2015;0,23;0;0,02;0,01;0,01;0,14;0;0;0,05;9,92;0,32;0,07;1
"729";243;2015;0,06;1,53;0,13;2016;0,3;0;0,02;0,01;0,02;0,14;0;0,05;0,05;10;0,25;0,08;1
"730";244;2013;0,19;NA;0,61;2014;0,49;0,69;0,39;0,59;0;0,68;0;0,05;0,05;9,54;3,46;0,15;2
"731";244;2014;0,19;NA;0,29;2015;0,75;0,09;0,13;0,12;0,11;0,1;0,1;0,05;0,05;9,58;2,62;0,16;2
"732";244;2015;0,17;NA;0,28;2016;0,53;0,1;0,13;0;0;0,1;0,1;0,05;0,05;9,6;5,23;0,16;2
"733";245;2013;0,09;2,19;0,22;2014;0,78;0,86;0,77;0,79;0,41;1;0,1;0,05;0;9,65;0,53;0,09;2
"734";245;2014;0,1;2,33;0,23;2015;0,67;0,12;0,11;0,13;0,06;0,1;0,1;0,05;0;9,64;0,57;0,1;2
"735";245;2015;0,09;2,65;0,24;2016;0,68;0,15;0,1;0,11;0,07;0,1;0,1;0,05;0;9,65;0,63;0,09;2
"736";246;2013;0,02;0,28;0,05;2014;0,27;0;0,1;0;0;1;0;0;0,05;10,38;0,34;0,07;4
"737";246;2014;0,01;0,28;0,04;2015;0,28;0;0,02;0;0;0,16;0;0,05;0,05;10,4;0,3;0,06;4
"738";246;2015;0,02;0,36;0,08;2016;0,29;0;0,03;0;0;0,16;0;0,05;0,05;10,4;0,29;0,11;4
"739";247;2013;0,08;1,57;0,19;2014;0,34;0,08;0,17;0;0;1;0;0,05;0,05;10,23;0,33;0,11;4
"740";247;2014;0,08;1,82;0,19;2015;0,36;0;0,02;0;0;0,14;0,1;0,05;0,05;10,25;0,48;0,11;4
"741";247;2015;0,09;1,76;0,24;2016;0,37;0,01;0,02;0;0;0,14;0,1;0,05;0,05;10,26;0,68;0,12;4
"742";248;2013;0,14;2,75;0,26;2014;0,33;0,15;0,16;0,1;0,95;0,11;0;0,05;0,05;10,53;0,25;0,15;6
"743";248;2014;0,15;3,56;0,31;2015;0,42;0,03;0,03;0,03;0,02;0,11;0,1;0,05;0,05;10,5;0,52;0,16;6
"744";248;2015;0,15;2,94;0,38;2016;0,49;0,06;0,04;0,05;0,03;0,11;0,1;0,05;0,05;10,51;0,75;0,16;6
"745";249;2013;0,25;NA;0,39;2014;0,1;0;0;0;0;0,51;0;0;0;9,15;0;0,15;2
"746";249;2014;0,27;NA;0,37;2015;0,07;0;0;0;0;0,07;0;0;0;9,29;0;0,2;2
"747";249;2015;0,11;NA;0,14;2016;0,08;0;0,01;0;0;0,07;0;0;0;9,75;0;0,2;2
"748";250;2013;0,13;2,61;1,24;2014;0,5;0,63;0,72;0,73;0,61;0;0;0,05;0,05;10,54;3,4;0,19;2
"749";250;2014;0,15;3,25;1,42;2015;0,47;0,08;0,12;0,05;0,12;0,01;0;0,05;0,05;10,54;4,55;0,21;2
"750";250;2015;0,16;4,1;1,78;2016;0,48;0,12;0,13;0,03;0,1;0,01;0;0,05;0,05;10,51;4,5;0,21;2
"751";251;2013;0,11;2,36;0,19;2014;0,52;0,61;0,59;0,39;0,8;0,04;0,1;0,05;0;10,38;0,24;0,17;8
"752";251;2014;0,11;2,62;0,24;2015;0,62;0,09;0,06;0,09;0,11;0,07;0,1;0,05;0,05;10,37;1,02;0,17;8
"753";251;2015;0,08;2,24;0,27;2016;0,75;0,12;0,09;0,13;0,13;0,07;0,1;0,05;0,05;10,33;2,23;0,13;8
"754";252;2013;0,06;0,81;0,09;2014;0,66;0,85;0,5;0,33;0,18;0,89;0,1;0,05;0,05;10,29;0,27;0,12;8
"755";252;2014;0,06;0,93;0,09;2015;0,41;0,02;0,05;0,02;0,01;0,1;0,1;0,05;0,05;10,26;0,35;0,11;8
"756";252;2015;0,06;0,66;0,1;2016;0,39;0,03;0,05;0,02;0;0,1;0,1;0,05;0,05;10,24;0,4;0,11;8
"757";253;2013;0,09;0,98;0,36;2014;0,29;0,33;0,24;0;0,15;0,4;0,1;0;0;10,45;0,67;0,13;3
"758";253;2014;0,11;0,94;0,38;2015;0,31;0,05;0,07;0;0,08;0,01;0,1;0;0;10,48;1,24;0,22;3
"759";253;2015;0,07;0,84;0,14;2016;0,32;0,05;0,08;0;0,09;0,01;0,1;0;0;10,63;0,9;0,11;3
"760";254;2013;0,08;1,41;0,24;2014;0,27;0,24;0,28;0,2;0,2;0,15;0;0,05;0,05;11,02;0,61;0,03;5
"761";254;2014;0,09;1,69;0,23;2015;0,56;0,02;0,04;0,06;0,1;0,14;0,1;0,05;0,05;10,99;0,9;0,04;5
"762";254;2015;0,13;1,58;0,32;2016;0,56;0,04;0,04;0,05;0,09;0,14;0,1;0,05;0,05;11,01;0,29;0,04;5
"763";255;2013;0,04;0,91;0,09;2014;0,35;0,24;0,43;0;0;0,5;0,1;0,05;0;10,55;0,5;0,1;3
"764";255;2014;0,12;0,67;0,25;2015;0,25;0,03;0,06;0;0;0,01;0,1;0,05;0;10,56;0,44;0,28;3
"765";255;2015;0,04;0,46;0,1;2016;0,24;0,03;0,05;0;0;0,01;0,1;0,05;0;10,51;0,59;0,11;3
"766";256;2013;0,05;0,28;0,09;2014;0,31;0,17;0,35;0;0,84;0,05;0;0,05;0,05;11,92;0,33;0,12;4
"767";256;2014;0,08;0,42;0,15;2015;0,5;0,04;0,04;0;0,12;0,1;0,1;0,05;0,05;11,9;0,25;0,27;4
"768";256;2015;-0,06;0,41;-0,11;2016;0,37;0;0,07;0;0;0,1;0,1;0,05;0,05;11,9;0,39;0,16;4
"769";257;2013;0;1,68;0,05;2014;0,53;0,35;0,42;0,57;0,82;0,02;0,1;0,05;0,05;11,19;2,35;0,09;7
"770";257;2014;0,01;1,89;0,08;2015;0,6;0,05;0,03;0,06;0,08;0,18;0,1;0,05;0,05;11,24;2,27;0,16;7
"771";257;2015;0;2,19;0;2016;0,71;0,02;0,14;0,08;0,1;0,15;0,1;0,05;0,05;11,26;2,8;0,13;7
"772";258;2013;0,12;1,34;0,23;2014;0,51;0,59;0,54;0,66;0,67;0,45;0;0;0,05;10,07;0,2;0,22;7
"773";258;2014;0,06;1,3;0,14;2015;0,38;0,01;0,02;0;0,01;0,14;0,1;0,05;0,05;10,02;0,53;0,13;7
"774";258;2015;0,13;1,66;0,22;2016;0,44;0,04;0,02;0,01;0,03;0,14;0,1;0,05;0,05;9,92;0,16;0,21;7
"775";259;2013;0,01;0,16;0,11;2014;0,34;0,15;0,12;0;0;0,74;0,1;0,05;0;10,93;0,49;0,23;4
"776";259;2014;0,01;0,16;0,09;2015;0,25;0;0,01;0;0;0,08;0,1;0,05;0;10,99;0,81;0,22;4
"777";259;2015;0,01;0,16;0,08;2016;0,28;0;0,03;0;0;0,1;0,1;0,05;0;11,09;0,71;0,21;4
"778";260;2013;0,11;1,1;0,22;2014;0,24;0,17;0,13;0;0;0,7;0;0;0,05;10,3;0,46;0,16;7
"779";260;2014;0,17;1,69;0,35;2015;0,2;0;0,02;0;0;0,13;0;0;0,05;10,35;0,39;0,22;7
"780";260;2015;0,09;0,73;0,17;2016;0,21;0;0,03;0;0;0,13;0;0;0,05;10,39;0,51;0,14;7
"781";261;2013;0,12;1,71;0,18;2014;0,47;0,39;0,42;0,45;0,53;1;0;0;0;9,6;0,2;0,19;7
"782";261;2014;0,09;2,01;0,14;2015;0,42;0,06;0,06;0,06;0,06;0,13;0;0;0,05;9,64;0,41;0,14;7
"783";261;2015;0,05;2,49;0,09;2016;0,42;0,06;0,07;0,05;0,07;0,13;0;0;0,05;9,63;0,44;0,09;7
"784";262;2013;0,05;1,45;0,21;2014;0,16;0;0;0;0;0,82;0;0;0;10,18;2,58;0,09;5
"785";262;2014;0,06;1,63;0,28;2015;0,14;0;0;0;0;0,14;0;0;0;10,2;1,76;0,12;5
"786";262;2015;0,04;1,37;0,09;2016;0,2;0;0,06;0;0;0,14;0;0;0;10,35;0,64;0,09;5
"787";263;2013;0,05;1,47;0,11;2014;0,36;0,65;0,3;0,5;0;0,49;0;0,05;0;10,29;0,5;0,2;3
"788";263;2014;0,06;1,01;0,12;2015;0,23;0,05;0,06;0,06;0;0,01;0;0,05;0;10,35;0,59;0,24;3
"789";263;2015;-0,1;0,89;-0,22;2016;0,13;0;0,07;0;0;0,01;0;0,05;0;10,38;0,77;-0,78;3
"790";264;2013;-0,09;0,93;-0,21;2014;0,33;0,1;0,18;0,14;0;0,85;0,1;0;0;10,84;0,61;0,13;11
"791";264;2014;0,02;0,99;0,05;2015;0,38;0,01;0,05;0,03;0;0,14;0,1;0,05;0;10,87;0,63;0,07;11
"792";264;2015;0,01;0,94;0,02;2016;0,38;0,04;0,06;0,02;0;0,12;0,1;0,05;0;10,92;0,54;0,03;11
"793";265;2013;0,02;0,62;0,1;2014;0,26;0,12;0,13;0,05;0,03;0,07;0,1;0,05;0,05;10,39;0,37;0,03;8
"794";265;2014;0,04;0,51;0,16;2015;0,33;0,04;0,05;0,01;0,01;0,02;0,1;0,05;0,05;10,4;0,48;0,05;8
"795";265;2015;0,01;0,47;0,06;2016;0,35;0,04;0,06;0,02;0,02;0,02;0,1;0,05;0,05;10,4;1,07;0,02;8
"796";266;2013;0,17;3,98;0,26;2014;0,09;0;0;0;0;0,43;0;0;0;9,73;0,11;0,11;1
"797";266;2014;0,16;2,88;0,27;2015;0,21;0;0;0;0;0,16;0;0;0,05;9,85;0,09;0,1;1
"798";266;2015;0,17;4,84;0,28;2016;0,25;0;0,1;0;0;0,1;0;0;0,05;10,01;0,15;0,12;1
"799";267;2013;0,05;3,46;0,13;2014;0,7;0,89;0,62;0,92;0,8;0,06;0,1;0,05;0,05;10,25;1,13;0,13;1
"800";267;2014;0,02;4,06;0,07;2015;0,62;0,02;0,03;0,11;0,12;0,13;0,1;0,05;0,05;10,28;1,28;0,06;1
"801";267;2015;0,04;4,59;0,12;2016;0,82;0,12;0,11;0,14;0,12;0,13;0,1;0,05;0,05;10,35;1,59;0,09;1
"802";268;2013;0,07;NA;0,2;2014;0;0;0;0;0;0;0;0;0;10,19;0,56;0,08;6
"803";268;2014;0,08;NA;0,22;2015;0,1;0;0;0;0;0,1;0;0;0;10,19;0,82;0,09;6
"804";268;2015;0,08;NA;0,33;2016;0,16;0;0,06;0;0;0,1;0;0;0;10,18;1,16;0,08;6
"805";269;2013;0,03;-0,78;0,28;2014;0,18;0;0;0;0;0,89;0;0;0;13,91;0,07;0,92;4
"806";269;2014;-0,01;-0,82;-0,08;2015;0,05;0;0;0;0;0,05;0;0;0;10,95;0,1;0;4
"807";269;2015;0;-0,72;0,03;2016;0,05;0;0;0;0;0,05;0;0;0;10,88;0,26;0,59;4
"808";270;2013;0,07;1,03;0,11;2014;0,38;0,35;0,36;0;0,51;0;0,1;0,05;0,05;10,42;0,14;0,1;6
"809";270;2014;0,07;1,26;0,12;2015;0,43;0,1;0,06;0;0;0,07;0,1;0,05;0,05;10,42;0,15;0,12;6
"810";270;2015;-0,03;1,63;-0,04;2016;0,25;0;0,03;0;0;0,02;0,1;0,05;0,05;10,39;0,24;0,08;6
"811";271;2013;0,06;0,79;0,18;2014;0,12;0;0;0;0;0,08;0,1;0;0;10,54;0,79;0,17;3
"812";271;2014;0,06;0,65;0,16;2015;0,12;0;0;0;0;0,02;0,1;0;0;10,53;0,72;0,17;3
"813";271;2015;0,05;0,35;0,13;2016;0,2;0;0,08;0;0;0,02;0,1;0;0;10,43;0,77;0,15;3
"814";272;2013;-0,09;NA;-0,23;2014;0;0;0;0;0;0;0;0;0;9,07;1,05;-0,17;7
"815";272;2014;-0,14;6,84;-0,44;2015;0,17;0;0;0;0;0,17;0;0;0;9,15;1,05;-0,26;7
"816";272;2015;-0,12;7,77;-0,4;2016;0,2;0;0,03;0;0;0,17;0;0;0;9,26;0,84;-0,2;7
"817";273;2013;0,01;1,13;0,09;2014;0,32;0,29;0,46;0;0;0,52;0;0,05;0,05;10,51;0,79;0,18;6
"818";273;2014;0,01;1,26;0,1;2015;0,59;0,05;0,05;0;0,11;0,18;0,1;0,05;0,05;10,52;0,72;0,19;6
"819";273;2015;0,01;1,01;0,11;2016;0,52;0,01;0,05;0;0,08;0,18;0,1;0,05;0,05;10,53;0,77;0,2;6
"820";274;2013;0,03;-0,13;0,06;2014;0,35;0,21;0,37;0,28;0;0,84;0;0;0,05;11,01;0,57;0,03;4
"821";274;2014;0,05;NA;0,09;2015;0,23;0,05;0,03;0;0;0,1;0;0;0,05;11,04;0,56;0,03;4
"822";274;2015;0,02;NA;0,05;2016;0,18;0;0,03;0;0;0,1;0;0;0,05;11,07;0,59;0,02;4
"823";275;2013;0,08;1,11;0,1;2014;0,15;0;0;0;0;0,73;0;0;0;10,18;0,57;0,11;8
"824";275;2014;0,08;1;0,14;2015;0,08;0;0;0;0;0,08;0;0;0;10,19;0,33;0,13;8
"825";275;2015;0,08;0,89;0,14;2016;0,13;0;0,05;0;0;0,08;0;0;0;10,15;0,32;0,12;8
