"","Ticker","Date","Year","Revenue","GrossMargin","OperatingIncome","OperatingMargin","NetIncome","EarningsPerShare","Dividends","PayoutRatio","Shares","BookValuePerShare","OperatingCashFlow","CapSpending","FreeCashFlow","FreeCashFlowPerShare","WorkingCapital","TaxRate","NetMargin","AssetTurnover_Average","Roa","Roe","Roic","InterestCoverage","OperatingCashFlowGrowth_YOY","FreeCashFlowGrowth_YOY","CapEAsPercentageOfSales","FreeCashFlowSales","FreeCashFlowNetIncome","CurrentRatio","QuickRatio","FinancialLeverage","DebtEquity","DaysSalesOutstanding","DaysInventory","PayablesPeriod","CashConversionCycle","ReceivablesTurnover","InventoryTurnover","FixedAssetsTurnover","AssetTurnover"
"152","AEP",2009-12-01,2009,1.3489e+10,0.664,2.771e+09,0.205,1.36e+09,2.96,1.64,0.552,4.59e+08,27.49,2.475e+09,-2.792e+09,-3.17e+08,-0.69,-5.71e+08,0.2967,0.1006,0.29,0.029,0.1139,0.0685,2.99,-3.92,NA,0.207,-0.0235,-0.23,0.89,0.48,3.68,1.2,22.32,114.15,98.88,37.59,16.35,3.2,0.4,0.29
"153","AEP",2010-12-01,2010,1.4427e+10,0.355,2.663e+09,0.185,1.214e+09,2.53,1.71,0.676,4.8e+08,28.33,2.662e+09,-2.436e+09,2.26e+08,0.47,-1.502e+09,0.3478,0.0839,0.29,0.0245,0.0905,0.0588,2.85,7.56,NA,0.1689,0.0157,0.19,0.77,0.46,3.7,1.13,29.77,112.82,80.53,62.06,12.26,3.24,0.41,0.29
"154","AEP",2011-12-01,2011,1.5116e+10,0.629,2.921e+09,0.193,1.946e+09,4.02,1.85,0.489,4.82e+08,30.31,3.788e+09,-2.775e+09,1.013e+09,3.35,-2.429e+09,NA,0.1284,0.29,0.0378,0.1372,0.0784,3.53,NA,NA,0.1836,0.067,0.52,0.63,0.36,3.56,1.03,42.61,89.1,70.11,61.6,8.57,4.1,0.42,0.29
"155","AEP",2012-12-01,2012,1.4945e+10,0.647,2.956e+09,0.198,1.259e+09,2.6,1.88,0.723,4.85e+08,31.37,3.804e+09,-3.132e+09,6.72e+08,1.39,-2.234e+09,0.3315,0.0842,0.28,0.0236,0.0842,0.0573,2.84,0.42,NA,0.2096,0.045,0.53,0.67,0.36,3.57,1.02,40.31,54.83,44.16,50.98,9.05,6.66,0.39,0.28
"156","AEP",2013-12-01,2013,1.4814e+10,0.625,3.049e+09,0.206,1.481e+09,3.04,1.95,0.807,4.87e+08,32.31,4.106e+09,-3.778e+09,3.28e+08,0.68,-1.802e+09,0.3242,0.0964,0.28,0.0267,0.0945,0.0593,3.33,7.94,NA,0.255,0.0221,0.22,0.71,0.38,3.51,1.05,38.55,96.58,79.94,55.2,9.47,3.78,0.39,0.28
"157","AEP",2014-12-01,2014,1.6379e+10,0.612,3.127e+09,0.191,1.633e+09,3.34,2.03,0.546,4.89e+08,34.47,4.613e+09,-4.25e+09,3.63e+08,1.22,-3.489e+09,0.3783,0.096,0.29,0.0282,0.0993,0.0605,3.81,NA,NA,0.2595,0.0222,0.22,0.56,0.31,3.55,0.96,37.35,78.88,73.28,42.94,9.77,4.63,0.4,0.29
"158","AEP",2015-12-01,2015,1.6453e+10,0.629,3.334e+09,0.203,2.047e+09,4.17,2.15,0.589,4.91e+08,36.04,4.819e+09,-4.6e+09,2.19e+08,0.47,-3.036e+09,0.3506,0.1244,0.27,0.0337,0.1179,0.0695,4,4.45,NA,0.2796,0.0133,0.11,0.57,0.31,3.45,0.99,37.59,79.61,80.82,36.38,9.71,4.58,0.36,0.27
"159","AEP",2016-12-01,2016,1.638e+10,0.65,3.475e+09,0.212,6.1e+08,1.24,2.27,2.489,4.92e+08,35.23,4.519e+09,-4.91e+09,-3.9e+08,-0.94,-3.464e+09,NA,0.0373,0.26,0.0098,0.0346,0.0345,1.54,-6.21,NA,0.2997,-0.0238,-0.64,0.64,0.26,3.65,1,36.2,73.46,98.94,10.72,10.08,4.97,0.35,0.26
"160","AEP",2017-12-01,2017,1.5424e+10,0.656,3.431e+09,0.222,1.912e+09,3.88,2.39,0.616,4.93e+08,36.73,4.27e+09,-5.799e+09,-1.529e+09,-2.07,-4.018e+09,0.3443,0.124,0.24,0.0298,0.1072,0.0619,4.15,-5.51,NA,0.376,-0.0991,-0.8,0.51,0.27,3.54,1.06,37.85,65.98,128.97,-25.13,9.64,5.53,0.32,0.24
"161","AET",2008-12-01,2008,3.0951e+10,0.266,2.367e+09,0.076,1.384e+09,2.83,0.04,0.014,4.88e+08,17.75,2.207e+09,-4.47e+08,1.76e+09,3.6,-2.636e+09,0.3634,0.0447,0.71,0.032,0.1519,NA,10.2,6.85,5.72,0.0144,0.0569,1.27,0.65,0.55,4.38,0.44,NA,NA,NA,NA,NA,NA,74.45,0.71
