Ticker;YearFinancialIndicator;GisSector;FichierSTCKP;CompanyGR2014;CompanyGR2015;CompanyGR2016;DebtRatio;NetMargin;ROA;PriceToBookRatio;ROE;PayoutRatio;RetentionRatio;YearNewsWeekGR;RankNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;GreenReputation; SustainabilityPayLink ; SustainableThemedCommitment ; AuditScore 
GS ;2012;Financials;GS_quarterly_financial_data.xls;goldman sachs group;the goldman sachs group inc;goldman sachs group inc;2,41;0,21;0,01;0,84;0,11;0,11;0,89;2014;98;0,48;0,50;0,53;0,36;0,41;0,06;0,10;0,05;0,05
GS ;2013;Financials;GS_quarterly_financial_data.xls;goldman sachs group;the goldman sachs group inc;goldman sachs group inc;2,26;0,23;0,01;1,06;0,11;0,12;0,88;2015;31;0,66;0,11;0,07;0,08;0,11;0,10;0,10;0,05;0,05
GS ;2014;Financials;GS_quarterly_financial_data.xls;goldman sachs group;the goldman sachs group inc;goldman sachs group inc;2,28;0,23;0,01;1,10;0,11;0,12;0,88;2016;102;0,53;0,06;0,06;0,04;0,07;0,10;0,10;0,05;0,05
GS ;2015;Financials;GS_quarterly_financial_data.xls;goldman sachs group;the goldman sachs group inc;goldman sachs group inc;2,32;0,16;0,01;1,03;0,07;0,20;0,80;;;;;;;;;;;
GWW ;2012;Industrials;GWW_quarterly_financial_data.xls;ww grainger;w w grainger inc;ww grainger inc;0,15;0,08;0,14;4,88;0,24;0,31;0,69;2014;104;0,47;0,55;0,70;0,00;0,00;0,91;0,00;0,05;0,05
GWW ;2013;Industrials;GWW_quarterly_financial_data.xls;ww grainger;w w grainger inc;ww grainger inc;0,14;0,08;0,16;5,50;0,25;0,31;0,69;2015;219;0,37;0,08;0,09;0,00;0,00;0,10;0,00;0,05;0,05
GWW ;2014;Industrials;GWW_quarterly_financial_data.xls;ww grainger;w w grainger inc;ww grainger inc;0,13;0,08;0,15;4,87;0,24;0,36;0,64;2016;227;0,34;0,00;0,09;0,05;0,00;0,10;0,00;0,05;0,05
GWW ;2015;Industrials;GWW_quarterly_financial_data.xls;ww grainger;w w grainger inc;ww grainger inc;0,61;0,08;0,14;5,62;0,28;0,39;0,61;;;;;;;;;;;
HAL ;2012;Energy;HAL_quarterly_financial_data.xls;halliburton;halliburton company;halliburton co;0,31;0,09;0,10;2,01;0,18;0,13;0,87;2014;256;0,27;0,00;0,29;0,31;0,00;0,17;0,10;0,05;0,00
HAL ;2013;Energy;HAL_quarterly_financial_data.xls;halliburton;halliburton company;halliburton co;0,58;0,07;0,08;3,47;0,15;0,22;0,78;2015;325;0,21;0,00;0,04;0,00;0,00;0,02;0,10;0,05;0,00
HAL ;2014;Energy;HAL_quarterly_financial_data.xls;halliburton;halliburton company;halliburton co;0,48;0,11;0,11;2,79;0,23;0,15;0,85;2016;275;0,27;0,01;0,01;0,00;0,08;0,02;0,10;0,05;0,00
HAL ;2015;Energy;HAL_quarterly_financial_data.xls;halliburton;halliburton company;halliburton co;0,95;-0,03;-0,02;2,03;-0,04;2,32;-1,32;;;;;;;;;;;
HCA ;2012;Health Care;HCA_quarterly_financial_data.xls;hca holdings;hca holdings inc;hca holdings inc;-3,00;0,04;0,06;2,00;-0,19;0,00;1,00;2014;338;0,16;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00
HCA ;2013;Health Care;HCA_quarterly_financial_data.xls;hca holdings;hca holdings inc;hca holdings inc;-3,43;0,05;0,06;3,40;-0,18;0,00;1,00;2015;340;0,19;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,05
HCA ;2014;Health Care;HCA_quarterly_financial_data.xls;hca holdings;hca holdings inc;hca holdings inc;-3,73;0,05;0,07;2,20;-0,24;0,00;1,00;2016;366;0,20;0,00;0,01;0,00;0,00;0,14;0,00;0,00;0,05
HCA ;2015;Health Care;HCA_quarterly_financial_data.xls;hca holdings;hca holdings inc;hca holdings inc;-4,01;0,04;0,06;1,90;-0,28;1,79;-0,79;;;;;;;;;;;
HCP ;2012;Financials;HCP_quarterly_financial_data.xls;hcp;hcp inc;hcp inc;0,82;0,43;0,05;2,12;0,08;1,08;-0,08;2014;91;0,49;0,32;0,18;0,31;0,44;1,00;0,00;0,05;0,05
HCP ;2013;Financials;HCP_quarterly_financial_data.xls;hcp;hcp inc;hcp inc;0,81;0,46;0,05;1,69;0,09;0,99;0,01;2015;51;0,62;0,06;0,04;0,09;0,09;0,15;0,10;0,05;0,05
HCP ;2014;Financials;HCP_quarterly_financial_data.xls;hcp;hcp inc;hcp inc;0,91;0,41;0,04;1,83;0,09;1,09;-0,09;2016;69;0,59;0,07;0,03;0,07;0,08;0,15;0,10;0,05;0,05
HCP ;2015;Financials;HCP_quarterly_financial_data.xls;hcp;hcp inc;hcp inc;1,18;-0,22;-0,03;1,66;-0,06;4,48;-3,48;;;;;;;;;;;
HD ;2012;Consumer Discretionary;HD_quarterly_financial_data.xls;home depot;the home depot inc;home depot inc;0,61;0,06;0,10;4,90;0,24;0,40;0,60;2014;70;0,51;0,31;0,36;0,86;0,18;0,27;0,10;0,05;0,05
HD ;2013;Consumer Discretionary;HD_quarterly_financial_data.xls;home depot;the home depot inc;home depot inc;1,03;0,07;0,13;7,07;0,34;0,39;0,61;2015;125;0,51;0,03;0,04;0,12;0,03;0,10;0,10;0,05;0,05
HD ;2014;Consumer Discretionary;HD_quarterly_financial_data.xls;home depot;the home depot inc;home depot inc;1,65;0,07;0,14;10,43;0,52;0,41;0,59;2016;91;0,54;0,02;0,04;0,14;0,05;0,10;0,10;0,05;0,05
HD ;2015;Consumer Discretionary;HD_quarterly_financial_data.xls;home depot;the home depot inc;home depot inc;2,34;0,08;0,16;16,19;0,80;0,42;0,58;;;;;;;;;;;
HES ;2012;Energy;HES_quarterly_financial_data.xls;hess;hess corporation;hess corp;0,35;0,05;0,05;0,87;0,10;0,07;0,93;2014;59;0,53;0,44;0,48;0,55;0,34;0,32;0,10;0,05;0,05
HES ;2013;Energy;HES_quarterly_financial_data.xls;hess;hess corporation;hess corp;0,22;0,21;0,12;1,15;0,21;0,05;0,95;2015;63;0,59;0,10;0,10;0,12;0,04;0,03;0,10;0,05;0,05
HES ;2014;Energy;HES_quarterly_financial_data.xls;hess;hess corporation;hess corp;0,27;0,16;0,06;0,98;0,10;0,13;0,87;2016;129;0,47;0,08;0,06;0,08;0,04;0,01;0,10;0,05;0,05
HES ;2015;Energy;HES_quarterly_financial_data.xls;hess;hess corporation;hess corp;0,34;-0,46;-0,09;0,75;-0,15;0,00;1,00;;;;;;;;;;;
HIG ;2012;Financials;HIG_quarterly_financial_data.xls;hartford financial services group;the hartford financial services group inc;hartford financial services group inc;0,32;0,00;0,00;0,41;0,00;0,00;1,00;2014;178;0,37;0,12;0,29;0,04;0,00;0,50;0,10;0,05;0,05
HIG ;2013;Financials;HIG_quarterly_financial_data.xls;hartford financial services group;the hartford financial services group inc;hartford financial services group inc;0,33;0,01;0,00;0,79;0,01;1,36;-0,36;2015;141;0,48;0,03;0,05;0,02;0,03;0,16;0,10;0,05;0,05
HIG ;2014;Financials;HIG_quarterly_financial_data.xls;hartford financial services group;the hartford financial services group inc;hartford financial services group inc;0,30;0,04;0,00;0,89;0,04;0,36;0,64;2016;122;0,48;0,05;0,05;0,06;0,00;0,12;0,10;0,05;0,05
HIG ;2015;Financials;HIG_quarterly_financial_data.xls;hartford financial services group;the hartford financial services group inc;hartford financial services group inc;0,29;0,09;0,01;1,03;0,09;0,19;0,81;;;;;;;;;;;
HLT ;2012;Consumer Discretionary;HLT_quarterly_financial_data.xls;hilton worldwide holdings;hilton worldwide holdings inc;hilton worldwide holdings inc;6,77;0,04;0,01;2,10;0,17;0,00;1,00;2014;288;0,23;0,07;0,06;0,04;0,03;0,50;0,10;0,00;0,00
HLT ;2013;Consumer Discretionary;HLT_quarterly_financial_data.xls;hilton worldwide holdings;hilton worldwide holdings inc;hilton worldwide holdings inc;2,90;0,05;0,02;3,56;0,14;0,00;1,00;2015;300;0,26;0,04;0,00;0,00;0,00;0,12;0,10;0,00;0,00
HLT ;2014;Consumer Discretionary;HLT_quarterly_financial_data.xls;hilton worldwide holdings;hilton worldwide holdings inc;hilton worldwide holdings inc;2,27;0,06;0,03;4,86;0,14;0,00;1,00;2016;161;0,42;0,05;0,06;0,01;0,02;0,12;0,10;0,00;0,05
HLT ;2015;Consumer Discretionary;HLT_quarterly_financial_data.xls;hilton worldwide holdings;hilton worldwide holdings inc;hilton worldwide holdings inc;1,62;0,12;0,05;4,47;0,27;0,44;0,56;;;;;;;;;;;
HOG ;2012;Consumer Discretionary;HOG_quarterly_financial_data.xls;harley-davidson;harley-davidson inc;harley-davidson inc;1,71;0,11;0,07;3,78;0,24;0,23;0,77;2014;12;0,70;0,84;0,56;0,91;0,68;1,00;0,00;0,05;0,00
HOG ;2013;Consumer Discretionary;HOG_quarterly_financial_data.xls;harley-davidson;harley-davidson inc;harley-davidson inc;1,14;0,12;0,08;5,08;0,26;0,25;0,75;2015;117;0,52;0,10;0,08;0,12;0,09;0,07;0,00;0,05;0,00
HOG ;2014;Consumer Discretionary;HOG_quarterly_financial_data.xls;harley-davidson;harley-davidson inc;harley-davidson inc;1,29;0,14;0,09;4,06;0,27;0,28;0,72;2016;126;0,47;0,08;0,07;0,13;0,07;0,07;0,00;0,05;0,00
HOG ;2015;Consumer Discretionary;HOG_quarterly_financial_data.xls;harley-davidson;harley-davidson inc;harley-davidson inc;2,63;0,13;0,07;3,83;0,29;0,33;0,67;;;;;;;;;;;
HON ;2012;Industrials;HON_quarterly_financial_data.xls;honeywell international;honeywell international inc;honeywell international inc;0,49;0,08;0,07;3,68;0,23;0,41;0,59;2014;260;0,27;0,12;0,05;0,00;0,00;0,22;0,10;0,05;0,05
HON ;2013;Industrials;HON_quarterly_financial_data.xls;honeywell international;honeywell international inc;honeywell international inc;0,39;0,10;0,09;4,53;0,26;0,34;0,66;2015;220;0,37;0,04;0,01;0,00;0,00;0,12;0,10;0,05;0,05
HON ;2014;Industrials;HON_quarterly_financial_data.xls;honeywell international;honeywell international inc;honeywell international inc;0,34;0,11;0,09;3,87;0,23;0,35;0,65;2016;232;0,33;0,00;0,01;0,00;0,00;0,12;0,10;0,05;0,05
HON ;2015;Industrials;HON_quarterly_financial_data.xls;honeywell international;honeywell international inc;honeywell international inc;0,30;0,12;0,10;4,22;0,26;0,35;0,65;;;;;;;;;;;
HOT ;2012;Consumer Discretionary;HOT_quarterly_financial_data.xls;starwood hotels & resorts worldwide;starwood hotels & resorts worldwide inc;starwood hotels & resorts worldwide inc;0,41;0,09;0,06;3,16;0,17;0,43;0,57;2014;220;0,32;0,21;0,23;0,00;0,00;1,00;0,00;0,00;0,05
HOT ;2013;Consumer Discretionary;HOT_quarterly_financial_data.xls;starwood hotels & resorts worldwide;starwood hotels & resorts worldwide inc;starwood hotels & resorts worldwide inc;0,45;0,10;0,07;3,93;0,19;0,41;0,59;2015;256;0,32;0,01;0,03;0,00;0,00;0,12;0,10;0,00;0,05
HOT ;2014;Consumer Discretionary;HOT_quarterly_financial_data.xls;starwood hotels & resorts worldwide;starwood hotels & resorts worldwide inc;starwood hotels & resorts worldwide inc;1,57;0,11;0,07;6,29;0,25;1,16;-0,16;2016;245;0,31;0,01;0,03;0,00;0,00;0,12;0,10;0,00;0,05
HOT ;2015;Consumer Discretionary;HOT_quarterly_financial_data.xls;starwood hotels & resorts worldwide;starwood hotels & resorts worldwide inc;starwood hotels & resorts worldwide inc;1,66;0,08;0,06;10,02;0,37;0,53;0,47;;;;;;;;;;;
HPE ;2015;Information Technology;HPE_quarterly_financial_data.xls;hewlett-packard;hewlett-packard company;hewlett packard enterprise co;0,45;0,05;0,03;0,46;0,07;0,00;1,00;;;;;;;;;;;
HRL ;2012;Consumer Staples;HRL_quarterly_financial_data.xls;hormel foods;hormel foods corporation;hormel foods corp;0,09;0,06;0,11;2,60;0,18;0,32;0,68;2014;304;0,20;0,16;0,09;0,36;0,24;0,36;0,00;0,00;0,00
HRL ;2013;Consumer Staples;HRL_quarterly_financial_data.xls;hormel foods;hormel foods corporation;hormel foods corp;0,08;0,06;0,11;3,67;0,17;0,34;0,66;2015;243;0,34;0,03;0,01;0,03;0,03;0,10;0,10;0,05;0,00
HRL ;2014;Consumer Staples;HRL_quarterly_financial_data.xls;hormel foods;hormel foods corporation;hormel foods corp;0,07;0,06;0,12;3,61;0,17;0,35;0,65;2016;181;0,39;0,05;0,02;0,05;0,02;0,10;0,10;0,05;0,00
HRL ;2015;Consumer Staples;HRL_quarterly_financial_data.xls;hormel foods;hormel foods corporation;hormel foods corp;0,06;0,07;0,12;4,23;0,18;0,39;0,61;;;;;;;;;;;
HSIC ;2012;Health Care;HSIC_quarterly_financial_data.xls;henry schein;henry schein inc;henry schein inc;0,19;0,04;0,08;2,67;0,15;0,00;1,00;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
HSIC ;2013;Health Care;HSIC_quarterly_financial_data.xls;henry schein;henry schein inc;henry schein inc;0,16;0,05;0,08;3,46;0,16;0,00;1,00;2015;414;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00
HSIC ;2014;Health Care;HSIC_quarterly_financial_data.xls;henry schein;henry schein inc;henry schein inc;0,19;0,04;0,08;3,71;0,17;0,00;1,00;2016;400;0,18;0,00;0,06;0,00;0,00;0,12;0,00;0,00;0,00
HSIC ;2015;Health Care;HSIC_quarterly_financial_data.xls;henry schein;henry schein inc;henry schein inc;0,16;0,05;0,08;4,05;0,17;0,00;1,00;;;;;;;;;;;
HST ;2012;Financials;HST_quarterly_financial_data.xls;host hotels & resorts;host hotels & resorts inc;host hotels & resorts inc;0,79;0,01;0,00;1,63;0,01;3,56;-2,56;2014;142;0,41;0,50;0,27;0,00;0,00;1,00;0,00;0,05;0,05
HST ;2013;Financials;HST_quarterly_financial_data.xls;host hotels & resorts;host hotels & resorts inc;host hotels & resorts inc;0,66;0,06;0,02;1,91;0,04;1,09;-0,09;2015;199;0,39;0,00;0,05;0,00;0,00;0,14;0,10;0,05;0,05
HST ;2014;Financials;HST_quarterly_financial_data.xls;host hotels & resorts;host hotels & resorts inc;host hotels & resorts inc;0,54;0,14;0,06;2,31;0,10;0,78;0,22;2016;71;0,59;0,05;0,06;0,04;0,11;0,14;0,10;0,05;0,05
HST ;2015;Financials;HST_quarterly_financial_data.xls;host hotels & resorts;host hotels & resorts inc;host hotels & resorts inc;0,57;0,10;0,05;1,78;0,08;1,08;-0,08;;;;;;;;;;;
HSY ;2012;Consumer Staples;HSY_quarterly_financial_data.xls;hershey;the hershey company;hershey co;1,48;0,10;0,14;16,31;0,67;0,53;0,47;2014;46;0,57;0,86;0,61;0,68;0,67;0,27;0,00;0,05;0,05
HSY ;2013;Consumer Staples;HSY_quarterly_financial_data.xls;hershey;the hershey company;hershey co;1,12;0,11;0,16;16,02;0,64;0,49;0,51;2015;6;0,79;0,14;0,10;0,12;0,12;0,10;0,10;0,05;0,05
HSY ;2014;Consumer Staples;HSY_quarterly_financial_data.xls;hershey;the hershey company;hershey co;1,06;0,11;0,15;14,14;0,55;0,53;0,47;2016;3;0,81;0,14;0,12;0,13;0,12;0,10;0,10;0,05;0,05
HSY ;2015;Consumer Staples;HSY_quarterly_financial_data.xls;hershey;the hershey company;hershey co;1,56;0,07;0,09;22,03;0,48;0,95;0,05;;;;;;;;;;;
HUM ;2012;Health Care;HUM_quarterly_financial_data.xls;humana;humana inc;humana inc;0,30;0,03;0,06;1,28;0,14;0,14;0,86;2014;69;0,52;0,87;0,66;0,00;0,61;0,72;0,00;0,05;0,00
HUM ;2013;Health Care;HUM_quarterly_financial_data.xls;humana;humana inc;humana inc;0,28;0,03;0,06;1,59;0,13;0,14;0,86;2015;25;0,68;0,07;0,07;0,09;0,11;0,14;0,10;0,05;0,05
HUM ;2014;Health Care;HUM_quarterly_financial_data.xls;humana;humana inc;humana inc;0,40;0,02;0,05;2,07;0,12;0,15;0,85;2016;18;0,72;0,07;0,10;0,12;0,10;0,14;0,10;0,05;0,05
HUM ;2015;Health Care;HUM_quarterly_financial_data.xls;humana;humana inc;humana inc;0,37;0,02;0,05;2,51;0,13;0,13;0,87;;;;;;;;;;;
IBM ;2012;Information Technology;IBM_quarterly_financial_data.xls;international business machines;international business machines corporation;international business machines corp;1,28;0,16;0,14;10,40;0,81;0,23;0,77;2014;224;0,31;0,17;0,25;0,19;0,42;0,04;0,10;0,05;0,05
IBM ;2013;Information Technology;IBM_quarterly_financial_data.xls;international business machines;international business machines corporation;international business machines corp;1,44;0,17;0,14;9,84;0,83;0,24;0,76;2015;132;0,50;0,02;0,02;0,04;0,06;0,17;0,10;0,05;0,05
IBM ;2014;Information Technology;IBM_quarterly_financial_data.xls;international business machines;international business machines corporation;international business machines corp;2,96;0,13;0,10;11,85;0,80;0,35;0,65;2016;115;0,50;0,01;0,03;0,06;0,03;0,17;0,10;0,05;0,05
IBM ;2015;Information Technology;IBM_quarterly_financial_data.xls;international business machines;international business machines corporation;international business machines corp;2,34;0,16;0,12;10,37;0,99;0,37;0,63;;;;;;;;;;;
ICE ;2012;Financials;ICE_quarterly_financial_data.xls;intercontinentalexchange group;intercontinental exchange inc;intercontinental exchange inc;0,31;0,14;0,01;3,66;0,04;0,29;0,71;2014;314;0,18;0,00;0,00;0,00;0,00;0,90;0,00;0,00;0,00
ICE ;2013;Financials;ICE_quarterly_financial_data.xls;intercontinentalexchange group;intercontinental exchange inc;intercontinental exchange inc;0,18;0,23;0,01;1,89;0,08;0,30;0,70;2015;428;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
ICE ;2014;Financials;ICE_quarterly_financial_data.xls;intercontinentalexchange group;intercontinental exchange inc;intercontinental exchange inc;0,32;0,27;0,02;2,18;0,10;0,26;0,74;2016;426;0,16;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00
ICE ;2015;Financials;ICE_quarterly_financial_data.xls;intercontinentalexchange group;intercontinental exchange inc;intercontinental exchange inc;0,27;0,40;0,01;2,63;0,16;0,00;1,00;;;;;;;;;;;
ILMN ;2012;Health Care;ILMN_quarterly_financial_data.xls;illumina;illumina inc;illumina inc;0,61;0,13;0,06;5,14;0,12;0,00;1,00;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ILMN ;2013;Health Care;ILMN_quarterly_financial_data.xls;illumina;illumina inc;illumina inc;0,55;0,09;0,04;8,43;0,09;0,00;1,00;2015;164;0,43;0,00;0,04;0,11;0,06;0,17;0,00;0,05;0,00
ILMN ;2014;Health Care;ILMN_quarterly_financial_data.xls;illumina;illumina inc;illumina inc;0,67;0,19;0,11;19,09;0,26;0,00;1,00;2016;87;0,55;0,11;0,06;0,11;0,04;0,17;0,00;0,05;0,00
ILMN ;2015;Health Care;ILMN_quarterly_financial_data.xls;illumina;illumina inc;illumina inc;0,52;0,24;0,14;16,64;0,30;0,00;1,00;;;;;;;;;;;
INCY ;2012;Pharmaceuticals, Biotechnology;INCY_quarterly_financial_data.xls;incyte;incyte corporation;incyte corp;-1,89;-0,15;-0,14;2,10;0,20;0,00;1,00;2014;316;0,18;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00
INCY ;2013;Pharmaceuticals, Biotechnology;INCY_quarterly_financial_data.xls;incyte;incyte corporation;incyte corp;-3,43;-0,23;-0,20;2,60;0,78;0,00;1,00;2015;355;0,17;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00
INCY ;2014;Pharmaceuticals, Biotechnology;INCY_quarterly_financial_data.xls;incyte;incyte corporation;incyte corp;-8,27;-0,09;-0,07;2,70;0,35;0,00;1,00;2016;320;0,23;0,00;0,06;0,00;0,00;0,17;0,00;0,00;0,00
INCY ;2015;Pharmaceuticals, Biotechnology;INCY_quarterly_financial_data.xls;incyte;incyte corporation;incyte corp;3,62;0,01;0,01;227,30;0,17;0,00;1,00;;;;;;;;;;;
INTC ;2012;Information Technology;INTC_quarterly_financial_data.xls;intel;intel corporation;intel corp;0,26;0,21;0,15;2,13;0,22;0,40;0,60;2014;71;0,51;0,56;0,59;0,57;0,26;0,06;0,10;0,05;0,05
INTC ;2013;Information Technology;INTC_quarterly_financial_data.xls;intel;intel corporation;intel corp;0,23;0,18;0,11;2,16;0,18;0,47;0,53;2015;71;0,58;0,08;0,07;0,06;0,03;0,13;0,10;0,05;0,05
INTC ;2014;Information Technology;INTC_quarterly_financial_data.xls;intel;intel corporation;intel corp;0,22;0,21;0,13;2,95;0,20;0,38;0,62;2016;48;0,63;0,08;0,08;0,07;0,07;0,13;0,10;0,05;0,05
INTC ;2015;Information Technology;INTC_quarterly_financial_data.xls;intel;intel corporation;intel corp;0,33;0,21;0,12;2,65;0,20;0,40;0,60;;;;;;;;;;;
INTU ;2012;Information Technology;INTU_quarterly_financial_data.xls;intuit;intuit inc;intuit inc;0,18;0,20;0,17;6,39;0,32;0,22;0,78;2014;185;0,36;0,43;0,60;0,30;0,33;0,55;0,00;0,00;0,00
INTU ;2013;Information Technology;INTU_quarterly_financial_data.xls;intuit;intuit inc;intuit inc;0,22;0,21;0,17;5,34;0,29;0,23;0,77;2015;269;0,30;0,00;0,11;0,00;0,00;0,19;0,00;0,00;0,00
INTU ;2014;Information Technology;INTU_quarterly_financial_data.xls;intuit;intuit inc;intuit inc;0,17;0,18;0,16;7,74;0,29;0,28;0,72;2016;123;0,48;0,08;0,10;0,03;0,10;0,17;0,00;0,00;0,00
INTU ;2015;Information Technology;INTU_quarterly_financial_data.xls;intuit;intuit inc;intuit inc;0,48;0,10;0,09;11,14;0,21;0,69;0,31;;;;;;;;;;;
IP ;2012;Materials;IP_quarterly_financial_data.xls;international paper;international paper company;international paper co;1,54;0,03;0,02;2,28;0,12;0,60;0,40;2014;201;0,34;0,86;0,36;0,00;0,00;0,29;0,00;0,05;0,05
IP ;2013;Materials;IP_quarterly_financial_data.xls;international paper;international paper company;international paper co;1,09;0,05;0,04;2,84;0,19;0,40;0,60;2015;235;0,35;0,00;0,04;0,03;0,00;0,08;0,10;0,05;0,05
IP ;2014;Materials;IP_quarterly_financial_data.xls;international paper;international paper company;international paper co;1,69;0,02;0,02;3,11;0,08;1,11;-0,11;2016;137;0,46;0,04;0,06;0,08;0,05;0,08;0,10;0,05;0,00
IP ;2015;Materials;IP_quarterly_financial_data.xls;international paper;international paper company;international paper co;2,29;0,04;0,03;3,89;0,21;0,73;0,27;;;;;;;;;;;
IPG ;2012;Consumer Discretionary;IPG_quarterly_financial_data.xls;interpublic group;the interpublic group of companies inc;interpublic group of cos inc;0,94;0,06;0,04;2,08;0,20;0,24;0,76;2014;293;0,22;0,00;0,00;0,00;0,00;0,85;0,00;0,05;0,00
IPG ;2013;Consumer Discretionary;IPG_quarterly_financial_data.xls;interpublic group;the interpublic group of companies inc;interpublic group of cos inc;0,51;0,04;0,02;3,31;0,12;0,50;0,50;2015;383;0,15;0,00;0,00;0,00;0,00;0,10;0,00;0,05;0,00
IPG ;2014;Consumer Discretionary;IPG_quarterly_financial_data.xls;interpublic group;the interpublic group of companies inc;interpublic group of cos inc;0,77;0,06;0,04;3,75;0,22;0,33;0,67;2016;365;0,20;0,00;0,05;0,00;0,00;0,10;0,00;0,05;0,00
IPG ;2015;Consumer Discretionary;IPG_quarterly_financial_data.xls;interpublic group;the interpublic group of companies inc;interpublic group of cos inc;0,82;0,06;0,04;4,67;0,24;0,43;0,57;;;;;;;;;;;
ISRG ;2012;Health Care;ISRG_quarterly_financial_data.xls;intuitive surgical;intuitive surgical inc;intuitive surgical inc;0,00;0,30;0,18;6,22;0,20;0,00;1,00;2014;397;0,10;0,00;0,00;0,00;0,00;0,51;0,00;0,00;0,00
ISRG ;2013;Health Care;ISRG_quarterly_financial_data.xls;intuitive surgical;intuitive surgical inc;intuitive surgical inc;0,00;0,30;0,17;4,42;0,19;0,00;1,00;2015;383;0,15;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00
ISRG ;2014;Health Care;ISRG_quarterly_financial_data.xls;intuitive surgical;intuitive surgical inc;intuitive surgical inc;0,00;0,20;0,11;5,82;0,13;0,00;1,00;2016;327;0,22;0,00;0,07;0,00;0,00;0,15;0,00;0,00;0,00
ISRG ;2015;Health Care;ISRG_quarterly_financial_data.xls;intuitive surgical;intuitive surgical inc;intuitive surgical inc;0,00;0,25;0,13;4,58;0,15;0,00;1,00;;;;;;;;;;;
ITT ;2012;Information Technology;ITT_quarterly_financial_data.xls;twitter;twitter inc;twitter inc;0,01;0,06;0,04;2,61;0,17;0,27;0,73;2014;433;0,02;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00
ITT ;2013;Information Technology;ITT_quarterly_financial_data.xls;twitter;twitter inc;twitter inc;0,01;0,20;0,14;3,18;0,54;0,07;0,93;2015;349;0,18;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00
ITT ;2014;Information Technology;ITT_quarterly_financial_data.xls;twitter;twitter inc;twitter inc;0,01;0,07;0,05;2,90;0,15;0,22;0,78;2016;286;0,26;0,00;0,08;0,00;0,00;0,18;0,00;0,00;0,00
ITT ;2015;Information Technology;ITT_quarterly_financial_data.xls;twitter;twitter inc;twitter inc;0,18;0,14;0,10;2,40;0,28;0,12;0,88;;;;;;;;;;;
ITW ;2012;Industrials;ITW_quarterly_financial_data.xls;illinois tool works;illinois tool works inc;illinois tool works inc;0,43;0,16;0,15;2,75;0,28;0,30;0,70;2014;129;0,43;0,39;0,30;0,47;0,39;0,51;0,10;0,00;0,00
ITW ;2013;Industrials;ITW_quarterly_financial_data.xls;illinois tool works;illinois tool works inc;illinois tool works inc;0,29;0,12;0,09;3,35;0,17;0,31;0,69;2015;136;0,50;0,06;0,06;0,08;0,05;0,10;0,10;0,05;0,00
ITW ;2014;Industrials;ITW_quarterly_financial_data.xls;illinois tool works;illinois tool works inc;illinois tool works inc;0,88;0,20;0,15;4,43;0,37;0,23;0,77;2016;207;0,36;0,07;0,05;0,08;0,06;0,10;0,00;0,00;0,00
ITW ;2015;Industrials;ITW_quarterly_financial_data.xls;illinois tool works;illinois tool works inc;illinois tool works inc;1,32;0,14;0,12;6,26;0,37;0,39;0,61;;;;;;;;;;;
IVZ ;2012;Financials;IVZ_quarterly_financial_data.xls;invesco;invesco ltd;invesco ltd;0,61;0,16;0,04;1,32;0,08;0,42;0,58;2014;40;0,59;0,69;0,49;0,69;0,39;0,76;0,00;0,05;0,05
IVZ ;2013;Financials;IVZ_quarterly_financial_data.xls;invesco;invesco ltd;invesco ltd;0,69;0,20;0,05;1,77;0,11;0,40;0,60;2015;47;0,63;0,11;0,06;0,10;0,07;0,10;0,10;0,05;0,05
IVZ ;2014;Financials;IVZ_quarterly_financial_data.xls;invesco;invesco ltd;invesco ltd;0,81;0,19;0,05;1,97;0,12;0,43;0,57;2016;77;0,58;0,00;0,12;0,11;0,06;0,10;0,10;0,05;0,05
IVZ ;2015;Financials;IVZ_quarterly_financial_data.xls;invesco;invesco ltd;invesco ltd;0,95;0,19;0,04;1,70;0,12;0,47;0,53;;;;;;;;;;;
JBHT ;2012;Industrials;JBHT_quarterly_financial_data.xls;jb hunt transport services;j b hunt transport services inc;jb hunt transport services inc;0,74;0,06;0,13;8,48;0,43;0,27;0,73;2014;113;0,46;0,26;0,49;0,00;0,00;1,00;0,10;0,00;0,05
JBHT ;2013;Industrials;JBHT_quarterly_financial_data.xls;jb hunt transport services;j b hunt transport services inc;jb hunt transport services inc;0,45;0,06;0,13;8,97;0,36;0,15;0,85;2015;252;0,33;0,00;0,10;0,00;0,00;0,08;0,10;0,00;0,05
