Ticker;YearFinancialIndicator;GisSector;FichierSTCKP;CompanyGR2014;CompanyGR2015;CompanyGR2016;DebtRatio;NetMargin;ROA;PriceToBookRatio;ROE;PayoutRatio;RetentionRatio;YearNewsWeekGR;RankNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;GreenReputation; SustainabilityPayLink ; SustainableThemedCommitment ; AuditScore 
CAH ;2012;Health Care;CAH_quarterly_financial_data.xls;cardinal health;cardinal health inc;cardinal health inc;0,37;0,01;0,05;2,22;0,18;0,28;0,72;2014;9;0,71;0,76;0,70;0,82;0,65;0,61;0,10;0,00;0,05
CAH ;2013;Health Care;CAH_quarterly_financial_data.xls;cardinal health;cardinal health inc;cardinal health inc;0,56;0,00;0,01;3,27;0,06;1,01;-0,01;2015;88;0,55;0,10;0,06;0,00;0,10;0,14;0,10;0,00;0,05
CAH ;2014;Health Care;CAH_quarterly_financial_data.xls;cardinal health;cardinal health inc;cardinal health inc;0,61;0,01;0,04;4,11;0,17;0,39;0,61;2016;76;0,58;0,05;0,07;0,06;0,10;0,14;0,10;0,00;0,05
CAH ;2015;Health Care;CAH_quarterly_financial_data.xls;cardinal health;cardinal health inc;cardinal health inc;0,77;0,01;0,04;4,22;0,21;0,35;0,65;;;;;;;;;;;
CAM ;2012;Energy;CAM_quarterly_financial_data.xls;cameron international;cameron international corporation;cameron international corp;0,37;0,09;0,07;2,44;0,14;0,00;1,00;2014;352;0,15;0,00;0,00;0,00;0,00;0,76;0,00;0,00;0,00
CAM ;2013;Energy;CAM_quarterly_financial_data.xls;cameron international;cameron international corporation;cameron international corp;0,44;0,07;0,05;2,16;0,11;0,00;1,00;2015;492;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00
CAM ;2014;Energy;CAM_quarterly_financial_data.xls;cameron international;cameron international corporation;cameron international corp;0,62;0,08;0,06;2,30;0,17;0,00;1,00;2016;480;0,09;0,00;0,07;0,00;0,00;0,02;0,00;0,00;0,00
CAM ;2015;Energy;CAM_quarterly_financial_data.xls;cameron international;cameron international corporation;cameron international corp;0,56;0,06;0,04;2,82;0,11;0,00;1,00;;;;;;;;;;;
CAT ;2012;Industrials;CAT_quarterly_financial_data.xls;caterpillar;caterpillar inc;caterpillar inc;1,58;0,09;0,06;3,14;0,34;0,23;0,77;2014;186;0,36;0,37;0,35;0,44;0,70;0,14;0,00;0,05;0,00
CAT ;2013;Industrials;CAT_quarterly_financial_data.xls;caterpillar;caterpillar inc;caterpillar inc;1,29;0,07;0,04;3,05;0,20;0,40;0,60;2015;185;0,40;0,04;0,05;0,07;0,11;0,09;0,00;0,05;0,00
CAT ;2014;Industrials;CAT_quarterly_financial_data.xls;caterpillar;caterpillar inc;caterpillar inc;1,66;0,07;0,04;3,14;0,19;0,45;0,55;2016;247;0,31;0,04;0,04;0,05;0,06;0,07;0,00;0,05;0,00
CAT ;2015;Industrials;CAT_quarterly_financial_data.xls;caterpillar;caterpillar inc;caterpillar inc;1,71;0,04;0,03;2,55;0,13;0,86;0,14;;;;;;;;;;;
CBG ;2012;Financials;CBG_quarterly_financial_data.xls;cbre group;cbre group inc;cbre group inc;1,53;0,05;0,05;4,59;0,24;0,00;1,00;2014;102;0,47;0,76;0,72;0,00;0,00;0,74;0,00;0,05;0,05
CBG ;2013;Financials;CBG_quarterly_financial_data.xls;cbre group;cbre group inc;cbre group inc;1,29;0,04;0,05;4,57;0,18;0,00;1,00;2015;143;0,47;0,13;0,12;0,00;0,00;0,08;0,10;0,00;0,05
CBG ;2014;Financials;CBG_quarterly_financial_data.xls;cbre group;cbre group inc;cbre group inc;1,08;0,05;0,07;4,87;0,23;0,00;1,00;2016;134;0,46;0,10;0,13;0,00;0,00;0,08;0,10;0,00;0,05
CBG ;2015;Financials;CBG_quarterly_financial_data.xls;cbre group;cbre group inc;cbre group inc;0,98;0,05;0,06;4,57;0,22;0,00;1,00;;;;;;;;;;;
CBS ;2012;Consumer Discretionary;CBS_quarterly_financial_data.xls;cbs;cbs corporation;cbs corp;0,58;0,11;0,06;2,16;0,16;0,18;0,82;2014;361;0,14;0,00;0,00;0,00;0,00;0,20;0,10;0,00;0,00
CBS ;2013;Consumer Discretionary;CBS_quarterly_financial_data.xls;cbs;cbs corporation;cbs corp;0,60;0,12;0,07;3,63;0,19;0,15;0,85;2015;298;0,26;0,00;0,00;0,00;0,00;0,16;0,10;0,00;0,00
CBS ;2014;Consumer Discretionary;CBS_quarterly_financial_data.xls;cbs;cbs corporation;cbs corp;0,93;0,21;0,12;3,63;0,37;0,10;0,90;2016;262;0,29;0,00;0,03;0,00;0,00;0,16;0,10;0,00;0,00
CBS ;2015;Consumer Discretionary;CBS_quarterly_financial_data.xls;cbs;cbs corporation;cbs corp;1,48;0,10;0,06;3,65;0,24;0,20;0,80;;;;;;;;;;;
CCE ;2012;Consumer Staples;CCE_quarterly_financial_data.xls;coca-cola enterprises;coca-cola enterprises inc;coca-cola enterprises inc;1,03;0,09;0,09;3,30;0,25;0,17;0,83;2014;22;0,65;0,59;0,84;0,60;0,91;0,04;0,10;0,05;0,05
CCE ;2013;Consumer Staples;CCE_quarterly_financial_data.xls;coca-cola enterprises;coca-cola enterprises inc;coca-cola enterprises inc;1,05;0,08;0,07;5,00;0,24;0,29;0,71;2015;8;0,75;0,12;0,14;0,12;0,11;0,07;0,10;0,05;0,05
CCE ;2014;Consumer Staples;CCE_quarterly_financial_data.xls;coca-cola enterprises;coca-cola enterprises inc;coca-cola enterprises inc;1,63;0,08;0,07;6,40;0,26;0,35;0,65;2016;9;0,76;0,13;0,13;0,11;0,12;0,07;0,10;0,05;0,05
CCE ;2015;Consumer Staples;CCE_quarterly_financial_data.xls;coca-cola enterprises;coca-cola enterprises inc;coca-cola enterprises inc;2,32;0,08;0,08;11,20;0,39;0,34;0,66;;;;;;;;;;;
CCI ;2012;Financials;CCI_quarterly_financial_data.xls;crown castle international;crown castle international corp;crown castle international corp;3,72;0,08;0,01;6,77;0,06;0,00;1,00;2014;409;0,08;0,00;0,00;0,00;0,00;0,40;0,00;0,00;0,00
CCI ;2013;Financials;CCI_quarterly_financial_data.xls;crown castle international;crown castle international corp;crown castle international corp;1,66;0,03;0,01;8,24;0,02;0,00;1,00;2015;383;0,15;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00
CCI ;2014;Financials;CCI_quarterly_financial_data.xls;crown castle international;crown castle international corp;crown castle international corp;1,76;0,09;0,02;3,89;0,05;1,80;-0,80;2016;324;0,22;0,00;0,07;0,00;0,00;0,15;0,00;0,00;0,00
CCI ;2015;Financials;CCI_quarterly_financial_data.xls;crown castle international;crown castle international corp;crown castle international corp;1,71;0,40;0,07;3,84;0,21;0,76;0,24;;;;;;;;;;;
CCL ;2012;Consumer Discretionary;CCL_quarterly_financial_data.xls;carnival;carnival corporation;carnival plc;0,30;0,08;0,03;1,19;0,05;0,60;0,40;2014;280;0,24;0,05;0,05;0,48;0,07;0,20;0,00;0,05;0,05
CCL ;2013;Consumer Discretionary;CCL_quarterly_financial_data.xls;carnival;carnival corporation;carnival plc;0,33;0,07;0,03;1,11;0,05;0,72;0,28;2015;196;0,40;0,01;0,01;0,06;0,01;0,12;0,10;0,05;0,05
CCL ;2014;Consumer Discretionary;CCL_quarterly_financial_data.xls;carnival;carnival corporation;carnival plc;0,30;0,08;0,03;1,20;0,05;0,63;0,37;2016;220;0,34;0,00;0,02;0,00;0,00;0,12;0,10;0,05;0,05
CCL ;2015;Consumer Discretionary;CCL_quarterly_financial_data.xls;carnival;carnival corporation;carnival plc;0,31;0,11;0,05;1,63;0,07;0,45;0,55;;;;;;;;;;;
CELG ;2012;Health Care;CELG_quarterly_financial_data.xls;celgene;celgene corporation;celgene corp;0,49;0,26;0,13;5,69;0,25;0,00;1,00;2014;49;0,57;0,74;0,76;0,75;0,00;0,91;0,00;0,00;0,05
CELG ;2013;Health Care;CELG_quarterly_financial_data.xls;celgene;celgene corporation;celgene corp;0,75;0,22;0,12;11,04;0,26;0,00;1,00;2015;153;0,45;0,00;0,02;0,11;0,00;0,17;0,10;0,00;0,05
CELG ;2014;Health Care;CELG_quarterly_financial_data.xls;celgene;celgene corporation;celgene corp;0,96;0,26;0,13;14,06;0,37;0,00;1,00;2016;54;0,62;0,14;0,02;0,15;0,00;0,17;0,10;0,00;0,05
CELG ;2015;Health Care;CELG_quarterly_financial_data.xls;celgene;celgene corporation;celgene corp;2,41;0,17;0,07;17,11;0,26;0,00;1,00;;;;;;;;;;;
CERN ;2012;Health Care;CERN_quarterly_financial_data.xls;cerner;cerner corporation;cerner corp;0,05;0,15;0,12;4,74;0,15;0,00;1,00;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
CERN ;2013;Health Care;CERN_quarterly_financial_data.xls;cerner;cerner corporation;cerner corp;0,04;0,14;0,10;6,18;0,13;0,00;1,00;2015;339;0,19;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00
CERN ;2014;Health Care;CERN_quarterly_financial_data.xls;cerner;cerner corporation;cerner corp;0,03;0,13;0,10;5,77;0,13;0,00;1,00;2016;373;0,19;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00
CERN ;2015;Health Care;CERN_quarterly_financial_data.xls;cerner;cerner corporation;cerner corp;0,15;0,12;0,10;5,91;0,14;0,00;1,00;;;;;;;;;;;
CF ;2012;Materials;CF_quarterly_financial_data.xls;cf industries holdings;cf industries holdings inc;cf industries holdings inc;0,27;0,30;0,20;2,41;0,35;0,06;0,95;2014;327;0,17;0,00;0,10;0,00;0,00;0,79;0,00;0,00;0,00
CF ;2013;Materials;CF_quarterly_financial_data.xls;cf industries holdings;cf industries holdings inc;cf industries holdings inc;0,61;0,27;0,15;2,48;0,28;0,09;0,91;2015;425;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
CF ;2014;Materials;CF_quarterly_financial_data.xls;cf industries holdings;cf industries holdings inc;cf industries holdings inc;1,09;0,29;0,12;2,93;0,31;0,18;0,82;2016;470;0,10;0,00;0,03;0,00;0,00;0,08;0,00;0,00;0,00
CF ;2015;Materials;CF_quarterly_financial_data.xls;cf industries holdings;cf industries holdings inc;cf industries holdings inc;1,39;0,16;0,06;2,66;0,17;0,40;0,60;;;;;;;;;;;
CHD ;2012;Consumer Staples;CHD_quarterly_financial_data.xls;church & dwight;church & dwight co inc;church & dwight co inc;0,32;0,12;0,10;3,57;0,17;0,38;0,62;2014;215;0,32;0,30;0,17;0,23;0,11;1,00;0,00;0,00;0,00
CHD ;2013;Consumer Staples;CHD_quarterly_financial_data.xls;church & dwight;church & dwight co inc;church & dwight co inc;0,28;0,12;0,10;3,92;0,18;0,39;0,61;2015;291;0,27;0,05;0,00;0,07;0,03;0,12;0,00;0,00;0,00
CHD ;2014;Consumer Staples;CHD_quarterly_financial_data.xls;church & dwight;church & dwight co inc;church & dwight co inc;0,33;0,13;0,10;4,74;0,20;0,40;0,60;2016;352;0,20;0,00;0,09;0,00;0,00;0,12;0,00;0,00;0,00
CHD ;2015;Consumer Staples;CHD_quarterly_financial_data.xls;church & dwight;church & dwight co inc;church & dwight co inc;0,34;0,12;0,10;5,43;0,21;0,43;0,57;;;;;;;;;;;
CI ;2012;Health Care;CI_quarterly_financial_data.xls;cigna;cigna corporation;cigna corp;0,51;0,06;0,03;1,53;0,18;0,01;0,99;2014;226;0,31;0,00;0,86;0,00;0,00;0,90;0,00;0,00;0,00
CI ;2013;Health Care;CI_quarterly_financial_data.xls;cigna;cigna corporation;cigna corp;0,47;0,05;0,03;2,26;0,15;0,01;0,99;2015;191;0,40;0,06;0,10;0,00;0,00;0,14;0,10;0,00;0,00
CI ;2014;Health Care;CI_quarterly_financial_data.xls;cigna;cigna corporation;cigna corp;0,46;0,06;0,04;2,24;0,19;0,01;0,99;2016;112;0,50;0,07;0,10;0,10;0,00;0,14;0,10;0,00;0,00
CI ;2015;Health Care;CI_quarterly_financial_data.xls;cigna;cigna corporation;cigna corp;0,42;0,06;0,04;3,02;0,18;0,00;1,00;;;;;;;;;;;
CIT ;2012;Financials;CIT_quarterly_financial_data.xls;cit group;cit group inc;cit group inc;2,64;-0,53;-0,01;0,96;-0,07;0,00;1,00;2014;421;0,06;0,00;0,00;0,00;0,00;0,31;0,00;0,00;0,00
CIT ;2013;Financials;CIT_quarterly_financial_data.xls;cit group;cit group inc;cit group inc;2,46;0,29;0,01;1,12;0,08;0,03;0,97;2015;428;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
CIT ;2014;Financials;CIT_quarterly_financial_data.xls;cit group;cit group inc;cit group inc;2,04;0,31;0,02;0,95;0,13;0,08;0,92;2016;402;0,17;0,00;0,07;0,00;0,00;0,10;0,00;0,00;0,00
CIT ;2015;Financials;CIT_quarterly_financial_data.xls;cit group;cit group inc;cit group inc;1,69;0,27;0,02;0,80;0,11;0,11;0,89;;;;;;;;;;;
CL ;2012;Consumer Staples;CL_quarterly_financial_data.xls;colgate-palmolive;colgate-palmolive company;colgate-palmolive co;2,06;0,13;0,17;32,44;1,08;0,55;0,45;2014;97;0,48;0,34;0,38;0,35;0,37;0,33;0,10;0,05;0,05
CL ;2013;Consumer Staples;CL_quarterly_financial_data.xls;colgate-palmolive;colgate-palmolive company;colgate-palmolive co;4,93;0,13;0,16;42,99;1,00;0,59;0,41;2015;49;0,63;0,08;0,09;0,07;0,09;0,11;0,10;0,05;0,05
CL ;2014;Consumer Staples;CL_quarterly_financial_data.xls;colgate-palmolive;colgate-palmolive company;colgate-palmolive co;4,93;0,09;0,11;237,39;1,26;0,97;0,03;2016;51;0,62;0,09;0,07;0,07;0,08;0,11;0,10;0,05;0,05
CL ;2015;Consumer Staples;CL_quarterly_financial_data.xls;colgate-palmolive;colgate-palmolive company;colgate-palmolive co;2,25;0,14;0,19;20,20;3,27;0,47;0,53;;;;;;;;;;;
CLX ;2012;Consumer Staples;CLX_quarterly_financial_data.xls;clorox;the clorox company;clorox co;38,73;0,10;0,13;172,40;-6,96;0,58;0,43;2014;43;0,58;0,32;0,33;0,34;0,49;0,80;0,10;0,05;0,05
CLX ;2013;Consumer Staples;CLX_quarterly_financial_data.xls;clorox;the clorox company;clorox co;13,91;0,10;0,13;140,44;4,80;0,62;0,38;2015;38;0,65;0,07;0,08;0,06;0,13;0,12;0,10;0,05;0,05
CLX ;2014;Consumer Staples;CLX_quarterly_financial_data.xls;clorox;the clorox company;clorox co;6,39;0,09;0,12;82,29;3,72;0,72;0,28;2016;45;0,64;0,07;0,06;0,07;0,12;0,12;0,10;0,05;0,05
CLX ;2015;Consumer Staples;CLX_quarterly_financial_data.xls;clorox;the clorox company;clorox co;9,07;0,12;0,16;133,61;4,26;0,57;0,43;;;;;;;;;;;
CMCSA ;2012;Consumer Discretionary;CMCSA_quarterly_financial_data.xls;comcast;comcast corporation;comcast corp;0,77;0,10;0,04;1,98;0,13;0,28;0,72;2014;417;0,07;0,00;0,00;0,00;0,00;0,33;0,00;0,00;0,00
CMCSA ;2013;Consumer Discretionary;CMCSA_quarterly_financial_data.xls;comcast;comcast corporation;comcast corp;0,88;0,11;0,04;2,52;0,14;0,30;0,70;2015;364;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
CMCSA ;2014;Consumer Discretionary;CMCSA_quarterly_financial_data.xls;comcast;comcast corporation;comcast corp;0,84;0,12;0,05;2,62;0,16;0,27;0,73;2016;374;0,19;0,00;0,03;0,00;0,00;0,16;0,00;0,00;0,00
CMCSA ;2015;Consumer Discretionary;CMCSA_quarterly_financial_data.xls;comcast;comcast corporation;comcast corp;0,94;0,11;0,05;2,81;0,16;0,30;0,70;;;;;;;;;;;
CME ;2012;Financials;CME_quarterly_financial_data.xls;cme group;cme group inc;cme group inc;0,10;0,31;0,02;0,83;0,04;1,37;-0,37;2014;348;0,15;0,00;0,00;0,00;0,00;0,76;0,00;0,00;0,00
CME ;2013;Financials;CME_quarterly_financial_data.xls;cme group;cme group inc;cme group inc;0,10;0,33;0,02;1,20;0,05;1,51;-0,51;2015;428;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
CME ;2014;Financials;CME_quarterly_financial_data.xls;cme group;cme group inc;cme group inc;0,10;0,36;0,02;1,34;0,05;1,16;-0,16;2016;412;0,17;0,00;0,07;0,00;0,00;0,10;0,00;0,00;0,00
CME ;2015;Financials;CME_quarterly_financial_data.xls;cme group;cme group inc;cme group inc;0,11;0,37;0,02;1,43;0,06;1,33;-0,33;;;;;;;;;;;
CMG ;2012;Consumer Discretionary;CMG_quarterly_financial_data.xls;chipotle mexican grill;chipotle mexican grill inc;chipotle mexican grill inc;0,00;0,10;0,17;6,70;0,22;0,00;1,00;2014;366;0,14;0,00;0,00;0,00;0,00;0,68;0,00;0,00;0,00
CMG ;2013;Consumer Discretionary;CMG_quarterly_financial_data.xls;chipotle mexican grill;chipotle mexican grill inc;chipotle mexican grill inc;0,00;0,10;0,18;10,24;0,23;0,00;1,00;2015;428;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
CMG ;2014;Consumer Discretionary;CMG_quarterly_financial_data.xls;chipotle mexican grill;chipotle mexican grill inc;chipotle mexican grill inc;0,00;0,11;0,19;10,68;0,24;0,00;1,00;2016;429;0,16;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00
CMG ;2015;Consumer Discretionary;CMG_quarterly_financial_data.xls;chipotle mexican grill;chipotle mexican grill inc;chipotle mexican grill inc;0,00;0,11;0,17;8,02;0,21;0,00;1,00;;;;;;;;;;;
CMI ;2012;Industrials;CMI_quarterly_financial_data.xls;cummins;cummins inc;cummins inc;0,11;0,09;0,14;2,87;0,26;0,21;0,79;2014;52;0,56;0,24;0,45;0,53;0,57;0,46;0,10;0,05;0,05
CMI ;2013;Industrials;CMI_quarterly_financial_data.xls;cummins;cummins inc;cummins inc;0,22;0,09;0,12;3,48;0,21;0,29;0,71;2015;105;0,54;0,03;0,07;0,08;0,09;0,07;0,10;0,05;0,05
CMI ;2014;Industrials;CMI_quarterly_financial_data.xls;cummins;cummins inc;cummins inc;0,21;0,09;0,11;3,25;0,22;0,31;0,69;2016;85;0,55;0,04;0,06;0,07;0,10;0,08;0,10;0,05;0,05
CMI ;2015;Industrials;CMI_quarterly_financial_data.xls;cummins;cummins inc;cummins inc;0,21;0,07;0,09;2,30;0,18;0,45;0,55;;;;;;;;;;;
CNO ;2012;Financials;CNO_quarterly_financial_data.xls;cna financial;cna financial corporation;cna financial corp;0,68;0,11;0,01;0,74;0,10;0,05;0,95;2014;342;0,16;0,00;0,00;0,00;0,00;0,80;0,00;0,00;0,00
CNO ;2013;Financials;CNO_quarterly_financial_data.xls;cna financial;cna financial corporation;cna financial corp;0,76;0,01;0,00;0,74;0,01;0,98;0,02;2015;364;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
CNO ;2014;Financials;CNO_quarterly_financial_data.xls;cna financial;cna financial corporation;cna financial corp;0,77;0,07;0,01;0,87;0,06;0,19;0,81;2016;435;0,15;0,00;0,04;0,00;0,00;0,11;0,00;0,00;0,00
CNO ;2015;Financials;CNO_quarterly_financial_data.xls;cna financial;cna financial corporation;cna financial corp;1,00;0,05;0,01;0,41;0,04;0,06;0,94;;;;;;;;;;;
CNP ;2012;Utilities;CNP_quarterly_financial_data.xls;centerpoint energy;centerpoint energy inc;centerpoint energy inc;1,81;0,04;0,01;2,40;0,07;1,15;-0,15;2014;148;0,41;0,76;0,61;0,00;0,00;1,00;0,00;0,00;0,00
CNP ;2013;Utilities;CNP_quarterly_financial_data.xls;centerpoint energy;centerpoint energy inc;centerpoint energy inc;1,76;0,07;0,03;2,25;0,14;0,67;0,33;2015;380;0,16;0,00;0,08;0,00;0,00;0,08;0,00;0,00;0,00
CNP ;2014;Utilities;CNP_quarterly_financial_data.xls;centerpoint energy;centerpoint energy inc;centerpoint energy inc;2,28;0,07;-0,03;1,87;-0,17;0,72;0,28;2016;345;0,21;0,00;0,13;0,00;0,00;0,08;0,00;0,00;0,00
CNP ;2015;Utilities;CNP_quarterly_financial_data.xls;centerpoint energy;centerpoint energy inc;centerpoint energy inc;1,94;0,06;0,02;2,05;0,10;0,83;0,17;;;;;;;;;;;
CNX ;2012;Utilities;CNX_quarterly_financial_data.xls;consolidated edison;consolidated edison inc;consolidated edison inc;0,80;0,07;0,03;1,99;0,10;0,37;0,63;2014;16;0,68;0,47;0,53;0,55;0,77;0,65;0,10;0,05;0,05
CNX ;2013;Utilities;CNX_quarterly_financial_data.xls;consolidated edison;consolidated edison inc;consolidated edison inc;0,63;0,15;0,05;2,09;0,16;0,13;0,87;2015;32;0,66;0,04;0,11;0,09;0,12;0,11;0,10;0,05;0,05
CNX ;2014;Utilities;CNX_quarterly_financial_data.xls;consolidated edison;consolidated edison inc;consolidated edison inc;0,61;0,04;0,01;1,62;0,03;0,35;0,65;2016;19;0,72;0,08;0,10;0,10;0,12;0,11;0,10;0,05;0,05
CNX ;2015;Utilities;CNX_quarterly_financial_data.xls;consolidated edison;consolidated edison inc;consolidated edison inc;0,58;-0,12;-0,03;0,44;-0,08;0,00;1,00;;;;;;;;;;;
COF ;2012;Financials;COF_quarterly_financial_data.xls;capital one financial;capital one financial corporation;capital one financial corp;1,20;0,16;0,01;0,87;0,09;0,03;0,97;2014;269;0,26;0,43;0,32;0,00;0,00;0,24;0,10;0,00;0,00
COF ;2013;Financials;COF_quarterly_financial_data.xls;capital one financial;capital one financial corporation;capital one financial corp;0,95;0,18;0,01;1,00;0,10;0,13;0,87;2015;262;0,31;0,02;0,04;0,00;0,00;0,10;0,10;0,00;0,05
COF ;2014;Financials;COF_quarterly_financial_data.xls;capital one financial;capital one financial corporation;capital one financial corp;1,06;0,19;0,01;1,01;0,10;0,15;0,85;2016;260;0,29;0,00;0,04;0,00;0,00;0,10;0,10;0,00;0,05
COF ;2015;Financials;COF_quarterly_financial_data.xls;capital one financial;capital one financial corporation;capital one financial corp;1,23;0,17;0,01;0,86;0,08;0,21;0,79;;;;;;;;;;;
COH ;2012;Consumer Discretionary;COH_quarterly_financial_data.xls;coach;coach inc;coach inc;0,05;0,21;0,34;8,00;0,52;0,30;0,70;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
COH ;2013;Consumer Discretionary;COH_quarterly_financial_data.xls;coach;coach inc;coach inc;0,47;0,20;0,28;6,24;0,41;0,38;0,62;2015;414;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00
COH ;2014;Consumer Discretionary;COH_quarterly_financial_data.xls;coach;coach inc;coach inc;0,71;0,13;0,16;3,97;0,23;0,65;0,35;2016;436;0,15;0,00;0,03;0,00;0,00;0,12;0,00;0,00;0,00
COH ;2015;Consumer Discretionary;COH_quarterly_financial_data.xls;coach;coach inc;coach inc;0,34;0,09;0,08;3,41;0,15;1,02;-0,02;;;;;;;;;;;
COL ;2012;Industrials;COL_quarterly_financial_data.xls;rockwell automation;rockwell automation inc;rockwell automation inc;0,96;0,14;0,11;5,86;0,45;0,26;0,74;2014;8;0,74;0,70;0,48;0,89;0,84;0,50;0,10;0,05;0,05
COL ;2012;Industrials;COL_quarterly_financial_data.xls;rockwell collins;rockwell collins inc;rockwell collins inc;0,90;0,12;0,09;5,61;0,34;0,25;0,75;2014;271;0,26;0,71;0,36;0,00;0,00;0,00;0,10;0,00;0,00
COL ;2013;Industrials;COL_quarterly_financial_data.xls;rockwell collins;rockwell collins inc;rockwell collins inc;0,72;0,13;0,09;6,14;0,34;0,26;0,74;2015;290;0,27;0,00;0,04;0,00;0,00;0,13;0,10;0,00;0,00
COL ;2013;Industrials;COL_quarterly_financial_data.xls;rockwell automation;rockwell automation inc;rockwell automation inc;0,54;0,13;0,12;6,19;0,50;0,26;0,74;2015;58;0,60;0,00;0,08;0,12;0,09;0,12;0,10;0,05;0,05
COL ;2014;Industrials;COL_quarterly_financial_data.xls;rockwell collins;rockwell collins inc;rockwell collins inc;0,54;0,13;0,12;6,19;0,50;0,26;0,74;2016;263;0,29;0,00;0,06;0,00;0,00;0,13;0,10;0,00;0,00
COL ;2014;Industrials;COL_quarterly_financial_data.xls;rockwell automation;rockwell automation inc;rockwell automation inc;0,96;0,14;0,11;5,86;0,45;0,26;0,74;2016;7;0,76;0,12;0,10;0,12;0,11;0,12;0,10;0,05;0,05
COL ;2015;Industrials;COL_quarterly_financial_data.xls;rockwell collins;rockwell collins inc;rockwell collins inc;0,90;0,12;0,09;5,61;0,34;0,25;0,75;;;;;;;;;;;
COL ;2015;Industrials;COL_quarterly_financial_data.xls;rockwell automation;rockwell automation inc;rockwell automation inc;0,72;0,13;0,09;6,14;0,34;0,26;0,74;;;;;;;;;;;
COP ;2012;Energy;COP_quarterly_financial_data.xls;conocophillips;conocophillips;conocophillips;0,43;0,14;0,07;1,45;0,16;2,83;-1,83;2014;117;0,45;0,18;0,36;0,67;0,29;0,15;0,10;0,05;0,05
COP ;2013;Energy;COP_quarterly_financial_data.xls;conocophillips;conocophillips;conocophillips;0,40;0,16;0,08;1,71;0,18;0,36;0,64;2015;150;0,45;0,04;0,06;0,10;0,05;0,01;0,10;0,05;0,05
COP ;2014;Energy;COP_quarterly_financial_data.xls;conocophillips;conocophillips;conocophillips;0,43;0,12;0,06;1,53;0,13;0,51;0,49;2016;105;0,52;0,05;0,06;0,10;0,10;0,01;0,10;0,05;0,05
COP ;2015;Energy;COP_quarterly_financial_data.xls;conocophillips;conocophillips;conocophillips;0,59;-0,14;-0,04;1,42;-0,10;0,00;1,00;;;;;;;;;;;
COST ;2012;Consumer Staples;COST_quarterly_financial_data.xls;costco wholesale;costco wholesale corporation;costco wholesale corp;0,11;0,02;0,06;3,45;0,14;0,31;0,69;2014;228;0,31;0,66;0,72;0,00;0,00;0,26;0,00;0,05;0,00
COST ;2013;Consumer Staples;COST_quarterly_financial_data.xls;costco wholesale;costco wholesale corporation;costco wholesale corp;0,44;0,02;0,07;4,77;0,19;1,75;-0,75;2015;301;0,25;0,00;0,08;0,00;0,00;0,12;0,00;0,05;0,00
COST ;2014;Consumer Staples;COST_quarterly_financial_data.xls;costco wholesale;costco wholesale corporation;costco wholesale corp;0,41;0,02;0,06;4,65;0,18;0,28;0,72;2016;267;0,28;0,00;0,11;0,00;0,00;0,12;0,00;0,05;0,00
COST ;2015;Consumer Staples;COST_quarterly_financial_data.xls;costco wholesale;costco wholesale corporation;costco wholesale corp;0,45;0,02;0,07;6,22;0,22;1,22;-0,22;;;;;;;;;;;
CPB ;2012;Consumer Staples;CPB_quarterly_financial_data.xls;campbell soup;campbell soup company;campbell soup co;2,68;0,10;0,11;11,98;0,68;0,48;0,52;2014;156;0,40;0,16;0,25;0,17;0,36;0,28;0,10;0,05;0,05
