"Day" "Month" "Year" "Ticker" "RD"
                
            "
"3811" "31" "10" "2013" "CRM" "
                
                    170.69M
                
            "
"3812" "31" "10" "2015" "INTU" "
                
                    213.00M
                
            "
"3814" "31" "10" "2016" "ADSK" "
                
                    192.60M
                
            "
"3816" "31" "10" "2014" "INTU" "
                
                    189.00M
                
            "
"3817" "31" "10" "2016" "CPB" "
                
                    27.00M
                
            "
"3820" "31" "10" "2015" "CPB" "
                
                    32.00M
                
            "
"3821" "31" "10" "2014" "DE" "
                
                    412.10M
                
            "
"3823" "31" "10" "2013" "WDAY" "
                
                    49.35M
                
            "
"3824" "31" "10" "2014" "CPB" "
                
                    28.00M
                
            "
"3825" "31" "10" "2013" "DE" "
                
                    405.20M
                
            "
"3826" "31" "10" "2012" "INTU" "
                
                    168.00M
                
            "
"3828" "31" "10" "2013" "CPB" "
                
                    31.00M
                
            "
"3829" "31" "10" "2012" "DE" "
                
                    401.30M
                
            "
"3831" "31" "10" "2015" "ADSK" "
                
                    197.90M
                
            "
"3835" "31" "10" "2014" "ADSK" "
                
                    183.90M
                
            "
"3838" "31" "10" "2012" "CSCO" "
                
                    1.431B
                
            "
"3839" "31" "10" "2013" "ADSK" "
                
                    149.00M
                
            "
"3840" "31" "10" "2016" "DE" "
                
                    386.00M
                
            "
"3843" "31" "10" "2012" "ADSK" "
                
                    153.00M
                
            "
"3847" "31" "10" "2013" "CSCO" "
                
                    1.724B
                
            "
"3853" "31" "10" "2012" "ADI" "
                
                    130.23M
                
            "
"3854" "31" "10" "2015" "ADI" "
                
                    170.74M
                
            "
"3856" "31" "10" "2016" "WDAY" "
                
                    185.31M
                
            "
"3857" "31" "10" "2014" "ADI" "
                
                    154.80M
                
            "
"3862" "31" "10" "2013" "INTU" "
                
                    176.00M
                
            "
"3863" "31" "10" "2016" "AMAT" "
                
                    394.00M
                
            "
"3866" "31" "10" "2016" "NVDA" "
                
                    373.00M
                
            "
"3867" "31" "10" "2015" "AMAT" "
                
                    363.00M
                
            "
"3873" "31" "10" "2014" "AMAT" "
                
                    360.00M
                
            "
"3879" "31" "10" "2015" "NVDA" "
                
                    329.00M
                
            "
"3880" "31" "10" "2013" "ADI" "
                
                    130.98M
                
            "
"3884" "31" "10" "2013" "NVDA" "
                
                    340.29M
                
            "
"3885" "31" "10" "2014" "NVDA" "
                
                    340.00M
                
            "
"3887" "31" "10" "2012" "NVDA" "
                
                    284.18M
                
            "
"3888" "30" "09" "2014" "WDC" "
                
                    437.00M
                
            "
"3889" "30" "09" "2013" "WDC" "
                
                    401.00M
                
            "
"3890" "30" "09" "2012" "VRTX" "
                
                    200.16M
                
            "
"3892" "30" "09" "2012" "IBM" "
                
                    1.534B
                
            "
"3901" "30" "09" "2012" "CE" "
                
                    23.00M
                
            "
"3904" "30" "09" "2016" "JNPR" "
                
                    251.80M
                
            "
"3906" "30" "09" "2014" "VRTX" "
                
                    190.94M
                
            "
"3909" "30" "09" "2016" "GILD" "
                
                    1.141B
                
            "
"3913" "30" "09" "2012" "BMY" "
                
                    951.00M
                
            "
"3923" "30" "09" "2015" "WDC" "
                
                    385.00M
                
            "
"3925" "30" "09" "2016" "NEM" "
                
                    34.00M
                
            "
"3931" "30" "09" "2014" "JNJ" "
                
                    2.023B
                
            "
"3933" "30" "09" "2016" "MMM" "
                
                    427.00M
                
            "
"3936" "30" "09" "2014" "NEM" "
                
                    36.00M
                
            "
"3938" "30" "09" "2013" "VRTX" "
                
                    219.44M
                
            "
"3941" "30" "09" "2012" "ACIW" "
                
                    34.21M
                
            "
"3942" "30" "09" "2012" "AKAM" "
                
                    19.35M
                
            "
"3943" "30" "09" "2015" "PFE" "
                
                    1.722B
                
            "
"3945" "30" "09" "2016" "MYL" "
                
                    199.10M
                
            "
"3949" "30" "09" "2015" "MYL" "
                
                    174.80M
                
            "
"3950" "30" "09" "2015" "MMM" "
                
                    429.00M
                
            "
"3952" "30" "09" "2015" "CLX" "
                
                    30.00M
                
            "
"3957" "30" "09" "2012" "BMRN" "
                
                    66.21M
                
            "
"3959" "30" "09" "2015" "NEM" "
                
                    31.00M
                
            "
"3967" "30" "09" "2013" "BMRN" "
                
                    88.06M
                
            "
"3969" "30" "09" "2015" "SYMC" "
                
                    199.00M
                
            "
"3973" "30" "09" "2014" "SYMC" "
                
                    276.00M
                
            "
"3975" "30" "09" "2016" "CA" "
                
                    136.00M
                
            "
"3976" "30" "09" "2012" "WDC" "
                
                    396.00M
                
            "
"3977" "30" "09" "2013" "CE" "
                
                    24.00M
                
            "
"3978" "30" "09" "2016" "SYMC" "
                
                    200.00M
                
            "
"3979" "30" "09" "2014" "MYL" "
                
                    158.20M
                
            "
"3983" "30" "09" "2012" "NFLX" "
                
                    82.52M
                
            "
"3984" "30" "09" "2016" "BDX" "
                
                    253.00M
                
            "
"3986" "30" "09" "2013" "TXN" "
                
                    368.00M
                
            "
"3996" "30" "09" "2013" "UTX" "
                
                    630.00M
                
            "
"3997" "30" "09" "2013" "CAT" "
                
                    469.00M
                
            "
"4002" "30" "09" "2013" "DHR" "
                
                    309.10M
                
            "
"4003" "30" "09" "2016" "CLX" "
                
                    31.00M
                
            "
"4004" "30" "09" "2016" "BSX" "
                
                    232.00M
                
            "
"4006" "30" "09" "2012" "DHR" "
                
                    289.50M
                
            "
"4008" "30" "09" "2015" "BSX" "
                
                    221.00M
                
            "
"4009" "30" "09" "2014" "MMM" "
                
                    434.00M
                
            "
"4011" "30" "09" "2014" "CLX" "
                
                    30.00M
                
            "
"4024" "30" "09" "2012" "CTXS" "
                
                    114.71M
                
            "
"4027" "30" "09" "2016" "AAPL" "
                
                    2.57B
                
            "
"4028" "30" "09" "2015" "UTX" "
                
                    546.00M
                
            "
"4032" "30" "09" "2014" "UTX" "
                
                    640.00M
                
            "
"4037" "30" "09" "2012" "ALXN" "
                
                    54.28M
                
            "
"4042" "30" "09" "2012" "AAPL" "
                
                    906.00M
                
            "
"4052" "30" "09" "2012" "SYK" "
                
                    114.00M
                
            "
"4054" "30" "09" "2016" "QCOM" "
                
                    1.229B
                
            "
"4055" "30" "09" "2012" "CLX" "
                
                    30.00M
                
            "
"4060" "30" "09" "2013" "CTXS" "
                
                    127.05M
                
            "
"4063" "30" "09" "2014" "TXN" "
                
                    332.00M
                
            "
"4068" "30" "09" "2015" "BMRN" "
                
                    158.71M
                
            "
"4069" "30" "09" "2014" "XLNX" "
                
                    138.34M
                
            "
"4072" "30" "09" "2014" "BMRN" "
                
                    125.69M
                
            "
"4073" "30" "09" "2013" "XLNX" "
                
                    125.00M
                
            "
"4074" "30" "09" "2016" "ACIW" "
                
                    42.21M
                
            "
"4076" "30" "09" "2012" "PFE" "
                
                    1.887B
                
            "
"4077" "30" "09" "2012" "XLNX" "
                
                    113.89M
                
            "
"4078" "30" "09" "2013" "AAPL" "
                
                    1.168B
                
            "
"4083" "30" "09" "2014" "CE" "
                
                    22.00M
                
            "
"4087" "30" "09" "2013" "BMY" "
                
                    893.00M
                
            "
"4088" "30" "09" "2015" "BIIB" "
                
                    519.90M
                
            "
"4091" "30" "09" "2013" "ABBV" "
                
                    934.00M
                
            "
"4092" "30" "09" "2014" "BIIB" "
                
                    417.17M
                
            "
"4095" "30" "09" "2012" "ABBV" "
                
                    813.00M
                
            "
"4096" "30" "09" "2013" "BIIB" "
                
                    410.02M
                
            "
"4100" "30" "09" "2012" "BIIB" "
                
                    304.22M
                
            "
"4106" "30" "09" "2016" "LVS" "
                
                    3.00M
                
            "
"4109" "30" "09" "2015" "BDX" "
                
                    196.00M
                
            "
"4112" "30" "09" "2013" "PFE" "
                
                    1.627B
                
            "
"4113" "30" "09" "2014" "BDX" "
                
                    140.00M
                
            "
"4117" "30" "09" "2013" "BDX" "
                
                    132.00M
                
            "
"4121" "30" "09" "2012" "BDX" "
                
                    128.03M
                
            "
"4122" "30" "09" "2012" "LVS" "
                
                    4.201M
                
            "
"4130" "30" "09" "2012" "TSLA" "
                
                    61.90M
                
            "
"4131" "30" "09" "2014" "CELG" "
                
                    675.10M
                
            "
"4132" "30" "09" "2016" "CTXS" "
                
                    101.74M
                
            "
"4133" "30" "09" "2014" "BSX" "
                
                    212.00M
                
            "
"4134" "30" "09" "2013" "MMM" "
                
                    420.00M
                
            "
"4140" "30" "09" "2014" "CTXS" "
                
                    137.88M
                
            "
"4143" "30" "09" "2016" "ALXN" "
                
                    195.00M
                
            "
"4145" "30" "09" "2016" "BMRN" "
                
                    160.83M
                
            "
"4155" "30" "09" "2016" "EBAY" "
                
                    288.00M
                
            "
"4156" "30" "09" "2014" "AAPL" "
                
                    1.686B
                
            "
"4159" "30" "09" "2012" "LLY" "
                
                    1.343B
                
            "
"4163" "30" "09" "2014" "EBAY" "
                
                    246.00M
                
            "
"4164" "30" "09" "2016" "JNJ" "
                
                    2.178B
                
            "
"4167" "30" "09" "2013" "EBAY" "
                
                    433.00M
                
            "
"4173" "30" "09" "2016" "CERN" "
                
                    136.76M
                
            "
"4174" "30" "09" "2016" "CMI" "
                
                    157.00M
                
            "
"4178" "30" "09" "2015" "CMI" "
                
                    197.00M
                
            "
"4181" "30" "09" "2015" "CA" "
                
                    151.00M
                
            "
"4182" "30" "09" "2014" "CMI" "
                
                    198.00M
                
            "
"4185" "30" "09" "2013" "CERN" "
                
                    83.00M
                
            "
"4186" "30" "09" "2014" "CA" "
                
                    150.00M
                
            "
"4187" "30" "09" "2013" "BAX" "
                
                    277.00M
                
            "
"4189" "30" "09" "2012" "CERN" "
                
                    78.09M
                
            "
"4190" "30" "09" "2013" "CA" "
                
                    142.00M
                
            "
"4191" "30" "09" "2012" "BAX" "
                
                    290.00M
                
            "
"4194" "30" "09" "2012" "CA" "
                
                    123.00M
                
            "
"4196" "30" "09" "2016" "BMY" "
                
                    1.138B
                
            "
"4199" "30" "09" "2015" "EBAY" "
                
                    241.00M
                
            "
"4200" "30" "09" "2015" "BMY" "
                
                    1.132B
                
            "
"4202" "30" "09" "2015" "VRTX" "
                
                    246.28M
                
            "
"4203" "30" "09" "2012" "ISRG" "
                
                    49.70M
                
            "
"4204" "30" "09" "2014" "BMY" "
                
                    983.00M
                
            "
"4208" "30" "09" "2016" "INTC" "
                
                    3.069B
                
            "
"4212" "30" "09" "2015" "INTC" "
                
                    2.927B
                
            "
"4214" "30" "09" "2016" "AKAM" "
                
                    42.34M
                
            "
"4216" "30" "09" "2014" "INTC" "
                
                    2.842B
                
            "
"4218" "30" "09" "2015" "AKAM" "
                
                    38.40M
                
            "
"4220" "30" "09" "2013" "INTC" "
                
                    2.742B
                
            "
"4226" "30" "09" "2013" "AKAM" "
                
                    24.86M
                
            "
"4227" "30" "09" "2016" "UTX" "
                
                    582.00M
                
            "
"4230" "30" "09" "2016" "IBM" "
                
                    1.397B
                
            "
"4231" "30" "09" "2012" "JNPR" "
                
                    288.20M
                
            "
"4232" "30" "09" "2016" "DHR" "
                
                    241.10M
                
            "
"4234" "30" "09" "2015" "IBM" "
                
                    1.287B
                
            "
"4236" "30" "09" "2015" "DHR" "
                
                    212.20M
                
            "
"4238" "30" "09" "2014" "IBM" "
                
                    1.354B
                
            "
"4241" "30" "09" "2013" "ABT" "
                
                    339.00M
                
            "
"4242" "30" "09" "2013" "IBM" "
                
                    1.356B
                
            "
"4243" "30" "09" "2013" "MYL" "
                
                    114.00M
                
            "
"4244" "30" "09" "2012" "ABT" "
                
                    350.65M
                
            "
"4246" "30" "09" "2012" "SLB" "
                
                    291.00M
                
            "
"4247" "30" "09" "2012" "MYL" "
                
                    108.25M
                
            "
"4257" "30" "09" "2015" "CTXS" "
                
                    139.13M
                
            "
"4259" "30" "09" "2012" "MMM" "
                
                    397.00M
                
            "
"4260" "30" "09" "2012" "CELG" "
                
                    441.50M
                
            "
"4263" "30" "09" "2012" "BSX" "
                
                    220.00M
                
            "
"4266" "30" "09" "2016" "KLAC" "
                
                    129.23M
                
            "
"4270" "30" "09" "2015" "KLAC" "
                
                    119.94M
                
            "
"4273" "30" "09" "2015" "AAPL" "
                
                    2.22B
                
            "
"4278" "30" "09" "2016" "SYK" "
                
                    184.00M
                
            "
"4279" "30" "09" "2016" "ILMN" "
                
                    126.00M
                
            "
"4281" "30" "09" "2015" "ACIW" "
                
                    36.12M
                
            "
"4285" "30" "09" "2014" "ACIW" "
                
                    36.32M
                
            "
"4286" "30" "09" "2016" "AGN" "
                
                    622.80M
                
            "
"4290" "30" "09" "2013" "SYK" "
                
                    136.00M
                
            "
"4293" "30" "09" "2012" "ILMN" "
                
                    54.06M
                
            "
"4294" "30" "09" "2012" "EBAY" "
                
                    389.00M
                
            "
"4295" "30" "09" "2014" "AGN" "
                
                    276.60M
                
            "
"4296" "30" "09" "2016" "BAX" "
                
                    159.00M
                
            "
"4298" "30" "09" "2016" "TXN" "
                
                    353.00M
                
            "
"4299" "30" "09" "2013" "JNJ" "
                
                    2.22B
                
            "
"4300" "30" "09" "2015" "BAX" "
                
                    148.00M
                
            "
"4301" "30" "09" "2015" "TXN" "
                
                    316.00M
                
            "
"4302" "30" "09" "2016" "PFE" "
                
                    1.881B
                
            "
"4303" "30" "09" "2012" "JNJ" "
                
                    2.602B
                
            "
"4304" "30" "09" "2014" "BAX" "
                
                    149.00M
                
            "
"4308" "30" "09" "2015" "XLNX" "
                
                    130.22M
                
            "
"4309" "30" "09" "2016" "MAT" "
                
                    54.68M
                
            "
"4311" "30" "09" "2014" "PFE" "
                
                    1.802B
                
            "
"4315" "30" "09" "2016" "MCHP" "
                
                    137.80M
                
            "
"4316" "30" "09" "2012" "SIRI" "
                
                    13.51M
                
            "
"4319" "30" "09" "2015" "MCHP" "
                
                    95.26M
                
            "
"4323" "30" "09" "2014" "MCHP" "
                
                    88.81M
                
            "
"4327" "30" "09" "2013" "MCHP" "
                
                    78.25M
                
            "
"4328" "30" "09" "2016" "EMN" "
                
                    54.00M
                
            "
"4330" "30" "09" "2014" "ABBV" "
                
                    1.12B
                
            "
"4332" "30" "09" "2015" "EMN" "
                
                    59.00M
                
            "
"4333" "30" "09" "2015" "TRIP" "
                
                    54.00M
                
            "
"4336" "30" "09" "2014" "EMN" "
                
                    56.00M
                
            "
"4337" "30" "09" "2014" "TRIP" "
                
                    46.00M
                
            "
"4341" "30" "09" "2013" "TRIP" "
                
                    34.00M
                
            "
"4342" "30" "09" "2013" "SYMC" "
                
                    248.00M
                
            "
"4345" "30" "09" "2015" "AMZN" "
                
                    3.197B
                
            "
"4347" "30" "09" "2016" "LLY" "
                
                    1.236B
                
            "
"4349" "30" "09" "2014" "AMZN" "
                
                    2.423B
                
            "
"4350" "30" "09" "2016" "CAT" "
                
                    453.00M
                
            "
"4351" "30" "09" "2015" "LLY" "
                
                    1.143B
                
            "
"4354" "30" "09" "2015" "CAT" "
                
                    513.00M
                
            "
"4355" "30" "09" "2014" "LLY" "
                
                    1.338B
                
            "
"4358" "30" "09" "2014" "CAT" "
                
                    533.00M
                
            "
"4359" "30" "09" "2013" "LLY" "
                
                    1.377B
                
            "
"4361" "30" "09" "2012" "MRK" "
                
                    1.918B
                
            "
"4366" "30" "09" "2016" "CELG" "
                
                    1.653B
                
            "
"4367" "30" "09" "2012" "CAT" "
                
                    634.00M
                
            "
"4369" "30" "09" "2015" "AMGN" "
                
                    1.119B
                
            "
"4370" "30" "09" "2015" "CELG" "
                
                    1.304B
                
            "
"4372" "30" "09" "2016" "WAT" "
                
                    30.42M
                
            "
"4374" "30" "09" "2015" "GILD" "
                
                    743.00M
                
            "
"4377" "30" "09" "2013" "CELG" "
                
                    584.50M
                
            "
"4379" "30" "09" "2013" "CLX" "
                
                    31.00M
                
            "
"4380" "30" "09" "2013" "BSX" "
                
                    217.00M
                
            "
"4390" "30" "09" "2015" "ALXN" "
                
                    165.66M
                
            "
"4391" "30" "09" "2016" "APD" "
                
                    17.80M
                
            "
"4395" "30" "09" "2016" "MSFT" "
                
                    3.106B
                
            "
"4398" "30" "09" "2016" "LYB" "
                
                    25.00M
                
            "
"4399" "30" "09" "2015" "MSFT" "
                
                    2.962B
                
            "
"4402" "30" "09" "2015" "LYB" "
                
                    25.00M
                
            "
"4403" "30" "09" "2015" "SYK" "
                
                    155.00M
                
            "
"4404" "30" "09" "2015" "ILMN" "
                
                    99.23M
                
            "
"4406" "30" "09" "2014" "LYB" "
                
                    31.00M
                
            "
"4407" "30" "09" "2014" "SYK" "
                
                    153.00M
                
            "
"4408" "30" "09" "2014" "ILMN" "
                
                    85.08M
                
            "
"4410" "30" "09" "2013" "ACIW" "
                
                    33.64M
                
            "
"4412" "30" "09" "2013" "ILMN" "
                
                    70.96M
                
            "
"4420" "30" "09" "2015" "CERN" "
                
                    132.81M
                
            "
"4424" "30" "09" "2015" "GLW" "
                
                    181.00M
                
            "
"4425" "30" "09" "2016" "XLNX" "
                
                    141.81M
                
            "
"4428" "30" "09" "2014" "GLW" "
                
                    199.00M
                
            "
"4429" "30" "09" "2013" "CMI" "
                
                    173.00M
                
            "
"4433" "30" "09" "2012" "CMI" "
                
                    186.00M
                
            "
"4439" "30" "09" "2016" "CE" "
                
                    20.00M
                
            "
"4443" "30" "09" "2015" "CE" "
                
                    19.00M
                
            "
"4447" "30" "09" "2015" "ABBV" "
                
                    1.418B
                
            "
"4448" "30" "09" "2016" "BIIB" "
                
                    529.00M
                
            "
"4450" "30" "09" "2014" "ATVI" "
                
                    131.00M
                
            "
"4461" "30" "09" "2016" "AMZN" "
                
                    4.135B
                
            "
"4463" "30" "09" "2015" "JNPR" "
                
                    247.00M
                
            "
"4467" "30" "09" "2014" "JNPR" "
                
                    253.20M
                
            "
"4471" "30" "09" "2013" "JNPR" "
                
                    264.60M
                
            "
"4474" "30" "09" "2015" "LVS" "
                
                    3.147M
                
            "
"4478" "30" "09" "2014" "LVS" "
                
                    3.043M
                
            "
"4479" "30" "09" "2016" "XRX" "
                
                    118.00M
                
            "
"4480" "30" "09" "2016" "ITT" "
                
                    18.60M
                
            "
"4484" "30" "09" "2014" "DHR" "
                
                    288.10M
                
            "
"4486" "30" "09" "2014" "TSLA" "
                
                    135.87M
                
            "
"4490" "30" "09" "2013" "TSLA" "
                
                    56.35M
                
            "
"4491" "30" "09" "2016" "BA" "
                
                    857.00M
                
            "
"4495" "30" "09" "2015" "BA" "
                
                    857.00M
                
            "
"4497" "30" "09" "2014" "RTN" "
                
                    121.00M
                
            "
"4499" "30" "09" "2014" "GILD" "
                
                    630.00M
                
            "
"4501" "30" "09" "2013" "RTN" "
                
                    114.00M
                
            "
"4503" "30" "09" "2013" "GILD" "
                
                    546.24M
                
            "
"4505" "30" "09" "2012" "RTN" "
                
                    181.00M
                
            "
"4507" "30" "09" "2012" "GILD" "
                
                    465.83M
                
            "
"4516" "30" "09" "2014" "PCAR" "
                
                    50.50M
                
            "
"4517" "30" "09" "2015" "APD" "
                
                    -27.80M
                
            "
"4520" "30" "09" "2013" "PCAR" "
                
                    56.60M
                
            "
"4521" "30" "09" "2014" "APD" "
                
                    39.30M
                
            "
"4524" "30" "09" "2012" "PCAR" "
                
                    66.80M
                
            "
"4527" "30" "09" "2016" "ZBH" "
                
                    95.60M
                
            "
"4528" "30" "09" "2014" "BEN" "
                
                    60.80M
                
            "
"4531" "30" "09" "2015" "ZBH" "
                
                    83.30M
                
            "
"4532" "30" "09" "2013" "LYB" "
                
                    35.00M
                
            "
"4534" "30" "09" "2015" "JNJ" "
                
                    2.164B
                
            "
"4535" "30" "09" "2013" "NEM" "
                
                    67.00M
                
            "
"4536" "30" "09" "2012" "LYB" "
                
                    39.00M
                
            "
"4537" "30" "09" "2012" "VMW" "
                
                    260.00M
                
            "
"4538" "30" "09" "2016" "SE" "
                
                    5.591M
                
            "
"4539" "30" "09" "2012" "NEM" "
                
                    74.00M
                
            "
"4544" "30" "09" "2014" "CERN" "
                
                    97.03M
                
            "
"4546" "30" "09" "2016" "MXIM" "
                
                    112.75M
                
            "
"4550" "30" "09" "2015" "MXIM" "
                
                    121.39M
                
            "
"4551" "30" "09" "2014" "SIRI" "
                
                    16.14M
                
            "
"4553" "30" "09" "2013" "GLW" "
                
                    184.00M
                
            "
"4558" "30" "09" "2012" "TXN" "
                
                    463.00M
                
            "
"4563" "30" "09" "2016" "ATVI" "
                
                    249.00M
                
            "
"4564" "30" "09" "2016" "ABBV" "
                
                    1.186B
                
            "
"4567" "30" "09" "2015" "ATVI" "
                
                    159.00M
                
            "
"4572" "30" "09" "2016" "TRIP" "
                
                    62.00M
                
            "
"4574" "30" "09" "2012" "MCHP" "
                
                    64.08M
                
            "
"4575" "30" "09" "2016" "NFLX" "
                
                    216.10M
                
            "
"4576" "30" "09" "2015" "FB" "
                
                    1.271B
                
            "
"4577" "30" "09" "2012" "ITT" "
                
                    15.10M
                
            "
"4579" "30" "09" "2015" "NFLX" "
                
                    171.76M
                
            "
"4580" "30" "09" "2014" "FB" "
                
                    608.00M
                
            "
"4583" "30" "09" "2014" "NFLX" "
                
                    120.95M
                
            "
"4586" "30" "09" "2014" "AKAM" "
                
                    32.58M
                
            "
"4587" "30" "09" "2013" "NFLX" "
                
                    95.54M
                
            "
"4588" "30" "09" "2016" "MRK" "
                
                    1.664B
                
            "
"4592" "30" "09" "2015" "MRK" "
                
                    1.50B
                
            "
"4593" "30" "09" "2016" "ABT" "
                
                    352.00M
                
            "
"4594" "30" "09" "2013" "QCOM" "
                
                    1.349B
                
            "
"4596" "30" "09" "2014" "MRK" "
                
                    1.659B
                
            "
"4597" "30" "09" "2015" "ABT" "
                
                    378.00M
                
            "
"4598" "30" "09" "2012" "QCOM" "
                
                    1.114B
                
            "
"4600" "30" "09" "2013" "MRK" "
                
                    1.66B
                
            "
"4601" "30" "09" "2014" "ABT" "
                
                    305.00M
                
            "
"4603" "30" "09" "2016" "PPG" "
                
                    115.00M
                
            "
"4604" "30" "09" "2015" "XRX" "
                
                    135.00M
                
            "
"4606" "30" "09" "2013" "SLB" "
                
                    286.00M
                
            "
"4608" "30" "09" "2016" "AMGN" "
                
                    990.00M
                
            "
"4610" "30" "09" "2014" "ITT" "
                
                    20.10M
                
            "
"4614" "30" "09" "2013" "ITT" "
                
                    16.10M
                
            "
"4619" "30" "09" "2016" "WY" "
                
                    5.00M
                
            "
"4620" "30" "09" "2014" "BA" "
                
                    750.00M
                
            "
"4624" "30" "09" "2013" "BA" "
                
                    755.00M
                
            "
"4628" "30" "09" "2012" "BA" "
                
                    853.00M
                
            "
"4631" "30" "09" "2012" "WAT" "
                
                    23.76M
                
            "
"4632" "30" "09" "2013" "WY" "
                
                    8.00M
                
            "
"4633" "30" "09" "2013" "EXPE" "
                
                    143.82M
                
            "
"4635" "30" "09" "2015" "REGN" "
                
                    425.92M
                
            "
"4636" "30" "09" "2012" "WY" "
                
                    8.00M
                
            "
"4641" "30" "09" "2013" "ALXN" "
                
                    88.21M
                
            "
"4642" "30" "09" "2016" "VMW" "
                
                    389.00M
                
            "
"4643" "30" "09" "2013" "REGN" "
                
                    224.04M
                
            "
"4645" "30" "09" "2012" "KLAC" "
                
                    119.74M
                
            "
"4646" "30" "09" "2015" "VMW" "
                
                    331.00M
                
            "
"4650" "30" "09" "2014" "VMW" "
                
                    327.00M
                
            "
"4652" "30" "09" "2016" "PX" "
                
                    22.00M
                
            "
"4653" "30" "09" "2013" "BEN" "
                
                    
                
            "
"4654" "30" "09" "2013" "VMW" "
                
                    266.00M
                
            "
"4656" "30" "09" "2015" "AGN" "
                
                    1.260B
                
            "
"4657" "30" "09" "2013" "ATVI" "
                
                    140.00M
                
            "
"4659" "30" "09" "2014" "ZBH" "
                
                    45.90M
                
            "
"4660" "30" "09" "2012" "TMO" "
                
                    92.00M
                
            "
"4661" "30" "09" "2012" "ATVI" "
                
                    125.00M
                
            "
"4663" "30" "09" "2016" "GLW" "
                
                    187.00M
                
            "
"4667" "30" "09" "2012" "AGN" "
                
                    112.50M
                
            "
"4691" "30" "09" "2016" "WDC" "
                
                    639.00M
                
            "
"4692" "30" "09" "2015" "MSI" "
                
                    153.00M
                
            "
"4694" "30" "09" "2016" "FB" "
                
                    1.542B
                
            "
"4696" "30" "09" "2014" "MSI" "
                
                    166.00M
                
            "
"4697" "30" "09" "2013" "PPG" "
                
                    117.00M
                
            "
"4700" "30" "09" "2013" "MSI" "
                
                    183.00M
                
            "
"4701" "30" "09" "2016" "EXPE" "
                
                    301.45M
                
            "
"4704" "30" "09" "2012" "MSI" "
                
                    262.00M
                
            "
"4705" "30" "09" "2013" "FB" "
                
                    369.00M
                
            "
"4706" "30" "09" "2013" "EMN" "
                
                    48.00M
                
            "
"4709" "30" "09" "2012" "TRIP" "
                
                    23.54M
                
            "
"4710" "30" "09" "2012" "SYMC" "
                
                    247.00M
                
            "
"4711" "30" "09" "2014" "QCOM" "
                
                    1.364B
                
            "
"4715" "30" "09" "2016" "SLB" "
                
                    253.00M
                
            "
"4719" "30" "09" "2015" "SLB" "
                
                    273.00M
                
            "
"4720" "30" "09" "2014" "REGN" "
                
                    337.73M
                
            "
"4721" "30" "09" "2016" "TSLA" "
                
                    214.30M
                
            "
"4723" "30" "09" "2014" "SLB" "
                
                    301.00M
                
            "
"4726" "30" "09" "2013" "LVS" "
                
                    3.487M
                
            "
"4727" "30" "09" "2015" "ITT" "
                
                    18.00M
                
            "
"4730" "30" "09" "2012" "UTX" "
                
                    590.00M
                
            "
"4732" "30" "09" "2016" "RTN" "
                
                    179.00M
                
            "
"4733" "30" "09" "2014" "PPG" "
                
                    120.00M
                
            "
"4736" "30" "09" "2015" "RTN" "
                
                    183.00M
                
            "
"4737" "30" "09" "2013" "TMO" "
                
                    95.90M
                
            "
"4738" "30" "09" "2012" "BEN" "
                
                    
                
            "
"4739" "30" "09" "2015" "PX" "
                
                    23.00M
                
            "
"4744" "30" "09" "2014" "WAT" "
                
                    27.28M
                
            "
"4745" "30" "09" "2015" "EXPE" "
                
                    202.70M
                
            "
"4748" "30" "09" "2013" "WAT" "
                
                    23.60M
                
            "
"4749" "30" "09" "2014" "EXPE" "
                
                    172.75M
                
            "
"4751" "30" "09" "2016" "PCAR" "
                
                    59.20M
                
            "
"4752" "30" "09" "2015" "NOW" "
                
                    55.82M
                
            "
"4755" "30" "09" "2015" "PCAR" "
                
                    57.60M
                
            "
"4762" "30" "09" "2016" "BEN" "
                
                    56.00M
                
            "
"4766" "30" "09" "2015" "BEN" "
                
                    64.90M
                
            "
"4767" "30" "09" "2014" "MSFT" "
                
                    3.065B
                
            "
"4768" "30" "09" "2013" "APD" "
                
                    34.60M
                
            "
"4769" "30" "09" "2012" "REGN" "
                
                    158.30M
                
            "
"4770" "30" "09" "2015" "TMO" "
                
                    171.60M
                
            "
"4771" "30" "09" "2013" "MSFT" "
                
                    2.767B
                
            "
"4772" "30" "09" "2012" "APD" "
                
                    36.10M
                
            "
"4775" "30" "09" "2012" "MSFT" "
                
                    2.46B
                
            "
"4779" "30" "09" "2014" "AMGN" "
                
                    1.018B
                
            "
"4782" "30" "09" "2012" "PPG" "
                
                    112.00M
                
            "
"4783" "30" "09" "2013" "AMGN" "
                
                    989.00M
                
            "
"4784" "30" "09" "2013" "ZBH" "
                
                    49.40M
                
            "
"4785" "30" "09" "2016" "SIRI" "
                
                    19.25M
                
            "
"4788" "30" "09" "2012" "ZBH" "
                
                    53.50M
                
            "
"4797" "30" "09" "2014" "MXIM" "
                
                    140.36M
                
            "
"4798" "30" "09" "2013" "LRCX" "
                
                    170.57M
                
            "
"4802" "30" "09" "2012" "LRCX" "
                
                    163.31M
                
            "
"4805" "30" "09" "2012" "MXIM" "
                
                    132.93M
                
            "
"4807" "30" "09" "2013" "ISRG" "
                
                    43.20M
                
            "
"4809" "30" "09" "2016" "MSI" "
                
                    137.00M
                
            "
"4816" "30" "09" "2013" "XRX" "
                
                    145.00M
