"","CompaniesIndex","YearIndex","Ra","Roa","StockPriceClose","TobinsQ","PriceToEarningRatio","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","Eps","FirmSize","LogTobinsQ","LogPriceToEarningRatio","LogEps","LogStockPrice"
"943",315,3,-0.0224024605645785,0.2377,53.25,7.17,29.2582417582418,0.3586,0.6,0.09,0.1,0.02,0.08,1,1,1,1.0706e+10,0.39,0.1257,1,1.15128599094992,-0.00069077159456995,1.82,23.0940701689176,1.96990565461153,3.37616130350083,0.598836501088704,3.97499780458953
"944",316,1,0.0602400032418674,0.0073,20.22,0.36,25.9230769230769,NA,0.17,0.15,0,0,0.24,0,0,0,1.33637e+11,0.19,0.1802,4,1.56830436080188,0.0186059914574621,0.78,25.6183930058142,-1.02165124753198,3.25513357289082,-0.2484613592985,3.00667221359233
"945",316,2,0.063942541527373,0.0085,27.29,0.34,28.7263157894737,NA,0.19,0.02,0.01,0,0.06,0,0,0,1.43642e+11,0.2,0.1859,4,1.40737105405597,0.0395471266189728,0.95,25.6905899299055,-1.07880966137193,3.3578136291078,-0.0512932943875506,3.30652033472025
"946",316,3,-0.0234103034354392,0.0081,31.1,0.3,30.1941747572816,NA,0.21,0.06,0.03,0,0.03,0,0,0,1.54642e+11,0.17,0.2083,4,0.445400394667296,-0.000267240236800378,1.03,25.7643786050272,-1.20397280432594,3.40764901694365,0.0295588022415444,3.43720781918519
"947",317,1,NA,0.031,NA,NA,NA,NA,0.49,0.06,0.12,0.5,0.64,1,1,1,3.0587e+10,1.1874,0.1852,3,NA,NA,NA,24.1438409190348,NA,NA,NA,NA
"948",317,2,NA,-0.3156,NA,NA,NA,NA,0.54,0.03,0.02,0.1,0.12,1,1,1,3.3533e+10,1.5268,0.1881,3,NA,NA,NA,24.2357958655367,NA,NA,NA,NA
"950",318,1,0.0025645916640683,0.1186,176.35,2.96,24.2906336088154,0.2304,0.54,0.78,0.75,0,0.68,1,1,0,6234737000,0.97,0.0656,8,0.0783044213566119,0.00102399217200802,7.26,22.5534022339538,1.08518926833597,3.19009082784536,1.9823798288367,5.17247065668206
"951",318,2,0.0716194093379337,0.1424,211.01,4.59,24.060433295325,0.2886,0.5,0.12,0,0,0.11,1,1,0,6.383e+09,0.65,0.0734,8,0.707801326027804,0.0198892172613813,8.77,22.5769040432203,1.52388002407245,3.18056871933387,2.17133680638409,5.35190552571797
"952",318,3,-0.0615125726079785,0.1825,271.52,4.39,24.3515695067265,0.3872,0.37,0.11,0,0,0,1,1,0,5.706e+09,1.13,0.0774,8,0.955540339697882,-0.000573324203818729,11.15,22.4647840897377,1.47932922708708,3.19259630357979,2.41143949790613,5.60403580148592
"953",319,1,-0.0771733783478171,0.0417,3.48,2.9,58,0.0779,0,0,0,0,0,0,0,0,9.055e+09,0.61,0.6829,1,1.88865458873002,0.0223861241470143,0.06,22.9265829282818,1.06471073699243,4.06044301054642,-2.81341071676004,1.24703229378638
"954",319,2,-0.0364696566743743,0.0573,3.43,2.99,42.875,0.1078,0.16,0,0,0,0,0,0,0,8.845e+09,1.13,0.0983,1,1.38106460257696,0.0388079153324125,0.08,22.9031181645582,1.0952733874026,3.7582889054861,-2.52572864430826,1.23256026117785
"955",319,3,-0.00978004297277349,0.0621,3.88,3.52,43.1111111111111,0.1239,0.22,0.06,0,0,0,0,0,0,8.376e+09,3.44,0.118,1,0.87419115523735,-0.00052451469314241,0.09,22.8486363105146,1.25846098961001,3.76378076228705,-2.40794560865187,1.35583515363518
"956",320,1,-0.00596556065686541,0.0595,102.31,1.38,20.462,0.0836,0.42,0.38,0.51,0,0.44,1,0,1,9.189e+09,0.39,0.0824,2,0.427857025571922,0.00514871290174868,5,22.9412729534652,0.322083499169113,3.01856950745675,1.6094379124341,4.62800741989085
"957",320,2,-0.0156229692000223,0.0619,100.41,1.26,18.5258302583026,0.0851,0.31,0.06,0,0,0,1,0,1,9.032e+09,0.38,0.0915,2,0.727319784020863,0.0204376859309862,5.42,22.9240396637938,0.231111720963387,2.91916598843979,1.69009581545155,4.60926180389134
"958",320,3,0.0175851495676723,0.0266,114.05,1.12,34.2492492492492,0.0388,0.32,0.07,0,0,0,1,0,1,9.072e+09,0.37,0.0999,2,1.57103318032084,-0.000942619908192506,3.33,22.9284585839318,0.113328685307003,3.53366464473804,1.20297230399235,4.7366369487304
"959",321,1,0.0224734405845182,0.1047,80.83,1.72,16.0059405940594,0.1417,0.48,0.76,0.88,0.21,0.62,0,0,0,6.1547e+10,0.27,0.1303,3,1.36019419578758,0.0161502915102935,5.05,24.8430669475279,0.542324290825362,2.77295994045848,1.61938824328727,4.39234818374575
"960",321,2,-0.00163784074726298,0.0812,98.72,1.63,23.7307692307692,0.1093,0.52,0.07,0.12,0.12,0.04,1,0,1,6.71e+10,0.26,0.1487,3,1.32260429251054,0.0371651806195461,4.16,24.929449880924,0.488580014818671,3.1667724858839,1.42551507427317,4.59228756015708
"961",321,3,-0.100834260688841,0.0307,81.83,1.31,50.2024539877301,0.0433,0.48,0.06,0.12,0.08,0.06,1,0,1,6.6904e+10,0.28,0.1119,3,1.09684510329179,-0.000658107061975077,1.63,24.9265245930256,0.27002713721306,3.91606390972062,0.488580014818671,4.40464392453929
"962",322,1,0.0263180846259942,0.0069,88.36,1.03,80.3272727272727,0.0182,0.37,0.38,0.67,0.6,0.17,0,0,0,14387754000,1.09,0.1114,4,1.38127798661252,0.0163990802420277,1.1,23.3896432650523,0.0295588022415444,4.38610919874759,0.0953101798043249,4.48141937855192
"963",322,2,0.0294429668165135,0.0325,106.43,1.11,20.3499043977055,0.0468,0.16,0.02,0,0,0,0,0,0,1.4959e+10,1.07,0.0795,4,0.683162317795923,0.0191968611300654,5.23,23.4285789623387,0.104360015324243,3.01307621397612,1.65441127807683,4.66748749205295
"964",322,3,-0.0378195150708849,0.0146,118.78,1.06,43.9925925925926,0.0257,0.54,0.06,0.09,0.14,0.07,0,0,1,1.7097e+10,1.16,0.3889,4,0.881289450911348,-0.000528773670546809,2.7,23.5621688464674,0.0582689081239758,3.78402126957743,0.993251773010283,4.77727304258771
"965",323,1,NA,0.1001,NA,NA,NA,0.1266,0.38,0.45,0,0,0.59,0,0,1,10339127000,0.11,0.0826,7,NA,NA,4.34,23.0592012730619,NA,NA,1.46787434811231,NA
"966",323,2,NA,0.097,NA,NA,NA,0.1148,0.33,0.05,0,0,0,1,0,1,10488717000,0.28,0.169,7,NA,NA,4.23,23.0735659449155,NA,NA,1.44220199305819,NA
"967",323,3,NA,0.0398,NA,NA,NA,0.055,0.34,0.06,0,0,0,1,0,1,10289957000,0.18,0.152,7,NA,NA,1.82,23.0544342079693,NA,NA,0.598836501088704,NA
"968",324,1,0.0117448357951663,0.0257,NA,0.89,NA,0.0526,0.15,0.09,0.11,0,0,1,0,0,6.315e+10,1.05,0.1421,11,-0.24816788199612,-0.00282838100755421,1.87,24.8687786857429,-0.116533816255952,NA,0.625938430866495,NA
"969",324,2,0.0348077333573845,0.029,NA,0.97,NA,0.0576,0.28,0.02,0.04,0,0,1,0,0,6.455e+10,1.12,0.0962,11,0.687710560601821,0.0193246667529112,2.18,24.8907059542391,-0.0304592074847086,NA,0.779324876800998,NA
"970",324,3,0.0492818732739993,0.0319,NA,0.89,NA,0.0622,0.28,0.02,0.03,0.01,0,1,0,0,7.023e+10,1.04,0.1063,11,0.468669157832657,-0.000281201494699594,2.59,24.9750414071173,-0.116533816255952,NA,0.951657875711446,NA
"971",325,1,0.0152976991397198,0.0399,150.09,2.05,35.3985849056604,0.0821,0.35,0.44,0,0,0.54,0,0,1,32586606000,4.06,0.2933,4,0.540385739119822,0.0064765517216139,4.24,24.2071671819977,0.717839793150317,3.56667184492436,1.44456326924387,5.01123511416822
"972",325,2,0.00721948276203583,0.0447,164.68,2.59,36.4336283185841,0.0861,0.43,0.07,0,0,0.03,1,1,1,3.3325e+10,4.06,0.2546,4,0.976347645923765,0.0274353688504578,4.52,24.2295737030112,0.951657875711446,3.59549220305756,1.50851199384414,5.1040041969017
"973",325,3,0.0430874267632935,0.0606,188.61,2.69,32.0765306122449,0.1037,0.4,0.07,0,0,0,1,1,1,2.9532e+10,4.13,0.2885,4,0.479674688707014,-0.000287804813224208,5.88,24.1087402581433,0.989541193613748,3.46812462915254,1.77155676191054,5.23968139106308
"974",326,1,-0.0112135135574458,0.0838,109.62,2.85,30.7921348314607,0.1143,0.06,0,0,0,0,0,0,0,3546738000,0.82,0.1401,6,0.125595109284193,0.00158202228955348,3.56,21.9892941447715,1.04731899428056,3.42725929475403,1.26976054486394,4.69701983961797
"975",326,2,0.0166157976547314,0.0788,118.56,2.87,31.2823218997361,0.1101,0.13,0,0,0,0,0,0,0,3.883e+09,0.73,0.1453,6,0.675006235664574,0.0189676752221745,3.79,22.0798738876959,1.05431202977153,3.44305314245344,1.33236601909433,4.77541916154778
"976",326,3,-0.000994555033887984,0.0448,134.67,1.85,45.1912751677852,0.0647,0.13,0,0,0,0,0,0,0,4.402e+09,0.81,0.1277,6,0.18392391585551,-0.000110354349513306,2.98,22.2053248200507,0.615185639090233,3.81090404094464,1.09192330051731,4.90282734146195
"977",327,1,0.0218832528237077,0.0271,82.94,0.9,20.6832917705736,0.0595,0.48,0.59,0.48,0,0.31,0,1,1,3.6499e+10,1.13,0.089,11,-0.0749827846078835,-0.000784796858373025,4.01,24.3205506998993,-0.105360515657826,3.02932621349976,1.38879124131848,4.41811745481824
"978",327,2,0.00287844097290234,0.0302,101.17,1.02,21.8509719222462,0.064,0.5,0.09,0.09,0,0,1,1,1,3.7244e+10,1.02,0.0948,11,0.872356840287842,0.0245132272120884,4.63,24.3407566949727,0.0198026272961797,3.08424540211966,1.53255686809814,4.6168022702178
"979",327,3,-0.0465579694476529,0.0334,103.22,0.93,19.2216014897579,0.068,0.51,0.1,0.12,0,0,1,1,1,3.9732e+10,1.07,0.1052,11,0.594295768037387,-0.000356577460822432,5.37,24.4054227452995,-0.0725706928348354,2.95603472419981,1.68082790852077,4.63686263272058
"980",328,1,0.0158819287553265,0.0074,31.97,0.19,13.2655601659751,NA,0.13,0,0,0,0,0,0,0,1.73442e+11,0.46,0.1843,4,1.7824147404826,0.0211324939376946,2.41,25.8791090864965,-1.66073120682165,2.58517121556919,0.879626747502564,3.46479796307175
"981",328,2,0.0643157565943339,0.0097,38.75,0.18,11.9969040247678,NA,0.1,0,0,0,0,0,0,0,1.75335e+11,0.52,0.1608,4,1.4430625286285,0.0405500570544608,3.23,25.8899642666743,-1.71479842809193,2.48464861856479,1.17248213723457,3.65713075579936
"982",328,3,-0.0134476553496282,0.0098,41.76,0.15,11.6648044692737,NA,0.13,0.03,0,0,0,0,0,0,1.90328e+11,0.6,0.2202,4,0.444921275354054,-0.000266952765212433,3.58,25.972014736526,-1.89711998488588,2.45657614316177,1.27536280041261,3.73193894357438
"983",329,1,NA,0.0741,NA,0.19,NA,0.1055,0.29,0.35,0.5,0,0.33,0,0,0,9.271e+09,0.62,0.1367,5,NA,NA,2.49,22.9501570855713,-1.66073120682165,NA,0.912282710476616,NA
"984",329,2,NA,0.098,NA,0.18,NA,0.1352,0.42,0.07,0.08,0,0.12,0,0,0,1.0248e+10,0.83,0.1314,5,NA,NA,3.46,23.0503484015408,-1.71479842809193,NA,1.24126858906963,NA
"985",329,3,NA,0.0756,NA,0.15,NA,0.1052,0.41,0.07,0.11,0,0.09,0,0,0,NA,0.54,0.1782,5,NA,NA,3.07,NA,-1.89711998488588,NA,1.12167756159911,NA
"986",330,1,0.0142547917351728,0.009,64.28,-0.1,14.510158013544,NA,0.32,0.41,0.17,0.27,0.13,0,1,1,2.22582e+11,0.36,0.2092,4,1.14564856123707,0.0136186530225974,4.43,26.1285614099846,NA,2.67484895681227,1.48839958405704,4.16324854086931
"987",330,2,0.0265670912768304,0.0076,70.32,-0.18,15.523178807947,NA,0.24,0.03,0.01,0,0.01,0,1,1,2.43291e+11,0.49,0.2127,4,1.68686736340007,0.0474009729115419,4.53,26.217524094683,NA,2.74233431388198,1.51072193949494,4.25305625337692
"988",330,3,-0.0845563922176313,0.0071,74.12,-0.09,16.5816554809843,NA,0.27,0.04,0.01,0.02,0,0,1,1,2.74119e+11,0.51,0.1916,4,0.475640042023604,-0.000285384025214162,4.47,26.33682815562,NA,2.80829699279168,1.49738840862548,4.30568540141716
"989",331,1,NA,0.0526,NA,1.34,NA,0.0933,0.56,0.59,0.04,0.5,0.39,1,0,1,8.323e+09,0.9,0.1677,2,NA,NA,2.04,22.8422886037104,0.29266961396282,NA,0.712949807856125,NA
"990",331,2,NA,0.1771,NA,1.6,NA,0.2453,0.41,0.12,0.01,0.05,0.08,0,0,1,1.434e+10,1.14,0.1387,2,NA,NA,9.83,23.3863186721179,0.470003629245736,NA,2.28543893415908,NA
"991",331,3,NA,0.057,NA,2.04,NA,0.0859,0.43,0.12,0.02,0.02,0.13,0,0,1,1.498e+10,1.28,0.3992,2,NA,NA,4.17,23.4299818150355,0.712949807856125,NA,1.42791603581071,NA
"992",332,1,-0.00235388929187722,0.0303,80.98,0.94,26.2071197411003,0.0585,0.44,0.47,0.47,0.7,0.43,0,0,1,1.5844e+10,0.53,0.0867,6,1.55579141785977,0.0184583387307453,3.09,23.4860567167061,-0.0618754037180875,3.26603111969436,1.12817109090965,4.39420221060402
"993",332,2,0.0227353845659236,0.047,86.84,1.12,18.2436974789916,0.0837,0.73,0.09,0.13,0.12,0.09,1,0,1,16535100000,0.56,0.0446,6,0.589746306932661,0.0165718712248078,4.76,23.5287512311393,0.113328685307003,2.90381967676676,1.56024766824333,4.46406734501009
"994",332,3,-0.0175067765580512,0.057,101.57,1.25,17.5423143350604,0.1017,0.37,0.07,0,0,0,1,0,1,1.585e+10,0.6,0.0671,6,1.00978618351562,-0.000605871710109369,5.79,23.4864353372697,0.22314355131421,2.8646159243665,1.7561322915849,4.62074821595141
"995",333,1,0.013682094847568,0.0695,67.89,1.62,25.8136882129278,0.0908,0.21,0.47,0,0,0.54,0,0,0,1.3206e+10,0.2,0.1499,5,1.22350124330945,0.0145373146710515,2.63,23.3039371087188,0.482426149244293,3.25090490212388,0.966983846189673,4.21788874831356
"996",333,2,0.018781709022814,0.0308,83.09,2.01,62.0074626865672,0.0422,0.35,0.1,0,0,0,1,0,0,1.5743e+10,0.3,0.1115,5,1.71533097776159,0.0482008004751007,1.34,23.4796616589789,0.698134722070984,4.12725474371407,0.29266961396282,4.41992435767689
"997",333,3,-0.0331213102210416,0.0847,95.69,2.06,25.3148148148148,0.1147,0.33,0.08,0,0,0,1,0,0,1.7713e+10,0.38,0.0532,5,0.995284361316057,-0.000597170616789634,3.78,23.5975646702169,0.72270598280149,3.23138979015967,1.3297240096315,4.56111379979117
"998",334,1,0.0473279087809296,0.0558,23.65,1.31,22.311320754717,0.1033,0.4,0.34,0.29,0.54,0.12,0,0,1,1.3962e+10,0.4,0.1741,7,1.54267144537754,0.018303523055455,1.06,23.3596051904946,0.27002713721306,3.10509420681397,0.0582689081239758,3.16336311493794
"999",334,2,-0.0166187554056214,0.0643,22.86,1.41,17.859375,0.1238,0.41,0.02,0.03,0.01,0.01,1,0,1,1.4379e+10,0.39,0.1108,7,1.3162313413428,0.0369861006917326,1.28,23.389034645792,0.343589704390077,2.88252858043514,0.246860077931526,3.12938865836666
"1000",334,3,0.0700139656122067,0.0656,22.77,1.05,18.0714285714286,0.1145,0.37,0.02,0,0.1,0.01,0,0,1,1.3539e+10,0.36,0.1345,7,1.29937382390977,-0.000779624294345865,1.26,23.3288402464594,0.048790164169432,2.89433215911226,0.231111720963387,3.12544388007565
"1001",335,1,0.0788162822765106,0.0802,33.57,1.63,20.1017964071856,0.1362,0.49,0.49,0.69,0,0.78,0,1,0,12428067000,0.59,0.0265,2,0.592140518662407,0.0070872581202164,1.67,23.2432232195151,0.488580014818671,3.00080918456328,0.512823626428664,3.51363281099194
"1002",335,2,-0.00685712474264772,0.0721,37.2,1.31,23.5443037974684,0.1254,0.25,0.07,0,0,0,0,1,0,1.2664e+10,0.51,0.0223,2,0.903151690034944,0.0253785624899819,1.58,23.2620291595251,0.27002713721306,3.15888391424023,0.457424847038875,3.6163087612791
"1003",335,3,-0.00243571840077316,0.0441,39,1.88,33.9130434782609,0.0835,0.28,0.1,0,0,0,0,1,0,1.3168e+10,0.45,0.02,2,0.89775166400208,-0.000538650998401248,1.15,23.3010554808811,0.631271776841858,3.52379970375449,0.139761942375159,3.66356164612965
"1004",336,1,-0.00142116925214035,0.0663,35.43,0.95,10.359649122807,0.1273,0.37,0.26,0.28,0.16,0.27,1,1,1,2.72315e+11,0.72,0.057,10,-0.00854950359548077,-8.8414242667313e-07,3.42,26.3302253214108,-0.0512932943875506,2.33791836780287,1.22964055107451,3.56755891887738
"1005",336,2,-0.0519181430555764,0.0218,34.58,0.85,27.8870967741935,0.0514,0.54,0.03,0.04,0.04,0.06,1,1,1,2.77787e+11,0.76,0.1417,10,0.563356301637361,0.0158303120760098,1.24,26.3501204699154,-0.162518929497775,3.3281641006382,0.215111379616945,3.54327548025514
"1006",336,3,0.0217401025149135,0.0384,33.8,0.85,14.2616033755274,0.077,0.47,0.04,0.03,0.02,0.03,1,1,1,2.92829e+11,0.88,0.047,10,-0.196625875598746,0.000117975525359247,2.37,26.4028546578449,-0.162518929497775,2.65757084734193,0.86288995514704,3.52046080248897
"1007",337,1,0.0639807212803125,0.0357,50.02,0.91,16.2402597402597,0.0571,0.59,0.6,0.35,0.1,0.43,1,1,1,16212200000,0.43,0.1131,2,1.17329425468915,0.013944872205332,3.08,23.5090298821772,-0.0943106794712413,2.78749332846399,1.12492959698548,3.91242292544947
"1008",337,2,-0.0372730456868404,0.0348,67,1.21,24.2753623188406,0.0538,0.44,0.05,0.03,0.06,0.03,1,1,1,1.558e+10,0.37,0.1349,2,1.17773913349504,0.0330944696512106,2.76,23.469253877389,0.19062035960865,3.18946193966191,1.01523067972906,4.20469261939097
"1009",337,3,0.0203287348003237,0.0274,78.11,1.65,36.8443396226415,0.0435,0.46,0.08,0.02,0.04,0.03,1,1,1,1.3996e+10,0.3,0.124,2,2.05837150309439,-0.00123502290185663,2.12,23.3620374114519,0.500775287912489,3.60670200093828,0.751416088683921,4.35811808962221
"1010",338,1,0.0283447785641268,0.0227,146.01,2.12,61.092050209205,0.0257,0,0,0,0,0,0,0,0,5549616000,2.95,0.1892,6,0.960030280877196,0.0114283573143509,2.39,22.4369945731219,0.751416088683921,4.11238174657005,0.871293365943419,4.98367511251347
"1011",338,2,-0.00730701201294157,0.0279,180.62,2.36,57.1582278481013,NA,0.13,0,0,0,0,0,0,0,6.149e+09,NA,0.0684,6,0.604259746146686,0.0169796988667219,3.16,22.5395553039177,0.858661619037519,4.04582334922383,1.15057202759882,5.19639537682265
"1012",338,3,-0.0266924793370479,0.0585,222.32,2.3,28.3571428571429,NA,0.18,0.05,0,0,0,0,0,0,6.757e+09,NA,0.076,6,1.02344462052492,-0.000614066772314953,7.84,22.6338448415164,0.832909122935104,3.34487895107193,2.05923883436232,5.40411778543425
"1013",339,1,-0.0103772516546822,0.0633,66.31,1.19,14.6703539823009,0.0923,0.35,0.27,0.3,0,0.33,1,1,1,4.958e+10,0.85,0.0419,1,0.373031967066543,0.00450177721138521,4.52,24.6268533635535,0.173953307123438,2.68582872153664,1.50851199384414,4.19434071538078
"1014",339,2,0.0254830667002452,0.0425,61.58,1.11,20.0586319218241,0.0629,0.47,0.06,0.05,0,0.04,1,1,1,4.637e+10,0.89,0.0409,1,1.21405767851468,0.0341150207662624,3.07,24.5599185353498,0.104360015324243,2.99865958089725,1.12167756159911,4.12033714249635
"1015",339,3,0.00151609173153323,-0.0381,78.16,1.4,-30.2945736434108,-0.0576,0.44,0.02,0.06,0,0.04,1,1,1,4.646e+10,0.78,0.0272,1,1.2670559731015,-0.000760233583860901,-2.58,24.5618575642887,0.336472236621213,NA,NA,4.35875800773453
"1016",340,1,0.0437943297137431,0.0947,75.58,1.68,23.2553846153846,0.1257,0.4,0.71,0,0,0.79,0,1,1,4.45e+09,0.23,0.1206,1,1.53223572463571,0.0181803815507014,3.25,22.2161699331246,0.518793793415168,3.1465367015797,1.17865499634165,4.32519169792134
"1017",340,2,-0.00621675674754007,0.0387,95.42,2.09,67.6737588652482,0.0621,0.41,0.09,0,0,0.12,0,1,1,4.752e+09,0.29,0.1097,1,1.69217371487498,0.0475500813879868,1.41,22.2818314190068,0.73716406597672,4.21469849569788,0.343589704390077,4.55828820008796
"1018",340,3,-0.0381653350799256,0.0975,86.08,1.64,23.0777479892761,0.1369,0.42,0.11,0,0,0.11,0,1,1,5.181e+09,0.28,0.045,1,2.19392516669791,-0.00131635510001874,3.73,22.3682639247791,0.494696241836107,3.13886886275775,1.31640823365572,4.45527709641347
"1019",341,1,0.0134272410983172,0.2143,52.14,3.95,20.4470588235294,0.4564,0.22,0.14,0,0,0.19,1,0,0,9.172e+09,0.24,0.0645,1,0.501003925685047,0.00601184632308355,2.55,22.9394212019421,1.37371557891303,3.01783904933502,0.936093359170335,3.95393240850536
"1020",341,2,0.0359246955304067,0.2169,59.42,3.69,20.2108843537415,0.4339,0.21,0,0,0,0,1,0,0,1.0201e+10,0.21,0.0737,1,0.736083531836366,0.0206839472446019,2.94,23.0457515916468,1.30562645805244,3.00622128868387,1.07840958135059,4.08463087003446
"1021",341,3,0.00438130447127892,0.2077,68.99,4,21.9015873015873,0.3912,0.24,0.03,0,0,0,1,0,0,1.1128e+10,0.3,0.0779,1,1.66440591258808,-0.000998643547552847,3.15,23.1327302915676,1.38629436111989,3.08655911372048,1.14740245283754,4.23396156655802
"1022",342,1,0.100527389038501,0.0429,86.69,1.35,24.9109195402299,0.0601,0.49,0.26,0.73,0,0.7,0,0,1,27444600000,0.45,0.0942,5,1.44312618248822,0.017128888953361,3.48,24.0354352642383,0.300104592450338,3.21530624309417,1.24703229378638,4.46233853688055
"1023",342,2,-0.030248213173684,0.0507,119.96,1.43,25.4692144373673,0.0732,0.44,0.05,0,0,0.09,1,0,1,31863400000,0.56,0.0973,5,1.51489839712192,0.0425686449591259,4.71,24.1847238526208,0.357674444271816,3.23747044585248,1.54968790802833,4.78715835388081
"1024",342,3,0.0257327458406947,0.0472,130.76,1.63,26.5772357723577,0.0682,0.34,0.04,0,0,0,1,0,1,42852100000,0.6,0.1122,5,0.329799099730582,-0.000197879459838349,4.92,24.4810204889574,0.488580014818671,3.28005505135179,1.59330853050422,4.87336358185601
"1025",343,1,0.257234725917671,0.0012,23.36,0.81,467.2,0.0377,0.07,0,0,0,0,0,0,0,3.362e+10,1.41,0.0773,10,2.0503468267768,0.0242940925559662,0.05,24.2383869649269,-0.210721031315653,6.14675743151402,-2.99573227355399,3.15102515796003
"1026",343,2,-0.0802140110225884,0.0046,30.59,0.67,101.966666666667,0.0271,0.16,0,0,0,0,0,0,0,4.995e+10,1.18,0.0014,10,-0.092625600361291,-0.00260277937015228,0.3,24.634288342041,-0.400477566597125,4.62464596248875,-1.20397280432594,3.42067315816281
"1027",343,3,0.097101123122874,0.0114,36.45,0.84,44.4512195121951,0.0414,0.23,0.07,0,0,0,0,0,0,6.241e+10,1.2,0.0084,10,0.862221849647738,-0.000517333109788643,0.82,24.8569913558924,-0.174353387144778,3.7943923971785,-0.198450938723838,3.59594145845467
"1028",344,1,0.0117021702962015,0.0041,33.81,1.21,211.3125,0.0199,0.3,0.19,0,0,0.21,0,1,1,3.254e+10,0.37,0.1557,1,0.898342116842725,0.0107004369787442,0.16,24.2057359387373,0.19062035960865,5.3533380804681,-1.83258146374831,3.52075661671979
"1029",344,2,0.0185141487983125,0.0605,36.53,1.33,15.5446808510638,0.1011,0.36,0.03,0,0,0,1,1,1,3.244e+10,0.46,0.0106,1,1.08932995822433,0.0306101718261038,2.35,24.2026580661936,0.285178942233662,2.74371851265112,0.854415328156068,3.59813384080719
"1030",344,3,-0.0637124902090243,0.042,39.82,1.29,24.8875,0.0767,0.37,0.02,0.03,0,0,1,1,1,3.06e+10,0.54,0.1512,1,0.282431486238738,-0.000169458891743243,1.6,24.1442658459047,0.254642218373581,3.21436566939031,0.470003629245736,3.68436929863605
"1031",345,1,-0.0641762437727718,0.1482,64.49,7.94,45.7375886524823,0.1783,0,0,0,0,0,0,0,0,1299194000,0.47,0.2544,1,0.151052226026624,0.00188241626711416,1.41,20.9850099091344,2.07191327525904,3.82292046863221,0.343589704390077,4.16651017302229
"1032",345,2,0.0136203569985446,0.1317,90.03,5.43,58.0838709677419,0.1718,0.13,0,0,0,0,0,0,0,1473014000,0.34,0.2175,1,2.42965012339521,0.0682731684674053,1.55,21.1105764787945,1.69193913394584,4.06188801718923,0.438254930931155,4.50014294812039
"1033",345,3,0.0343667867894423,0.0969,79.07,5.65,58.1397058823529,0.13,0.17,0.04,0,0,0,0,0,0,1.959e+09,0.23,0.1814,1,3.16247417510022,-0.00189748450506013,1.36,21.3956999759088,1.73165554515835,4.06284883633487,0.307484699747961,4.37033353608284
"1034",346,1,0.0451603138836803,0.2249,74.83,NA,19.1871794871795,0.2397,0.27,0.38,0,0,0.37,0,0,1,4202800000,0,0.2925,4,1.27877118980784,0.0151895000397325,3.9,22.1590168067789,NA,2.95424232095667,1.3609765531356,4.31521887409227
"1035",346,2,0.0334694611033392,0.2277,81.1,NA,17.8241758241758,0.238,0.4,0.04,0.06,0.09,0.06,0,0,1,5033100000,0,0.298,4,1.66776072652964,0.046864076415483,4.55,22.3393019334087,NA,2.88055572815851,1.51512723296286,4.39568296112137
"1036",346,3,-0.0557757468687515,0.2245,77.57,NA,16.7537796976242,0.2376,0.4,0.05,0.02,0.09,0.09,0,0,1,5644400000,0,0.3052,4,1.37856272863745,-0.000827137637182468,4.63,22.4539297401479,NA,2.81862388640464,1.53255686809814,4.35118075450278
"1037",347,1,0.00349676344041289,0.0349,83.41,0.27,8.56365503080082,NA,0.34,0.22,0,0,0.46,1,1,0,1.04938e+11,0.23,0.0953,4,0.0983876211822156,0.00126097392995014,9.74,25.3766355365137,-1.30933331998376,2.14752708859908,2.27624111765444,4.42376820625352
"1038",347,2,0.0185565273663208,0.0354,92.47,0.29,8.64205607476636,NA,0.33,0.02,0,0,0,1,1,0,1.03812e+11,0.25,0.1392,4,1.3598713932791,0.0382123861511428,10.7,25.3658474079326,-1.23787435600162,2.15664052612169,2.37024374146786,4.52688426758955
"1039",347,3,-0.00965327968297981,0.0336,105.64,0.28,9.70955882352941,NA,0.35,0.04,0,0,0,1,1,0,1.03078e+11,0.26,0.1349,4,1.43966486339805,-0.000863798918038831,10.88,25.3587518201364,-1.27296567581289,2.27311084600113,2.3869262414278,4.66003708742893
"1040",348,1,0.0579771901330399,0.1818,59.71,5.34,25.7370689655172,0.2886,0,0,0,0,0,0,0,0,1706808000,0.0012,0.0593,1,1.02835033459222,0.0122345339481882,2.32,21.257890796401,1.6752256529721,3.24793232488068,0.841567185678219,4.0894995105589
"1041",348,2,0.0242709914260473,0.1884,67.55,4.95,25.3947368421053,0.2912,0.1,0,0,0,0,0,0,0,1.903e+09,0.001,0.0636,1,0.75255567469443,0.0211468144589135,2.66,21.3666974252604,1.5993875765806,3.2345419416126,0.978326122793608,4.21286806440621
"1042",348,3,-0.0440447803480278,0.1863,87.51,4.58,29.17,0.287,0.16,0.06,0,0,0,0,0,0,2.035e+09,0.0038,0.0649,1,2.12623537966036,-0.00127574122779622,3,21.433761655841,1.52169899812609,3.37314078387963,1.09861228866811,4.47175307254774
