"","CompaniesIndex","YearIndex","Ra","Roa","Roe","TobinsQ","AlphaJensen","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","FirmSize","LogTobinsQ"
"562",188,1,0.0497594077558084,0.0438,0.1936,0.83,0.0264261624958495,0.082,0.34,0.36,0,0,0.86,0,1,1,3.2153e+10,1.54,0.0285,8,1.56310205019258,0.0185446041922724,24.1937715958739,-0.186329578191493
"563",188,2,-0.0044692880107737,0.0184,0.084,0.98,-0.00376024193241456,0.0346,0.35,0.04,0.03,0,0,1,1,1,3.1528e+10,1.09,0.048,8,0.83036459999854,0.023333245259959,24.1741418768391,-0.0202027073175195
"564",188,3,-0.103953869958169,0.0317,0.2085,0.71,-0.0676263313769615,0.0931,0.46,0.06,0.08,0.05,0.04,1,1,0,2.8684e+10,1.69,0.0235,8,1.1817434639319,-0.000709046078359141,24.0796053129667,-0.342490308946776
"565",189,1,0.0170942876137013,0.0196,0.1174,0.68,-0.0141702075227073,0.0749,0.22,0,0,0,0,0,1,0,13493900000,0.94,0.0625,1,1.90706236245654,0.0226033358769872,23.3255035684231,-0.385662480811985
"566",189,2,0.0233814815571439,0.0372,0.2203,0.77,0.0242998085062251,0.1339,0.15,0,0,0,0,0,1,0,1.2905e+10,0.51,0.0364,1,1.11261548528144,0.0312644951364086,23.280880670117,-0.261364764134408
"567",189,3,0.0121003966229611,0.0359,0.2227,0.87,0.0519820974170316,0.1305,0.2,0.05,0,0,0,0,1,0,12747200000,0.77,0.0633,1,1.53054491513534,-0.000918326949081205,23.2685774765904,-0.139262067333508
"568",190,1,0.018871024180148,0.1676,0.1895,NA,0.0321715158312159,0.1895,0.1,0,0,0,0,0,0,0,4059200000,0,0.3014,5,0.948479669804901,0.0112920601036978,22.1242517468093,NA
"569",190,2,0.0213439309801377,0.1059,0.1217,NA,0.0217460989229646,0.1217,0.15,0,0,0,0,0,0,0,3950300000,0,0.2962,5,-0.47332710502021,-0.0133004916510679,22.0970573623425,NA
"570",190,3,0.049044700009203,0.1328,0.153,NA,0.0684059051706595,0.153,0.22,0.07,0,0,0,0,0,0,3959400000,0,0.1965,5,0.670279904711413,-0.000402167942826848,22.0993583355817,NA
"571",191,1,0.0617480798736952,0.1371,0.5131,0.84,0.0333667454414722,0.4933,0.02,0,0,0,0,0,0,0,3386100000,0.0144,0.0563,7,0.866132802423958,0.0103203670686027,21.942944653594,-0.174353387144778
"572",191,2,-0.0202448129530934,0.0501,0.1527,NA,-0.0193907208232418,0.1502,0.18,0,0,0,0,0,0,0,3740200000,0.0076,0.1956,7,1.0100119015026,0.028381334432223,22.0424049228789,NA
"573",191,3,-0.0860321808572275,0.0957,0.273,NA,-0.0449469974448196,0.2491,0.26,0.08,0,0,0,0,0,0,3631500000,0.01,0.0695,7,1.42348688308601,-0.000854092129851608,22.0129116230105,NA
"574",192,1,0.0600359154630684,0.0855,0.1657,1.76,0.0425146357068262,0.1144,0.43,0.3,0.47,0.39,0.39,1,0,0,1.9309e+10,0.43,0.1601,6,0.659932033504661,0.00788719799535499,23.6838371454068,0.56531380905006
"575",192,2,0.00258523133869164,0.1565,0.3566,2.17,0.00353487723828508,0.2029,0.5,0.06,0.08,0.05,0.06,1,1,0,1.9966e+10,0.29,0.1188,6,0.623533087410755,0.0175212797562422,23.7172966638606,0.774727167552368
"576",192,3,-0.00804422791511969,0.1137,0.3154,2.31,0.0139690071841019,0.1501,0.36,0.05,0.08,0.06,0.07,0,0,0,1.7678e+10,0.88,0.2034,6,1.58274316598907,-0.00094964589959344,23.5955867655852,0.837247524533702
"577",193,1,0.0435160674067591,0.0512,0.1125,1.02,0.00754772942400252,0.0665,0.59,0.49,0.69,0.39,0.69,0,1,1,17492400000,0.61,0.1621,4,2.13581946867301,0.0253026697303415,23.5850323378322,0.0198026272961797
"578",193,2,-0.0210322840671144,0.0497,0.1182,1.13,-0.0201073634397992,0.057,0.63,0.06,0.1,0.07,0.11,1,1,1,19270500000,0.69,0.2025,4,1.2800120278561,0.0359683379827565,23.681841266104,0.122217632724249
"579",193,3,-0.00625283864321756,0.0414,0.1164,0.74,0.0251973695288226,0.0748,0.58,0.12,0.11,0.06,0,1,1,1,20462500000,0.19,0.192,4,1.5415343788586,-0.000924920627315163,23.7418597796437,-0.301105092783922
"580",194,1,0.0276754947627433,0.1296,0.3795,3.39,-0.0101307640546044,0.2231,0.46,0.49,0,0,0.26,1,0,1,2464641000,0.74,0.0614,6,-0.00126683903808861,8.50512993505544e-05,21.6253119948895,1.22082992139236
"581",194,2,0.0206269152470991,0.1206,0.3381,3.08,0.0204973085721259,0.2029,0.33,0.1,0,0,0,1,0,1,2819404000,0.45,0.0613,6,1.34541846325081,0.0378062588173477,21.7597913520417,1.12492959698548
"582",194,3,-0.0644020511149266,0.1215,0.3411,2.49,-0.034606770315054,0.2113,0.32,0.09,0,0,0,1,0,1,3397117000,0.57,0.0608,6,-0.21601112495535,0.00012960667497321,21.9461929676866,0.912282710476616
"583",195,1,0.0789507722800967,0.0378,0.0987,0.96,0.0475340050221754,0.0665,0.51,0.3,0.57,0.28,0.38,0,1,1,3.1232e+10,0.46,0.0292,1,0.967160890531662,0.0115124985082736,24.1647090471771,-0.0408219945202552
"584",195,2,0.0278736982232585,0.0378,0.1029,1.04,0.0283309042072335,0.0783,0.59,0.09,0.1,0.02,0.09,1,1,1,3.0832e+10,0.37,0.0276,1,1.11803442199008,0.0314167672579213,24.1518189486184,0.0392207131532813
"585",195,3,-0.0935048438458424,0.05,0.1441,0.81,-0.0695964753182217,0.1009,0.65,0.07,0.12,0.05,0.12,1,1,1,3.1707e+10,0.56,0.0284,1,0.762009973291584,-0.00045720598397495,24.1798033136417,-0.210721031315653
"586",196,1,-0.0329695149925928,0.1089,0.1992,1.82,-0.0688812657383045,0.1639,0.6,0.69,0.74,0.46,0.72,1,1,1,1.21347e+11,0.18,0.1614,5,0.425154553936097,0.00511682373644594,25.5219200469346,0.598836501088704
"587",196,2,-0.0345866632721019,0.1238,0.227,2.11,-0.0341598319642123,0.1847,0.73,0.12,0.11,0.06,0.11,1,1,1,1.32683e+11,0.18,0.194,5,1.27799824717835,0.0359117507457117,25.6112286615625,0.746687947487975
"588",196,3,0.0145129337549679,0.1165,0.2187,1.98,0.0324173130660916,0.1755,0.76,0.12,0.11,0.08,0.12,1,1,1,1.31119e+11,0.22,0.2196,5,0.71138551314919,-0.000426831307889514,25.5993711447513,0.683096844706444
"589",197,1,0.107479535817554,0.0436,0.0615,0.96,0.057381809103558,0.0591,0.7,0.29,0.65,0.87,0.36,1,1,1,9832100000,0.14,0.0427,7,1.84449738819868,0.0218650691807444,23.008918380029,-0.0408219945202552
"590",197,2,0.00719416383308119,-0.0357,-0.0547,1.13,0.0068626479752379,-0.0408,0.65,0.05,0.09,0.14,0.03,1,1,1,1.0326e+10,0.14,0.0942,7,1.78283724960841,0.0500977267139963,23.0579308234039,0.122217632724249
"591",197,3,-0.0877054024091727,0.0745,0.1335,1.29,-0.0482390918674569,0.1038,0.54,0.07,0.08,0.13,0.01,0,1,1,8403100000,0.27,-0.0722,7,-0.552526429738822,0.000331515857843293,22.8518665223334,0.254642218373581
"592",198,1,0.0217813206508713,0.007,0.084,0.15,-0.0202543963695096,NA,0.23,0.23,0.22,0.11,0.2,0,1,1,2.359141e+12,1.41,0.2049,4,2.97653322706379,0.0352230920793527,28.4893186856573,-1.89711998488588
"593",198,2,0.0394381173881308,0.0081,0.0975,0.1,0.0397817617779011,NA,0.44,0.04,0.04,0.02,0.04,1,1,1,2.415689e+12,1.48,0.1718,4,1.49593299004914,0.0420357170203809,28.5130056625498,-2.30258509299405
"594",198,3,-0.00979587084914455,0.0091,0.1034,0.15,0.0198744179441956,NA,0.43,0.04,0.05,0.01,0.03,1,1,1,2.573126e+12,1.45,0.2133,4,0.572740649617161,-0.000343644389770296,28.576142618103,-1.89711998488588
"595",199,1,-0.006612388568825,0.0887,0.3799,1.43,-0.0367267296329049,0.1567,0.47,0.48,0,0.71,0.66,1,0,0,8.265e+09,1.61,0.0628,1,1.42981768334168,0.0169718486634318,22.8352955682194,0.357674444271816
"596",199,2,0.038913596488229,0.0881,0.3676,1.59,0.039606964460492,0.1628,0.55,0.1,0,0.12,0.12,1,0,0,8.585e+09,1.63,0.0605,1,1.07168473537651,0.0301143410640799,22.8732823312959,0.46373401623214
"597",199,3,-0.122656408716242,0.0808,0.3186,1.65,-0.113497063698168,0.1494,0.66,0.1,0.1,0.11,0.14,1,0,0,9.269e+09,1.49,0.0585,1,1.15561328710506,-0.000693367972263037,22.9499413358401,0.500775287912489
"598",200,1,0.00706591564040507,0.1179,0.606,1.88,-0.0173536909584783,0.1857,0.42,0.24,0.63,0,0.33,1,1,1,1.5184e+10,2.51,0.0677,2,0.539478562260789,0.00646584703467731,23.443508078814,0.631271776841858
"599",200,2,-0.0123015438119191,0.0413,0.1996,1.99,-0.0113578908556703,0.0754,0.58,0.06,0.09,0.09,0.05,1,1,1,1.5474e+10,1.79,0.1222,2,0.869025145867734,0.0244196065988833,23.4624270330737,0.688134638736401
"600",200,3,0.0496414140035141,0.0404,0.2497,2.19,0.0517566076483725,0.0792,0.6,0.06,0.09,0.09,0.06,1,1,1,1.515e+10,2.13,0.0433,2,1.57275492708133,-0.000943652956248799,23.4412663689018,0.783901543828409
"602",201,2,0.0291992182999957,0.0094,0.0867,0.18,0.0297866828101193,NA,0.35,0.03,0,0.01,0.01,1,1,1,9.2934e+10,0.76,0.2251,4,1.53998323465435,0.0432735288937872,25.2551554007401,-1.71479842809193
"603",201,3,0.00608369757864869,0.0095,0.0863,0.21,0.0174544347560592,NA,0.36,0.03,0,0.02,0.01,1,1,1,9.3821e+10,0.76,0.2232,4,0.97910751687269,-0.000587464510123614,25.2646545484981,-1.56064774826467
"604",202,1,-0.0318679026244492,0.0183,0.0379,1.24,-0.0779512828910768,0.0344,0.32,0.32,0.04,0.08,0.43,1,0,0,9740807000,0.88,0.1872,4,1.26583831352513,0.0150368920995966,22.9995898053781,0.215111379616945
"605",202,2,-0.00294593017253772,0.0367,0.0778,1.41,-0.00244325677686159,0.0574,0.49,0.08,0.01,0,0.12,1,0,1,9663630000,0.91,0.188,4,1.63997794543159,0.0460833802666276,22.9916351909821,0.343589704390077
"606",202,3,0.0235820028871918,0.0769,0.1693,1.41,0.0301076136089438,0.0956,0.5,0.09,0.02,0.01,0.1,1,0,1,10285728000,0.97,0.368,4,0.837788992793551,-0.000502673395676131,23.0540231402396,0.343589704390077
"607",203,1,0.00919489623672337,0.1046,0.1598,1.45,-0.032901746396614,0.1384,0.4,0.67,0,0,0.66,0,0,0,5068763000,0.23,0.2383,7,1.33933535338426,0.0159041571699343,22.3463626405596,0.371563556432483
"608",203,2,0.0125931203652309,0.1077,0.163,2.34,0.0134703468410182,0.1422,0.26,0.13,0,0,0,0,0,0,5440734000,0.21,0.1911,7,1.49810116132873,0.0420966426333374,22.4171798151831,0.85015092936961
"609",203,3,0.0424150491266777,0.0707,0.179,2.44,0.087246695864546,0.1106,0.23,0.1,0,0,0,0,0,0,4987366000,0.2,0.1989,7,1.46204412631204,-0.000877226475787227,22.3301737516335,0.89199803930511
"610",204,1,-0.0360448845684397,0.1104,0.4353,2.26,-0.0620839073920401,0.2132,0.3,0.14,0.06,0.05,0.11,1,0,1,1.9873e+10,1.02,0.0831,2,0.00211039309455523,0.000124902638515752,23.7126278634926,0.815364813284194
"611",204,2,-0.00179262141367721,0.0886,0.5465,3.12,-0.00152052504377487,0.1848,0.35,0.03,0.03,0.01,0.02,1,0,1,1.8919e+10,1.11,0.1013,2,0.926655616498232,0.0260390228236003,23.6634325450507,1.13783300182139
"612",204,3,0.0734547692376937,0.0667,3.6505,3.57,0.0915830246191345,0.1575,0.41,0.02,0.02,0.01,0.03,1,1,1,1.5526e+10,7.72,0.0774,2,0.453493949837235,-0.000272096369902341,23.4657818749299,1.27256559579155
"613",205,1,0.0128600366904204,0.0166,0.0885,0.97,0.00685604165491194,0.0514,0.08,0,0,0,0,0,0,0,6.8185e+10,2.3,0.0316,3,0.72951984809331,0.00870833420750106,24.9454904362562,-0.0304592074847086
"614",205,2,0.0229512365810881,0.013,0.0435,1.6,0.0235333280121423,0.0387,0.05,0,0,0,0,0,0,0,7.5185e+10,2.59,0.0848,3,0.21366530375475,0.00600399503550846,25.0432175799207,0.470003629245736
"615",205,3,-0.457272090008256,0.0027,0.0066,0.91,-0.432643936699025,0.0188,0.06,0.01,0,0,0,0,0,0,8.3198e+10,1.18,0.0632,3,0.970152385090401,-0.000582091431054241,25.1444891460231,-0.0943106794712413
"616",206,1,-0.0684255363307006,0.0477,0.1526,1.43,-0.0923333034695788,0.0317,0,0,0,0,0,0,0,0,9.298e+09,1.82,0.0414,1,0.311574469459143,0.00377657873961789,22.9530651602148,0.357674444271816
"617",206,2,0.155703933116167,0.0456,0.1555,1.45,0.157166091436228,0.0302,0.1,0,0,0,0,0,0,0,1.13e+10,1.99,0.0396,1,0.850810218465417,0.0239077671388782,23.1480685626647,0.371563556432483
"618",206,3,-0.0598722511093231,0.048,0.1845,1.36,-0.0431459687132006,0.0333,0.18,0.08,0,0,0,0,0,0,1.284e+10,2.21,0.0392,1,2.43693053343532,-0.00146215832006119,23.2758311352082,0.307484699747961
"619",207,1,0.0274864840043236,0.0974,0.2603,2.19,0.0133888552776061,0.1258,0.41,0.42,0.11,0,0.79,1,1,1,8.6174e+10,0.45,0.1878,2,0.29210555837578,0.0035468455888342,25.1796343449884,0.783901543828409
"620",207,2,-0.0599835156472551,0.078,0.2236,2.2,-0.0592288592858776,0.0986,0.66,0.11,0.09,0.1,0.09,1,1,1,9.0055e+10,0.58,0.1832,2,0.50169497248105,0.0140976287267175,25.2236864317354,0.78845736036427
"621",207,3,0.00794591555365344,0.0807,0.2631,2.31,0.0231302910691956,0.1063,0.52,0.03,0.1,0.12,0.01,1,1,1,9.2023e+10,0.63,0.1543,2,1.2577606022959,-0.000754656361377539,25.2453043827507,0.837247524533702
"622",208,1,-0.0546394155116174,0.0622,0.3657,NA,-0.0977037372841449,0.1427,0.31,0.17,0,0,0.53,0,1,0,2.466e+10,1.72,0.0067,2,0.411201230007234,0.00495217451408536,23.9284483346826,NA
"623",208,2,0.0704845248900354,0.0563,0.3168,NA,0.0715546554660805,0.122,0.36,0,0,0,0.08,1,1,0,2.9281e+10,1.46,0.0155,2,1.53253814137109,0.0430643217725276,24.1002046784618,NA
"624",208,3,0.105015138314833,0.0578,0.3201,NA,0.115234332400045,0.1214,0.41,0.03,0,0,0.1,1,1,0,3.0556e+10,1.79,0.0154,2,1.78355096007517,-0.0010701305760451,24.1428269026255,NA
"625",209,1,0.0262444949918228,0.0704,0.1571,0.84,-0.00444081004658465,0.1112,0.45,0.25,0.25,0.43,0.28,1,1,1,1.513e+10,0.64,0.0621,1,0.559206436707387,0.00669863595314717,23.4399453647467,-0.174353387144778
"626",209,2,0.0235383318818711,0.0629,0.1478,0.76,0.024322510730703,0.1018,0.51,0.04,0.02,0.06,0.08,1,1,1,1.4378e+10,0.74,0.0511,1,1.09200373802162,0.0306853050384075,23.3889650975081,-0.27443684570176
"627",209,3,0.0105530736543927,0.0602,0.1449,0.63,0.043675289666235,0.0996,0.53,0.06,0,0.06,0.1,1,1,1,1.4431e+10,0.79,0.0467,1,1.30696474805319,-0.000784178848831913,23.3926445074004,-0.462035459596559
"628",210,1,0.0246938885237619,0.0508,0.1088,2.06,-0.0104715392625899,0.0786,0,0,0,0,0,0,0,0,6395900000,0.5,0.1685,6,1.04004518906411,0.0123725332309565,22.5789229970242,0.72270598280149
"629",210,2,0.0279377536067749,0.0647,0.1411,1.94,0.0281237556735706,0.0953,0.18,0,0,0,0,0,0,0,7.435e+09,0.55,0.1482,6,1.25143871125807,0.0351654277863517,22.7294644168585,0.662687973075237
"630",210,3,-0.192404292684787,0.0588,0.1261,1.24,-0.180088770851198,0.0876,0.19,0.01,0,0,0,0,0,0,8.091e+09,0.49,0.1949,6,0.310003444659434,-0.00018600206679566,22.8140181697721,0.215111379616945
"631",211,1,0.0186217217099141,0.0074,0.0306,0.24,-0.00738602577241719,NA,0.18,0,0,0,0,1,0,0,8.0021e+10,0.47,0.039,4,0.593138504267958,0.0070990343503619,25.1055549371732,-1.42711635564015
"632",211,2,0.00908435715799896,0.0075,0.0305,0.16,0.00962726769242741,NA,0.22,0,0,0,0,1,0,0,7.9939e+10,0.51,0.0395,4,0.925542615029583,0.0260077474823313,25.1045296807693,-1.83258146374831
"633",211,3,0.0133701460052637,0.0034,0.0141,0.14,0.0275366361192196,NA,0.25,0.03,0,0,0,1,0,0,7.8367e+10,0.54,0.0413,4,0.904850890714086,-0.000542910534428452,25.0846687573244,-1.96611285637283
"634",212,1,-0.0495216523826112,0.1242,NA,3.33,-0.063090279374702,NA,0.24,0.16,0,0,0.15,1,0,1,6.427e+09,25.41,0.082,1,1.16877672146564,0.0138915653132946,22.5837737033356,1.20297230399235
"635",212,2,0.0675083475716879,0.1366,NA,3.47,0.0688704885237824,NA,0.29,0.04,0,0,0,1,0,1,6.636e+09,NA,0.072,1,0.482869287974763,0.0135686269920908,22.6157752092746,1.24415459395877
"636",212,3,0.00428789613913038,0.1414,NA,4,0.0092788106592108,NA,0.32,0.06,0,0,0,1,0,1,7.149e+09,NA,0.0838,1,2.27023492015753,-0.00136214095209452,22.6902383237311,1.38629436111989
"637",213,1,-0.108583893192031,0.0834,0.2203,1.44,-0.112363135441653,0.1165,0.18,0,0,0,0,0,0,0,6.795e+09,0.8,0.1028,5,1.31551688371822,0.015623099227875,22.6394528845495,0.364643113587909
"638",213,2,0.0306790126474564,0.0717,0.1925,1.51,0.0310699810300265,0.102,0.14,0,0,0,0,0,0,0,6965900000,1.16,0.0988,5,0.134492606748089,0.00377924224962129,22.6642926533465,0.412109650826833
"639",213,3,0.0171306742409649,0.0406,0.1125,1.24,0.0407249148114135,0.0698,0.18,0.04,0,0,0,0,0,0,7301800000,0.95,0.085,5,0.65161397095022,-0.000390968382570132,22.7113867300485,0.215111379616945
"640",214,1,0.0323345294119484,0.0559,0.1355,0.77,0.0086752807741804,0.0952,0,0,0,0,0,0,0,0,1.3826e+10,0.67,0.0616,6,0.749892891273699,0.00894873611702964,23.3498167144695,-0.261364764134408
"641",214,2,0.0128384147563829,0.0477,0.1174,0.82,0.0132518697896881,0.0827,0.07,0,0,0,0,0,0,1,1.3988e+10,0.61,0.0616,6,0.84196614369281,0.023659248637768,23.3614656561475,-0.198450938723838
"642",214,3,-0.0239759464457224,-0.0185,-0.0498,0.92,0.00949093587541534,-0.0113,0.17,0.04,0,0,0,0,0,1,1.3836e+10,0.75,0.0548,6,0.689091722175421,-0.000413455033305252,23.3505397280213,-0.083381608939051
"643",215,1,NA,0.2061,0.4736,NA,NA,0.2616,0.31,0.33,0,0,0.39,0,0,0,1923154000,1.09,0.3143,7,NA,NA,21.3772323835499,NA
"644",215,2,NA,0.2451,0.3977,NA,NA,0.4231,0.17,0.04,0,0,0,0,0,0,2271498000,0,0.3174,7,NA,NA,21.5437053626879,NA
"645",215,3,NA,0.2944,0.3581,NA,NA,0.3567,0.18,0.05,0,0,0,0,0,0,1728548000,0,0.3313,7,NA,NA,21.2705475866829,NA
"646",216,1,0.015412101802052,0.1345,0.2892,1.62,-0.0219739480803789,0.2187,0.3,0.18,0.3,0.35,0.27,0,1,1,34398900000,0.37,0.1809,5,-0.0501664139043287,-0.000491963684071079,24.2612904240703,0.482426149244293
"647",216,2,0.0126907266646645,0.066,0.1449,2.2,0.0130833283283405,0.1043,0.49,0.03,0,0,0.12,1,1,1,35248700000,0.24,0.2027,5,1.33046440862743,0.0373860498824309,24.285694486092,0.78845736036427
"648",216,3,0.0267004906569747,0.0662,0.1609,2.72,0.0211228088192213,0.1075,0.44,0.03,0.04,0.02,0.03,1,1,1,37178200000,0.35,0.1219,5,0.654336106126645,-0.000392601663675987,24.3389884049424,1.00063188030791
"650",217,2,0.00525877677028555,0.0987,0.869,1.78,0.00541312893044195,0.3729,0.61,0.09,0.06,0.13,0.08,1,1,1,3.6188e+10,1.25,0.0657,6,0.21891876088639,0.00615161718090757,24.3119934091099,0.576613364303994
"651",217,3,-0.00921377152846163,0.0836,1.1097,1.62,0.00540237126812276,0.2716,0.64,0.09,0.08,0.11,0.08,1,1,1,3.7073e+10,1.81,0.0793,6,0.257253600260657,-0.000154352160156394,24.3361547788087,0.482426149244293
"655",219,1,0.0854103422916076,-0.071,-1.4729,1.6,0.0185771356459675,-0.0699,0.15,0,0,0,0,0,0,0,4.639e+09,4.25,-1.25,3,3.42081372290328,0.0404656019302587,22.257764662716,0.470003629245736
"657",219,3,-0.244129823135336,-0.0617,NA,1.28,-0.204918116398909,NA,0.02,0.01,0,0,0,0,0,0,1.257e+10,NA,-2.0449,3,0.911523864870804,-0.000546914318922482,23.2545788595486,0.246860077931526
"658",220,1,0.0426736382656959,0.0587,0.128,1.78,0.0194627821517534,0.0938,0.1,0.13,0,0,0.12,0,0,0,3.395e+10,0.43,0.0366,1,1.81769692824172,0.0215488237532523,24.2481546909511,0.576613364303994
"659",220,2,0.0749802818048213,0.0694,0.1766,1.92,0.0759870374391715,0.1133,0.11,0.01,0,0,0,0,0,0,3.2732e+10,0.65,0.0385,1,0.82600911437518,0.0232108561139426,24.2116190296115,0.65232518603969
"660",220,3,-0.00733746839570686,0.0831,0.2458,2.35,0.00957628156826201,0.1376,0.13,0.01,0,0.02,0,0,0,0,3.1827e+10,0.85,0.0425,1,1.67792605725039,-0.00100675563435023,24.1835808230917,0.854415328156068
"661",221,1,0.043925946805359,0.0149,0.0237,NA,-0.00490302155703651,0.0228,0,0,0,0,0,0,0,0,7363164000,0.19,0.0633,7,1.10773877788974,0.0131713175790989,22.7197555686148,NA
"662",221,2,-0.038613950078863,0.083,0.1329,NA,-0.0381134288320829,0.1078,0.22,0,0,0.09,0,0,0,0,7.25e+09,0.22,0.0316,7,1.73768570684681,0.0488289683623955,22.704267305813,NA
"663",221,3,0.0193502558563461,0.0755,0.1294,NA,0.0543577650571607,0.0987,0.21,0.08,0,0,0,0,0,0,7.993e+09,0.2,0.1372,7,0.834202077966864,-0.000500521246780118,22.8018319955903,NA
"664",222,1,NA,-0.001,-0.0056,NA,NA,5e-04,0.05,0,0,0,0,0,0,1,NA,0.27,5.9576,1,NA,NA,NA,NA
"665",222,2,0.0259853074258557,-0.003,-0.0209,0.31,0.0252438668302981,-0.0083,0.21,0,0,0,0,0,0,1,7.089e+09,0.25,-0.0068,1,NA,NA,22.6818101238193,-1.17118298150295
"668",223,2,0.0133103313268377,0.0577,0.1616,1.67,0.0135630359498651,0.1226,0.38,0.04,0.11,0,0.03,0,1,1,1.9345e+10,0.3,0.0428,6,2.63077768825068,0.0739248530398442,23.6856998250989,0.512823626428664
"669",223,3,-0.0619207981841064,0.1053,0.3092,1.59,-0.047989466980643,0.2235,0.43,0.07,0.1,0,0.06,0,1,1,2.02e+10,0.36,0.0613,6,0.421174371712329,-0.000252704623027398,23.7289484413536,0.46373401623214
"670",224,1,0.100124786509619,0.1027,0.3132,3.15,0.039825370502318,0.1466,0.67,0.61,0.69,0.49,0.36,1,1,1,2.216e+10,1.43,0.1369,1,2.49926856601642,0.0295913690789937,23.8215546988255,1.14740245283754
"671",224,2,-0.0817005475898203,0.126,0.3818,2.41,-0.0812087084846397,0.1775,0.6,0.1,0.08,0.07,0.09,1,1,1,2.272e+10,1.22,0.1675,1,2.14588669065127,0.0602994160073006,23.8465114307994,0.879626747502564
"672",224,3,0.0106591890711649,0.0907,0.2803,2.06,0.0650128506168994,0.131,0.65,0.11,0.08,0.09,0.1,1,1,1,2.235e+10,1.37,0.1948,1,0.819731841967647,-0.000491839105180588,23.830092158006,0.72270598280149
"673",225,1,0.0393801556399834,0.1493,0.3257,1.49,0.00995334338622083,0.2408,0.43,0.2,0.34,0.34,0.17,1,1,0,2.422e+10,0.39,0.0627,8,1.53810035443715,0.0182495841823584,23.9104445750714,0.398776119957368
"674",225,2,0.00669813320302069,0.1614,0.4003,1.62,0.00683914984607538,0.2607,0.42,0.06,0.09,0.02,0.04,1,1,0,2.7298e+10,0.46,0.0873,8,1.04721751792749,0.0294268122537626,24.0300792763804,0.482426149244293
"675",225,3,-0.0977133531547345,0.19,0.6012,1.78,-0.070652556162426,0.3113,0.42,0.05,0.09,0.02,0.05,1,1,0,2.4283e+10,0.81,0.0913,8,0.235027738424473,-0.000141016643054684,23.9130423539893,0.576613364303994
"676",226,1,0.00746502761031947,0.062,0.2228,0.97,-0.0168963871495703,0.1267,0.03,0,0,0,0,0,0,0,2.227e+10,1.12,0.0476,1,0.801367654744498,0.00955613832598508,23.8265063182157,-0.0304592074847086
"677",226,2,0.0180271870204107,0.0697,0.2416,1.11,0.0188201198855235,0.1315,0.22,0,0,0,0,1,0,0,2.245e+10,1.12,0.0482,1,0.866954261917784,0.0243614147598897,23.8345564511347,0.104360015324243
"678",226,3,-0.10128544915855,0.0708,0.2625,0.98,-0.0811167679078694,0.1367,0.24,0.02,0,0,0,1,0,0,2.242e+10,1.08,0.0532,1,1.32155477518796,-0.000792932865112777,23.8332192545904,-0.0202027073175195
"682",228,1,0.0336732977918958,0.0457,0.1305,1.45,-0.00158243419832294,0.0771,0.23,0.05,0,0,0.13,0,0,0,9311209000,1.71,0.3829,4,0.783297091920679,0.00934290568466402,22.9544847801695,0.371563556432483
"683",228,2,0.0533084237209643,0.1349,0.3328,1.52,0.0540623145769256,0.1722,0.23,0.01,0,0.02,0.02,0,0,1,9.075e+09,1.28,0.4081,4,1.25465238399355,0.0352557319902187,22.9287892170973,0.418710334858185
"684",228,3,0.0319844719090117,0.04,0.0942,1.62,0.042536274011993,0.0638,0.28,0.04,0,0.04,0.01,0,0,1,1.3122e+10,1.12,1.3549,4,1.25648475993537,-0.000753890855961222,23.2975560478691,0.482426149244293
"685",229,1,0.0483645904446621,0.0953,NA,2.74,0.0109750301674886,NA,0.24,0.2,0.15,0,0.16,0,1,1,6.342e+09,NA,0.0483,1,1.10330073744184,0.0131189487018137,22.5704600130626,1.00795792039998
"686",229,2,-0.00969277897906763,0.1103,NA,3.95,-0.0089893161670042,NA,0.36,0.04,0.02,0,0.04,1,0,1,6.794e+09,NA,0.049,1,1.33058933370724,0.0373895602771735,22.6393057066848,1.37371557891303
"687",229,3,-0.0561221209735904,0.1327,NA,3.76,-0.0284563797736844,NA,0.36,0.04,0.02,0,0.03,1,0,1,6.865e+09,NA,0.0546,1,1.17243802010573,-0.000703462812063435,22.6497018761663,1.3244189574018
"688",230,1,0.0154903714823317,0.0385,0.6208,1.25,-0.0424014700926175,0.1111,0.64,0.37,0.8,0.35,0.63,1,0,1,6.875e+09,10.63,-0.015,6,1.43000100567755,0.016974011866995,22.651157480499,0.22314355131421
"689",230,2,0.0404912017725056,0.119,1.1501,1.28,0.0417123894294356,0.237,0.63,0.12,0.12,0.02,0.1,1,0,1,6.933e+09,6.39,0.0325,6,2.06020788522951,0.0578918415749492,22.6595584569068,0.246860077931526
"690",230,3,-0.0553309973188888,0.0553,0.8999,1.91,-0.029658453987004,0.1283,0.33,0.06,0,0,0,1,0,1,7.167e+09,3.16,0.0985,6,2.03531276155002,-0.00122118765693001,22.6927529939582,0.647103242058538
"691",231,1,0.0279187428509887,0.1394,0.2861,2.39,0.0252780443220284,0.2044,0.2,0.26,0,0,0.36,0,1,0,6526785000,0.36,0.1209,1,1.03383135167294,0.0122992099497407,22.599180315962,0.871293365943419
