"","CompaniesIndex","YearIndex","Ra","Roa","Roe","TobinsQ","AlphaJensen","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","FirmSize","LogTobinsQ"
"62",21,2,-0.0258696248215068,0.096,0.1198,2.72,-0.0245482181273284,0.0997,0.61,0.07,0,0.15,0.01,1,1,1,2957685000,0,0.186,7,0.736291947264969,0.0206898037181456,21.8076727046923,1.00063188030791
"63",21,3,-0.0904098627361316,0.0785,0.106,2.16,-0.0723057913199562,0.0892,0.62,0.04,0,0.15,0.05,1,1,1,4001546000,0.21,0.17,7,2.20234449029742,-0.00132140669417845,22.1099466233944,0.770108221696074
"65",22,2,0.0303485835807619,0.0237,0.1331,0.26,0.0310668485026284,NA,0.57,0.03,0.05,0.12,0.01,1,1,1,1.2352e+11,0.3,0.0656,4,1.33051891784933,0.0373875815915661,25.5396689232229,-1.34707364796661
"66",22,3,-0.0107331932995663,0.0193,0.1058,0.22,0.0113808188241427,NA,0.54,0.03,0.06,0.08,0.01,1,1,1,1.08533e+11,0.25,0.0779,4,1.19710820311084,-0.000718264921866504,25.4103201111489,-1.51412773262978
"67",23,1,0.0651407870282115,0.0853,0.1162,7.43,-0.00162911379337699,0.1052,0.13,0,0,0,0,0,0,0,2613560000,0.12,0.2247,5,1.65302135078314,0.0196056519392411,21.6839791135733,2.00552585872967
"68",23,2,-0.0519686070394008,0.1747,0.2311,8.25,-0.0518475917492154,0.2169,0.17,0,0,0,0,0,0,0,3317696000,0.07,0.163,5,2.37615305414906,0.0667699008215885,21.9225364030585,2.11021320034659
"69",23,3,0.0667112486962532,0.0167,0.025,3.4,0.0901611665123497,0.0226,0.23,0.06,0,0,0,0,0,0,4201962000,0.04,0.2941,5,0.201692150308928,-0.000121015290185357,22.1588173960156,1.22377543162212
"70",24,1,0.0217275988577209,0.0212,0.0357,1.68,-0.0245601407902986,0.0342,0.67,0.65,0.72,0.32,0.61,1,1,0,1.21e+10,0.27,0.0125,7,1.99565377902217,0.0236487145924616,23.2164712895491,0.518793793415168
"71",24,2,0.0355356130087169,0.085,0.1434,1.88,0.0370885744836396,0.1194,0.55,0.08,0.09,0.02,0.08,1,1,0,1.204e+10,0.27,0.0341,7,1.64725052128183,0.0462877396480195,23.2115002768271,0.631271776841858
"72",24,3,-0.00534177840865272,0.0967,0.1779,1.13,0.0294415115090499,0.1259,0.6,0.1,0.09,0.03,0.1,1,1,0,1.317e+10,0.25,0.1182,7,2.58826912487114,-0.00155296147492269,23.3012073527016,0.122217632724249
"73",25,1,0.068978301390123,0.0934,0.1823,2.31,0.0170143405625526,0.1334,0,0,0,0,0,0,0,0,5190056000,0.45,0.1377,6,0.459185365634977,0.00551838731449272,22.3700103240467,0.837247524533702
"74",25,2,0.0340087031051945,0.095,0.1833,2.1,0.0349680659472117,0.1352,0.13,0,0,0,0,0,0,0,5877902000,0.36,0.1438,6,1.84925127500251,0.0519639608275704,22.4944657324666,0.741937344729377
"75",25,3,-0.0505804671519423,0.0903,0.182,2.04,-0.0327733266810996,0.1297,0.18,0.05,0,0,0,0,0,0,6420963000,0.44,0.1453,6,1.59893807002869,-0.000959362842017214,22.5828339433994,0.712949807856125
"76",26,1,0.079777736989555,0.0577,0.1709,1.96,0.0381944334798917,0.1275,0.18,0,0,0,0,0,0,0,6187100000,0.54,0.0964,4,1.21656951249246,0.014455520247411,22.5457323162869,0.672944473242426
"77",26,2,0.0416097135763545,0.0645,0.1899,1.72,0.0421377588003552,0.1272,0.1,0,0,0,0,0,0,0,6318800000,0.65,0.1647,4,1.47983286511257,0.0415833035096633,22.5667951536592,0.542324290825362
"78",26,3,-0.103775616837975,0.0667,0.1889,1.32,-0.0782058263608292,0.1262,0.16,0.06,0,0,0,0,0,0,7698100000,0.72,0.1801,4,0.880075373334499,-0.0005280452240007,22.7642393821107,0.27763173659828
"79",27,1,0,0.0844,0.2469,1.46,-0.0163786799173455,0.1135,0.54,0.51,0.52,0.43,0.64,0,1,1,5.4298e+10,1.26,0.2517,5,0.241875061186173,0.00295412572199684,24.7177532307954,0.378436435720245
"80",27,2,-0.037096049827971,0.0763,0.2155,1.79,-0.0366295285945624,0.1033,0.7,0.09,0.08,0.08,0.08,1,1,1,6.6125e+10,1.34,0.2721,5,0.582871171435783,0.0163786799173455,24.9148127271249,0.582215619852664
"81",27,3,0.00760572403422267,0.0987,0.2577,1.7,0.0441276050972796,0.1269,0.63,0.07,0.06,0.07,0.06,1,1,1,6.9009e+10,1.17,0.2571,5,0.777535389014305,-0.000466521233408583,24.9575027678204,0.53062825106217
"82",28,1,0.0609234756743946,0.0096,0.1544,0.17,0.0200477105475118,NA,0.17,0,0,0,0,0,0,0,1.34729e+11,0.81,0.1003,4,1.60000561392038,0.0189800662442605,25.6265311904347,-1.77195684193188
"83",28,2,0.00363606182532522,0.011,0.1985,0.19,0.00439208713869484,NA,0.09,0,0,0,0,0,0,0,1.44576e+11,1.03,0.1188,4,1.45465356323426,0.0408757651268828,25.6970711577919,-1.66073120682165
"84",28,3,-0.0595517059788237,0.0106,0.2036,0.16,-0.0347958531659421,NA,0.17,0.07,0,0,0,0,0,0,1.4881e+11,1.22,0.132,4,1.26004218894937,-0.000756025313369619,25.7259361613884,-1.83258146374831
"85",29,1,0.02975231147681,0.0321,0.1551,1.55,0.0212308204502545,0.0614,0,0,0,0,0,0,0,0,14089129000,2.43,0.2216,4,0.162405081650997,0.00201637996348176,23.3686693440548,0.438254930931155
"86",29,2,-0.0566428820002166,0.0385,0.214,2.53,-0.0562999093462104,0.072,0.15,0,0,0,0,0,0,0,20272571000,4.08,0.164,4,0.303255908418345,0.00852149102655549,23.7325346270583,0.928219302739429
"87",29,3,-0.019511429423338,0.0247,0.1122,2.17,0.00328657385927051,0.0498,0.19,0.04,0,0,0,0,0,0,21331545000,3.47,0.1954,4,0.571621090010389,-0.000342972654006233,23.7834527999992,0.774727167552368
"88",30,1,0.0130490209232016,0.0075,0.0306,4.6,-0.0340568044653076,0.0255,0.01,0,0,0,0,0,0,0,3.2555e+10,0.47,-6e-04,1,1.16930113501471,0.0138977533931735,24.2061968036352,1.52605630349505
"89",30,2,-0.0872369283148209,-0.0051,-0.0235,2.74,-0.0860465813957053,-0.0068,0.12,0,0,0,0,0,0,0,4.0159e+10,0.53,0.0037,1,1.67636389282951,0.0471058253885092,24.4161124116215,1.00795792039998
"91",31,1,-0.00221980544966263,0.0342,0.0963,0.64,-0.101475188484639,0.0782,0.12,0,0,0,0,0,1,0,1.07e+10,0.37,0.0225,3,2.02951683984432,0.024048298710163,23.0935095784143,-0.446287102628419
"92",31,2,-0.0300743930031737,0.0563,0.1926,0.72,-0.0291634880332688,0.1064,0.06,0,0,0,0,0,1,0,1.339e+10,0.66,0.011,3,3.5322200368319,0.0992553830349763,23.3177739966495,-0.328504066972036
"93",31,3,-0.0889313489292307,0.0936,0.3186,0.91,-0.0650223783216157,0.1711,0.35,0.08,0.07,0.09,0.06,0,1,0,1.649e+10,0.96,0.0207,3,1.51817494984152,-0.00091090496990491,23.5260199735179,-0.0943106794712413
"94",32,1,-0.0625802660931977,0.0358,0.0689,0.68,-0.0622349291727396,0.054,0.22,0.18,0.06,0,0.49,0,0,1,6.0737e+10,0.38,0.1136,3,2.0249959325933,0.0239949520046009,24.829818904498,-0.385662480811985
"95",32,2,-0.022405499035411,-0.0919,-0.1821,0.57,-0.0224613336032936,-0.1325,0.31,0.04,0.01,0,0.09,1,0,1,6.1637e+10,0.29,0.1334,3,-0.0122895701230635,-0.000345336920458085,24.8445281765189,-0.562118918153541
"96",32,3,-0.100672285889685,-0.6182,-1.6222,0.93,-0.0710178098504239,-0.9442,0.2,0.04,0,0,0,1,0,1,5.5952e+10,0.43,-0.393,3,-0.0930576131377059,5.58345678826235e-05,24.7477600172674,-0.0725706928348354
"97",33,1,-0.111042144192322,0.0148,0.0377,0.93,-0.126676541493181,0.0354,0.32,0.1,0.61,0,0.58,0,1,1,5.2589e+10,0.64,0.1797,3,1.79979093952281,0.0213375330863692,24.685772809345,-0.0725706928348354
"98",33,2,0.044873971691589,-0.0298,-0.0842,0.93,0.0450063016650859,-0.0363,0.4,0.03,0.05,0,0.1,1,1,1,5.5781e+10,0.6,0.0539,3,0.55638424558218,0.0156343973008593,24.7446991465577,-0.0725706928348354
"99",33,3,-0.204700619245854,-0.1238,-0.4113,0.85,-0.177180949745347,-0.1927,0.26,0.04,0,0,0,1,1,1,6.1689e+10,0.77,-0.1069,3,0.220549955828203,-0.000132329973496922,24.8453714699539,-0.162518929497775
"100",34,1,0.0335348851628711,0.0572,0.1471,1.49,-0.0156253504353421,0.0876,0.54,0.17,0.23,0.92,0.07,1,1,1,17393100000,0.71,0.1214,8,1.17972569809039,0.0140207632374666,23.5793394127953,0.398776119957368
"101",34,2,0.00840401806379637,0.0557,0.1377,1.88,0.00933414588331214,0.0803,0.51,0.02,0.07,0.13,0.01,1,1,1,17915200000,0.71,0.0977,8,1.74947457644887,0.0491602355982132,23.6089153514702,0.631271776841858
"102",34,3,-0.0442020966242365,0.0726,0.1749,1.77,-0.0217963037463244,0.1017,0.51,0.02,0.08,0.12,0.01,1,1,1,17635400000,0.66,0.095,8,1.55021303252628,-0.000930127819515766,23.5931740825433,0.570979546585738
"103",35,1,0.0526614109087851,0.1117,0.2404,NA,0.0332406988200518,0.1473,0.12,0,0,0,0,0,0,0,5215463000,0.66,0.1294,7,1.47023353651619,0.017448755730891,22.3748937038168,NA
"104",35,2,0.00570294849831273,0.1075,0.2459,NA,0.00614372370843824,0.1425,0.13,0,0,0,0,0,0,0,6168028000,0.5,0.1378,7,0.691128544083037,0.0194207120887333,22.5426450127562,NA
"105",35,3,-0.0499674727461725,0.1054,0.2485,NA,-0.0328593782566501,0.1376,0.19,0.06,0,0,0,0,0,0,7.027e+09,0.92,0.1327,7,0.734625350209181,-0.000440775210125508,22.6730257091565,NA
"106",36,1,0.0353917370662762,0.0716,0.1126,0.95,-0.0150971549982284,0.0769,0,0,0,0,0,0,0,0,1.42e+10,0,0.2317,7,0.739849175314049,0.00883022026870578,23.3765078015536,-0.0512932943875506
"107",36,2,-0.071801170541684,0.0581,0.1205,1.03,-0.0706082848197756,0.0731,0.1,0,0,0,0,0,0,0,1.4012e+10,0.7,0.2204,7,1.79675772471547,0.0504888920645046,23.3631799422817,0.0295588022415444
"108",36,3,0.027499336057991,0.0587,0.1152,2.08,0.0386712178067178,0.0743,0.12,0.02,0,0,0,0,0,0,1.4746e+10,0.6,0.1894,7,1.98814286984728,-0.00119288572190837,23.4142376965139,0.732367893713227
"109",37,1,0.00626572893600432,0.0267,0.0458,1.41,-0.00464869996708715,0.0277,0,0,0,0,0,0,0,0,11160078000,0.56,0.4069,4,0.335380607209926,0.00405749116507712,23.1356087831225,0.343589704390077
"110",37,2,0.022992812704301,0.0434,0.0775,1.73,0.02332944195868,0.045,0.41,0.05,0.02,0,0.09,1,0,0,15328143000,0.72,0.2414,4,0.388413839967668,0.0109144289030915,23.4529563874633,0.548121408509688
"111",37,3,0.0196103299909594,0.0447,0.0784,1.87,0.0167445705732531,0.0465,0.4,0.06,0.01,0.04,0.06,1,0,0,16176723000,0.72,0.4057,4,0.561048757298269,-0.000336629254378961,23.5068391940714,0.625938430866495
"112",38,1,-0.00212752429635011,0.0248,0.0805,0.89,-0.0171936390047892,0.0541,0.45,0.62,0,0,0.62,1,1,0,14718976000,1.17,0.1244,11,0.23745453892309,0.00290196355929247,23.41240338261,-0.116533816255952
"113",38,2,0.00470115257907868,0.0271,0.0877,0.98,0.0054025499607011,0.0394,0.68,0.06,0.15,0.11,0.08,1,0,0,15069533000,1.1,0.1272,11,0.536160665780752,0.0150661147084391,23.4359408603853,-0.0202027073175195
"114",38,3,0.0338727080883331,0.0285,0.0955,1.01,0.0318623049629455,0.0424,0.31,0.03,0,0,0,1,0,0,16130956000,1.11,0.1405,11,1.16899563603737,-0.00070139738162242,23.5040059957711,0.00995033085316809
"115",39,1,0.0558690602538298,0.0347,0.2768,0.66,0.0351049634376831,NA,0.35,0.63,0.3,0.07,0.58,0,0,0,1.5314e+11,3.12,0.1404,4,1.07911128956448,0.0128335132168608,25.7546183726314,-0.415515443961666
"116",39,2,0.00668615461685605,0.0374,0.2907,0.62,0.0076064967805204,NA,0.55,0.1,0.06,0.08,0.07,1,1,0,1.53375e+11,2.84,0.1611,4,0.738935829756111,0.0207640968161467,25.7561517399775,-0.478035800943
"117",39,3,-0.0296074387252944,0.0316,0.2449,0.39,-0.0213045511205114,NA,0.6,0.13,0.1,0.01,0.11,1,1,0,1.59103e+11,2.8,0.174,4,1.53390360610724,-0.000920342163664346,25.7928176281777,-0.941608539858445
"118",40,1,0.0347864775927001,0.1545,NA,2.92,0.0104289457139486,NA,0,0,0,0,0,0,0,0,6.398e+09,NA,0.1081,1,0.443023652971651,0.00532767910506548,22.5792512784737,1.07158361628019
"119",40,2,0.0692108879045184,0.1485,NA,3.06,0.0698052177169846,NA,0.1,0,0,0,0,0,0,0,7.203e+09,NA,0.1111,1,0.866816081094358,0.0243575318787515,22.6977634428536,1.11841491596429
"120",40,3,-0.0548877298629424,0.1486,NA,3.36,-0.0399828236886186,NA,0.17,0.07,0,0,0,0,0,0,7.171e+09,NA,0.1129,1,0.99054968744354,-0.000594329812466124,22.6933109518469,1.21194097397511
"121",41,1,0.0165476411244986,0.0504,0.4414,1.04,0.00366391827600947,0.2411,0.46,0.78,0.84,0,0.69,0,1,1,8.8896e+10,1.53,0.0476,6,0.677579444455505,0.00809543744457496,25.2107329840783,0.0392207131532813
"122",41,2,-0.0331421042168189,0.0567,0.4622,0.87,-0.0323900851399306,0.2721,0.69,0.11,0.12,0.1,0.07,1,1,1,9.2663e+10,0.54,0.0529,6,0.458495475035202,0.0128837228484892,25.2522350928408,-0.139262067333508
"123",41,3,-0.00593011439062195,0.0534,0.6896,0.92,0.0129273338505856,0.3183,0.66,0.08,0.12,0.1,0.08,1,1,1,9.9198e+10,0.94,0.0599,6,1.25336512814717,-0.000752019076888302,25.3203836897437,-0.083381608939051
"124",42,1,-0.0152850672156355,0.0047,0.0461,0.19,-0.052070656773158,NA,0.27,0.2,0.05,0.04,0.12,1,1,1,2.209974e+12,1.26,0.0339,4,2.83789980308967,0.0335872176764582,28.4240018666831,-1.66073120682165
"125",42,2,0.0515981829835917,0.0018,0.0171,0.11,0.0513952596939613,NA,0.38,0.03,0.02,0.01,0.02,1,1,1,2.102273e+12,1.14,0.1172,4,1.30909571379084,0.0367855895575225,28.3740402562584,-2.20727491318972
"126",42,3,-0.0322187290163332,0.0068,0.0629,0.18,-0.00300278619390492,NA,0.4,0.04,0.02,0.02,0.03,1,1,1,2.104534e+12,1.08,0.0456,4,-0.338205482717426,0.000202923289630456,28.375115180883,-1.71479842809193
"127",43,1,0.0294272253098314,0.087,0.2613,NA,0.0041070355407908,0.1386,0.34,0.18,0.05,0.16,0.1,1,1,1,2.039e+10,0.8,0.1639,5,1.39425779018855,0.0165522419242249,23.7383104215328,NA
"128",43,2,0.0170410326007931,0.0964,0.3012,NA,0.017150771552632,0.1491,0.45,0.04,0.01,0.05,0.01,1,1,1,2.5869e+10,0.96,0.1319,5,0.901074369005005,0.0253201897690406,23.9763111775847,NA
"129",43,3,0.016228342363386,0.0413,0.1141,NA,0.0384019946663707,0.0661,0.37,0.02,0,0.01,0,1,1,1,2.5917e+10,0.94,0.1498,5,0.182898253064921,-0.000109738951838953,23.9781649609913,NA
"130",44,1,0.0286761018337717,0.1729,0.2594,2.2,0.00252500869382091,0.2594,0.12,0,0,0,0,0,0,0,6.387e+09,NA,0.1042,1,-0.135134656680105,-0.00149458894882524,22.5775305115259,0.78845736036427
"131",44,2,0.0374523341418296,0.1618,0.2549,1.7,0.0382978463290442,0.2549,0.1,0,0,0,0,0,0,0,6.544e+09,NA,0.0951,1,0.930643883984012,0.0261510931399507,22.6018144362469,0.53062825106217
"132",44,3,-0.122171560521933,0.146,0.2865,1.23,-0.107897814514136,0.1977,0.17,0.07,0,0,0,0,0,0,7.336e+09,NA,0.0889,1,1.40918697869102,-0.000845512187214615,22.7160595719006,0.207014169384326
"133",45,1,0.0716377365187968,0.0085,0.0797,0.33,0.0503664206014223,NA,0.14,0,0,0,0,0,0,0,1.83872e+11,1,0.198,4,1.4579408998972,0.0173037026187869,25.9375057003032,-1.10866262452161
"134",45,2,0.0339990175646435,0.0108,0.0956,0.33,0.0343584911665558,NA,0.1,0,0,0,0,0,0,0,1.8301e+11,1.07,0.1635,4,0.756986331579164,0.0212713159173745,25.9328066331036,-1.10866262452161
"135",45,3,-0.02119671445406,0.0098,0.0834,0.3,0.00191558520322027,NA,0.13,0.03,0,0,0,0,0,0,1.86814e+11,1.07,0.2187,4,0.599122669853869,-0.000359473601912321,25.9533793063996,-1.20397280432594
"136",46,1,-0.0125661101743126,NA,NA,0.8,-0.0457986513244133,NA,0.5,0.6,0,0.72,0.68,0,1,1,1.756e+10,0.45,-0.0243,1,2.11504220168499,0.0250574979798829,23.5888894251534,-0.22314355131421
"137",46,2,-0.00576478807122184,0.038,0.1335,0.54,-0.00288303874351059,0.1055,0.65,0.07,0.08,0.08,0.13,1,1,1,1.507e+10,NA,NA,1,1.182652709968,0.0332325411501007,23.4359718495848,-0.616186139423817
"138",46,3,-0.0352822540027272,0.0843,0.2746,0.7,-0.0408058426730639,0.2143,0.68,0.11,0.09,0.06,0.13,1,1,1,1.576e+10,0.4,0.0125,1,4.80291554618542,-0.00288174932771125,23.4807409213761,-0.356674943938732
"139",47,1,-0.0362183124301359,0.1474,0.3375,NA,-0.0542781737064622,0.2067,0.06,0,0,0,0,0,0,0,4151300000,0.73,0.1758,5,0.853109701680854,0.0101666944798341,22.1466873751476,NA
"140",47,2,-0.00437165711057236,0.0572,0.1488,NA,-0.00365563081700753,0.0927,0.12,0,0,0,0,0,0,0,5041100000,0.67,0.2221,5,0.64269968954898,0.0180598612763263,22.340890149184,NA
"141",47,3,0.0139267652509382,0.0266,0.0819,NA,0.0174499008700962,0.0521,0.19,0.07,0,0,0,0,0,0,5092600000,0.78,0.0872,5,1.19337715594139,-0.000716026293564834,22.3510543425931,NA
"142",48,1,0.0224521819955565,0.11,0.2817,1.77,-0.0139607131845554,0.1584,0.17,0.14,0.06,0.31,0.1,0,0,0,11629437000,0.91,0.1518,5,0.807595682397225,0.00962962905228726,23.1768053930189,0.570979546585738
"143",48,2,-0.00405124429221254,0.0964,0.2347,1.45,-0.00329752313385588,0.1391,0.38,0.04,0.03,0.01,0.02,1,1,0,1.2035e+10,0.75,0.1605,5,1.29583256868726,0.036412895180112,23.2110849081814,0.371563556432483
"144",48,3,0.0295417038458373,0.0354,0.1138,1.63,0.0508136029520012,0.071,0.42,0.04,0.03,0.03,0.03,1,1,0,1.8503e+10,0.75,0.1403,5,1.25620193059443,-0.000753721158356659,23.641198718046,0.488580014818671
"145",49,1,0.0434784870346987,0.1418,0.2217,1.83,-0.0181656264624492,0.1774,0.33,0.48,0,0,0.65,0,0,0,14354200000,0.31,0.272,4,1.97755410729304,0.0234351384660578,23.3873084192556,0.60431596685333
"146",49,2,-0.0239251741490741,0.1493,0.2189,1.57,-0.0229043100711418,0.1831,0.28,0.08,0,0,0,1,0,0,15909300000,0.23,0.2675,4,2.19374069384868,0.0616441134971479,23.4901696808423,0.451075619360217
"147",49,3,-0.124892353957941,0.1238,0.1727,0.78,-0.0933556680923069,0.1474,0.29,0.09,0,0,0,1,0,0,16296800000,0.19,0.2791,4,1.70144012988718,-0.00102086407793231,23.5142346064676,-0.2484613592985
"148",50,1,NA,0.1664,0.3197,3.83,NA,0.2356,0.58,0.6,0.44,0,0.31,1,1,1,3.804e+09,0.24,0.1884,2,NA,NA,22.0593189816296,1.34286480319255
"149",50,2,NA,0.1705,0.3601,4.43,NA,0.2385,0.58,0.09,0.13,0,0.06,1,1,1,3.882e+09,0.61,0.2074,2,NA,NA,22.0796163216932,1.48839958405704
"150",50,3,NA,0.1649,0.3475,5.35,NA,0.2287,0.62,0.1,0.14,0,0.09,1,1,1,4.243e+09,0.49,0.2203,2,NA,NA,22.1685364031666,1.67709656090792
"151",51,1,0.024534370010745,0.0085,0.0238,0.4,-0.00150639820837522,0.0223,0.26,0.36,0.41,0.47,0.21,0,0,0,2.728e+10,0.35,5e-04,2,1.11993540422325,0.0133152377698344,24.0294196699217,-0.916290731874155
"152",51,2,0.00154136070331146,0.0194,0.0552,0.58,0.00216546864499628,0.0409,0.38,0.07,0.05,0.06,0.05,0,1,0,2.678e+10,0.35,0.0037,2,0.926717730217802,0.0260407682191202,24.0109211772094,-0.544727175441672
"153",51,3,0.0247624423356873,0.0375,0.1093,0.55,0.024646378310104,0.076,0.37,0.07,0.07,0.05,0.03,0,1,0,2.143e+10,0.37,0.0082,2,1.04017990280804,-0.000624107941684822,23.7880576464319,-0.59783700075562
"154",52,1,-0.0302999476084499,0.0401,0.063,NA,-0.0624235867227514,0.0497,0.71,0.75,0.61,0.14,0.75,1,1,1,2.6689e+10,0.22,0.0614,3,0.130740926923069,0.00164274293769221,24.0075173324447,NA
"155",52,2,-0.016450357698969,0.0606,0.0946,NA,-0.0159894480741137,0.0767,0.39,0.1,0,0,0.07,1,1,1,2.7934e+10,0.22,0.049,3,1.14319000406767,0.0321236391143014,24.05311042183,NA
"156",52,3,-0.158382542445052,-0.0744,-0.1126,NA,-0.142919255155219,-0.0837,0.49,0.09,0.06,0.02,0.1,1,1,1,2.8827e+10,0.21,0.07,3,0.768182708092053,-0.000460909624855232,24.0845782849097,NA
"158",53,2,0.0982339069865445,0.2242,0.3021,5,0.0981205513684281,0.286,0.89,0.14,0.13,0.11,0.14,1,1,1,1.1863e+10,0.07,0.3208,5,1.44238833382165,0.0405311121803883,23.1966901496254,1.6094379124341
"159",53,3,0.0657340191813551,0.2097,0.3515,3.29,0.0627092120962592,0.264,0.79,0.14,0.11,0.14,0.13,0,1,1,1.4317e+10,0.05,0.3449,5,-0.188926030194019,0.000113355618116412,23.3847134793246,1.19088756477728
"160",54,1,0.0361344392102476,0.0056,0.0574,-0.17,-0.0161471143309509,NA,0.53,0.26,0.41,0.4,0.15,1,1,1,3.5899e+11,0.56,0.1667,4,1.54994242140176,0.0183893205725407,26.6065603698935,NA
"161",54,2,0.0133996489119119,0.0065,0.0682,-0.07,0.0137913556960494,NA,0.44,0.02,0.05,0.06,0.01,1,1,1,3.7431e+11,0.57,0.1366,4,1.86055350680422,0.0522815535411986,26.6483501680374,NA
"162",54,3,-0.0616231832611664,0.0077,0.0844,-0.1,-0.0323161310107568,NA,0.42,0.02,0.05,0.03,0.02,1,1,1,3.85303e+11,0.59,0.1562,4,0.652844640229152,-0.000391706784137491,26.6772958746889,NA
"163",55,1,-0.0094680889109934,0.3255,0.5034,NA,-0.0466850619174821,0.5034,0,0,0,0,0,0,0,0,6.119e+11,NA,0.1425,3,1.8263892351344,0.0216513929745859,27.1398347074149,NA
"164",55,2,0.0256498306087245,0.3175,0.499,NA,0.0267318407429897,0.499,0.05,0,0,0,0,0,0,0,5.46e+08,NA,0.1462,3,1.32444743795333,0.0372169730064887,20.1181295337092,NA
"165",55,3,-0.0310275939403705,0.2985,0.4533,NA,-0.0288878874281934,0.4533,0.05,0,0,0,0,0,0,0,5.43e+08,NA,0.1441,3,1.8033502237753,-0.00108201013426518,20.1126198778982,NA
"166",56,1,0.04432105566759,0.014,0.1131,0.26,-0.0226863332166272,0.0914,0.38,0.71,0,0,0.75,1,0,0,2.00451e+11,0.32,0.1497,4,1.19184803390984,0.0141638068001361,26.0238356647977,-1.34707364796661
"167",56,2,0.00114728891300428,0.0143,0.1224,0.26,0.00198005322780325,0.0992,0.29,0.09,0,0,0,1,0,0,2.19873e+11,0.28,0.288,4,2.38460458662695,0.0670073888842172,26.1163159438854,-1.34707364796661
"168",56,3,-0.0598989035900136,0.0144,0.1197,0.25,-0.0230327587104582,0.1005,0.44,0.09,0,0,0.11,1,0,1,2.39808e+11,0.3,0.2973,4,1.38794052466496,-0.000832764314798976,26.2031044401176,-1.38629436111989
"169",57,1,0.033060860533797,0.0531,0.3515,1.28,0.00425124386748094,0.1178,0.84,0.75,0.76,0.83,0.7,1,1,1,7507100000,2.77,0.0462,8,0.864673034950676,0.010303141812418,22.739115076349,0.246860077931526
"170",57,2,0.0162678075291837,0.0611,0.421,1.59,0.0169655432782332,0.1316,0.58,0.05,0.08,0.09,0.07,1,1,1,7.82e+09,2.65,0.048,8,1.02525326214648,0.0288096166663161,22.7799503915036,0.46373401623214
"171",57,3,0.046579086938368,0.0324,0.2459,1.57,0.0720208628010287,0.0765,0.69,0.08,0.11,0.13,0.09,1,1,1,7.571e+09,2.9,0.0548,8,1.16289291508256,-0.000697735749049536,22.7475909960676,0.451075619360217
"172",58,1,-0.00113655362620356,-0.0916,-0.1497,4.36,-0.0449688077928005,-0.1013,0,0,0,0,0,0,0,0,1.568e+09,0.32,-0.2284,5,0.251365071705307,0.00306610784612263,21.1730667588746,1.47247205736094
"173",58,2,0.00755056872423011,-0.0565,-0.0934,5.24,0.00909892449873842,-0.0504,0.22,0,0,0,0,0,0,1,2.249e+09,0.49,-0.3215,5,1.55986669632018,0.0438322541665969,21.5337515099236,1.65632149833295
"174",58,3,0.0939079436835139,-0.0552,-0.0875,4.54,0.121632197995687,-0.0637,0.24,0.02,0,0,0,0,0,1,2.49e+09,0.43,-0.1784,5,2.58059295751386,-0.00154835577450832,21.635548547423,1.51292701205326
"175",59,1,0.0406306759829075,0.0688,0.1781,2.3,-0.00348666047516508,0.1231,0.49,0.34,0.49,0.28,0.18,1,1,1,3.5897e+10,0.48,0.1112,5,-0.0467951123227396,-0.000452182325408327,24.3039195634892,0.832909122935104
"176",59,2,0.00586659414485395,0.0554,0.1336,2.92,0.00635790260156502,0.0943,0.54,0.06,0.08,0.06,0.02,1,1,1,3.8592e+10,0.53,0.1564,5,1.57001197359689,0.0441173364580726,24.3763108380511,1.07158361628019
"177",59,3,0.031680068559757,0.0478,0.1075,3.73,0.0478767223901859,0.0783,0.6,0.07,0.09,0.08,0.02,1,1,1,3.3749e+10,0.49,0.1262,5,0.818847427851776,-0.000491308456711066,24.2422166241964,1.31640823365572
"178",60,1,0.0178652135578698,0.0427,0.0951,0.69,-0.00848869935765637,NA,0.02,0,0,0,0,0,0,0,4.27452e+11,0.33,0.0912,4,0.409495407924079,0.00493204581350413,26.7811078383175,-0.371063681390832
"179",60,2,0.0130717904635292,0.0393,0.086,0.75,0.013582979778002,NA,0.12,0,0,0,0,0,0,0,4.84931e+11,0.33,0.1069,4,0.937861669591678,0.0263539129155262,26.9072724497216,-0.287682072451781
"180",60,3,-0.0178379316384487,0.0447,0.0972,0.63,-0.0010328130596567,NA,0.18,0.06,0,0,0,0,0,0,5.26186e+11,0.33,0.1021,4,0.851982190788006,-0.000511189314472804,26.9889205993454,-0.462035459596559
"181",61,1,0.0372924569622123,-0.0072,-0.018,1.14,-0.0335604039566293,0.0082,0.29,0.27,0.44,0.49,0,0,1,0,1.7154e+10,0.62,-0.5612,5,1.36873252029295,0.0162510437394568,23.5654972195146,0.131028262406404
"182",61,2,0.029098530824196,-0.0071,-0.0183,1.21,0.0288754375245586,0.002,0.67,0.07,0.09,0.1,0.06,1,1,1,1.6571e+10,0.65,-0.0169,5,2.52145412522568,0.0708528609188416,23.5309200165941,0.19062035960865
